item,description,product_code,u_m,unit_cost,p_m_t_code,p_m_t
"AOS-AA-DC-005123","12005085","FF-AA-RF","PC",0.85277,"M","Manufactured"
"AOS-AA-DC-005126","12003265","FF-AA-RF","PC",0.154573,"M","Manufactured"
"AOS-AA-DC-005129","CN23000085","FF-AA-RF","PC",0.056969,"M","Manufactured"
"AOS-AA-DC-005130","CN23000099","FF-AA-RF","PC",0.174512,"M","Manufactured"
"AOS-AA-DC-005134","98000031861","FF-AA-RF","PC",0.036408,"M","Manufactured"
"AOS-AA-DC-005137","VPBE2H-18658-BG","FF-AA-RF","PC",0.3,"M","Manufactured"
"AOS-AA-DC-005141","3020849/DF20183434","FF-AA-RF","PC",0.088591,"M","Manufactured"
"AOS-AA-DC-005142","3020850/DF20183435","FF-AA-RF","PC",0.108858,"M","Manufactured"
"AOS-AA-DC-005143","3020900/DF201814108","FF-AA-RF","PC",0.252599,"M","Manufactured"
"AOS-AA-DC-005163","F115-AN6AA-02（DS1E1AN6AA)","FF-AA-RF","PC",2.520634,"M","Manufactured"
"AOS-AA-DC-005167","98000558041","FF-AA-RF","PC",16.731574,"M","Manufactured"
"AOS-AA-DC-005177","12051653","FF-AA-RF","PC",0.11746,"M","Manufactured"
"AOS-AA-DC-005178","12051651","FF-AA-RF","PC",0.206351,"M","Manufactured"
"AOS-AA-DC-005180","HR256SPEAB-01","FF-AA-RF","PC",1.425735,"M","Manufactured"
"AOS-AA-DC-005181","HR256SPEAA-02","FF-AA-RF","PC",2.149392,"M","Manufactured"
"AOS-AA-DC-005182","12051975","FF-AA-RF","PC",0.20843,"M","Manufactured"
"AOS-AA-DC-005183","12052384","FF-AA-RF","PC",0.529198,"M","Manufactured"
"AOS-AA-DC-005185","12052689（5821-1611-00）","FF-AA-RF","PC",0.221668,"M","Manufactured"
"AOS-AA-DC-005186","12052864(42775405)","FF-AA-RF","PC",0.134674,"M","Manufactured"
"AOS-AA-DC-005187","12052865(42775406)","FF-AA-RF","PC",0.28871,"M","Manufactured"
"AOS-AA-DC-005194","12052267","FF-AA-RF","PC",0.224047,"M","Manufactured"
"AOS-AA-DC-006001","0026058006","FF-AA-RF","PC",2.975774,"M","Manufactured"
"AOS-AA-DC-006002","0026059006","FF-AA-RF","PC",2.929111,"M","Manufactured"
"AOS-AA-DC-006004","81178015","FF-AA-RF","PC",1.135792,"M","Manufactured"
"AOS-AA-DC-006005","81179015","FF-AA-RF","PC",1.216105,"M","Manufactured"
"AOS-AA-DC-006006","81188018","FF-AA-RF","PC",1.983656,"M","Manufactured"
"AOS-AA-DC-006007","81189018","FF-AA-RF","PC",2.253636,"M","Manufactured"
"AOS-AA-DC-006015","03.3.970.0000","FF-AA-RF","PC",0.1321,"M","Manufactured"
"AOS-AA-DC-006018","12.2.900.0000","FF-AA-RF","PC",0.224552,"M","Manufactured"
"AOS-AA-DC-006019","20.80.80.20","FF-AA-RF","PC",2.430229,"M","Manufactured"
"AOS-AA-DC-006020","20.80.90.20","FF-AA-RF","PC",2.324616,"M","Manufactured"
"AOS-AA-DC-006021","21.15.70.01","FF-AA-RF","PC",0.243069,"M","Manufactured"
"AOS-AA-DC-006022","21.16.80.18","FF-AA-RF","PC",4.99,"M","Manufactured"
"AOS-AA-DC-006023","21.16.90.18","FF-AA-RF","PC",4.99,"M","Manufactured"
"AOS-AA-DC-006024","21.24.80.12","FF-AA-RF","PC",0.799755,"M","Manufactured"
"AOS-AA-DC-006025","21.24.90.12","FF-AA-RF","PC",0.800163,"M","Manufactured"
"AOS-AA-DC-006027","F114001860","FF-AA-RF","PC",0.038224,"M","Manufactured"
"AOS-AA-DC-006031","CN23000027","FF-AA-RF","PC",0.208748,"M","Manufactured"
"AOS-AA-DC-006032","CN23000028","FF-AA-RF","PC",0.023239,"M","Manufactured"
"AOS-AA-DC-006033","TRI0002950","FF-AA-RF","PC",0.246862,"M","Manufactured"
"AOS-AA-DC-006034","CN23000031","FF-AA-RF","PC",1.567735,"M","Manufactured"
"AOS-AA-DC-006035","CN23000032","FF-AA-RF","PC",1.542818,"M","Manufactured"
"AOS-AA-DC-006038","FR26837036","FF-AA-RF","PC",0.32773,"M","Manufactured"
"AOS-AA-DC-006041","F114000461","FF-AA-RF","PC",2.298626,"M","Manufactured"
"AOS-AA-DC-006042","F114000462","FF-AA-RF","PC",2.276547,"M","Manufactured"
"AOS-AA-DC-006043","29.42.70.01","FF-AA-RF","PC",0.166813,"M","Manufactured"
"AOS-AA-DC-006046","CN23000063","FF-AA-RF","PC",0.399858,"M","Manufactured"
"AOS-AA-DC-006047","F114002129","FF-AA-RF","PC",0.143779,"M","Manufactured"
"AOS-AA-DC-006048","CN23000007","FF-AA-RF","PC",2.377562,"M","Manufactured"
"AOS-AA-DC-006053","F114000426","FF-AA-RF","PC",0.078206,"M","Manufactured"
"AOS-AA-DC-006055","CN23000091","FF-AA-RF","PC",0.067877,"M","Manufactured"
"AOS-AA-DC-006057","F114000147","FF-AA-RF","PC",2.802746,"M","Manufactured"
"AOS-AA-DC-006058","81.39.80.14","FF-AA-RF","PC",2.028137,"M","Manufactured"
"AOS-AA-DC-006059","81.39.90.14","FF-AA-RF","PC",2.305484,"M","Manufactured"
"AOS-AA-DC-006060","CN23000001","FF-AA-RF","PC",4.101726,"M","Manufactured"
"AOS-AA-DC-006061","CN23000002","FF-AA-RF","PC",4.074623,"M","Manufactured"
"AOS-AA-DC-006062","CN23000008","FF-AA-RF","PC",2.872999,"M","Manufactured"
"AOS-AA-DC-006063","CN23000049","FF-AA-RF","PC",0.049549,"M","Manufactured"
"AOS-AA-DC-006064","CN23000065","FF-AA-RF","PC",0.111668,"M","Manufactured"
"AOS-AA-DC-006065","CN23000076","FF-AA-RF","PC",0.32963,"M","Manufactured"
"AOS-AA-DC-006068","CN23000108","FF-AA-RF","PC",0.062831,"M","Manufactured"
"AOS-AA-DC-006069","CN23000043","FF-AA-RF","PC",0.241373,"M","Manufactured"
"AOS-AA-DC-006071","MK20845505","FF-AA-RF","PC",0.34,"M","Manufactured"
"AOS-AA-DC-006073","RI25103400","FF-AA-RF","PC",0.025638,"M","Manufactured"
"AOS-AA-DC-006074","CN23000116","FF-AA-RF","PC",1.950414,"M","Manufactured"
"AOS-AA-DC-006075","CN23000117","FF-AA-RF","PC",2.002237,"M","Manufactured"
"AOS-AA-DC-006078","CN23000055","FF-AA-RF","PC",0.035475,"M","Manufactured"
"AOS-AA-DC-006079","CN23000120","FF-AA-RF","PC",0.777393,"M","Manufactured"
"AOS-AA-DC-006080","CN23000121","FF-AA-RF","PC",0.788667,"M","Manufactured"
"AOS-AA-DC-006081","CN23000138","FF-AA-RF","PC",0.109062,"M","Manufactured"
"AOS-AA-DC-006084","CN23000152","FF-AA-RF","PC",0.075763,"M","Manufactured"
"AOS-AA-DC-006085","CN23000153","FF-AA-RF","PC",0.173728,"M","Manufactured"
"AOS-AA-DC-006086","CN23000154","FF-AA-RF","PC",0.16861,"M","Manufactured"
"AOS-AA-DC-009005","G3341002","FF-AA-RF","PC",0.382121,"M","Manufactured"
"AOS-AA-DC-009018","FV044001","FF-AA-RF","PC",1.0185,"M","Manufactured"
"AOS-AA-DC-009044","LF230001","FF-AA-RF","PC",0.167044,"M","Manufactured"
"AOS-AA-DC-009046","DN206001(宁德)","FF-AA-RF","PC",0.417976,"M","Manufactured"
"AOS-AA-DC-009066","PN629001(停用）","FF-AA-RF","PC",5.885671,"M","Manufactured"
"AOS-AA-DC-009069","PN620001","FF-AA-RF","PC",0.31552,"M","Manufactured"
"AOS-AA-DC-031013","H241204206","FF-AA-RF","PC",0.082516,"M","Manufactured"
"AOS-AA-DC-031024","H241204278","FF-AA-RF","PC",3.570975,"M","Manufactured"
"AOS-AA-DC-031060","H241413109","FF-AA-RF","PC",0.15374,"M","Manufactured"
"AOS-AA-DC-031061","H241413110","FF-AA-RF","PC",0.155969,"M","Manufactured"
"AOS-AA-DC-033008","03765150-G","FF-AA-RF","PC",2.885666,"M","Manufactured"
"AOS-AA-DC-033009","03766150-G","FF-AA-RF","PC",2.773054,"M","Manufactured"
"AOS-AA-DC-033010","03844340","FF-AA-RF","PC",0.573501,"M","Manufactured"
"AOS-AA-DC-033011","03844345","FF-AA-RF","PC",0.580834,"M","Manufactured"
"AOS-AA-DC-033012","03844310","FF-AA-RF","PC",0.098478,"M","Manufactured"
"AOS-AA-DC-033016","03859330","FF-AA-RF","PC",0.270236,"M","Manufactured"
"AOS-AA-DC-033020","03887260","FF-AA-RF","PC",0.304087,"M","Manufactured"
"AOS-AA-DC-033021","03889400","FF-AA-RF","PC",0.287098,"M","Manufactured"
"AOS-AA-DC-033022","03889410","FF-AA-RF","PC",0.36446,"M","Manufactured"
"AOS-AA-DC-033023","03889420","FF-AA-RF","PC",0.541163,"M","Manufactured"
"AOS-AA-DC-034004","30009784-SD02(10*15*25)","FF-AA-RF","PC",0.061786,"M","Manufactured"
"AOS-AA-DC-034005","30009784-SD02(10*15*260)","FF-AA-RF","PC",0.433802,"M","Manufactured"
"AOS-AA-DC-034006","30009784-SD02(10*15*84)","FF-AA-RF","PC",0.157785,"M","Manufactured"
"AOS-AA-DC-034018","30011851","FF-AA-RF","PC",1.02018,"M","Manufactured"
"AOS-AA-DC-034020","30069128（1300*8*2）","FF-AA-RF","PC",1.075494,"M","Manufactured"
"AOS-AA-DC-034024","9039445","FF-AA-RF","PC",10.791969,"M","Manufactured"
"AOS-AA-DC-034025","10071391-SD03(363*8*6)","FF-AA-RF","PC",0.182309,"M","Manufactured"
"AOS-AA-DC-034026","10071391-SD04(15*15*8)","FF-AA-RF","PC",0.021935,"M","Manufactured"
"AOS-AA-DC-035001","K8360308000","FF-AA-RF","PC",0.026364,"M","Manufactured"
"AOS-AA-DC-035002","GX73-8B680-A-PIA-01","FF-AA-RF","PC",0.070874,"M","Manufactured"
"AOS-AA-DC-041001","12006761","FF-AA-RF","PC",0.224362,"M","Manufactured"
"AOS-AA-DC-041002","12007794","FF-AA-RF","PC",0.161387,"M","Manufactured"
"AOS-AA-DC-041003","12007795","FF-AA-RF","PC",0.111206,"M","Manufactured"
"AOS-AA-DC-041004","12050076","FF-AA-RF","PC",0.147586,"M","Manufactured"
"AOS-AA-DC-041005","12002619","FF-AA-RF","PC",0.826474,"M","Manufactured"
"AOS-AA-DC-041012","3021155(26381101)","FF-AA-RF","PC",0.13544,"M","Manufactured"
"AOS-AA-DC-041013","12053967(5932-1611-00)","FF-AA-RF","PC",0.464909,"M","Manufactured"
"AOS-AA-DC-042003","DF20169826/3020644","FF-AA-RF","PC",0.123717,"M","Manufactured"
"AOS-AA-DC-042004","3020749","FF-AA-RF","PC",0.034981,"M","Manufactured"
"AOS-AA-DC-042006","3020781（DF20173230）","FF-AA-RF","PC",0.318725,"M","Manufactured"
"AOS-AA-DC-049004","CN23000003","FF-AA-RF","PC",0.730133,"M","Manufactured"
"AOS-AA-DC-051001","1002948","FF-AA-RF","PC",0.0873,"M","Manufactured"
"AOS-AA-DC-060043","26693909","FF-AA-RF","PC",1.903499,"M","Manufactured"
"AOS-AA-DC-060047","39143678","FF-AA-RF","PC",0.091018,"M","Manufactured"
"AOS-AA-DC-060048","39143679","FF-AA-RF","PC",0.097049,"M","Manufactured"
"AOS-AA-DC-060049","39143680","FF-AA-RF","PC",0.04551,"M","Manufactured"
"AOS-AA-DC-060053","24280656","FF-AA-RF","PC",13.147868,"M","Manufactured"
"AOS-AA-DC-060063","84705733","FF-AA-RF","PC",0.527935,"M","Manufactured"
"AOS-AA-DC-060064","84705734","FF-AA-RF","PC",0.513714,"M","Manufactured"
"AOS-AA-DC-060067","3T0823713A","FF-AA-RF","PC",4.209472,"M","Manufactured"
"AOS-AA-DC-063001","13.0103.0212(3X15X2000)","FF-AA-RF","PC",2.871656,"M","Manufactured"
"AOS-AA-DC-063002","13.0103.0214","FF-AA-RF","PC",6.7244,"M","Manufactured"
"AOS-AA-DC-063003","13.0103.0231","FF-AA-RF","PC",19.002401,"M","Manufactured"
"AOS-AA-DC-063004","13.0103.0232","FF-AA-RF","PC",11.285767,"M","Manufactured"
"AOS-AA-DC-063006","13.0103.0263","FF-AA-RF","PC",6.415648,"M","Manufactured"
"AOS-AA-DC-063008","13.0103.0285","FF-AA-RF","PC",2.820886,"M","Manufactured"
"AOS-AA-DC-063009","13.0103.0295","FF-AA-RF","PC",1.13076,"M","Manufactured"
"AOS-AA-DC-063011","13.0103.0297","FF-AA-RF","PC",2.55574,"M","Manufactured"
"AOS-AA-DC-063012","13.0103.0302","FF-AA-RF","PC",7.371166,"M","Manufactured"
"AOS-AA-DC-063026","13.0103.0293","FF-AA-RF","PC",9.781517,"M","Manufactured"
"AOS-AA-DC-065001","FK7B624C50AB","FF-AA-RF","PC",0.054001,"M","Manufactured"
"AOS-AA-DC-067001","084006","FF-AA-RF","PC",0.051116,"M","Manufactured"
"AOS-AA-DC-072001","20330000051","FF-AA-RF","PC",0.103651,"M","Manufactured"
"AOS-AA-DC-072002","20330000121","FF-AA-RF","PC",0.105509,"M","Manufactured"
"AOS-AA-DC-072005","20220003641","FF-AA-RF","PC",0.829237,"M","Manufactured"
"AOS-AA-DC-072007","98000039821","FF-AA-RF","PC",0.046896,"M","Manufactured"
"AOS-AA-DC-072008","98000039841","FF-AA-RF","PC",0.032746,"M","Manufactured"
"AOS-AA-DC-072010","98000550101","FF-AA-RF","PC",0.021557,"M","Manufactured"
"AOS-AA-DC-074004","98000040711","FF-AA-RF","PC",0.023064,"M","Manufactured"
"AOS-AA-DC-074005","98000040721","FF-AA-RF","PC",0.013363,"M","Manufactured"
"AOS-AA-DC-074011","30020000971","FF-AA-RF","PC",1.112996,"M","Manufactured"
"AOS-AA-DC-074012","30020001321","FF-AA-RF","PC",0.880633,"M","Manufactured"
"AOS-AA-DC-074013","98000548931","FF-AA-RF","PC",0.065734,"M","Manufactured"
"AOS-AA-DC-074014","98000548941","FF-AA-RF","PC",0.044461,"M","Manufactured"
"AOS-AA-DC-074015","98000545271","FF-AA-RF","PC",0.043004,"M","Manufactured"
"AOS-AA-DC-074016","30020006691","FF-AA-RF","PC",0.933918,"M","Manufactured"
"AOS-AA-DC-074019","30020006711","FF-AA-RF","PC",0.936994,"M","Manufactured"
"AOS-AA-DC-074020","30020007631","FF-AA-RF","PC",0.98927,"M","Manufactured"
"AOS-AA-DC-074021","30020007641","FF-AA-RF","PC",0.997719,"M","Manufactured"
"AOS-AA-DC-074022","30020007571","FF-AA-RF","PC",1.171147,"M","Manufactured"
"AOS-AA-DC-074023","30020007581","FF-AA-RF","PC",1.154937,"M","Manufactured"
"AOS-AA-DC-074024","30020006701","FF-AA-RF","PC",1.033453,"M","Manufactured"
"AOS-AA-DC-074025","98000578181","FF-AA-RF","PC",0.041998,"M","Manufactured"
"AOS-AA-DC-074026","30020006721","FF-AA-RF","PC",0.936126,"M","Manufactured"
"AOS-AA-DC-074027","98000556831","FF-AA-RF","PC",0.034285,"M","Manufactured"
"AOS-AA-DC-074028","98000584321","FF-AA-RF","PC",0.395636,"M","Manufactured"
"AOS-AA-DC-075001","98000531671","FF-AA-RF","PC",0.03208,"M","Manufactured"
"AOS-AA-DC-078001","50020000381","FF-AA-RF","PC",0.049,"M","Manufactured"
"AOS-AA-DC-079001","20680000221","FF-AA-RF","PC",0.95225,"M","Manufactured"
"AOS-AA-DC-079002","20680000231","FF-AA-RF","PC",0.940421,"M","Manufactured"
"AOS-AA-DC-083001","98000038641","FF-AA-RF","PC",0.222258,"M","Manufactured"
"AOS-AA-DC-083004","98000546591","FF-AA-RF","PC",0.193303,"M","Manufactured"
"AOS-AA-DC-086001","98000025631","FF-AA-RF","PC",0.01089,"M","Manufactured"
"AOS-AA-DC-086003","98000051361","FF-AA-RF","PC",0.011327,"M","Manufactured"
"AOS-AA-DC-086004","98000051371","FF-AA-RF","PC",0.013587,"M","Manufactured"
"AOS-AA-DC-086005","98000051561","FF-AA-RF","PC",0.019228,"M","Manufactured"
"AOS-AA-DC-086006","98000051571","FF-AA-RF","PC",0.017592,"M","Manufactured"
"AOS-AA-DC-086007","98000551171","FF-AA-RF","PC",0.022734999999999998,"M","Manufactured"
"AOS-AA-DC-086008","98000551191","FF-AA-RF","PC",0.083576,"M","Manufactured"
"AOS-AA-DC-086009","98000048711","FF-AA-RF","PC",0.595486,"M","Manufactured"
"AOS-AA-DC-089002","74895-TLYA-H010-M3-12","FF-AA-RF","PC",0.010047,"M","Manufactured"
"AOS-AA-DC-089003","9002 NA034A-07","FF-AA-RF","PC",0.1614,"M","Manufactured"
"AOS-AA-DC-089004","98000506181","FF-AA-RF","PC",0.039341,"M","Manufactured"
"AOS-AA-DC-089005","98000506191","FF-AA-RF","PC",0.096463,"M","Manufactured"
"AOS-AA-DC-089006","98000506201","FF-AA-RF","PC",0.114859,"M","Manufactured"
"AOS-AA-DC-089007","98000506211","FF-AA-RF","PC",0.164035,"M","Manufactured"
"AOS-AA-DC-089008","98000506221","FF-AA-RF","PC",0.155014,"M","Manufactured"
"AOS-AA-DC-090017","40120008521","FF-AA-RF","PC",0.643013,"M","Manufactured"
"AOS-AA-DC-090018","40120008531","FF-AA-RF","PC",0.69924,"M","Manufactured"
"AOS-AA-DC-090019","40120008541","FF-AA-RF","PC",0.534176,"M","Manufactured"
"AOS-AA-DC-090020","40120008551","FF-AA-RF","PC",0.534964,"M","Manufactured"
"AOS-AA-DC-090025","98000555541","FF-AA-RF","PC",0.03339,"M","Manufactured"
"AOS-AA-DC-090026","98000555551","FF-AA-RF","PC",0.058469,"M","Manufactured"
"AOS-AA-DC-090027","98000555561","FF-AA-RF","PC",0.039905,"M","Manufactured"
"AOS-AA-DC-090028","98000555531","FF-AA-RF","PC",0.066283,"M","Manufactured"
"AOS-AA-DC-090029","98000811481","FF-AA-RF","PC",0.468831,"M","Manufactured"
"AOS-AA-DC-091001","98000052231","FF-AA-RF","PC",0.058849,"M","Manufactured"
"AOS-AA-DC-101001","365804008（2*2*200MM）","FF-AA-RF","PC",0.052403,"M","Manufactured"
"AOS-AA-DC-104001","98000012671","FF-AA-RF","PC",0.009924,"M","Manufactured"
"AOS-AA-DC-106001","100149A0","FF-AA-RF","PC",0.295481,"M","Manufactured"
"AOS-AA-DC-106002","103222A0","FF-AA-RF","PC",0.254697,"M","Manufactured"
"AOS-AA-DC-110001","98000050351","FF-AA-RF","PC",0.027049,"M","Manufactured"
"AOS-AA-DC-156001","3040120015","FF-AA-RF","PC",0.0716,"M","Manufactured"
"AOS-FA-DC-005178","12051649","FF-AA-RF","PC",0.38,"M","Manufactured"
"AOT-AA-DC-031001","TQ146636-8360","FF-AA-RF","PC",3.17516,"M","Manufactured"
"AOT-AA-DC-031002","TQ146646-6912","FF-AA-RF","PC",1.497393,"M","Manufactured"
"AOT-AA-DC-047067","8105561XKQ00A","FF-AA-RF","PC",1.09513,"M","Manufactured"
"AOT-AA-DC-059029","06.CA001A.D203A","FF-AA-RF","PC",0.428931,"M","Manufactured"
"AOT-AA-DC-059031","06.CA001A.D365A","FF-AA-RF","PC",0.298497,"M","Manufactured"
"AOT-AA-DC-059079","06.CA024A.A217A","FF-AA-RF","PC",0.661707,"M","Manufactured"
"AOT-AA-DC-059080","06.CA024A.A218A","FF-AA-RF","PC",0.412189,"M","Manufactured"
"AOT-AA-DC-059095","19.CA024A.A121A","FF-AA-RF","PC",0.449109,"M","Manufactured"
"AOT-AA-DC-059099","06.CA001A.G202A","FF-AA-RF","PC",0.415249,"M","Manufactured"
"AOT-AA-DC-079006","10*8*1130","FF-AA-RF","PC",1.135725,"M","Manufactured"
"AOW-AA-DC-007001","89033248","FF-AA-RF","PC",3.149778,"M","Manufactured"
"AOW-AA-DC-007002","89033249","FF-AA-RF","PC",0.097908,"M","Manufactured"
"AOW-AA-DC-007003","89033250","FF-AA-RF","PC",3.274554,"M","Manufactured"
"AOW-AA-DC-007004","89077471","FF-AA-RF","PC",1.781471,"M","Manufactured"
"AOW-AA-DC-007005","89077472","FF-AA-RF","PC",2.305578,"M","Manufactured"
"AOW-AA-DC-007008","89090939","FF-AA-RF","PC",0.11705,"M","Manufactured"
"AOW-AA-DC-007009","89096293","FF-AA-RF","PC",4.27853,"M","Manufactured"
"AOW-AA-DC-007010","89096294","FF-AA-RF","PC",4.37207,"M","Manufactured"
"AOW-AA-DC-007011","89404231","FF-AA-RF","PC",0.294146,"M","Manufactured"
"AOW-AA-DC-007012","89404232","FF-AA-RF","PC",0.347077,"M","Manufactured"
"AOW-AA-DC-007013","89404265","FF-AA-RF","PC",2.507485,"M","Manufactured"
"AOW-AA-DC-007014","89404266","FF-AA-RF","PC",2.605698,"M","Manufactured"
"AOW-AA-DC-007015","89405231","FF-AA-RF","PC",3.764878,"M","Manufactured"
"AOW-AA-DC-007016","89405232","FF-AA-RF","PC",3.80195,"M","Manufactured"
"AOW-AA-DC-007017","89405255","FF-AA-RF","PC",0.076743,"M","Manufactured"
"AOW-AA-DC-007018","89405280","FF-AA-RF","PC",2.809595,"M","Manufactured"
"AOW-AA-DC-007019","89405281","FF-AA-RF","PC",2.946859,"M","Manufactured"
"AOW-AA-DC-007020","89420270","FF-AA-RF","PC",3.853557,"M","Manufactured"
"AOW-AA-DC-007021","89420271","FF-AA-RF","PC",3.745754,"M","Manufactured"
"AOW-AA-DC-007022","89421208","FF-AA-RF","PC",1.651776,"M","Manufactured"
"AOW-AA-DC-007023","89421232","FF-AA-RF","PC",1.963752,"M","Manufactured"
"AOW-AA-DC-007025","89471266","FF-AA-RF","PC",3.496292,"M","Manufactured"
"AOW-AA-DC-007026","89471268","FF-AA-RF","PC",3.658928,"M","Manufactured"
"AOW-AA-DC-007027","89412217","FF-AA-RF","PC",1.896167,"M","Manufactured"
"AOW-AA-DC-007028","89412216","FF-AA-RF","PC",1.79495,"M","Manufactured"
"AOW-AA-DC-007029","89412318","FF-AA-RF","PC",0.15038,"M","Manufactured"
"AOW-AA-DC-007030","89412319","FF-AA-RF","PC",0.15887,"M","Manufactured"
"AOW-AA-DC-007031","89412314","FF-AA-RF","PC",1.007921,"M","Manufactured"
"AOW-AA-DC-007032","89412315","FF-AA-RF","PC",1.141062,"M","Manufactured"
"AOW-AA-DC-007034","89412222","FF-AA-RF","PC",0.325405,"M","Manufactured"
"AOW-AA-DC-007035","89093137","FF-AA-RF","PC",1.050935,"M","Manufactured"
"AOW-AA-DC-007036","89093138","FF-AA-RF","PC",1.235708,"M","Manufactured"
"AOW-AA-DC-007037","90005220","FF-AA-RF","PC",0.01688,"M","Manufactured"
"AOW-AA-DC-007038","90001984","FF-AA-RF","PC",0.161458,"M","Manufactured"
"AOW-AA-DC-007039","90001587","FF-AA-RF","PC",1.816831,"M","Manufactured"
"AOW-AA-DC-007040","90001588","FF-AA-RF","PC",1.588641,"M","Manufactured"
"AOW-AA-DC-007043","89107584","FF-AA-RF","PC",2.3096,"M","Manufactured"
"AOW-AA-DC-007044","90003694","FF-AA-RF","PC",2.3096,"M","Manufactured"
"AOW-AA-DC-007045","89093127","FF-AA-RF","PC",1.904677,"M","Manufactured"
"AOW-AA-DC-007046","89093128","FF-AA-RF","PC",1.96937,"M","Manufactured"
"AOW-AA-DC-007047","90016881","FF-AA-RF","PC",0.230474,"M","Manufactured"
"AOW-AA-DC-007048","90002072","FF-AA-RF","PC",1.55737,"M","Manufactured"
"AOW-AA-DC-007049","90002073","FF-AA-RF","PC",1.694334,"M","Manufactured"
"AOW-AA-DC-007050","90009331","FF-AA-RF","PC",4.176287,"M","Manufactured"
"AOW-AA-DC-007051","90009335","FF-AA-RF","PC",0.244593,"M","Manufactured"
"AOW-AA-DC-007053","90010560","FF-AA-RF","PC",2.687014,"M","Manufactured"
"AOW-AA-DC-007054","90012901","FF-AA-RF","PC",0.057888,"M","Manufactured"
"AOW-AA-DC-007055","90031084","FF-AA-RF","PC",0.838485,"M","Manufactured"
"AOW-AA-DC-007056","90031085","FF-AA-RF","PC",0.794944,"M","Manufactured"
"AOW-AA-DC-007057","90015734","FF-AA-RF","PC",0.715542,"M","Manufactured"
"AOW-AA-DC-007058","90015735","FF-AA-RF","PC",0.674216,"M","Manufactured"
"AOW-AA-DC-007059","90016262","FF-AA-RF","PC",0.115291,"M","Manufactured"
"AOW-AA-DC-007060","90016263","FF-AA-RF","PC",0.085406,"M","Manufactured"
"AOW-AA-DC-007061","90028408","FF-AA-RF","PC",0.744182,"M","Manufactured"
"AOW-AA-DC-007062","90028409","FF-AA-RF","PC",1.347143,"M","Manufactured"
"AOW-AA-DC-007063","90020004","FF-AA-RF","PC",1.497105,"M","Manufactured"
"AOW-AA-DC-007064","90020005","FF-AA-RF","PC",1.416404,"M","Manufactured"
"AOW-AA-DC-007065","90023999","FF-AA-RF","PC",1.892586,"M","Manufactured"
"AOW-AA-DC-007066","90024000","FF-AA-RF","PC",1.876009,"M","Manufactured"
"AOW-AA-DC-007067","90023699","FF-AA-RF","PC",2.633888,"M","Manufactured"
"AOW-AA-DC-007068","90053698","FF-AA-RF","PC",1.782514,"M","Manufactured"
"AOW-AA-DC-007069","90053722","FF-AA-RF","PC",1.69006,"M","Manufactured"
"AOW-AA-DC-007070","90039650","FF-AA-RF","PC",0.651731,"M","Manufactured"
"AOW-AA-DC-007071","90041748","FF-AA-RF","PC",0.064385,"M","Manufactured"
"AOW-AA-DC-007075","90092966","FF-AA-RF","PC",1.083954,"M","Manufactured"
"AOW-AA-DC-007076","90092967","FF-AA-RF","PC",1.205105,"M","Manufactured"
"AOW-AA-DC-007077","89431216","FF-AA-RF","PC",0.118875,"M","Manufactured"
"AOW-AA-DC-007079","89431217","FF-AA-RF","PC",0.258593,"M","Manufactured"
"AOW-AA-DC-007080","5*15*18","FF-AA-RF","PC",0.025838,"M","Manufactured"
"AOW-AA-DC-007081","90169396","FF-AA-RF","PC",0.190183,"M","Manufactured"
"AOW-AA-DC-007082","90169433","FF-AA-RF","PC",1.637179,"M","Manufactured"
"AOW-AA-DC-007083","90169438","FF-AA-RF","PC",1.631787,"M","Manufactured"
"AOW-AA-DC-007085","12*5*2","FF-AA-RF","PC",0.047203,"M","Manufactured"
"AOW-AA-DC-008009","T1002340D","FF-AA-RF","PC",1.83,"M","Manufactured"
"AOW-AA-DC-008034","X888746T","FF-AA-RF","PC",0.51905,"M","Manufactured"
"AOW-AA-DC-008060","X888747Z","FF-AA-RF","PC",0.469734,"M","Manufactured"
"AOW-AA-DC-008061","X888748C","FF-AA-RF","PC",0.30147,"M","Manufactured"
"AOW-AA-DC-008062","X888749K","FF-AA-RF","PC",0.509511,"M","Manufactured"
"AOW-AA-DC-008064","T900889","FF-AA-RF","PC",0.285451,"M","Manufactured"
"AOW-AA-DC-008065","T1029415Z","FF-AA-RF","PC",0.478573,"M","Manufactured"
"AOW-AA-DC-008067","X667612H","FF-AA-RF","PC",0.124961,"M","Manufactured"
"AOW-AA-DC-008081","T93139A","FF-AA-RF","PC",0.13347,"M","Manufactured"
"AOW-AA-DC-008110","T1014183E","FF-AA-RF","PC",2.039546,"M","Manufactured"
"AOW-AA-DC-008111","T1014184W","FF-AA-RF","PC",0.884708,"M","Manufactured"
"AOW-AA-DC-009018","T1024231N","FF-AA-RF","PC",0.256038,"M","Manufactured"
"AOW-AA-DC-009030","T960712","FF-AA-RF","PC",0.498498,"M","Manufactured"
"AOW-AA-DC-009031","T41249C","FF-AA-RF","PC",2.306788,"M","Manufactured"
"AOW-AA-DC-009032","T41254C","FF-AA-RF","PC",0.289876,"M","Manufactured"
