CRP,ID,Year2,Title,Stage,Type2,Contribution 2,Leader,NextUsers,Geographical scope,Country,Region,link,Index2
"Livestock",1097,2019,"Toolbox for sustainable rehabilitation of rangelands in arid environments","Stage 1: discovery/proof of concept (PC - end of research phase)","Production systems and Management practices","OTHER","ICARDA","","Regional","","Central Asia","https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=1097&phaseID=105",342
"BigData",1160,2019,"Case studies to illustrate data wrangling approaches and share R scripts","Stage 3: available/ ready for uptake (AV)","Research and Communication Methodologies and Tools","OTHER","UC Davis","","Regional","","Western Africa","https://marlo.cgiar.org/summaries/BigData/projectInnovationSummary.do?innovationID=1160&phaseID=110",368
"BigData",1423,2019,"Deep Learning for Image-Based Cassava Disease Detection","Stage 2: successful piloting (PIL - end of piloting phase)","Production systems and Management practices","OTHER","CIP","","Regional","","Sub-Saharan Africa","https://marlo.cgiar.org/summaries/BigData/projectInnovationSummary.do?innovationID=1423&phaseID=110",375
"RTB",1550,2019,"Multi-stakeholder framework for intervening in RTB seed systems","Stage 3: available/ ready for uptake (AV)","Social Science","OTHER","CIP","","Regional","ET","South America","https://marlo.cgiar.org/summaries/RTB/projectInnovationSummary.do?innovationID=1550&phaseID=262",390
"GLDC",1663,2019,"Hybrid model including expert generated and environmental covariates for mapping BXW spread risks in Africa","Stage 1: discovery/proof of concept (PC - end of research phase)","Research and Communication Methodologies and Tools","OTHER","BIOVERSITY","","Regional","","Eastern Africa","https://marlo.cgiar.org/summaries/RTB/projectInnovationSummary.do?innovationID=1663&phaseID=262",398
"GLDC",1653,2019,"Bio-control of pests and diseases","Stage 2: successful piloting (PIL - end of piloting phase)","Production systems and Management practices","OTHER","IITA","","Regional","","Western Africa","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1653&phaseID=282",423
"GLDC",1658,2019,"Intercrops","Stage 2: successful piloting (PIL - end of piloting phase)","Production systems and Management practices","OTHER","ICRISAT","","Regional","","Western Africa","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1658&phaseID=282",428
"CCAFS",275,2018,"Climate-Related Risk Maps and Adaptation Plans (Climate Smart MAP) for Rice Production in Vietnam’s Mekong River Delta","Stage 4: uptake by next user (USE)","Production systems and Management practices","Sole Contribution","MARD","Government","National","VN","","https://marlo.cgiar.org/summaries/CCAFS/projectInnovationSummary.do?innovationID=275&phaseID=56",1
"CCAFS",289,2018,"Local Technical Agroclimatic Committees (LTACs) approach generating climate forecasts and crop response","Stage 4: uptake by next user (USE)","Social Science","Lead Contribution","CIAT","CBOs (Community based organizations) and farmers' groups","Regional","","Latin America & the Caribbean","https://marlo.cgiar.org/summaries/CCAFS/projectInnovationSummary.do?innovationID=289&phaseID=56",11
"A4NH",522,2018,"Course for Cambodian parliament on climate politics","Stage 4: uptake by next user (USE)","Research and Communication Methodologies and Tools","Lead Contribution","Utrecht University","Government","National","KH","","https://marlo.cgiar.org/summaries/CCAFS/projectInnovationSummary.do?innovationID=522&phaseID=56",15
"Livestock",576,2018,"RHoMIS – a rural household multiple indicator survey tool","Stage 4: uptake by next user (USE)","Research and Communication Methodologies and Tools","Lead Contribution","ILRI","Academic and Research","Global","","","https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=576&phaseID=60",21
"CCAFS",360,2018,"Pronosticos AClimateColombia: A system for the sustainable provision of agro-climatic information for agricultural adaptation in Colombia","Stage 4: uptake by next user (USE)","Research and Communication Methodologies and Tools","Partial Contribution","CIAT","Private sector","National","CO","","https://marlo.cgiar.org/summaries/CCAFS/projectInnovationSummary.do?innovationID=360&phaseID=56",31
"CCAFS",417,2018,"Participatory Integrated Climate Services for Agriculture (PICSA)","Stage 4: uptake by next user (USE)","Research and Communication Methodologies and Tools","Partial Contribution","","Development organizations","Regional","","Latin America & the Caribbean","https://marlo.cgiar.org/summaries/CCAFS/projectInnovationSummary.do?innovationID=417&phaseID=56",32
"CCAFS",250,2018,"Food security and drought monitoring and early warning tool considering local vulnerabilities","Stage 4: uptake by next user (USE)","Research and Communication Methodologies and Tools","OTHER","BIOVERSITY","Government","National","GT","","https://marlo.cgiar.org/summaries/CCAFS/projectInnovationSummary.do?innovationID=250&phaseID=56",55
"PIM",339,2018,"Gender-sensitive LINK methodology for making business models more gender inclusive","Stage 4: uptake by next user (USE)","Research and Communication Methodologies and Tools","OTHER","Swisscontact","Development organizations","National","HN","","https://marlo.cgiar.org/summaries/PIM/projectInnovationSummary.do?innovationID=339&phaseID=57",58
"PIM",591,2018,"Involving the private sector to improve the multiplication and marketing of high quality seed: the Direct Seed Marketing program in Ethiopia","Stage 4: uptake by next user (USE)","Social Science","OTHER","ATA","Government","National","ET","","https://marlo.cgiar.org/summaries/PIM/projectInnovationSummary.do?innovationID=591&phaseID=57",62
"CCAFS",310,2018,"Estimating minimum nutrient (N,P,K) requirements for climate-smart intensification of maize cropping","Stage 4: uptake by next user (USE)","Research and Communication Methodologies and Tools","Lead Contribution","IFA","Private sector","Regional","","","https://marlo.cgiar.org/summaries/CCAFS/projectInnovationSummary.do?innovationID=310&phaseID=56",101
"Livestock",427,2018,"Artistic decoration for the general public illustrating the importance of genetic diversity","Stage 3: available/ ready for uptake (AV)","Research and Communication Methodologies and Tools","Sole Contribution","","Academic and Research","National","ET","","https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=427&phaseID=60",108
"Livestock",525,2018,"Dissemination of improved Bonga ram","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","Sole Contribution","ICARDA","CBOs (Community based organizations) and farmers' groups","National","ET","","https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=525&phaseID=60",110
"A4NH",729,2018,"[updated from 2017] Aflasafe BF01 product for Burkina Faso and potentially 10 other countires in the Sahel","Stage 4: uptake by next user (USE)","Production systems and Management practices","Lead Contribution","","Private sector","National","BF","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=729&phaseID=59",117
"A4NH",730,2018,"[updated from 2017] Aflasafe product GH01 and GH02 for Ghana","Stage 4: uptake by next user (USE)","Production systems and Management practices","Lead Contribution","","Private sector","National","GH","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=730&phaseID=59",118
"A4NH",731,2018,"[updated from 2017] Aflasafe product for Nigeria","Stage 4: uptake by next user (USE)","Production systems and Management practices","Lead Contribution","","Private sector","National","NG","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=731&phaseID=59",119
"Livestock",426,2018,"Video clips on Rift Valley fever customised for dissemination using smart phones","Stage 3: available/ ready for uptake (AV)","Research and Communication Methodologies and Tools","Partial Contribution","ILRI","Development organizations","Regional","","Eastern Africa","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=426&phaseID=59",138
"Livestock",342,2018,"Innovative use of sheep and goats by women in climate smart villages in Kenya","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","Partial Contribution","ILRI","Development organizations","National","KE","","https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=342&phaseID=60",140
"A4NH",424,2018,"Behavior change communication campaign on awareness and prevention of zoonoses, designed for health workers to deliver to patients","Stage 3: available/ ready for uptake (AV)","Research and Communication Methodologies and Tools","OTHER","ILRI","Government","Sub-national","KE","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=424&phaseID=59",154
"Livestock",720,2018,"Mobile phone-based surveillance system for county veterinarians and community disease reports to report and monitor livestock diseases and syndromes","Stage 4: uptake by next user (USE)","Biophysical Research","OTHER","","Government","Sub-national","KE","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=720&phaseID=59",165
"Rice",536,2018,"Flat bed dryer","Stage 4: uptake by next user (USE)","Production systems and Management practices","Lead Contribution","IRRI","CBOs (Community based organizations) and farmers' groups","Regional","","South-Eastern Asia","https://marlo.cgiar.org/summaries/Rice/projectInnovationSummary.do?innovationID=536&phaseID=189",179
"Rice",571,2018,"Implementation of the Seed Without Borders agreement","Stage 4: uptake by next user (USE)","Social Science","Lead Contribution","MOIWR","Government","Multi-national","BD","","https://marlo.cgiar.org/summaries/Rice/projectInnovationSummary.do?innovationID=571&phaseID=189",180
"Rice",602,2018,"Alternate wetting and drying (AWD) in Asia","Stage 4: uptake by next user (USE)","Production systems and Management practices","Lead Contribution","IRRI","Other","Multi-national","BD","","https://marlo.cgiar.org/summaries/Rice/projectInnovationSummary.do?innovationID=602&phaseID=189",182
"Rice",606,2018,"Rice Crop Manager","Stage 4: uptake by next user (USE)","Production systems and Management practices","Lead Contribution","IRRI","Development organizations","Multi-national","IN","","https://marlo.cgiar.org/summaries/Rice/projectInnovationSummary.do?innovationID=606&phaseID=189",185
"Rice",608,2018,"Sustainable Rice Platform (SRP) Standard and Performance Indicators","Stage 4: uptake by next user (USE)","Production systems and Management practices","Lead Contribution","IRRI","Academic and Research","Global","","","https://marlo.cgiar.org/summaries/Rice/projectInnovationSummary.do?innovationID=608&phaseID=189",187
"Rice",652,2018,"'1 Must 5 Reductions (1M5R)' integrated rice management package","Stage 4: uptake by next user (USE)","Production systems and Management practices","Lead Contribution","MARD","CBOs (Community based organizations) and farmers' groups","National","VN","","https://marlo.cgiar.org/summaries/Rice/projectInnovationSummary.do?innovationID=652&phaseID=189",206
"Wheat",512,2018,"Laser land leveling","Stage 3: available/ ready for uptake (AV)","Production systems and Management practices","Partial Contribution","CIMMYT","NARES/NARS","Regional","","Southern Asia","https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=512&phaseID=62",210
"Rice",97,2019,"Collective action games to strengthen resource governance","Stage 4: uptake by next user (USE)","Social Science","Lead Contribution","FES","Government","National","IN","","https://marlo.cgiar.org/summaries/PIM/projectInnovationSummary.do?innovationID=97&phaseID=102",252
"CCAFS",1072,2019,"Multifunctional community seed banks","Stage 3: available/ ready for uptake (AV)","Production systems and Management practices","OTHER","BIOVERSITY","CBOs (Community based organizations) and farmers' groups","Global","","","https://marlo.cgiar.org/summaries/CCAFS/projectInnovationSummary.do?innovationID=1072&phaseID=101",268
"CCAFS",1310,2019,"Agriculture and Food Security Maprooms","Stage 4: uptake by next user (USE)","Research and Communication Methodologies and Tools","OTHER","Columbia University","Other","Multi-national","BD","","https://marlo.cgiar.org/summaries/CCAFS/projectInnovationSummary.do?innovationID=1310&phaseID=101",276
"PIM",1456,2019,"Woreda-level participatory land use planning for pastoral areas in Ethiopia","Stage 4: uptake by next user (USE)","Social Science","OTHER","ILRI","Government","National","ET","","https://marlo.cgiar.org/summaries/PIM/projectInnovationSummary.do?innovationID=1456&phaseID=102",288
"PIM",1462,2019,"The Rulal board game: Enabling policy practitioners and students to experience how natural resource management decisions are shaped by power relations and power dynamics","Stage 4: uptake by next user (USE)","Research and Communication Methodologies and Tools","OTHER","IWMI","Academic and Research","Global","","","https://marlo.cgiar.org/summaries/PIM/projectInnovationSummary.do?innovationID=1462&phaseID=102",291
"WLE",1470,2019,"Payments for agrobiodiversity conservation services in Peru","Stage 4: uptake by next user (USE)","Production systems and Management practices","OTHER","BIOVERSITY","Multilateral","Sub-national","PE","","https://marlo.cgiar.org/summaries/PIM/projectInnovationSummary.do?innovationID=1470&phaseID=102",292
"A4NH",1331,2019,"Underutilised food species database","Stage 3: available/ ready for uptake (AV)","Research and Communication Methodologies and Tools","OTHER","BIOVERSITY","Development organizations","Multi-national","BR","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1331&phaseID=104",303
"Livestock",1447,2019,"Iron bean delivery program in Rwanda","Stage 4: uptake by next user (USE)","Other","OTHER","HarvestPlus","Government","National","RW","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1447&phaseID=104",332
"FTA",1484,2019,"FTA and PIM research showing the economic benefits of community forest concessions makes the case for continued community stewardship of 400,000 hectares of tropical forests in Guatemala","Stage 4: uptake by next user (USE)","Social Science","OTHER","CONAP","Government","Sub-national","GT","","https://marlo.cgiar.org/summaries/FTA/projectInnovationSummary.do?innovationID=1484&phaseID=106",349
"BigData",1534,2019,"Options by context (OxC) approach to agronomic innovation","Stage 4: uptake by next user (USE)","Research and Communication Methodologies and Tools","OTHER","ICRAF","Government","Global","","","https://marlo.cgiar.org/summaries/FTA/projectInnovationSummary.do?innovationID=1534&phaseID=106",360
"RTB",1548,2019,"BrAPI - Application programming interface (API) used by RTB breeding community to exchange data","Stage 4: uptake by next user (USE)","Research and Communication Methodologies and Tools","OTHER","BIOVERSITY","CGIAR","Global","","","https://marlo.cgiar.org/summaries/RTB/projectInnovationSummary.do?innovationID=1548&phaseID=262",389
"RTB",1564,2019,"Management practice based on Single Diseased Stem Removal (SDSR) for quick and effective banana recovery in  Xanthomonas wilt (XW) affected regions","Stage 4: uptake by next user (USE)","Production systems and Management practices","OTHER","BIOVERSITY","Academic and Research","National","BI","","https://marlo.cgiar.org/summaries/RTB/projectInnovationSummary.do?innovationID=1564&phaseID=262",394
