OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue,Region City,Region Territory
"SO - 0007655",2016-11-10 00:00:00.000,2016-12-22 00:00:00.000,30,"Wholesale","NZD","AXW291",4,7,11,1025.1,871.335,11276.1,"Coffs Harbour","New South Wales"
"SO - 0007711",2016-11-17 00:00:00.000,2016-12-18 00:00:00.000,28,"Wholesale","NZD","AXW291",81,7,12,1132.3,781.287,13587.6,"Coffs Harbour","New South Wales"
"SO - 0007780",2016-11-23 00:00:00.000,2016-12-29 00:00:00.000,40,"Wholesale","NZD","AXW291",57,7,10,3966.4,2181.52,39664,"Coffs Harbour","New South Wales"
"SO - 0007953",2016-12-15 00:00:00.000,2017-03-12 00:00:00.000,42,"Wholesale","NZD","AXW291",35,7,7,2345,1782.2,16415,"Coffs Harbour","New South Wales"
"SO - 0008001",2016-12-21 00:00:00.000,2017-03-21 00:00:00.000,11,"Wholesale","NZD","AXW291",24,7,11,167.5,72.025,1842.5,"Coffs Harbour","New South Wales"
"SO - 0008076",2016-12-29 00:00:00.000,2017-02-11 00:00:00.000,46,"Wholesale","NZD","AXW291",47,7,5,1038.5,664.64,5192.5,"Coffs Harbour","New South Wales"
"SO - 000139",2014-06-04 00:00:00.000,2014-08-16 00:00:00.000,34,"Wholesale","NZD","AXW291",72,2,6,3497.4,1958.544,20984.4,"Albury","New South Wales"
"SO - 000159",2014-06-07 00:00:00.000,2014-07-31 00:00:00.000,47,"Wholesale","NZD","AXW291",81,2,12,857.6,686.08,10291.2,"Albury","New South Wales"
"SO - 000167",2014-06-08 00:00:00.000,2014-07-20 00:00:00.000,30,"Wholesale","NZD","AXW291",23,2,6,3852.5,2465.6,23115,"Albury","New South Wales"
"SO - 000230",2014-06-16 00:00:00.000,2014-08-14 00:00:00.000,6,"Wholesale","NZD","AXW291",19,2,5,261.3,112.359,1306.5,"Albury","New South Wales"
"SO - 000241",2014-06-17 00:00:00.000,2014-08-26 00:00:00.000,28,"Wholesale","NZD","AXW291",63,2,12,978.2,743.432,11738.4,"Albury","New South Wales"
"SO - 000257",2014-06-19 00:00:00.000,2014-09-11 00:00:00.000,41,"Wholesale","NZD","AXW291",6,2,10,2003.3,801.32,20033,"Albury","New South Wales"
"SO - 000326",2014-06-28 00:00:00.000,2014-08-04 00:00:00.000,22,"Wholesale","NZD","AXW291",22,2,11,1212.7,945.906,13339.7,"Albury","New South Wales"
"SO - 000376",2014-07-04 00:00:00.000,2014-09-06 00:00:00.000,43,"Wholesale","NZD","AXW291",9,2,7,3919.5,2234.115,27436.5,"Albury","New South Wales"
"SO - 000419",2014-07-09 00:00:00.000,2014-09-26 00:00:00.000,47,"Wholesale","NZD","AXW291",17,2,7,1092.1,546.05,7644.7,"Albury","New South Wales"
"SO - 000564",2014-07-25 00:00:00.000,2014-09-25 00:00:00.000,27,"Wholesale","NZD","AXW291",25,2,5,857.6,394.496,4288,"Albury","New South Wales"
"SO - 000666",2014-08-06 00:00:00.000,2014-09-25 00:00:00.000,22,"Wholesale","NZD","AXW291",2,2,11,5782.1,4394.396,63603.1,"Albury","New South Wales"
"SO - 000786",2014-08-19 00:00:00.000,2014-10-07 00:00:00.000,31,"Wholesale","NZD","AXW291",22,2,11,3008.3,2406.64,33091.3,"Albury","New South Wales"
"SO - 000801",2014-08-20 00:00:00.000,2014-10-20 00:00:00.000,33,"Wholesale","NZD","AXW291",55,2,5,1065.3,671.139,5326.5,"Albury","New South Wales"
"SO - 000962",2014-09-10 00:00:00.000,2014-11-15 00:00:00.000,24,"Wholesale","NZD","AXW291",2,2,9,837.5,644.875,7537.5,"Albury","New South Wales"
"SO - 000963",2014-09-10 00:00:00.000,2014-12-02 00:00:00.000,37,"Wholesale","NZD","AXW291",25,2,12,1172.5,480.725,14070,"Albury","New South Wales"
"SO - 000990",2014-09-13 00:00:00.000,2014-10-21 00:00:00.000,34,"Wholesale","NZD","AXW291",3,2,5,1065.3,649.833,5326.5,"Albury","New South Wales"
"SO - 0001119",2014-09-28 00:00:00.000,2014-11-11 00:00:00.000,26,"Wholesale","NZD","AXW291",79,2,6,5835.7,4726.917,35014.2,"Albury","New South Wales"
"SO - 0001167",2014-10-03 00:00:00.000,2014-12-31 00:00:00.000,22,"Wholesale","NZD","AXW291",66,2,8,1809,1212.03,14472,"Albury","New South Wales"
"SO - 0001200",2014-10-08 00:00:00.000,2014-12-19 00:00:00.000,32,"Wholesale","NZD","AXW291",2,2,12,1306.5,888.42,15678,"Albury","New South Wales"
"SO - 0001330",2014-10-26 00:00:00.000,2015-01-19 00:00:00.000,14,"Wholesale","NZD","AXW291",14,2,11,2680,2010,29480,"Albury","New South Wales"
"SO - 0001331",2014-10-26 00:00:00.000,2014-12-04 00:00:00.000,46,"Wholesale","NZD","AXW291",5,2,8,2385.2,1836.604,19081.6,"Albury","New South Wales"
"SO - 0001466",2014-11-11 00:00:00.000,2015-01-28 00:00:00.000,24,"Wholesale","NZD","AXW291",82,2,10,1172.5,715.225,11725,"Albury","New South Wales"
"SO - 0001674",2014-12-05 00:00:00.000,2015-02-07 00:00:00.000,1,"Wholesale","NZD","AXW291",15,2,10,207.7,83.08,2077,"Albury","New South Wales"
"SO - 0001748",2014-12-14 00:00:00.000,2015-01-18 00:00:00.000,25,"Wholesale","NZD","AXW291",67,2,12,3296.4,2571.192,39556.8,"Albury","New South Wales"
"SO - 0001819",2014-12-22 00:00:00.000,2015-02-28 00:00:00.000,24,"Wholesale","NZD","AXW291",4,2,12,2224.4,1801.764,26692.8,"Albury","New South Wales"
"SO - 0001846",2014-12-24 00:00:00.000,2015-03-07 00:00:00.000,30,"Wholesale","NZD","AXW291",10,2,12,1969.8,1378.86,23637.6,"Albury","New South Wales"
"SO - 0001862",2014-12-26 00:00:00.000,2015-02-26 00:00:00.000,12,"Wholesale","NZD","AXW291",7,2,6,2365.1,1750.174,14190.6,"Albury","New South Wales"
"SO - 0001885",2014-12-28 00:00:00.000,2015-02-05 00:00:00.000,11,"Wholesale","NZD","AXW291",47,2,8,3899.4,3275.496,31195.2,"Albury","New South Wales"
"SO - 0001966",2015-01-04 00:00:00.000,2015-02-20 00:00:00.000,23,"Wholesale","NZD","AXW291",1,2,10,1172.5,973.175,11725,"Albury","New South Wales"
"SO - 0002068",2015-01-13 00:00:00.000,2015-03-25 00:00:00.000,37,"Wholesale","NZD","AXW291",8,2,10,3832.4,1877.876,38324,"Albury","New South Wales"
"SO - 0002121",2015-01-20 00:00:00.000,2015-04-15 00:00:00.000,26,"Wholesale","NZD","AXW291",30,2,10,2827.4,2403.29,28274,"Albury","New South Wales"
"SO - 0002202",2015-01-29 00:00:00.000,2015-03-09 00:00:00.000,8,"Wholesale","NZD","AXW291",4,2,9,3879.3,2056.029,34913.7,"Albury","New South Wales"
"SO - 0002203",2015-01-29 00:00:00.000,2015-03-25 00:00:00.000,18,"Wholesale","NZD","AXW291",4,2,9,3819,2405.97,34371,"Albury","New South Wales"
"SO - 0002267",2015-02-07 00:00:00.000,2015-04-16 00:00:00.000,42,"Wholesale","NZD","AXW291",13,2,12,1038.5,508.865,12462,"Albury","New South Wales"
"SO - 0002282",2015-02-08 00:00:00.000,2015-03-31 00:00:00.000,39,"Wholesale","NZD","AXW291",23,2,9,2418.7,1596.342,21768.3,"Albury","New South Wales"
"SO - 0002291",2015-02-09 00:00:00.000,2015-05-02 00:00:00.000,3,"Wholesale","NZD","AXW291",4,2,10,2271.3,1476.345,22713,"Albury","New South Wales"
"SO - 0002316",2015-02-12 00:00:00.000,2015-05-10 00:00:00.000,43,"Wholesale","NZD","AXW291",60,2,11,3611.3,2780.701,39724.3,"Albury","New South Wales"
"SO - 0002358",2015-02-17 00:00:00.000,2015-04-23 00:00:00.000,49,"Wholesale","NZD","AXW291",15,2,10,2479,1512.19,24790,"Albury","New South Wales"
"SO - 0002404",2015-02-22 00:00:00.000,2015-04-25 00:00:00.000,44,"Wholesale","NZD","AXW291",60,2,9,6157.3,4802.694,55415.7,"Albury","New South Wales"
"SO - 0002405",2015-02-23 00:00:00.000,2015-03-26 00:00:00.000,23,"Wholesale","NZD","AXW291",76,2,7,964.8,694.656,6753.6,"Albury","New South Wales"
"SO - 0002736",2015-04-08 00:00:00.000,2015-06-22 00:00:00.000,43,"Wholesale","NZD","AXW291",69,2,5,3999.9,1919.952,19999.5,"Albury","New South Wales"
"SO - 0002793",2015-04-15 00:00:00.000,2015-05-24 00:00:00.000,17,"Wholesale","NZD","AXW291",19,2,7,1051.9,841.52,7363.3,"Albury","New South Wales"
"SO - 0002839",2015-04-20 00:00:00.000,2015-07-16 00:00:00.000,9,"Wholesale","NZD","AXW291",22,2,6,931.3,474.963,5587.8,"Albury","New South Wales"
"SO - 0002948",2015-05-02 00:00:00.000,2015-07-13 00:00:00.000,18,"Wholesale","NZD","AXW291",51,2,8,3966.4,2657.488,31731.2,"Albury","New South Wales"
"SO - 0002966",2015-05-04 00:00:00.000,2015-07-12 00:00:00.000,29,"Wholesale","NZD","AXW291",2,2,5,1078.7,755.09,5393.5,"Albury","New South Wales"
"SO - 0003219",2015-06-01 00:00:00.000,2015-07-03 00:00:00.000,10,"Wholesale","NZD","AXW291",55,2,5,1112.2,878.638,5561,"Albury","New South Wales"
"SO - 0003221",2015-06-01 00:00:00.000,2015-08-19 00:00:00.000,49,"Wholesale","NZD","AXW291",78,2,9,2237.8,1409.814,20140.2,"Albury","New South Wales"
"SO - 0003258",2015-06-04 00:00:00.000,2015-07-29 00:00:00.000,11,"Wholesale","NZD","AXW291",19,2,11,5788.8,2952.288,63676.8,"Albury","New South Wales"
"SO - 0003339",2015-06-14 00:00:00.000,2015-09-03 00:00:00.000,36,"Wholesale","NZD","AXW291",82,2,8,2237.8,1297.924,17902.4,"Albury","New South Wales"
"SO - 0003350",2015-06-15 00:00:00.000,2015-08-12 00:00:00.000,22,"Wholesale","NZD","AXW291",43,2,10,1688.4,1063.692,16884,"Albury","New South Wales"
"SO - 0003355",2015-06-16 00:00:00.000,2015-09-09 00:00:00.000,16,"Wholesale","NZD","AXW291",5,2,9,3819,2405.97,34371,"Albury","New South Wales"
"SO - 0003362",2015-06-17 00:00:00.000,2015-08-23 00:00:00.000,49,"Wholesale","NZD","AXW291",66,2,9,2318.2,1669.104,20863.8,"Albury","New South Wales"
"SO - 0003697",2015-07-30 00:00:00.000,2015-09-03 00:00:00.000,45,"Wholesale","NZD","AXW291",54,2,7,2532.6,1874.124,17728.2,"Albury","New South Wales"
"SO - 0003703",2015-07-30 00:00:00.000,2015-10-04 00:00:00.000,44,"Wholesale","NZD","AXW291",23,2,8,247.9,168.572,1983.2,"Albury","New South Wales"
"SO - 0003914",2015-08-24 00:00:00.000,2015-10-09 00:00:00.000,26,"Wholesale","NZD","AXW291",75,2,6,2331.6,1678.752,13989.6,"Albury","New South Wales"
"SO - 0003974",2015-08-31 00:00:00.000,2015-11-01 00:00:00.000,9,"Wholesale","NZD","AXW291",13,2,6,187.6,133.196,1125.6,"Albury","New South Wales"
"SO - 0004069",2015-09-13 00:00:00.000,2015-12-07 00:00:00.000,29,"Wholesale","NZD","AXW291",2,2,5,207.7,137.082,1038.5,"Albury","New South Wales"
"SO - 0004098",2015-09-17 00:00:00.000,2015-11-04 00:00:00.000,40,"Wholesale","NZD","AXW291",15,2,10,1005,723.6,10050,"Albury","New South Wales"
"SO - 0004109",2015-09-19 00:00:00.000,2015-11-25 00:00:00.000,2,"Wholesale","NZD","AXW291",8,2,9,1989.9,1591.92,17909.1,"Albury","New South Wales"
"SO - 0004249",2015-10-05 00:00:00.000,2016-01-02 00:00:00.000,40,"Wholesale","NZD","AXW291",50,2,5,2532.6,1013.04,12663,"Albury","New South Wales"
"SO - 0004277",2015-10-09 00:00:00.000,2015-12-18 00:00:00.000,18,"Wholesale","NZD","AXW291",63,2,11,6405.2,2882.34,70457.2,"Albury","New South Wales"
"SO - 0004438",2015-10-30 00:00:00.000,2015-12-22 00:00:00.000,25,"Wholesale","NZD","AXW291",16,2,8,951.4,704.036,7611.2,"Albury","New South Wales"
"SO - 0004513",2015-11-09 00:00:00.000,2016-01-06 00:00:00.000,15,"Wholesale","NZD","AXW291",6,2,7,201,114.57,1407,"Albury","New South Wales"
"SO - 0004572",2015-11-16 00:00:00.000,2015-12-25 00:00:00.000,31,"Wholesale","NZD","AXW291",18,2,8,2385.2,1526.528,19081.6,"Albury","New South Wales"
"SO - 0004592",2015-11-18 00:00:00.000,2016-01-15 00:00:00.000,17,"Wholesale","NZD","AXW291",12,2,12,5406.9,3676.692,64882.8,"Albury","New South Wales"
"SO - 0004629",2015-11-23 00:00:00.000,2016-02-03 00:00:00.000,49,"Wholesale","NZD","AXW291",3,2,11,810.7,680.988,8917.7,"Albury","New South Wales"
"SO - 0004701",2015-11-30 00:00:00.000,2016-02-19 00:00:00.000,40,"Wholesale","NZD","AXW291",19,2,5,3839.1,1881.159,19195.5,"Albury","New South Wales"
"SO - 0004864",2015-12-20 00:00:00.000,2016-03-18 00:00:00.000,35,"Wholesale","NZD","AXW291",67,2,9,1011.7,414.797,9105.3,"Albury","New South Wales"
"SO - 0004891",2015-12-24 00:00:00.000,2016-01-30 00:00:00.000,36,"Wholesale","NZD","AXW291",20,2,5,194.3,161.269,971.5,"Albury","New South Wales"
"SO - 0004917",2015-12-27 00:00:00.000,2016-03-18 00:00:00.000,1,"Wholesale","NZD","AXW291",3,2,7,187.6,88.172,1313.2,"Albury","New South Wales"
"SO - 0004919",2015-12-27 00:00:00.000,2016-02-15 00:00:00.000,23,"Wholesale","NZD","AXW291",11,2,5,1963.1,1040.443,9815.5,"Albury","New South Wales"
"SO - 0005075",2016-01-13 00:00:00.000,2016-02-16 00:00:00.000,7,"Wholesale","NZD","AXW291",13,2,10,1252.9,989.791,12529,"Albury","New South Wales"
"SO - 0005121",2016-01-17 00:00:00.000,2016-03-16 00:00:00.000,28,"Wholesale","NZD","AXW291",21,2,6,5681.6,4090.752,34089.6,"Albury","New South Wales"
"SO - 0005169",2016-01-23 00:00:00.000,2016-04-17 00:00:00.000,30,"Wholesale","NZD","AXW291",81,2,12,1762.1,1180.607,21145.2,"Albury","New South Wales"
"SO - 0005207",2016-01-28 00:00:00.000,2016-03-30 00:00:00.000,32,"Wholesale","NZD","AXW291",8,2,10,857.6,497.408,8576,"Albury","New South Wales"
"SO - 0005213",2016-01-29 00:00:00.000,2016-03-07 00:00:00.000,43,"Wholesale","NZD","AXW291",17,2,8,214.4,107.2,1715.2,"Albury","New South Wales"
"SO - 0005249",2016-02-03 00:00:00.000,2016-03-21 00:00:00.000,15,"Wholesale","NZD","AXW291",72,2,11,1192.6,632.078,13118.6,"Albury","New South Wales"
"SO - 0005290",2016-02-08 00:00:00.000,2016-03-26 00:00:00.000,38,"Wholesale","NZD","AXW291",73,2,9,3832.4,2069.496,34491.6,"Albury","New South Wales"
"SO - 0005308",2016-02-10 00:00:00.000,2016-04-28 00:00:00.000,26,"Wholesale","NZD","AXW291",3,2,9,167.5,130.65,1507.5,"Albury","New South Wales"
"SO - 0005324",2016-02-12 00:00:00.000,2016-05-12 00:00:00.000,50,"Wholesale","NZD","AXW291",76,2,5,971.5,641.19,4857.5,"Albury","New South Wales"
"SO - 0005361",2016-02-16 00:00:00.000,2016-04-13 00:00:00.000,39,"Wholesale","NZD","AXW291",15,2,9,670,435.5,6030,"Albury","New South Wales"
"SO - 0005365",2016-02-17 00:00:00.000,2016-05-14 00:00:00.000,19,"Wholesale","NZD","AXW291",15,2,9,1051.9,557.507,9467.1,"Albury","New South Wales"
"SO - 0005565",2016-03-09 00:00:00.000,2016-04-24 00:00:00.000,1,"Wholesale","NZD","AXW291",15,2,12,3993.2,1916.736,47918.4,"Albury","New South Wales"
"SO - 0005611",2016-03-15 00:00:00.000,2016-04-20 00:00:00.000,28,"Wholesale","NZD","AXW291",64,2,6,931.3,447.024,5587.8,"Albury","New South Wales"
"SO - 0005716",2016-03-29 00:00:00.000,2016-05-15 00:00:00.000,11,"Wholesale","NZD","AXW291",4,2,12,234.5,189.945,2814,"Albury","New South Wales"
"SO - 0005751",2016-04-02 00:00:00.000,2016-06-10 00:00:00.000,29,"Wholesale","NZD","AXW291",1,2,5,1943,1651.55,9715,"Albury","New South Wales"
"SO - 0005951",2016-04-26 00:00:00.000,2016-07-19 00:00:00.000,36,"Wholesale","NZD","AXW291",24,2,8,3819,2902.44,30552,"Albury","New South Wales"
"SO - 0005975",2016-04-28 00:00:00.000,2016-07-15 00:00:00.000,5,"Wholesale","NZD","AXW291",17,2,11,931.3,754.353,10244.3,"Albury","New South Wales"
"SO - 0006063",2016-05-09 00:00:00.000,2016-07-14 00:00:00.000,30,"Wholesale","NZD","AXW291",34,2,7,891.1,623.77,6237.7,"Albury","New South Wales"
"SO - 0006098",2016-05-14 00:00:00.000,2016-07-08 00:00:00.000,24,"Wholesale","NZD","AXW291",49,2,6,3973.1,3377.135,23838.6,"Albury","New South Wales"
"SO - 0006100",2016-05-15 00:00:00.000,2016-06-16 00:00:00.000,38,"Wholesale","NZD","AXW291",26,2,8,1112.2,556.1,8897.6,"Albury","New South Wales"
"SO - 0006163",2016-05-21 00:00:00.000,2016-08-09 00:00:00.000,27,"Wholesale","NZD","AXW291",83,2,10,1058.6,529.3,10586,"Albury","New South Wales"
"SO - 0006235",2016-05-29 00:00:00.000,2016-08-17 00:00:00.000,40,"Wholesale","NZD","AXW291",3,2,12,3879.3,3103.44,46551.6,"Albury","New South Wales"
"SO - 0006238",2016-05-30 00:00:00.000,2016-07-14 00:00:00.000,2,"Wholesale","NZD","AXW291",24,2,9,2338.3,1286.065,21044.7,"Albury","New South Wales"
"SO - 0006414",2016-06-18 00:00:00.000,2016-08-01 00:00:00.000,11,"Wholesale","NZD","AXW291",81,2,11,924.6,591.744,10170.6,"Albury","New South Wales"
"SO - 0006468",2016-06-25 00:00:00.000,2016-08-13 00:00:00.000,12,"Wholesale","NZD","AXW291",26,2,8,3845.8,2269.022,30766.4,"Albury","New South Wales"
"SO - 0006518",2016-07-01 00:00:00.000,2016-08-21 00:00:00.000,17,"Wholesale","NZD","AXW291",59,2,6,891.1,570.304,5346.6,"Albury","New South Wales"
"SO - 0006589",2016-07-09 00:00:00.000,2016-09-12 00:00:00.000,10,"Wholesale","NZD","AXW291",15,2,8,3028.4,1423.348,24227.2,"Albury","New South Wales"
"SO - 0006627",2016-07-13 00:00:00.000,2016-08-29 00:00:00.000,3,"Wholesale","NZD","AXW291",16,2,5,1232.8,875.288,6164,"Albury","New South Wales"
"SO - 0006812",2016-08-04 00:00:00.000,2016-11-01 00:00:00.000,14,"Wholesale","NZD","AXW291",13,2,12,6023.3,3132.116,72279.6,"Albury","New South Wales"
"SO - 0006957",2016-08-22 00:00:00.000,2016-10-17 00:00:00.000,11,"Wholesale","NZD","AXW291",7,2,9,1025.1,461.295,9225.9,"Albury","New South Wales"
"SO - 0006963",2016-08-22 00:00:00.000,2016-11-12 00:00:00.000,16,"Wholesale","NZD","AXW291",66,2,6,6398.5,4606.92,38391,"Albury","New South Wales"
"SO - 0006971",2016-08-23 00:00:00.000,2016-09-30 00:00:00.000,20,"Wholesale","NZD","AXW291",19,2,10,221.1,119.394,2211,"Albury","New South Wales"
"SO - 0006998",2016-08-26 00:00:00.000,2016-11-16 00:00:00.000,35,"Wholesale","NZD","AXW291",71,2,10,3906.1,1757.745,39061,"Albury","New South Wales"
"SO - 0007053",2016-09-02 00:00:00.000,2016-10-12 00:00:00.000,13,"Wholesale","NZD","AXW291",70,2,8,2003.3,1422.343,16026.4,"Albury","New South Wales"
"SO - 0007136",2016-09-13 00:00:00.000,2016-11-02 00:00:00.000,46,"Wholesale","NZD","AXW291",15,2,10,703.5,464.31,7035,"Albury","New South Wales"
"SO - 0007204",2016-09-20 00:00:00.000,2016-10-23 00:00:00.000,7,"Wholesale","NZD","AXW291",71,2,10,227.8,134.402,2278,"Albury","New South Wales"
"SO - 0007209",2016-09-20 00:00:00.000,2016-11-14 00:00:00.000,37,"Wholesale","NZD","AXW291",43,2,10,2499.1,2099.244,24991,"Albury","New South Wales"
"SO - 0007232",2016-09-22 00:00:00.000,2016-12-07 00:00:00.000,18,"Wholesale","NZD","AXW291",66,2,6,3537.6,1627.296,21225.6,"Albury","New South Wales"
"SO - 0007320",2016-10-03 00:00:00.000,2016-11-23 00:00:00.000,16,"Wholesale","NZD","AXW291",5,2,5,1118.9,794.419,5594.5,"Albury","New South Wales"
"SO - 0007394",2016-10-11 00:00:00.000,2016-11-26 00:00:00.000,27,"Wholesale","NZD","AXW291",58,2,6,207.7,149.544,1246.2,"Albury","New South Wales"
"SO - 0007482",2016-10-22 00:00:00.000,2017-01-15 00:00:00.000,27,"Wholesale","NZD","AXW291",59,2,7,3068.6,2454.88,21480.2,"Albury","New South Wales"
"SO - 0007494",2016-10-23 00:00:00.000,2017-01-12 00:00:00.000,29,"Wholesale","NZD","AXW291",24,2,10,1943,796.63,19430,"Albury","New South Wales"
"SO - 0007528",2016-10-27 00:00:00.000,2016-11-27 00:00:00.000,33,"Wholesale","NZD","AXW291",38,2,6,2921.2,2307.748,17527.2,"Albury","New South Wales"
"SO - 0007545",2016-10-29 00:00:00.000,2016-12-17 00:00:00.000,9,"Wholesale","NZD","AXW291",9,2,6,5333.2,2986.592,31999.2,"Albury","New South Wales"
"SO - 0007554",2016-10-30 00:00:00.000,2017-01-04 00:00:00.000,23,"Wholesale","NZD","AXW291",37,2,5,2452.2,1741.062,12261,"Albury","New South Wales"
"SO - 0007671",2016-11-12 00:00:00.000,2016-12-24 00:00:00.000,16,"Wholesale","NZD","AXW291",20,2,7,2559.4,1023.76,17915.8,"Albury","New South Wales"
"SO - 0007852",2016-12-02 00:00:00.000,2017-01-09 00:00:00.000,3,"Wholesale","NZD","AXW291",10,2,9,1956.4,1604.248,17607.6,"Albury","New South Wales"
"SO - 0007871",2016-12-05 00:00:00.000,2017-02-02 00:00:00.000,46,"Wholesale","NZD","AXW291",69,2,12,1058.6,846.88,12703.2,"Albury","New South Wales"
"SO - 0007981",2016-12-18 00:00:00.000,2017-03-07 00:00:00.000,20,"Wholesale","NZD","AXW291",73,2,11,4020,3135.6,44220,"Albury","New South Wales"
"SO - 0007990",2016-12-20 00:00:00.000,2017-03-11 00:00:00.000,47,"Wholesale","NZD","AXW291",17,2,8,3993.2,2395.92,31945.6,"Albury","New South Wales"
"SO - 0008006",2016-12-22 00:00:00.000,2017-03-10 00:00:00.000,29,"Wholesale","NZD","AXW291",72,2,6,3825.7,3251.845,22954.2,"Albury","New South Wales"
"SO - 0008075",2016-12-29 00:00:00.000,2017-02-22 00:00:00.000,30,"Wholesale","NZD","AXW291",20,2,7,790.6,490.172,5534.2,"Albury","New South Wales"
"SO - 000250",2014-06-18 00:00:00.000,2014-08-15 00:00:00.000,17,"Wholesale","NZD","AXW291",49,1,11,3993.2,3314.356,43925.2,"Sydney","New South Wales"
"SO - 000260",2014-06-19 00:00:00.000,2014-08-19 00:00:00.000,26,"Wholesale","NZD","AXW291",14,1,7,1005,412.05,7035,"Sydney","New South Wales"
"SO - 000335",2014-06-29 00:00:00.000,2014-08-13 00:00:00.000,26,"Wholesale","NZD","AXW291",79,1,10,2579.5,1960.42,25795,"Sydney","New South Wales"
"SO - 000342",2014-06-29 00:00:00.000,2014-09-21 00:00:00.000,23,"Wholesale","NZD","AXW291",34,1,9,2479,1859.25,22311,"Sydney","New South Wales"
"SO - 000444",2014-07-12 00:00:00.000,2014-10-08 00:00:00.000,48,"Wholesale","NZD","AXW291",13,1,11,1118.9,794.419,12307.9,"Sydney","New South Wales"
"SO - 000460",2014-07-13 00:00:00.000,2014-08-14 00:00:00.000,10,"Wholesale","NZD","AXW291",1,1,5,1728.6,708.726,8643,"Sydney","New South Wales"
"SO - 000514",2014-07-20 00:00:00.000,2014-09-01 00:00:00.000,6,"Wholesale","NZD","AXW291",22,1,7,3966.4,3054.128,27764.8,"Sydney","New South Wales"
"SO - 000536",2014-07-22 00:00:00.000,2014-09-28 00:00:00.000,23,"Wholesale","NZD","AXW291",28,1,12,3953,3280.99,47436,"Sydney","New South Wales"
"SO - 000561",2014-07-25 00:00:00.000,2014-10-20 00:00:00.000,48,"Wholesale","NZD","AXW291",13,1,7,1206,663.3,8442,"Sydney","New South Wales"
"SO - 000627",2014-08-02 00:00:00.000,2014-09-28 00:00:00.000,33,"Wholesale","NZD","AXW291",4,1,6,207.7,135.005,1246.2,"Sydney","New South Wales"
"SO - 000848",2014-08-26 00:00:00.000,2014-10-04 00:00:00.000,36,"Wholesale","NZD","AXW291",1,1,9,2217.7,1596.744,19959.3,"Sydney","New South Wales"
"SO - 0001000",2014-09-14 00:00:00.000,2014-10-23 00:00:00.000,27,"Wholesale","NZD","AXW291",53,1,5,1286.4,887.616,6432,"Sydney","New South Wales"
"SO - 0001062",2014-09-21 00:00:00.000,2014-11-28 00:00:00.000,29,"Wholesale","NZD","AXW291",16,1,8,864.3,553.152,6914.4,"Sydney","New South Wales"
"SO - 0001217",2014-10-11 00:00:00.000,2014-11-29 00:00:00.000,36,"Wholesale","NZD","AXW291",48,1,6,2010,1185.9,12060,"Sydney","New South Wales"
"SO - 0001336",2014-10-27 00:00:00.000,2014-12-07 00:00:00.000,23,"Wholesale","NZD","AXW291",35,1,6,1025.1,574.056,6150.6,"Sydney","New South Wales"
"SO - 0001339",2014-10-27 00:00:00.000,2015-01-01 00:00:00.000,4,"Wholesale","NZD","AXW291",60,1,6,2653.2,1538.856,15919.2,"Sydney","New South Wales"
