Year,variable,value
1931,SD,694000.0
1932,SD,692000.0
1933,SD,690000.0
1934,SD,682000.0
1935,SD,674000.0
1936,SD,666000.0
1937,SD,656000.0
1938,SD,649000.0
1939,SD,645000.0
1940,SD,641000.0
1941,SD,613000.0
1942,SD,589000.0
1943,SD,587000.0
1944,SD,565000.0
1945,SD,579000.0
1946,SD,588000.0
1947,SD,601000.0
1948,SD,612000.0
1949,SD,631000.0
1950,SD,655000.0
1951,SD,655000.0
1952,SD,651000.0
1953,SD,648000.0
1954,SD,655000.0
1955,SD,663000.0
1956,SD,670000.0
1957,SD,666000.0
1958,SD,656000.0
1959,SD,667000.0
1960,SD,683000.0
1961,SD,693000.0
1962,SD,705000.0
1963,SD,708000.0
1964,SD,701000.0
1965,SD,692000.0
1966,SD,683000.0
1967,SD,671000.0
1968,SD,669000.0
1969,SD,668000.0
1970,SD,666257.0
1971,SD,671297.0
1972,SD,677234.0
1973,SD,678715.0
1974,SD,679585.0
1975,SD,681042.0
1976,SD,686390.0
1977,SD,688480.0
1978,SD,688580.0
1979,SD,688335.0
1980,SD,690851.0
1981,SD,689584.0
1982,SD,690597.0
1983,SD,693008.0
1984,SD,697249.0
1985,SD,698402.0
1986,SD,696034.0
1987,SD,696036.0
1988,SD,698165.0
1989,SD,696701.0
1990,SD,696667.0
1991,SD,701445.0
1992,SD,708698.0
1993,SD,716258.0
1994,SD,723038.0
1995,SD,728251.0
1996,SD,730699.0
1997,SD,730855.0
1998,SD,730789.0
1999,SD,733133.0
2000,SD,755844.0
2001,SD,757972.0
2002,SD,760020.0
2003,SD,763729.0
2004,SD,770396.0
2005,SD,775493.0
2006,SD,783033.0
2007,SD,791623.0
2008,SD,799124.0
2009,SD,807067.0
2010,SD,816192.0
2011,SD,824171.0
2012,SD,834504.0
2013,SD,845510.0
2014,SD,853175.0
2015,SD,858469.0
1900,TN,2023000.0
1901,TN,2041000.0
1902,TN,2060000.0
1903,TN,2082000.0
1904,TN,2086000.0
1905,TN,2111000.0
1906,TN,2136000.0
1907,TN,2136000.0
1908,TN,2164000.0
1909,TN,2177000.0
1910,TN,2191000.0
1911,TN,2197000.0
1912,TN,2218000.0
1913,TN,2257000.0
1914,TN,2289000.0
1915,TN,2294000.0
1916,TN,2304000.0
1917,TN,2331000.0
1918,TN,2288000.0
1919,TN,2305000.0
1920,TN,2329000.0
1921,TN,2369000.0
1922,TN,2424000.0
1923,TN,2463000.0
1924,TN,2502000.0
1925,TN,2531000.0
1926,TN,2553000.0
1927,TN,2608000.0
1928,TN,2624000.0
1929,TN,2604000.0
1930,TN,2619000.0
1931,TN,2657000.0
1932,TN,2711000.0
1933,TN,2747000.0
1934,TN,2784000.0
1935,TN,2798000.0
1936,TN,2791000.0
1937,TN,2795000.0
1938,TN,2821000.0
1939,TN,2874000.0
1940,TN,2935000.0
1941,TN,2973000.0
1942,TN,2939000.0
1943,TN,2972000.0
1944,TN,2868000.0
1945,TN,2878000.0
1946,TN,3074000.0
1947,TN,3166000.0
1948,TN,3216000.0
1949,TN,3236000.0
1950,TN,3315000.0
1951,TN,3372000.0
1952,TN,3352000.0
1953,TN,3319000.0
1954,TN,3359000.0
1955,TN,3415000.0
1956,TN,3415000.0
1957,TN,3434000.0
1958,TN,3471000.0
1959,TN,3522000.0
1960,TN,3575000.0
1961,TN,3622000.0
1962,TN,3673000.0
1963,TN,3718000.0
1964,TN,3771000.0
1965,TN,3798000.0
1966,TN,3822000.0
1967,TN,3859000.0
1968,TN,3878000.0
1969,TN,3897000.0
1970,TN,3926018.0
1971,TN,4013608.0
1972,TN,4094611.0
1973,TN,4147401.0
1974,TN,4213509.0
1975,TN,4275566.0
1976,TN,4346928.0
1977,TN,4422921.0
1978,TN,4486314.0
1979,TN,4560473.0
1980,TN,4600252.0
1981,TN,4627658.0
1982,TN,4646041.0
1983,TN,4659749.0
1984,TN,4686737.0
1985,TN,4715296.0
1986,TN,4738708.0
1987,TN,4782927.0
1988,TN,4822437.0
1989,TN,4854444.0
1990,TN,4890626.0
1991,TN,4946886.0
1992,TN,5013999.0
1993,TN,5085666.0
1994,TN,5163016.0
1995,TN,5241168.0
1996,TN,5313576.0
1997,TN,5378433.0
1998,TN,5432679.0
1999,TN,5483535.0
2000,TN,5703719.0
2001,TN,5750789.0
2002,TN,5795918.0
2003,TN,5847812.0
2004,TN,5910809.0
2005,TN,5991057.0
2006,TN,6088766.0
2007,TN,6175727.0
2008,TN,6247411.0
2009,TN,6306019.0
2010,TN,6356628.0
2011,TN,6398389.0
2012,TN,6455177.0
2013,TN,6497269.0
2014,TN,6549352.0
2015,TN,6600299.0
1900,TX,3055000.0
1901,TX,3132000.0
1902,TX,3210000.0
1903,TX,3291000.0
1904,TX,3374000.0
1905,TX,3459000.0
1906,TX,3546000.0
1907,TX,3636000.0
1908,TX,3727000.0
1909,TX,3821000.0
1910,TX,3922000.0
1911,TX,4016000.0
1912,TX,4107000.0
1913,TX,4207000.0
1914,TX,4300000.0
1915,TX,4368000.0
1916,TX,4444000.0
1917,TX,4563000.0
1918,TX,4666000.0
1919,TX,4631000.0
1920,TX,4723000.0
1921,TX,4853000.0
1922,TX,4955000.0
1923,TX,5077000.0
1924,TX,5210000.0
1925,TX,5332000.0
1926,TX,5453000.0
1927,TX,5577000.0
1928,TX,5675000.0
1929,TX,5762000.0
1930,TX,5844000.0
1931,TX,5907000.0
1932,TX,5961000.0
1933,TX,6014000.0
1934,TX,6053000.0
1935,TX,6123000.0
1936,TX,6192000.0
1937,TX,6250000.0
1938,TX,6301000.0
1939,TX,6360000.0
1940,TX,6425000.0
1941,TX,6585000.0
1942,TX,6711000.0
1943,TX,7012000.0
1944,TX,6876000.0
1945,TX,6826000.0
1946,TX,7197000.0
1947,TX,7388000.0
1948,TX,7626000.0
1949,TX,7623000.0
1950,TX,7776000.0
1951,TX,8111000.0
1952,TX,8314000.0
1953,TX,8336000.0
1954,TX,8382000.0
1955,TX,8660000.0
1956,TX,8830000.0
1957,TX,9070000.0
1958,TX,9252000.0
1959,TX,9405000.0
1960,TX,9624000.0
1961,TX,9820000.0
1962,TX,10053000.0
1963,TX,10159000.0
1964,TX,10270000.0
1965,TX,10378000.0
1966,TX,10492000.0
1967,TX,10599000.0
1968,TX,10819000.0
1969,TX,11045000.0
1970,TX,11198655.0
1971,TX,11509848.0
1972,TX,11759148.0
1973,TX,12019543.0
1974,TX,12268629.0
1975,TX,12568843.0
1976,TX,12904089.0
1977,TX,13193050.0
1978,TX,13500429.0
1979,TX,13888371.0
1980,TX,14338208.0
1981,TX,14746318.0
1982,TX,15331415.0
1983,TX,15751676.0
1984,TX,16007086.0
1985,TX,16272734.0
1986,TX,16561113.0
1987,TX,16621791.0
1988,TX,16667022.0
1989,TX,16806735.0
1990,TX,17044714.0
1991,TX,17339904.0
1992,TX,17650479.0
1993,TX,17996764.0
1994,TX,18338319.0
1995,TX,18679706.0
1996,TX,19006240.0
1997,TX,19355427.0
1998,TX,19712389.0
1999,TX,20044141.0
2000,TX,20944499.0
2001,TX,21319622.0
2002,TX,21690325.0
2003,TX,22030931.0
2004,TX,22394023.0
2005,TX,22778123.0
2006,TX,23359580.0
2007,TX,23831983.0
2008,TX,24309039.0
2009,TX,24801761.0
2010,TX,25245717.0
2011,TX,25657477.0
2012,TX,26094422.0
2013,TX,26505637.0
2014,TX,26956958.0
2015,TX,27469114.0
1900,UT,277000.0
1901,UT,284000.0
1902,UT,292000.0
1903,UT,299000.0
1904,UT,308000.0
1905,UT,316000.0
1906,UT,327000.0
1907,UT,339000.0
1908,UT,351000.0
1909,UT,363000.0
1910,UT,377000.0
1911,UT,387000.0
1912,UT,399000.0
1913,UT,410000.0
1914,UT,422000.0
1915,UT,430000.0
1916,UT,436000.0
1917,UT,444000.0
1918,UT,437000.0
1919,UT,446000.0
1920,UT,453000.0
1921,UT,457000.0
1922,UT,467000.0
1923,UT,474000.0
1924,UT,481000.0
1925,UT,487000.0
1926,UT,494000.0
1927,UT,500000.0
1928,UT,504000.0
1929,UT,508000.0
1930,UT,509000.0
1931,UT,513000.0
1932,UT,517000.0
1933,UT,520000.0
1934,UT,522000.0
1935,UT,526000.0
1936,UT,527000.0
1937,UT,529000.0
1938,UT,535000.0
1939,UT,543000.0
1940,UT,552000.0
1941,UT,551000.0
1942,UT,575000.0
1943,UT,631000.0
1944,UT,605000.0
1945,UT,591000.0
1946,UT,638000.0
1947,UT,636000.0
1948,UT,653000.0
1949,UT,671000.0
1950,UT,696000.0
1951,UT,706000.0
1952,UT,724000.0
1953,UT,739000.0
1954,UT,750000.0
1955,UT,783000.0
1956,UT,809000.0
1957,UT,826000.0
1958,UT,845000.0
1959,UT,870000.0
1960,UT,900000.0
1961,UT,936000.0
1962,UT,958000.0
1963,UT,974000.0
1964,UT,978000.0
1965,UT,994000.0
1966,UT,1009000.0
1967,UT,1019000.0
1968,UT,1029000.0
1969,UT,1047000.0
1970,UT,1059273.0
1971,UT,1101192.0
1972,UT,1135449.0
1973,UT,1170040.0
1974,UT,1200471.0
1975,UT,1236030.0
1976,UT,1274928.0
1977,UT,1319512.0
1978,UT,1367510.0
1979,UT,1420238.0
1980,UT,1472595.0
1981,UT,1515471.0
1982,UT,1558314.0
1983,UT,1594943.0
1984,UT,1622342.0
1985,UT,1642910.0
1986,UT,1662834.0
1987,UT,1678119.0
1988,UT,1689372.0
1989,UT,1705864.0
1990,UT,1729722.0
1991,UT,1771941.0
1992,UT,1821498.0
1993,UT,1875993.0
1994,UT,1930436.0
1995,UT,1976774.0
1996,UT,2022253.0
1997,UT,2065397.0
1998,UT,2100562.0
1999,UT,2129836.0
2000,UT,2244502.0
2001,UT,2283715.0
2002,UT,2324815.0
2003,UT,2360137.0
2004,UT,2401580.0
2005,UT,2457719.0
2006,UT,2525507.0
2007,UT,2597746.0
2008,UT,2663029.0
2009,UT,2723421.0
2010,UT,2774346.0
2011,UT,2815324.0
2012,UT,2855194.0
2013,UT,2902787.0
2014,UT,2942902.0
2015,UT,2995919.0
1900,VA,1858000.0
1901,VA,1887000.0
1902,VA,1894000.0
1903,VA,1890000.0
1904,VA,1889000.0
1905,VA,1917000.0
1906,VA,1942000.0
1907,VA,1952000.0
1908,VA,1994000.0
1909,VA,2038000.0
1910,VA,2071000.0
1911,VA,2092000.0
1912,VA,2122000.0
1913,VA,2176000.0
1914,VA,2241000.0
1915,VA,2294000.0
1916,VA,2316000.0
1917,VA,2313000.0
1918,VA,2359000.0
1919,VA,2318000.0
1920,VA,2347000.0
1921,VA,2395000.0
1922,VA,2412000.0
1923,VA,2423000.0
1924,VA,2426000.0
1925,VA,2423000.0
1926,VA,2419000.0
1927,VA,2433000.0
1928,VA,2435000.0
1929,VA,2425000.0
1930,VA,2427000.0
1931,VA,2445000.0
1932,VA,2452000.0
1933,VA,2460000.0
1934,VA,2485000.0
1935,VA,2520000.0
1936,VA,2552000.0
1937,VA,2590000.0
1938,VA,2638000.0
1939,VA,2670000.0
1940,VA,2720000.0
1941,VA,2855000.0
1942,VA,3038000.0
1943,VA,3130000.0
1944,VA,3248000.0
1945,VA,3193000.0
1946,VA,3212000.0
1947,VA,3201000.0
1948,VA,3207000.0
1949,VA,3292000.0
1950,VA,3315000.0
1951,VA,3434000.0
1952,VA,3504000.0
1953,VA,3557000.0
1954,VA,3555000.0
1955,VA,3588000.0
1956,VA,3722000.0
1957,VA,3844000.0
1958,VA,3914000.0
1959,VA,3951000.0
1960,VA,3986000.0
1961,VA,4095000.0
1962,VA,4180000.0
1963,VA,4276000.0
1964,VA,4357000.0
1965,VA,4411000.0
1966,VA,4456000.0
1967,VA,4508000.0
1968,VA,4558000.0
1969,VA,4614000.0
1970,VA,4651448.0
1971,VA,4750838.0
1972,VA,4824472.0
1973,VA,4901292.0
1974,VA,4971069.0
1975,VA,5047395.0
1976,VA,5121863.0
1977,VA,5193112.0
1978,VA,5270240.0
1979,VA,5307945.0
1980,VA,5368334.0
1981,VA,5444097.0
1982,VA,5492783.0
1983,VA,5564657.0
1984,VA,5643870.0
1985,VA,5715153.0
1986,VA,5811700.0
1987,VA,5932268.0
1988,VA,6036909.0
1989,VA,6120246.0
1990,VA,6213526.0
1991,VA,6283853.0
1992,VA,6383315.0
1993,VA,6464795.0
1994,VA,6536771.0
1995,VA,6601392.0
1996,VA,6665491.0
1997,VA,6732878.0
1998,VA,6789225.0
1999,VA,6872912.0
2000,VA,7105817.0
2001,VA,7198362.0
2002,VA,7286873.0
2003,VA,7366977.0
2004,VA,7475575.0
2005,VA,7577105.0
2006,VA,7673725.0
2007,VA,7751000.0
2008,VA,7833496.0
2009,VA,7925937.0
2010,VA,8025376.0
2011,VA,8110188.0
2012,VA,8193422.0
2013,VA,8270345.0
2014,VA,8326289.0
2015,VA,8382993.0
1900,VT,344000.0
1901,VT,347000.0
1902,VT,349000.0
1903,VT,350000.0
1904,VT,353000.0
1905,VT,354000.0
1906,VT,355000.0
1907,VT,355000.0
1908,VT,354000.0
1909,VT,356000.0
1910,VT,357000.0
1911,VT,358000.0
1912,VT,359000.0
1913,VT,361000.0
1914,VT,362000.0
1915,VT,360000.0
1916,VT,360000.0
1917,VT,372000.0
1918,VT,352000.0
1919,VT,352000.0
1920,VT,353000.0
1921,VT,355000.0
1922,VT,354000.0
1923,VT,354000.0
1924,VT,355000.0
1925,VT,355000.0
1926,VT,356000.0
1927,VT,357000.0
1928,VT,358000.0
1929,VT,359000.0
1930,VT,360000.0
1931,VT,359000.0
1932,VT,358000.0
1933,VT,357000.0
1934,VT,357000.0
1935,VT,357000.0
1936,VT,357000.0
1937,VT,356000.0
1938,VT,356000.0
1939,VT,358000.0
1940,VT,363000.0
1941,VT,348000.0
1942,VT,343000.0
1943,VT,327000.0
1944,VT,314000.0
1945,VT,315000.0
1946,VT,342000.0
1947,VT,354000.0
1948,VT,359000.0
1949,VT,369000.0
1950,VT,379000.0
1951,VT,378000.0
1952,VT,375000.0
1953,VT,379000.0
1954,VT,377000.0
1955,VT,375000.0
1956,VT,377000.0
1957,VT,376000.0
1958,VT,380000.0
1959,VT,387000.0
1960,VT,389000.0
1961,VT,390000.0
1962,VT,393000.0
1963,VT,397000.0
1964,VT,399000.0
1965,VT,404000.0
1966,VT,413000.0
1967,VT,423000.0
1968,VT,430000.0
1969,VT,437000.0
1970,VT,444732.0
1971,VT,454318.0
1972,VT,463143.0
1973,VT,468430.0
1974,VT,473002.0
1975,VT,479713.0
1976,VT,484928.0
1977,VT,491931.0
1978,VT,498109.0
1979,VT,505372.0
1980,VT,512524.0
1981,VT,515594.0
1982,VT,519109.0
1983,VT,523302.0
1984,VT,526660.0
1985,VT,530035.0
1986,VT,534066.0
1987,VT,540267.0
1988,VT,549763.0
1989,VT,557707.0
1990,VT,564526.0
1991,VT,567141.0
1992,VT,570115.0
1993,VT,574004.0
1994,VT,578900.0
1995,VT,582827.0
1996,VT,586352.0
1997,VT,588665.0
1998,VT,590579.0
1999,VT,593740.0
2000,VT,609618.0
2001,VT,612223.0
2002,VT,615442.0
2003,VT,617858.0
2004,VT,619920.0
2005,VT,621215.0
2006,VT,622892.0
2007,VT,623481.0
2008,VT,624151.0
2009,VT,624817.0
2010,VT,625792.0
2011,VT,626450.0
2012,VT,626138.0
2013,VT,626855.0
2014,VT,626562.0
2015,VT,626042.0
1900,WA,523000.0
1901,WA,583000.0
1902,WA,651000.0
1903,WA,719000.0
1904,WA,782000.0
1905,WA,842000.0
1906,WA,904000.0
1907,WA,967000.0
1908,WA,1028000.0
1909,WA,1091000.0
1910,WA,1148000.0
1911,WA,1167000.0
1912,WA,1184000.0
1913,WA,1209000.0
1914,WA,1231000.0
1915,WA,1239000.0
1916,WA,1255000.0
1917,WA,1287000.0
1918,WA,1341000.0
1919,WA,1333000.0
1920,WA,1373000.0
1921,WA,1405000.0
1922,WA,1415000.0
1923,WA,1433000.0
1924,WA,1467000.0
1925,WA,1494000.0
1926,WA,1516000.0
1927,WA,1538000.0
1928,WA,1551000.0
1929,WA,1555000.0
1930,WA,1568000.0
1931,WA,1581000.0
1932,WA,1584000.0
1933,WA,1592000.0
1934,WA,1610000.0
1935,WA,1629000.0
1936,WA,1653000.0
1937,WA,1681000.0
1938,WA,1698000.0
1939,WA,1715000.0
1940,WA,1740000.0
1941,WA,1789000.0
1942,WA,1901000.0
1943,WA,2027000.0
1944,WA,2092000.0
1945,WA,2206000.0
1946,WA,2288000.0
1947,WA,2211000.0
1948,WA,2255000.0
1949,WA,2294000.0
1950,WA,2387000.0
1951,WA,2424000.0
1952,WA,2448000.0
1953,WA,2466000.0
1954,WA,2516000.0
1955,WA,2604000.0
1956,WA,2668000.0
1957,WA,2724000.0
1958,WA,2773000.0
1959,WA,2821000.0
1960,WA,2855000.0
1961,WA,2882000.0
1962,WA,2942000.0
1963,WA,2955000.0
1964,WA,2961000.0
1965,WA,2967000.0
1966,WA,3057000.0
1967,WA,3174000.0
1968,WA,3270000.0
1969,WA,3343000.0
1970,WA,3413244.0
1971,WA,3447553.0
1972,WA,3447885.0
1973,WA,3478782.0
1974,WA,3549946.0
1975,WA,3621339.0
1976,WA,3693610.0
1977,WA,3776050.0
1978,WA,3889073.0
1979,WA,4017632.0
1980,WA,4154678.0
1981,WA,4235731.0
1982,WA,4276552.0
1983,WA,4300266.0
1984,WA,4343656.0
1985,WA,4400098.0
1986,WA,4452720.0
1987,WA,4531901.0
1988,WA,4639893.0
1989,WA,4746316.0
1990,WA,4900780.0
1991,WA,5013443.0
1992,WA,5139011.0
1993,WA,5247704.0
1994,WA,5334896.0
1995,WA,5431024.0
1996,WA,5509963.0
1997,WA,5604105.0
1998,WA,5687832.0
1999,WA,5756361.0
2000,WA,5910512.0
2001,WA,5985722.0
2002,WA,6052349.0
2003,WA,6104115.0
2004,WA,6178645.0
2005,WA,6257305.0
2006,WA,6370753.0
2007,WA,6461587.0
2008,WA,6562231.0
2009,WA,6667426.0
2010,WA,6741911.0
2011,WA,6822112.0
2012,WA,6896325.0
2013,WA,6973742.0
2014,WA,7061530.0
2015,WA,7170351.0
1900,WI,2072000.0
1901,WI,2109000.0
1902,WI,2141000.0
1903,WI,2171000.0
1904,WI,2202000.0
1905,WI,2231000.0
1906,WI,2250000.0
1907,WI,2268000.0
1908,WI,2292000.0
1909,WI,2317000.0
1910,WI,2345000.0
1911,WI,2369000.0
1912,WI,2407000.0
1913,WI,2438000.0
1914,WI,2490000.0
1915,WI,2535000.0
1916,WI,2562000.0
1917,WI,2587000.0
1918,WI,2597000.0
1919,WI,2600000.0
1920,WI,2679000.0
1921,WI,2722000.0
1922,WI,2761000.0
1923,WI,2803000.0
1924,WI,2833000.0
1925,WI,2863000.0
1926,WI,2892000.0
1927,WI,2916000.0
1928,WI,2923000.0
1929,WI,2934000.0
1930,WI,2950000.0
1931,WI,2990000.0
1932,WI,3021000.0
1933,WI,3040000.0
1934,WI,3054000.0
1935,WI,3070000.0
1936,WI,3082000.0
1937,WI,3088000.0
1938,WI,3098000.0
1939,WI,3121000.0
1940,WI,3143000.0
1941,WI,3140000.0
1942,WI,3053000.0
1943,WI,3014000.0
1944,WI,2980000.0
1945,WI,2961000.0
1946,WI,3167000.0
1947,WI,3250000.0
1948,WI,3314000.0
1949,WI,3391000.0
1950,WI,3438000.0
1951,WI,3439000.0
1952,WI,3469000.0
1953,WI,3506000.0
1954,WI,3608000.0
1955,WI,3679000.0
1956,WI,3742000.0
1957,WI,3791000.0
1958,WI,3843000.0
1959,WI,3891000.0
1960,WI,3962000.0
1961,WI,4009000.0
1962,WI,4049000.0
1963,WI,4112000.0
1964,WI,4165000.0
1965,WI,4232000.0
1966,WI,4274000.0
1967,WI,4303000.0
1968,WI,4345000.0
1969,WI,4378000.0
1970,WI,4417821.0
1971,WI,4462155.0
1972,WI,4502412.0
1973,WI,4524244.0
1974,WI,4545782.0
1975,WI,4578986.0
1976,WI,4595904.0
1977,WI,4626514.0
1978,WI,4646108.0
1979,WI,4682811.0
1980,WI,4712045.0
1981,WI,4726343.0
1982,WI,4728870.0
1983,WI,4721438.0
1984,WI,4735563.0
1985,WI,4747767.0
1986,WI,4755618.0
1987,WI,4777919.0
1988,WI,4822388.0
1989,WI,4856574.0
1990,WI,4902265.0
1991,WI,4952675.0
1992,WI,5004636.0
1993,WI,5055318.0
1994,WI,5095504.0
1995,WI,5137004.0
1996,WI,5173828.0
1997,WI,5200235.0
1998,WI,5222124.0
1999,WI,5250446.0
2000,WI,5373999.0
2001,WI,5406835.0
2002,WI,5445162.0
2003,WI,5479203.0
2004,WI,5514026.0
2005,WI,5546166.0
2006,WI,5577655.0
2007,WI,5610775.0
2008,WI,5640996.0
2009,WI,5669264.0
2010,WI,5689268.0
2011,WI,5708785.0
2012,WI,5724888.0
2013,WI,5742953.0
2014,WI,5757564.0
2015,WI,5771337.0
1900,WV,959000.0
1901,WV,972000.0
1902,WV,1000000.0
1903,WV,1037000.0
1904,WV,1064000.0
1905,WV,1094000.0
1906,WV,1122000.0
1907,WV,1149000.0
1908,WV,1174000.0
1909,WV,1203000.0
1910,WV,1231000.0
1911,WV,1266000.0
1912,WV,1291000.0
1913,WV,1317000.0
1914,WV,1362000.0
1915,WV,1387000.0
1916,WV,1414000.0
1917,WV,1439000.0
1918,WV,1438000.0
1919,WV,1464000.0
1920,WV,1470000.0
1921,WV,1485000.0
1922,WV,1498000.0
1923,WV,1526000.0
1924,WV,1577000.0
1925,WV,1593000.0
1926,WV,1623000.0
1927,WV,1671000.0
1928,WV,1696000.0
1929,WV,1717000.0
1930,WV,1733000.0
1931,WV,1740000.0
1932,WV,1747000.0
1933,WV,1752000.0
1934,WV,1771000.0
1935,WV,1794000.0
1936,WV,1808000.0
1937,WV,1813000.0
1938,WV,1828000.0
1939,WV,1868000.0
1940,WV,1907000.0
1941,WV,1885000.0
1942,WV,1831000.0
1943,WV,1741000.0
1944,WV,1706000.0
1945,WV,1708000.0
1946,WV,1826000.0
1947,WV,1883000.0
1948,WV,1899000.0
1949,WV,1930000.0
1950,WV,2006000.0
1951,WV,1984000.0
1952,WV,1957000.0
1953,WV,1929000.0
1954,WV,1905000.0
1955,WV,1880000.0
1956,WV,1857000.0
1957,WV,1843000.0
1958,WV,1845000.0
1959,WV,1855000.0
1960,WV,1853000.0
1961,WV,1828000.0
1962,WV,1809000.0
1963,WV,1796000.0
1964,WV,1797000.0
1965,WV,1786000.0
1966,WV,1775000.0
1967,WV,1769000.0
1968,WV,1763000.0
1969,WV,1746000.0
1970,WV,1744237.0
1971,WV,1770657.0
1972,WV,1797648.0
1973,WV,1806360.0
1974,WV,1815447.0
1975,WV,1842250.0
1976,WV,1879503.0
1977,WV,1908088.0
1978,WV,1923395.0
1979,WV,1942146.0
1980,WV,1951349.0
1981,WV,1954124.0
1982,WV,1949604.0
1983,WV,1945061.0
1984,WV,1927697.0
1985,WV,1906831.0
1986,WV,1882350.0
1987,WV,1857585.0
1988,WV,1830215.0
1989,WV,1806568.0
1990,WV,1792481.0
1991,WV,1798212.0
1992,WV,1805462.0
1993,WV,1816179.0
1994,WV,1818490.0
1995,WV,1820560.0
1996,WV,1818983.0
1997,WV,1815588.0
1998,WV,1811688.0
1999,WV,1806928.0
2000,WV,1807021.0
2001,WV,1801481.0
2002,WV,1805414.0
2003,WV,1812295.0
2004,WV,1816438.0
2005,WV,1820492.0
2006,WV,1827912.0
2007,WV,1834052.0
2008,WV,1840310.0
2009,WV,1847775.0
2010,WV,1854176.0
2011,WV,1854982.0
2012,WV,1856313.0
2013,WV,1853595.0
2014,WV,1850326.0
2015,WV,1844128.0
1900,WY,93000.0
1901,WY,100000.0
1902,WY,105000.0
1903,WY,108000.0
1904,WY,111000.0
1905,WY,114000.0
1906,WY,118000.0
1907,WY,125000.0
1908,WY,133000.0
1909,WY,141000.0
1910,WY,147000.0
1911,WY,150000.0
1912,WY,153000.0
1913,WY,157000.0
1914,WY,163000.0
1915,WY,167000.0
1916,WY,174000.0
1917,WY,186000.0
1918,WY,181000.0
1919,WY,191000.0
1920,WY,197000.0
1921,WY,203000.0
1922,WY,208000.0
1923,WY,211000.0
1924,WY,215000.0
1925,WY,216000.0
1926,WY,217000.0
1927,WY,219000.0
1928,WY,220000.0
1929,WY,223000.0
1930,WY,226000.0
1931,WY,229000.0
1932,WY,230000.0
1933,WY,230000.0
1934,WY,233000.0
1935,WY,237000.0
1936,WY,240000.0
1937,WY,243000.0
1938,WY,246000.0
1939,WY,248000.0
1940,WY,250000.0
1941,WY,247000.0
1942,WY,251000.0
1943,WY,247000.0
1944,WY,242000.0
1945,WY,239000.0
1946,WY,254000.0
1947,WY,258000.0
1948,WY,269000.0
1949,WY,277000.0
1950,WY,290000.0
1951,WY,291000.0
1952,WY,293000.0
1953,WY,290000.0
1954,WY,293000.0
1955,WY,307000.0
1956,WY,312000.0
1957,WY,314000.0
1958,WY,315000.0
1959,WY,320000.0
1960,WY,331000.0
1961,WY,337000.0
1962,WY,333000.0
1963,WY,336000.0
1964,WY,339000.0
1965,WY,332000.0
1966,WY,323000.0
1967,WY,322000.0
1968,WY,324000.0
1969,WY,329000.0
1970,WY,332416.0
1971,WY,340285.0
1972,WY,347345.0
1973,WY,354061.0
1974,WY,365501.0
1975,WY,381695.0
1976,WY,396952.0
1977,WY,413354.0
1978,WY,432880.0
1979,WY,454378.0
1980,WY,474185.0
1981,WY,491712.0
1982,WY,506400.0
1983,WY,510345.0
1984,WY,504896.0
1985,WY,499695.0
1986,WY,495633.0
1987,WY,476965.0
1988,WY,465101.0
1989,WY,458374.0
1990,WY,453401.0
1991,WY,457739.0
1992,WY,463491.0
1993,WY,469033.0
1994,WY,474982.0
1995,WY,478447.0
1996,WY,480085.0
1997,WY,480031.0
1998,WY,480045.0
1999,WY,479602.0
2000,WY,494300.0
2001,WY,494657.0
2002,WY,500017.0
2003,WY,503453.0
2004,WY,509106.0
2005,WY,514157.0
2006,WY,522667.0
2007,WY,534876.0
2008,WY,546043.0
2009,WY,559851.0
2010,WY,564358.0
2011,WY,567631.0
2012,WY,576893.0
2013,WY,583223.0
2014,WY,584153.0
2015,WY,586107.0
