Country,variable,value
POL,2017,0.868
PRT,2017,0.848
PRY,2017,0.722
PSE,2017,0.689
QAT,2017,0.848
ROU,2017,0.813
RUS,2017,0.822
RWA,2017,0.529
SAU,2017,0.856
SDN,2017,0.507
SEN,2017,0.51
SGP,2017,0.934
SLB,2017,0.555
SLE,2017,0.435
SLV,2017,0.665
SRB,2017,0.794
SSD,2017,0.414
STP,2017,0.603
SUR,2017,0.722
SVK,2017,0.854
SVN,2017,0.899
SWE,2017,0.935
SWZ,2017,0.603
SYC,2017,0.8
SYR,2017,0.544
TCD,2017,0.401
TGO,2017,0.51
THA,2017,0.762
TJK,2017,0.651
TKM,2017,0.708
TLS,2017,0.624
TON,2017,0.717
TTO,2017,0.799
TUN,2017,0.738
TUR,2017,0.805
TZA,2017,0.522
UGA,2017,0.522
UKR,2017,0.747
URY,2017,0.807
USA,2017,0.919
UZB,2017,0.707
VCT,2017,0.726
VEN,2017,0.735
VNM,2017,0.69
VUT,2017,0.595
WSM,2017,0.706
YEM,2017,0.463
ZAF,2017,0.704
ZMB,2017,0.589
ZWE,2017,0.553
AFG,2018,0.496
AGO,2018,0.574
ALB,2018,0.791
AND,2018,0.857
ARE,2018,0.866
ARG,2018,0.83
ARM,2018,0.76
ATG,2018,0.776
AUS,2018,0.938
AUT,2018,0.914
AZE,2018,0.754
BDI,2018,0.423
BEL,2018,0.919
BEN,2018,0.52
BFA,2018,0.434
BGD,2018,0.614
BGR,2018,0.816
BHR,2018,0.838
BHS,2018,0.805
BIH,2018,0.769
BLR,2018,0.817
BLZ,2018,0.72
BOL,2018,0.703
BRA,2018,0.761
BRB,2018,0.813
BRN,2018,0.845
BTN,2018,0.617
BWA,2018,0.728
CAF,2018,0.381
CAN,2018,0.922
CHE,2018,0.946
CHL,2018,0.847
CHN,2018,0.758
CIV,2018,0.516
CMR,2018,0.563
COD,2018,0.459
COG,2018,0.608
COL,2018,0.761
COM,2018,0.538
CPV,2018,0.651
CRI,2018,0.794
CUB,2018,0.778
CYP,2018,0.873
CZE,2018,0.891
DEU,2018,0.939
DJI,2018,0.495
DMA,2018,0.724
DNK,2018,0.93
DOM,2018,0.745
DZA,2018,0.759
ECU,2018,0.758
EGY,2018,0.7
ERI,2018,0.434
ESP,2018,0.893
EST,2018,0.882
ETH,2018,0.47
FIN,2018,0.925
FJI,2018,0.724
FRA,2018,0.891
FSM,2018,0.614
GAB,2018,0.702
GBR,2018,0.92
GEO,2018,0.786
GHA,2018,0.596
GIN,2018,0.466
GMB,2018,0.466
GNB,2018,0.461
GNQ,2018,0.588
GRC,2018,0.872
GRD,2018,0.763
GTM,2018,0.651
GUY,2018,0.67
HKG,2018,0.939
HND,2018,0.623
HRV,2018,0.837
HTI,2018,0.503
HUN,2018,0.845
IDN,2018,0.707
IND,2018,0.647
IRL,2018,0.942
IRN,2018,0.797
IRQ,2018,0.689
ISL,2018,0.938
ISR,2018,0.906
ITA,2018,0.883
JAM,2018,0.726
JOR,2018,0.723
JPN,2018,0.915
KAZ,2018,0.817
KEN,2018,0.579
KGZ,2018,0.674
KHM,2018,0.581
KIR,2018,0.623
KNA,2018,0.777
KOR,2018,0.906
KWT,2018,0.808
LAO,2018,0.604
LBN,2018,0.73
LBR,2018,0.465
LBY,2018,0.708
LCA,2018,0.745
LIE,2018,0.917
LKA,2018,0.78
LSO,2018,0.518
LTU,2018,0.869
LUX,2018,0.909
LVA,2018,0.854
MAR,2018,0.676
MDA,2018,0.711
MDG,2018,0.521
MDV,2018,0.719
MEX,2018,0.767
MHL,2018,0.698
MKD,2018,0.759
MLI,2018,0.427
MLT,2018,0.885
MMR,2018,0.584
MNE,2018,0.816
MNG,2018,0.735
MOZ,2018,0.446
MRT,2018,0.527
MUS,2018,0.796
MWI,2018,0.485
MYS,2018,0.804
NAM,2018,0.645
NER,2018,0.377
NGA,2018,0.534
NIC,2018,0.651
NLD,2018,0.933
NOR,2018,0.954
NPL,2018,0.579
NZL,2018,0.921
OMN,2018,0.834
PAK,2018,0.56
PAN,2018,0.795
PER,2018,0.759
PHL,2018,0.712
PLW,2018,0.814
PNG,2018,0.543
POL,2018,0.872
PRT,2018,0.85
PRY,2018,0.724
PSE,2018,0.69
QAT,2018,0.848
ROU,2018,0.816
RUS,2018,0.824
RWA,2018,0.536
SAU,2018,0.857
SDN,2018,0.507
SEN,2018,0.514
SGP,2018,0.935
SLB,2018,0.557
SLE,2018,0.438
SLV,2018,0.667
SRB,2018,0.799
SSD,2018,0.413
STP,2018,0.609
SUR,2018,0.724
SVK,2018,0.857
SVN,2018,0.902
SWE,2018,0.937
SWZ,2018,0.608
SYC,2018,0.801
SYR,2018,0.549
TCD,2018,0.401
TGO,2018,0.513
THA,2018,0.765
TJK,2018,0.656
TKM,2018,0.71
TLS,2018,0.626
TON,2018,0.717
TTO,2018,0.799
TUN,2018,0.739
TUR,2018,0.806
TZA,2018,0.528
UGA,2018,0.528
UKR,2018,0.75
URY,2018,0.808
USA,2018,0.92
UZB,2018,0.71
VCT,2018,0.728
VEN,2018,0.726
VNM,2018,0.693
VUT,2018,0.597
WSM,2018,0.707
YEM,2018,0.463
ZAF,2018,0.705
ZMB,2018,0.591
ZWE,2018,0.563
