Fiscal Year,Period,Area,Country,Std Rptg Mid Reported Subsegment,Rev Sum Division,Forecast Planning Level,Budget Sales,Forecast Sales
"FY18",1,"WE","Denmark","EPG Commercial","IW CAL Suites - ECAL","EA Add-On",19137.2103,0
"FY18",9,"WE","Denmark","EPG Commercial","SharePoint for Internet Sites","EA Add-On",18340.8502,0
"FY18",11,"WE","Denmark","EPG Commercial","Windows Server Other","EA Add-On",16044.6921,0
"FY18",6,"WE","Denmark","EPG Commercial","FAST Legacy","EA Add-On",15822.8177,0
"FY18",3,"WE","Denmark","EPG Commercial","Developer Tools","EA Add-On",15693.1773,0
"FY18",12,"WE","Denmark","EPG Commercial","Windows Intune - Server and Tools","EA Add-On",13871.3349,0
"FY18",10,"WE","Denmark","EPG Commercial","Other Server","EA Add-On",13682.2918,0
"FY18",6,"WE","Denmark","EPG Commercial","Windows Azure","EA Add-On",12819.4403,0
"FY18",10,"WE","Denmark","EPG Commercial","MDOP-Client","EA Add-On",12288.6391,0
"FY18",10,"WE","Denmark","EPG Commercial","Dynamics ERP","EA Add-On",12125.3109,0
"FY18",6,"WE","Denmark","EPG Commercial","Biztalk Server","EA Add-On",10433.7551,0
"FY18",7,"WE","Denmark","EPG Commercial","Office 365","EA Add-On",9677.9273,0
"FY18",4,"WE","Denmark","EPG Commercial","Developer Tools","EA Add-On",9358.0809,0
"FY18",10,"WE","Denmark","EPG Commercial","Forefront Protection","EA Add-On",9062.361,0
"FY18",7,"WE","Denmark","EPG Commercial","Identity & Direct Access","EA Add-On",8662.5921,0
"FY18",10,"WE","Denmark","EPG Commercial","Other IW Apps","EA Add-On",7629.3382,0
"FY18",1,"WE","Denmark","EPG Commercial","Office 365","EA Add-On",7585.9765,0
"FY18",9,"WE","Denmark","EPG Commercial","Other Server","EA Add-On",7414.2312,0
"FY18",3,"WE","Denmark","EPG Commercial","Windows Server Other","EA Add-On",7014.7588,0
"FY18",1,"WE","Denmark","EPG Commercial","Biztalk Server","EA Add-On",6747.1683,0
"FY18",10,"WE","Denmark","EPG Commercial","Windows Intune - Server and Tools","EA Add-On",6723.6969,0
"FY18",11,"WE","Denmark","EPG Commercial","FAST Legacy","EA Add-On",6571.4489,0
"FY18",10,"WE","Denmark","EPG Commercial","SQL Azure","EA Add-On",6557.8592,0
"FY18",7,"WE","Denmark","EPG Commercial","SharePoint CAL","EA Add-On",6453.6671,0
"FY18",1,"WE","Denmark","EPG Commercial","S&T CAL Suites - ECAL","EA Add-On",6352.0249,0
"FY18",6,"WE","Denmark","EPG Commercial","Other MBS","EA Add-On",6183.6602,0
"FY18",9,"WE","Denmark","EPG Commercial","Other MBS","EA Add-On",5680.0814,0
"FY18",9,"WE","Denmark","EPG Commercial","Dynamics ERP","EA Add-On",5675.1668,0
"FY18",10,"WE","Denmark","EPG Commercial","Windows Intune - Client","EA Add-On",5543.031,0
"FY18",2,"WE","Denmark","EPG Commercial","Developer Tools","EA Add-On",5302.0219,0
"FY18",11,"WE","Denmark","EPG Commercial","Windows Azure","EA Add-On",5202.226,0
"FY18",11,"WE","Denmark","EPG Commercial","Other Server","EA Add-On",4956.6349,0
"FY18",3,"WE","Denmark","EPG Commercial","Dynamics CRM","EA Add-On",4932.9999,0
"FY18",9,"WE","Denmark","EPG Commercial","SQL Azure","EA Add-On",4826.9179,0
"FY18",7,"WE","Denmark","EPG Commercial","Other IW Apps","EA Add-On",4529.0882,0
"FY18",4,"WE","Denmark","EPG Commercial","Lync Server & CAL","EA Add-On",4175.746,0
"FY18",1,"WE","Denmark","EPG Commercial","FAST Legacy","EA Add-On",4134.5799,0
"FY18",5,"WE","Denmark","EPG Commercial","Lync Server & CAL","EA Add-On",3959.3288,0
"FY18",11,"WE","Denmark","EPG Commercial","SharePoint CAL","EA Add-On",3742.0696,0
"FY18",7,"WE","Denmark","EPG Commercial","FAST Legacy","EA Add-On",3638.4256,0
"FY18",3,"WE","Denmark","EPG Commercial","Other IW Apps","EA Add-On",3543.0604,0
"FY18",3,"WE","Denmark","EPG Commercial","SharePoint for Internet Sites","EA Add-On",3319.9664,0
"FY18",6,"WE","Denmark","EPG Commercial","SQL Azure","EA Add-On",3273.9702,0
"FY18",12,"WE","Denmark","EPG Commercial","OSD Other SMSG","EA Add-On",3239.1468,0
"FY18",9,"WE","Denmark","EPG Commercial","Windows Intune - Server and Tools","EA Add-On",3172.7469,0
"FY18",6,"WE","Denmark","EPG Commercial","Dynamics ERP","EA Add-On",3126.3551,0
"FY18",12,"WE","Denmark","EPG Commercial","Speech at Microsoft","EA Add-On",3107.8429,0
"FY18",11,"WE","Denmark","EPG Commercial","Forefront Protection","EA Add-On",3104.9117,0
"FY18",7,"WE","Denmark","EPG Commercial","Windows Azure","EA Add-On",2880.3255,0
"FY18",9,"WE","Denmark","EPG Commercial","Windows Intune - Client","EA Add-On",2615.6198,0
"FY18",11,"WE","Denmark","EPG Commercial","Dynamics ERP","EA Add-On",2247.7965,0
"FY18",4,"WE","Denmark","EPG Commercial","Office 365","EA Add-On",2128.9216,0
"FY18",8,"WE","Denmark","EPG Commercial","Office 365","EA Add-On",2032.1001,0
"FY18",3,"WE","Denmark","EPG Commercial","FAST Legacy","EA Add-On",1808.5635,0
"FY18",6,"WE","Denmark","EPG Commercial","Windows Intune - Server and Tools","EA Add-On",1747.8136,0
"FY18",1,"WE","Denmark","EPG Commercial","SharePoint CAL","EA Add-On",1616.2729,0
"FY18",10,"WE","Denmark","EPG Commercial","OSD Other SMSG","EA Add-On",1570.0754,0
"FY18",10,"WE","Denmark","EPG Commercial","SharePoint Server","EA Add-On",1523.1351,0
"FY18",10,"WE","Denmark","EPG Commercial","Speech at Microsoft","EA Add-On",1506.4299,0
"FY18",3,"WE","Denmark","EPG Commercial","Windows Azure","EA Add-On",1482.6019,0
"FY18",6,"WE","Denmark","EPG Commercial","Windows Intune - Client","EA Add-On",1440.9015,0
"FY18",8,"WE","Denmark","EPG Commercial","Identity & Direct Access","EA Add-On",1366.477,0
"FY18",12,"WE","Denmark","EPG Commercial","OSD Subs & Trans OSD SMSG","EA Add-On",1309.5323,0
"FY18",3,"WE","Denmark","EPG Commercial","Other MBS","EA Add-On",1309.1494,0
"FY18",7,"WE","Denmark","EPG Commercial","Other Server","EA Add-On",1299.7335,0
"FY18",4,"WE","Denmark","EPG Commercial","Other IW Apps","EA Add-On",1260.5384,0
"FY18",1,"WE","Denmark","EPG Commercial","Dynamics ERP","EA Add-On",1257.1497,0
"FY18",11,"WE","Denmark","EPG Commercial","Windows Intune - Server and Tools","EA Add-On",1185.078,0
"FY18",4,"WE","Denmark","EPG Commercial","Identity & Direct Access","EA Add-On",1176.9196,0
"FY18",7,"WE","Denmark","EPG Commercial","Dynamics ERP","EA Add-On",1173.6605,0
"FY18",4,"WE","Denmark","EPG Commercial","SharePoint for Internet Sites","EA Add-On",1136.7864,0
"FY18",2,"WE","Denmark","EPG Commercial","Office 365","EA Add-On",1128.8282,0
"FY18",8,"WE","Denmark","EPG Commercial","FAST Legacy","EA Add-On",1097.7324,0
"FY18",11,"WE","Denmark","EPG Commercial","SQL Azure","EA Add-On",1039.9595,0
"FY18",4,"WE","Denmark","EPG Commercial","FAST Legacy","EA Add-On",1025.907,0
"FY18",11,"WE","Denmark","EPG Commercial","Windows Intune - Client","EA Add-On",976.981,0
"FY18",5,"WE","Denmark","EPG Commercial","FAST Legacy","EA Add-On",955.131,0
"FY18",3,"WE","Denmark","EPG Commercial","Forefront Protection","EA Add-On",950.5516,0
"FY18",1,"WE","Denmark","EPG Commercial","Forefront Protection","EA Add-On",889.3295,0
"FY18",8,"WE","Denmark","EPG Commercial","Windows Azure","EA Add-On",869.0096,0
"FY18",4,"WE","Denmark","EPG Commercial","Windows Azure","EA Add-On",829.9111,0
"FY18",1,"WE","Denmark","EPG Commercial","Other IW Apps","EA Add-On",778.9857,0
"FY18",9,"WE","Denmark","EPG Commercial","OSD Other SMSG","EA Add-On",740.8799,0
"FY18",9,"WE","Denmark","EPG Commercial","Speech at Microsoft","EA Add-On",710.8472,0
"FY18",1,"WE","Denmark","EPG Commercial","Windows Intune - Server and Tools","EA Add-On",702.8195,0
"FY18",1,"WE","Denmark","EPG Commercial","SQL Azure","EA Add-On",684.1198,0
"FY18",5,"WE","Denmark","EPG Commercial","Other IW Apps","EA Add-On",680.1184,0
"FY18",7,"WE","Denmark","EPG Commercial","Windows Intune - Server and Tools","EA Add-On",656.1442,0
"FY18",2,"WE","Denmark","EPG Commercial","Visio","EA Add-On",631.4509,0
"FY18",4,"WE","Denmark","EPG Commercial","Forefront Protection","EA Add-On",608.2879,0
"FY18",2,"WE","Denmark","EPG Commercial","FAST Legacy","EA Add-On",583.8559,0
"FY18",1,"WE","Denmark","EPG Commercial","Windows Intune - Client","EA Add-On",579.406,0
"FY18",7,"WE","Denmark","EPG Commercial","SQL Azure","EA Add-On",575.7962,0
"FY18",7,"WE","Denmark","EPG Commercial","Windows Intune - Client","EA Add-On",540.9268,0
"FY18",3,"WE","Denmark","EPG Commercial","SharePoint Server","EA Add-On",522.0526,0
"FY18",2,"WE","Denmark","EPG Commercial","Windows Azure","EA Add-On",462.2041,0
"FY18",12,"WE","Denmark","EPG Commercial","Windows Intune - Client","EA Add-On",435.56,0
"FY18",3,"WE","Denmark","EPG Commercial","Other Server","EA Add-On",433.2052,0
"FY18",3,"WE","Denmark","EPG Commercial","SQL Azure","EA Add-On",419.6803,0
"FY18",6,"WE","Denmark","EPG Commercial","OSD Other SMSG","EA Add-On",408.1384,0
"FY18",8,"WE","Denmark","EPG Commercial","Other Server","EA Add-On",392.1365,0
"FY18",6,"WE","Denmark","EPG Commercial","Speech at Microsoft","EA Add-On",391.5939,0
"FY18",5,"WE","Denmark","EPG Commercial","SharePoint CAL","EA Add-On",375.1934,0
"FY18",4,"WE","Denmark","EPG Commercial","Other MBS","EA Add-On",356.9413,0
"FY18",8,"WE","Denmark","EPG Commercial","Dynamics ERP","EA Add-On",354.0996,0
"FY18",7,"WE","Denmark","EPG Commercial","SharePoint for Internet Sites","EA Add-On",304.7416,0
"FY18",5,"WE","Denmark","EPG Commercial","Other Server","EA Add-On",300.3012,0
"FY18",4,"WE","Denmark","EPG Commercial","Other Server","EA Add-On",292.1587,0
"FY18",1,"WE","Denmark","EPG Commercial","SharePoint Server","EA Add-On",287.4735,0
"FY18",5,"WE","Denmark","EPG Commercial","Forefront Protection","EA Add-On",282.104,0
"FY18",3,"WE","Denmark","EPG Commercial","Dynamics ERP","EA Add-On",278.5831,0
"FY18",11,"WE","Denmark","EPG Commercial","OSD Other SMSG","EA Add-On",276.732,0
"FY18",11,"WE","Denmark","EPG Commercial","Speech at Microsoft","EA Add-On",265.5142,0
"FY18",5,"WE","Denmark","EPG Commercial","Dynamics ERP","EA Add-On",242.2361,0
"FY18",4,"WE","Denmark","EPG Commercial","Dynamics ERP","EA Add-On",225.8067,0
"FY18",4,"WE","Denmark","EPG Commercial","SQL Azure","EA Add-On",208.9549,0
"FY18",2,"WE","Denmark","EPG Commercial","Other Server","EA Add-On",208.5674,0
"FY18",8,"WE","Denmark","EPG Commercial","Forefront Protection","EA Add-On",203.7756,0
"FY18",8,"WE","Denmark","EPG Commercial","Windows Intune - Server and Tools","EA Add-On",197.9622,0
"FY18",2,"WE","Denmark","EPG Commercial","Dynamics ERP","EA Add-On",188.3366,0
"FY18",8,"WE","Denmark","EPG Commercial","SQL Azure","EA Add-On",173.7208,0
"FY18",1,"WE","Denmark","EPG Commercial","OSD Other SMSG","EA Add-On",164.118,0
"FY18",8,"WE","Denmark","EPG Commercial","Windows Intune - Client","EA Add-On",163.2005,0
"FY18",1,"WE","Denmark","EPG Commercial","Speech at Microsoft","EA Add-On",157.4652,0
"FY18",7,"WE","Denmark","EPG Commercial","OSD Other SMSG","EA Add-On",153.2187,0
"FY18",7,"WE","Denmark","EPG Commercial","Speech at Microsoft","EA Add-On",147.0077,0
"FY18",5,"WE","Denmark","EPG Commercial","Windows Intune - Server and Tools","EA Add-On",135.424,0
"FY18",3,"WE","Denmark","EPG Commercial","Windows Intune - Server and Tools","EA Add-On",134.4932,0
"FY18",4,"WE","Denmark","EPG Commercial","Windows Intune - Server and Tools","EA Add-On",118.091,0
"FY18",5,"WE","Denmark","EPG Commercial","Windows Intune - Client","EA Add-On",111.6438,0
"FY18",3,"WE","Denmark","EPG Commercial","Windows Intune - Client","EA Add-On",110.8765,0
"FY18",2,"WE","Denmark","EPG Commercial","Forefront Protection","EA Add-On",108.383,0
"FY18",1,"WE","Denmark","EPG Commercial","Exchange Server & CAL","EA Add-On",98.9138,0
"FY18",4,"WE","Denmark","EPG Commercial","Windows Intune - Client","EA Add-On",97.3545,0
"FY18",5,"WE","Denmark","EPG Commercial","Other MBS","EA Add-On",97.2212,0
"FY18",2,"WE","Denmark","EPG Commercial","SQL Azure","EA Add-On",92.3977,0
"FY18",8,"WE","Denmark","EPG Commercial","SharePoint CAL","EA Add-On",72.8793,0
"FY18",8,"WE","Denmark","EPG Commercial","OSD Other SMSG","EA Add-On",46.2269,0
"FY18",8,"WE","Denmark","EPG Commercial","Speech at Microsoft","EA Add-On",44.353,0
"FY18",11,"WE","Denmark","EPG Commercial","OSD Subs & Trans OSD SMSG","EA Add-On",43.4219,0
"FY18",10,"WE","Denmark","EPG Commercial","OSD Subs & Trans OSD SMSG","EA Add-On",40.2774,0
"FY18",2,"WE","Denmark","EPG Commercial","SharePoint CAL","EA Add-On",38.9293,0
"FY18",5,"WE","Denmark","EPG Commercial","OSD Other SMSG","EA Add-On",31.6234,0
"FY18",3,"WE","Denmark","EPG Commercial","OSD Other SMSG","EA Add-On",31.406,0
"FY18",5,"WE","Denmark","EPG Commercial","Speech at Microsoft","EA Add-On",30.3415,0
"FY18",3,"WE","Denmark","EPG Commercial","Speech at Microsoft","EA Add-On",30.1329,0
"FY18",4,"WE","Denmark","EPG Commercial","OSD Other SMSG","EA Add-On",27.5759,0
"FY18",4,"WE","Denmark","EPG Commercial","Speech at Microsoft","EA Add-On",26.458,0
"FY18",2,"WE","Denmark","EPG Commercial","OSD Other SMSG","EA Add-On",24.5869,0
"FY18",2,"WE","Denmark","EPG Commercial","Speech at Microsoft","EA Add-On",23.5902,0
"FY18",3,"WE","Denmark","EPG Commercial","OSD Subs & Trans OSD SMSG","EA Add-On",12.893,0
"FY18",4,"WE","Denmark","EPG Commercial","OSD Subs & Trans OSD SMSG","EA Add-On",8.9736,0
"FY18",2,"WE","Denmark","EPG Commercial","Other IW Apps","EA Add-On",0.8804,0
"FY18",8,"WE","Denmark","EPG Commercial","Other IW Apps","EA Add-On",-0.999,0
"FY18",11,"WE","Denmark","EPG Commercial","Other IW Apps","EA Add-On",-7.0612,0
"FY18",2,"WE","Denmark","EPG Commercial","Exchange Server & CAL","EA Add-On",-43.8951,0
"FY18",2,"WE","Denmark","EPG Commercial","SharePoint for Internet Sites","EA Add-On",-133.1048,0
"FY18",2,"WE","Denmark","EPG Commercial","Other MBS","EA Add-On",-148.2498,0
"FY18",8,"WE","Denmark","EPG Commercial","Other MBS","EA Add-On",-278.7308,0
"FY18",8,"WE","Denmark","EPG Commercial","Biztalk Server","EA Add-On",-373.6973,0
"FY18",1,"WE","Denmark","EPG Commercial","Other MBS","EA Add-On",-654.9312,0
"FY18",2,"WE","Denmark","EPG Commercial","Biztalk Server","EA Add-On",-781.4117,0
"FY18",7,"WE","Denmark","EPG Commercial","Biztalk Server","EA Add-On",-954.1005,0
"FY18",4,"WE","Denmark","EPG Commercial","Biztalk Server","EA Add-On",-1008.5123,0
"FY18",10,"WE","Denmark","EPG Commercial","SharePoint for Internet Sites","EA Add-On",-1012.805,0
"FY18",3,"WE","Denmark","EPG Commercial","Biztalk Server","EA Add-On",-1410.9467,0
"FY18",11,"WE","Denmark","EPG Commercial","Other MBS","EA Add-On",-1668.5898,0
"FY18",11,"WE","Denmark","EPG Commercial","Dynamics CRM","EA Add-On",-4504.354,0
"FY18",10,"WE","Denmark","EPG Commercial","Exchange Server & CAL","EA Add-On",-4666.0066,0
"FY18",10,"WE","Denmark","EPG Commercial","Other MBS","EA Add-On",-6200.6967,0
"FY18",12,"WE","Denmark","EPG Commercial","Dynamics ERP","EA Add-On",-26347.4266,0
"FY18",9,"WE","Denmark","EPG Commercial","Biztalk Server","EA Add-On",-26658.1965,0
"FY18",10,"WE","Denmark","EPG Commercial","System Center Client","EA Add-On",-252616.2681,0
"FY18",12,"WE","Denmark","EPG Commercial","Office","EA Subscription Non Recurring",2484864.1982,0
"FY18",12,"WE","Denmark","EPG Commercial","SQL Server Premium","EA Subscription Non Recurring",1116688.451,0
"FY18",1,"WE","Denmark","EPG Public Sector","Office","EA Subscription Non Recurring",865788.2843,0
"FY18",11,"WE","Denmark","EPG Commercial","SQL Server Premium","EA Subscription Non Recurring",738173.636,0
"FY18",12,"WE","Denmark","EPG Commercial","IW CAL Suites - ECAL","EA Subscription Non Recurring",683039.3054,0
"FY18",12,"WE","Denmark","EPG Commercial","Project","EA Subscription Non Recurring",536889.8637,0
"FY18",1,"WE","Denmark","EPG Public Sector","SharePoint for Internet Sites","EA Subscription Non Recurring",519924.6066,0
"FY18",10,"WE","Denmark","EPG Public Sector","Windows Client","EA Subscription Non Recurring",500000,0
"FY18",12,"WE","Denmark","EPG Commercial","IW CAL Suites - Core CAL","EA Subscription Non Recurring",496515.9142,0
"FY18",12,"WE","Denmark","EPG Commercial","Windows Server & Solutions & CAL","EA Subscription Non Recurring",479632.2509,0
"FY18",12,"WE","Denmark","EPG Commercial","Windows Server Premium","EA Subscription Non Recurring",451401.3601,0
"FY18",1,"WE","Denmark","EPG Public Sector","S&T CAL Suites - Core CAL","EA Subscription Non Recurring",365772.6747,0
"FY18",12,"WE","Denmark","EPG Commercial","Developer Tools","EA Subscription Non Recurring",348613.214,0
"FY18",11,"WE","Denmark","EPG Commercial","Biztalk Server","EA Subscription Non Recurring",263868.0327,0
"FY18",4,"WE","Denmark","EPG Public Sector","Forefront Protection","EA Subscription Non Recurring",249977.6919,0
"FY18",12,"WE","Denmark","EPG Public Sector","Windows Server & Solutions & CAL","EA Subscription Non Recurring",244570.8458,0
"FY18",12,"WE","Denmark","EPG Commercial","Visio","EA Subscription Non Recurring",209043.8712,0
"FY18",6,"WE","Denmark","EPG Public Sector","Dynamics CRM","EA Subscription Non Recurring",182516.5802,0
"FY18",3,"WE","Denmark","EPG Public Sector","Office 365","EA Subscription Non Recurring",172802.8898,0
"FY18",12,"WE","Denmark","EPG Commercial","S&T CAL Suites - Core CAL","EA Subscription Non Recurring",164510.4761,0
"FY18",4,"WE","Denmark","EPG Public Sector","Office","EA Subscription Non Recurring",164290.1511,0
"FY18",1,"WE","Denmark","EPG Public Sector","IW CAL Suites - Core CAL","EA Subscription Non Recurring",158932.2775,0
"FY18",2,"WE","Denmark","EPG Public Sector","Office 365","EA Subscription Non Recurring",139161.3637,0
"FY18",12,"WE","Denmark","EPG Commercial","Windows Server Other","EA Subscription Non Recurring",128802.236,0
"FY18",1,"WE","Denmark","EPG Public Sector","Windows Client","EA Subscription Non Recurring",113398.4999,0
"FY18",12,"WE","Denmark","EPG Public Sector","Biztalk Server","EA Subscription Non Recurring",112454.6061,0
"FY18",1,"WE","Denmark","EPG Public Sector","Windows Server & Solutions & CAL","EA Subscription Non Recurring",111707.7134,0
"FY18",11,"WE","Denmark","EPG Commercial","System Center Server","EA Subscription Non Recurring",108735.3087,0
"FY18",3,"WE","Denmark","EPG Public Sector","Forefront Protection","EA Subscription Non Recurring",102657.5705,0
"FY18",1,"WE","Denmark","EPG Public Sector","SQL Server Premium","EA Subscription Non Recurring",88326.3705,0
"FY18",1,"WE","Denmark","EPG Public Sector","Developer Tools","EA Subscription Non Recurring",79362.009,0
"FY18",12,"WE","Denmark","EPG Public Sector","Dynamics ERP","EA Subscription Non Recurring",75433.9501,0
"FY18",12,"WE","Denmark","EPG Commercial","System Center Client","EA Subscription Non Recurring",75423.5896,0
"FY18",12,"WE","Denmark","EPG Commercial","Office 365","EA Subscription Non Recurring",74733.6963,0
"FY18",11,"WE","Denmark","EPG Commercial","Windows Server Premium","EA Subscription Non Recurring",69364.2067,0
"FY18",12,"WE","Denmark","EPG Commercial","S&T CAL Suites - ECAL","EA Subscription Non Recurring",68498.0332,0
"FY18",1,"WE","Denmark","EPG Commercial","Office 365","EA Subscription Non Recurring",67445.3748,0
"FY18",1,"WE","Denmark","EPG Public Sector","Windows Server Premium","EA Subscription Non Recurring",65014.21,0
"FY18",3,"WE","Denmark","EPG Commercial","IW CAL Suites - Core CAL","EA Subscription Non Recurring",58775.5161,0
"FY18",11,"WE","Denmark","EPG Commercial","Windows Client","EA Subscription Non Recurring",51401.1,0
"FY18",5,"WE","Denmark","EPG Public Sector","Developer Tools","EA Subscription Non Recurring",48734.3251,0
"FY18",10,"WE","Denmark","EPG Commercial","Other IW Apps","EA Subscription Non Recurring",46525.3711,0
"FY18",4,"WE","Denmark","EPG Public Sector","IW CAL Suites - Core CAL","EA Subscription Non Recurring",45585.2952,0
"FY18",11,"WE","Denmark","EPG Commercial","Developer Tools","EA Subscription Non Recurring",43045.1877,0
"FY18",12,"WE","Denmark","EPG Commercial","Identity & Direct Access","EA Subscription Non Recurring",42784.0737,0
