Fiscal Year,Area,Subsidiary,Rev Sum Division,Std Rptg Mid Reported Subsegment,Forecast Planning Level,Period,Sales
"FY18","WE","Denmark","Windows Server Premium","EPG Commercial","EA Recurring",10,1108915.644
"FY18","WE","Denmark","Windows Server Premium","EPG Commercial","EA Recurring",11,203697.7458
"FY18","WE","Denmark","Windows Server Premium","EPG Commercial","EA Recurring",12,970156.3831
"FY18","WE","Ireland","Biztalk Server","EPG Commercial","EA Recurring",1,39728.76
"FY18","WE","Ireland","Biztalk Server","EPG Commercial","EA Recurring",3,2285.664
"FY18","WE","Ireland","Biztalk Server","EPG Commercial","EA Recurring",4,22148.62
"FY18","WE","Ireland","Biztalk Server","EPG Commercial","EA Recurring",6,4040.54
"FY18","WE","Ireland","Biztalk Server","EPG Commercial","EA Recurring",7,70638.24
"FY18","WE","Ireland","Biztalk Server","EPG Commercial","EA Recurring",10,22388.62
"FY18","WE","Ireland","Biztalk Server","EPG Commercial","EA Recurring",11,58982.8803
"FY18","WE","Ireland","Biztalk Server","EPG Commercial","EA Recurring",12,72380.112
"FY18","WE","Ireland","Developer Tools","EPG Commercial","EA Recurring",1,371165.742
"FY18","WE","Ireland","Developer Tools","EPG Commercial","EA Recurring",3,2136.458
"FY18","WE","Ireland","Developer Tools","EPG Commercial","EA Recurring",4,150226.832
"FY18","WE","Ireland","Developer Tools","EPG Commercial","EA Recurring",6,96897.93
"FY18","WE","Ireland","Developer Tools","EPG Commercial","EA Recurring",7,453398.7134
"FY18","WE","Ireland","Developer Tools","EPG Commercial","EA Recurring",8,58484.16
"FY18","WE","Ireland","Developer Tools","EPG Commercial","EA Recurring",10,139252.206
"FY18","WE","Ireland","Developer Tools","EPG Commercial","EA Recurring",11,83187.7871
"FY18","WE","Ireland","Developer Tools","EPG Commercial","EA Recurring",12,1013337.444
"FY18","WE","Ireland","Dynamics CRM","EPG Commercial","EA Recurring",4,15338.37
"FY18","WE","Ireland","Dynamics CRM","EPG Commercial","EA Recurring",6,6038.4
"FY18","WE","Ireland","Dynamics CRM","EPG Commercial","EA Recurring",7,10830.954
"FY18","WE","Ireland","Dynamics CRM","EPG Commercial","EA Recurring",8,29040
"FY18","WE","Ireland","Dynamics CRM","EPG Commercial","EA Recurring",10,20732.8861
"FY18","WE","Ireland","Dynamics CRM","EPG Commercial","EA Recurring",11,2696.3378
"FY18","WE","Ireland","Exchange Server & CAL","EPG Commercial","EA Recurring",1,152823.94
"FY18","WE","Ireland","Exchange Server & CAL","EPG Commercial","EA Recurring",3,14070.66
"FY18","WE","Ireland","Exchange Server & CAL","EPG Commercial","EA Recurring",4,407882.824
"FY18","WE","Ireland","Exchange Server & CAL","EPG Commercial","EA Recurring",5,1778.88
"FY18","WE","Ireland","Exchange Server & CAL","EPG Commercial","EA Recurring",6,21139.642
"FY18","WE","Ireland","Exchange Server & CAL","EPG Commercial","EA Recurring",7,202736.5815
"FY18","WE","Ireland","Exchange Server & CAL","EPG Commercial","EA Recurring",8,578.88
"FY18","WE","Ireland","Exchange Server & CAL","EPG Commercial","EA Recurring",9,18374.4
"FY18","WE","Ireland","Exchange Server & CAL","EPG Commercial","EA Recurring",10,386600.0008
"FY18","WE","Ireland","Exchange Server & CAL","EPG Commercial","EA Recurring",11,74604.9482
"FY18","WE","Ireland","Exchange Server & CAL","EPG Commercial","EA Recurring",12,82593.4408
"FY18","WE","Ireland","Forefront Protection","EPG Commercial","EA Recurring",4,70724.7
"FY18","WE","Ireland","Forefront Protection","EPG Commercial","EA Recurring",6,763.2
"FY18","WE","Ireland","Forefront Protection","EPG Commercial","EA Recurring",7,147031.32
"FY18","WE","Ireland","Forefront Protection","EPG Commercial","EA Recurring",10,70724.7
"FY18","WE","Ireland","Forefront Protection","EPG Commercial","EA Recurring",11,5670
"FY18","WE","Ireland","Forefront Protection","EPG Commercial","EA Recurring",12,14973.024
"FY18","WE","Ireland","Identity & Direct Access","EPG Commercial","EA Recurring",1,3956.676
"FY18","WE","Ireland","Identity & Direct Access","EPG Commercial","EA Recurring",3,84.672
"FY18","WE","Ireland","Identity & Direct Access","EPG Commercial","EA Recurring",4,41447.26
"FY18","WE","Ireland","Identity & Direct Access","EPG Commercial","EA Recurring",6,3286.79
"FY18","WE","Ireland","Identity & Direct Access","EPG Commercial","EA Recurring",7,91801.8548
"FY18","WE","Ireland","Identity & Direct Access","EPG Commercial","EA Recurring",8,1446
"FY18","WE","Ireland","Identity & Direct Access","EPG Commercial","EA Recurring",10,24840.4954
"FY18","WE","Ireland","Identity & Direct Access","EPG Commercial","EA Recurring",11,65071.0893
"FY18","WE","Ireland","Identity & Direct Access","EPG Commercial","EA Recurring",12,46564.578
"FY18","WE","Ireland","IW CAL Suites - Core CAL","EPG Commercial","EA Recurring",1,338826.1408
"FY18","WE","Ireland","IW CAL Suites - Core CAL","EPG Commercial","EA Recurring",2,-0.0012
"FY18","WE","Ireland","IW CAL Suites - Core CAL","EPG Commercial","EA Recurring",3,27800
"FY18","WE","Ireland","IW CAL Suites - Core CAL","EPG Commercial","EA Recurring",4,69840.448
"FY18","WE","Ireland","IW CAL Suites - Core CAL","EPG Commercial","EA Recurring",5,87.8673
"FY18","WE","Ireland","IW CAL Suites - Core CAL","EPG Commercial","EA Recurring",6,143899.5782
"FY18","WE","Ireland","IW CAL Suites - Core CAL","EPG Commercial","EA Recurring",7,1744468.487
"FY18","WE","Ireland","IW CAL Suites - Core CAL","EPG Commercial","EA Recurring",8,14841.6
"FY18","WE","Ireland","IW CAL Suites - Core CAL","EPG Commercial","EA Recurring",10,68798.4148
"FY18","WE","Ireland","IW CAL Suites - Core CAL","EPG Commercial","EA Recurring",11,500814.3544
"FY18","WE","Ireland","IW CAL Suites - Core CAL","EPG Commercial","EA Recurring",12,869739.3149
"FY18","WE","Ireland","IW CAL Suites - ECAL","EPG Commercial","EA Recurring",1,449603.7242
"FY18","WE","Ireland","IW CAL Suites - ECAL","EPG Commercial","EA Recurring",3,33874.6386
"FY18","WE","Ireland","IW CAL Suites - ECAL","EPG Commercial","EA Recurring",4,90226.8763
"FY18","WE","Ireland","IW CAL Suites - ECAL","EPG Commercial","EA Recurring",5,76149.5775
"FY18","WE","Ireland","IW CAL Suites - ECAL","EPG Commercial","EA Recurring",6,376170.4826
"FY18","WE","Ireland","IW CAL Suites - ECAL","EPG Commercial","EA Recurring",7,1491854.733
"FY18","WE","Ireland","IW CAL Suites - ECAL","EPG Commercial","EA Recurring",8,29501.538
"FY18","WE","Ireland","IW CAL Suites - ECAL","EPG Commercial","EA Recurring",10,3658.6063
"FY18","WE","Ireland","IW CAL Suites - ECAL","EPG Commercial","EA Recurring",11,259773.8618
"FY18","WE","Ireland","IW CAL Suites - ECAL","EPG Commercial","EA Recurring",12,1443200.743
"FY18","WE","Ireland","Lync Server & CAL","EPG Commercial","EA Recurring",1,5497.952
"FY18","WE","Ireland","Lync Server & CAL","EPG Commercial","EA Recurring",3,6067.296
"FY18","WE","Ireland","Lync Server & CAL","EPG Commercial","EA Recurring",4,46161.126
"FY18","WE","Ireland","Lync Server & CAL","EPG Commercial","EA Recurring",5,1778.88
"FY18","WE","Ireland","Lync Server & CAL","EPG Commercial","EA Recurring",6,1771.28
"FY18","WE","Ireland","Lync Server & CAL","EPG Commercial","EA Recurring",7,219528.4218
"FY18","WE","Ireland","Lync Server & CAL","EPG Commercial","EA Recurring",8,350.12
"FY18","WE","Ireland","Lync Server & CAL","EPG Commercial","EA Recurring",10,43426.984
"FY18","WE","Ireland","Lync Server & CAL","EPG Commercial","EA Recurring",11,102349.826
"FY18","WE","Ireland","Lync Server & CAL","EPG Commercial","EA Recurring",12,74332.3705
"FY18","WE","Ireland","MDOP-Client","EPG Commercial","EA Recurring",1,18315.9212
"FY18","WE","Ireland","MDOP-Client","EPG Commercial","EA Recurring",2,-0.0001
"FY18","WE","Ireland","MDOP-Client","EPG Commercial","EA Recurring",3,146.6504
"FY18","WE","Ireland","MDOP-Client","EPG Commercial","EA Recurring",4,11056.2378
"FY18","WE","Ireland","MDOP-Client","EPG Commercial","EA Recurring",5,967.4175
"FY18","WE","Ireland","MDOP-Client","EPG Commercial","EA Recurring",6,10315.4394
"FY18","WE","Ireland","MDOP-Client","EPG Commercial","EA Recurring",7,55360.7686
"FY18","WE","Ireland","MDOP-Client","EPG Commercial","EA Recurring",8,9606.0673
"FY18","WE","Ireland","MDOP-Client","EPG Commercial","EA Recurring",9,1065.3984
"FY18","WE","Ireland","MDOP-Client","EPG Commercial","EA Recurring",10,4050.2641
"FY18","WE","Ireland","MDOP-Client","EPG Commercial","EA Recurring",11,15171.5632
"FY18","WE","Ireland","MDOP-Client","EPG Commercial","EA Recurring",12,58879.4043
"FY18","WE","Ireland","Office","EPG Commercial","EA Recurring",1,935740.295
"FY18","WE","Ireland","Office","EPG Commercial","EA Recurring",2,-0.0056
"FY18","WE","Ireland","Office","EPG Commercial","EA Recurring",3,164665.484
"FY18","WE","Ireland","Office","EPG Commercial","EA Recurring",4,2310123.938
"FY18","WE","Ireland","Office","EPG Commercial","EA Recurring",5,117387.2018
"FY18","WE","Ireland","Office","EPG Commercial","EA Recurring",6,1046118.537
"FY18","WE","Ireland","Office","EPG Commercial","EA Recurring",7,5997348.778
"FY18","WE","Ireland","Office","EPG Commercial","EA Recurring",8,549364.18
"FY18","WE","Ireland","Office","EPG Commercial","EA Recurring",9,148041.59
"FY18","WE","Ireland","Office","EPG Commercial","EA Recurring",10,2112562.992
"FY18","WE","Ireland","Office","EPG Commercial","EA Recurring",11,1502100.675
"FY18","WE","Ireland","Office","EPG Commercial","EA Recurring",12,4600381.067
"FY18","WE","Ireland","Office 365","EPG Commercial","EA Recurring",1,4752
"FY18","WE","Ireland","Office 365","EPG Commercial","EA Recurring",3,2440.56
"FY18","WE","Ireland","Office 365","EPG Commercial","EA Recurring",4,2505.27
"FY18","WE","Ireland","Office 365","EPG Commercial","EA Recurring",5,26590.5
"FY18","WE","Ireland","Office 365","EPG Commercial","EA Recurring",6,866815.2
"FY18","WE","Ireland","Office 365","EPG Commercial","EA Recurring",7,120454.26
"FY18","WE","Ireland","Office 365","EPG Commercial","EA Recurring",10,964712.84
"FY18","WE","Ireland","Office 365","EPG Commercial","EA Recurring",11,26590.5
"FY18","WE","Ireland","Office 365","EPG Commercial","EA Recurring",12,98559.576
"FY18","WE","Ireland","OSD Subs & Trans OSD SMSG","EPG Commercial","EA Recurring",4,36.98
"FY18","WE","Ireland","OSD Subs & Trans OSD SMSG","EPG Commercial","EA Recurring",7,5918.88
"FY18","WE","Ireland","OSD Subs & Trans OSD SMSG","EPG Commercial","EA Recurring",10,36.98
"FY18","WE","Ireland","OSD Subs & Trans OSD SMSG","EPG Commercial","EA Recurring",12,3619.098
"FY18","WE","Ireland","Other IW Apps","EPG Commercial","EA Recurring",4,352.8
"FY18","WE","Ireland","Other IW Apps","EPG Commercial","EA Recurring",7,4244.04
"FY18","WE","Ireland","Other IW Apps","EPG Commercial","EA Recurring",10,352.8
"FY18","WE","Ireland","Other IW Apps","EPG Commercial","EA Recurring",12,33.12
"FY18","WE","Ireland","Other Server","EPG Commercial","EA Recurring",4,13966.72
"FY18","WE","Ireland","Other Server","EPG Commercial","EA Recurring",10,13966.72
"FY18","WE","Ireland","Other Server","EPG Commercial","EA Recurring",12,438.72
"FY18","WE","Ireland","Project","EPG Commercial","EA Recurring",1,133795.586
"FY18","WE","Ireland","Project","EPG Commercial","EA Recurring",3,9096.142
"FY18","WE","Ireland","Project","EPG Commercial","EA Recurring",4,257698.246
"FY18","WE","Ireland","Project","EPG Commercial","EA Recurring",6,87807.86
"FY18","WE","Ireland","Project","EPG Commercial","EA Recurring",7,569852.305
"FY18","WE","Ireland","Project","EPG Commercial","EA Recurring",8,44158.48
"FY18","WE","Ireland","Project","EPG Commercial","EA Recurring",9,26404.41
"FY18","WE","Ireland","Project","EPG Commercial","EA Recurring",10,223113.964
"FY18","WE","Ireland","Project","EPG Commercial","EA Recurring",11,37120.504
"FY18","WE","Ireland","Project","EPG Commercial","EA Recurring",12,452157.0484
"FY18","WE","Ireland","S&T CAL Suites - Core CAL","EPG Commercial","EA Recurring",1,190589.7042
"FY18","WE","Ireland","S&T CAL Suites - Core CAL","EPG Commercial","EA Recurring",2,-0.0007
"FY18","WE","Ireland","S&T CAL Suites - Core CAL","EPG Commercial","EA Recurring",3,15637.5
"FY18","WE","Ireland","S&T CAL Suites - Core CAL","EPG Commercial","EA Recurring",4,39285.252
"FY18","WE","Ireland","S&T CAL Suites - Core CAL","EPG Commercial","EA Recurring",5,49.4253
"FY18","WE","Ireland","S&T CAL Suites - Core CAL","EPG Commercial","EA Recurring",6,80970.7485
"FY18","WE","Ireland","S&T CAL Suites - Core CAL","EPG Commercial","EA Recurring",7,1014908.056
"FY18","WE","Ireland","S&T CAL Suites - Core CAL","EPG Commercial","EA Recurring",8,8348.4
"FY18","WE","Ireland","S&T CAL Suites - Core CAL","EPG Commercial","EA Recurring",10,94729.333
"FY18","WE","Ireland","S&T CAL Suites - Core CAL","EPG Commercial","EA Recurring",11,281730.2609
"FY18","WE","Ireland","S&T CAL Suites - Core CAL","EPG Commercial","EA Recurring",12,489251.1354
"FY18","WE","Ireland","S&T CAL Suites - ECAL","EPG Commercial","EA Recurring",1,160386.3958
"FY18","WE","Ireland","S&T CAL Suites - ECAL","EPG Commercial","EA Recurring",3,12009.3366
"FY18","WE","Ireland","S&T CAL Suites - ECAL","EPG Commercial","EA Recurring",4,43027.3225
"FY18","WE","Ireland","S&T CAL Suites - ECAL","EPG Commercial","EA Recurring",5,36264.336
"FY18","WE","Ireland","S&T CAL Suites - ECAL","EPG Commercial","EA Recurring",6,164934.0174
"FY18","WE","Ireland","S&T CAL Suites - ECAL","EPG Commercial","EA Recurring",7,580251.4072
"FY18","WE","Ireland","S&T CAL Suites - ECAL","EPG Commercial","EA Recurring",8,10464.628
"FY18","WE","Ireland","S&T CAL Suites - ECAL","EPG Commercial","EA Recurring",10,1739.7055
"FY18","WE","Ireland","S&T CAL Suites - ECAL","EPG Commercial","EA Recurring",11,112536.3975
"FY18","WE","Ireland","S&T CAL Suites - ECAL","EPG Commercial","EA Recurring",12,582610.9092
"FY18","WE","Ireland","SharePoint CAL","EPG Commercial","EA Recurring",1,158569.908
"FY18","WE","Ireland","SharePoint CAL","EPG Commercial","EA Recurring",2,-419.4
"FY18","WE","Ireland","SharePoint CAL","EPG Commercial","EA Recurring",3,14778.036
"FY18","WE","Ireland","SharePoint CAL","EPG Commercial","EA Recurring",4,653914.39
"FY18","WE","Ireland","SharePoint CAL","EPG Commercial","EA Recurring",6,13585
"FY18","WE","Ireland","SharePoint CAL","EPG Commercial","EA Recurring",7,196579.8145
"FY18","WE","Ireland","SharePoint CAL","EPG Commercial","EA Recurring",9,19545.6
"FY18","WE","Ireland","SharePoint CAL","EPG Commercial","EA Recurring",10,634445.592
"FY18","WE","Ireland","SharePoint CAL","EPG Commercial","EA Recurring",11,89906.6
"FY18","WE","Ireland","SharePoint CAL","EPG Commercial","EA Recurring",12,25209.752
"FY18","WE","Ireland","SharePoint for Internet Sites","EPG Commercial","EA Recurring",4,501.346
"FY18","WE","Ireland","SharePoint for Internet Sites","EPG Commercial","EA Recurring",6,35228
"FY18","WE","Ireland","SharePoint for Internet Sites","EPG Commercial","EA Recurring",7,53726.9
"FY18","WE","Ireland","SharePoint for Internet Sites","EPG Commercial","EA Recurring",10,5895.826
"FY18","WE","Ireland","SharePoint for Internet Sites","EPG Commercial","EA Recurring",11,935.7214
"FY18","WE","Ireland","SharePoint for Internet Sites","EPG Commercial","EA Recurring",12,10304.9954
"FY18","WE","Ireland","SharePoint Server","EPG Commercial","EA Recurring",1,13916.628
"FY18","WE","Ireland","SharePoint Server","EPG Commercial","EA Recurring",3,1003.968
"FY18","WE","Ireland","SharePoint Server","EPG Commercial","EA Recurring",4,14945.776
"FY18","WE","Ireland","SharePoint Server","EPG Commercial","EA Recurring",5,2163.24
"FY18","WE","Ireland","SharePoint Server","EPG Commercial","EA Recurring",6,29734.31
"FY18","WE","Ireland","SharePoint Server","EPG Commercial","EA Recurring",7,85438.489
"FY18","WE","Ireland","SharePoint Server","EPG Commercial","EA Recurring",8,3021.48
"FY18","WE","Ireland","SharePoint Server","EPG Commercial","EA Recurring",10,17303.95
"FY18","WE","Ireland","SharePoint Server","EPG Commercial","EA Recurring",11,13426.0654
"FY18","WE","Ireland","SharePoint Server","EPG Commercial","EA Recurring",12,70289.065
"FY18","WE","Ireland","SQL Azure","EPG Commercial","EA Recurring",10,2400
"FY18","WE","Ireland","SQL Azure","EPG Commercial","EA Recurring",11,4080
"FY18","WE","Ireland","SQL Server Premium","EPG Commercial","EA Recurring",1,717030.56
"FY18","WE","Ireland","SQL Server Premium","EPG Commercial","EA Recurring",3,30151.028
"FY18","WE","Ireland","SQL Server Premium","EPG Commercial","EA Recurring",4,418733.998
"FY18","WE","Ireland","SQL Server Premium","EPG Commercial","EA Recurring",5,122275.502
"FY18","WE","Ireland","SQL Server Premium","EPG Commercial","EA Recurring",6,248306.06
"FY18","WE","Ireland","SQL Server Premium","EPG Commercial","EA Recurring",7,765476.9668
"FY18","WE","Ireland","SQL Server Premium","EPG Commercial","EA Recurring",8,141266.6148
"FY18","WE","Ireland","SQL Server Premium","EPG Commercial","EA Recurring",10,353398.2974
"FY18","WE","Ireland","SQL Server Premium","EPG Commercial","EA Recurring",11,224278.4588
"FY18","WE","Ireland","SQL Server Premium","EPG Commercial","EA Recurring",12,735921.1732
"FY18","WE","Ireland","SQL Server Standard & CAL","EPG Commercial","EA Recurring",1,189576.918
"FY18","WE","Ireland","SQL Server Standard & CAL","EPG Commercial","EA Recurring",3,43769.696
"FY18","WE","Ireland","SQL Server Standard & CAL","EPG Commercial","EA Recurring",4,523012.702
"FY18","WE","Ireland","SQL Server Standard & CAL","EPG Commercial","EA Recurring",5,11604.098
"FY18","WE","Ireland","SQL Server Standard & CAL","EPG Commercial","EA Recurring",6,57954.136
