storagearraydisk_pk,resource_fk,name,identifier,category,element_type,vendor_define_type,storagearray_fk,storagearray_name,storagearray_type,storagearray_identifier,storagearraypool_fk,storagearraypool_name,block_size,drive_index,dpe,encryption,failed,failed_reason,hot_spare,manufacturer,model,part_number,plex_name,raid_group_name,rpm,serial_number,slot,software_version,technology,vaulted,capacity,used_capacity,free_capacity,spare_capacity,publish_capacity,consumable_capacity,percent_free,percent_used,status,first_added,last_edited,last_changed
"2374","2374","0:15:0","disk|200000030BA3969B-id-15|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb020f00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.443,2021-11-11 20:16:12.243,2021-07-27 15:01:25.120
"2390","2390","0:22:0","disk|200000030BA39D9B-id-22|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb021600","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.490,2021-11-11 20:16:12.303,2021-07-27 15:01:25.206
"2390","2390","0:22:0","disk|200000030BA39D9B-id-22|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb021600","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.490,2021-11-11 20:16:12.303,2021-07-27 15:01:25.206
"2120","2120","SH1.BAY9","disk|SH1.BAY9|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.230,2021-11-11 15:54:12.546,2021-07-27 14:53:25.483
"2127","2127","SH1.BAY16","disk|SH1.BAY16|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.256,2021-11-11 15:54:12.603,2021-07-27 14:53:25.566
"2132","2132","SH1.BAY21","disk|SH1.BAY21|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.273,2021-11-11 15:54:12.643,2021-07-27 14:53:25.623
"2137","2137","SH2.BAY2","disk|SH2.BAY2|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.290,2021-11-11 15:54:12.683,2021-07-27 14:53:25.683
"2098","2098","SH0.BAY11","disk|SH0.BAY11|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.150,2021-11-11 15:54:12.366,2021-07-27 14:53:25.233
"2173","2173","SH3.BAY14","disk|SH3.BAY14|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.413,2021-11-11 15:54:12.973,2021-07-27 14:53:26.096
"2168","2168","SH3.BAY9","disk|SH3.BAY9|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.396,2021-11-11 15:54:12.933,2021-07-27 14:53:26.040
"2169","2169","SH3.BAY10","disk|SH3.BAY10|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.400,2021-11-11 15:54:12.940,2021-07-27 14:53:26.050
"2171","2171","SH3.BAY12","disk|SH3.BAY12|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.406,2021-11-11 15:54:12.956,2021-07-27 14:53:26.073
"2179","2179","SH3.BAY20","disk|SH3.BAY20|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.436,2021-11-11 15:54:13.020,2021-07-27 14:53:26.166
"2193","2193","SH4.BAY10","disk|SH4.BAY10|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.483,2021-11-11 15:54:13.136,2021-07-27 14:53:26.340
"2191","2191","SH4.BAY8","disk|SH4.BAY8|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.476,2021-11-11 15:54:13.120,2021-07-27 14:53:26.316
"2196","2196","SH4.BAY13","disk|SH4.BAY13|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.493,2021-11-11 15:54:13.160,2021-07-27 14:53:26.376
"2192","2192","SH4.BAY9","disk|SH4.BAY9|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.480,2021-11-11 15:54:13.126,2021-07-27 14:53:26.326
"2198","2198","SH4.BAY15","disk|SH4.BAY15|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.500,2021-11-11 15:54:13.176,2021-07-27 14:53:26.403
"2208","2208","SH5.BAY1","disk|SH5.BAY1|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.536,2021-11-11 15:54:13.256,2021-07-27 14:53:26.523
"2199","2199","SH4.BAY16","disk|SH4.BAY16|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.503,2021-11-11 15:54:13.183,2021-07-27 14:53:26.413
"2222","2222","SH5.BAY15","disk|SH5.BAY15|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.596,2021-11-11 15:54:13.370,2021-07-27 14:53:26.696
"2370","2370","0:14:0","disk|200000030BA3959B-id-14|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb020e00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.440,2021-11-11 20:16:12.233,2021-07-27 15:01:25.106
"2370","2370","0:14:0","disk|200000030BA3959B-id-14|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb020e00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.440,2021-11-11 20:16:12.233,2021-07-27 15:01:25.106
"2124","2124","SH1.BAY13","disk|SH1.BAY13|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.243,2021-11-11 15:54:12.576,2021-07-27 14:53:25.530
"2125","2125","SH1.BAY14","disk|SH1.BAY14|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.246,2021-11-11 15:54:12.586,2021-07-27 14:53:25.543
"2123","2123","SH1.BAY12","disk|SH1.BAY12|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.240,2021-11-11 15:54:12.570,2021-07-27 14:53:25.516
"2144","2144","SH2.BAY9","disk|SH2.BAY9|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.313,2021-11-11 15:54:12.740,2021-07-27 14:53:25.760
"2150","2150","SH2.BAY15","disk|SH2.BAY15|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.336,2021-11-11 15:54:12.786,2021-07-27 14:53:25.830
"2176","2176","SH3.BAY17","disk|SH3.BAY17|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.423,2021-11-11 15:54:12.996,2021-07-27 14:53:26.133
"2177","2177","SH3.BAY18","disk|SH3.BAY18|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.426,2021-11-11 15:54:13.003,2021-07-27 14:53:26.143
"2215","2215","SH5.BAY8","disk|SH5.BAY8|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.560,2021-11-11 15:54:13.313,2021-07-27 14:53:26.606
"2216","2216","SH5.BAY9","disk|SH5.BAY9|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.563,2021-11-11 15:54:13.320,2021-07-27 14:53:26.620
"2214","2214","SH5.BAY7","disk|SH5.BAY7|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.556,2021-11-11 15:54:13.306,2021-07-27 14:53:26.596
"2389","2389","0:21:0","disk|200000030BA39C9B-id-21|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb021500","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.483,2021-11-11 20:16:12.293,2021-07-27 15:01:25.193
"2389","2389","0:21:0","disk|200000030BA39C9B-id-21|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb021500","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.483,2021-11-11 20:16:12.293,2021-07-27 15:01:25.193
"2116","2116","SH1.BAY5","disk|SH1.BAY5|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.216,2021-11-11 15:54:12.513,2021-07-27 14:53:25.440
"2414","2414","1:22:0","disk|200000030BA29D9B-id-46|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb011600","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.636,2021-11-11 20:16:12.513,2021-07-27 15:01:25.533
"2414","2414","1:22:0","disk|200000030BA29D9B-id-46|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb011600","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.636,2021-11-11 20:16:12.513,2021-07-27 15:01:25.533
"2094","2094","SH0.BAY7","disk|SH0.BAY7|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.136,2021-11-11 15:54:12.336,2021-07-27 14:53:25.186
"2429","2429","2:13:0","disk|200000030BA1949B-id-61|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb000d00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.723,2021-11-11 20:16:12.650,2021-07-27 15:01:25.716
"2429","2429","2:13:0","disk|200000030BA1949B-id-61|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb000d00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.723,2021-11-11 20:16:12.650,2021-07-27 15:01:25.716
"2151","2151","SH2.BAY16","disk|SH2.BAY16|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.336,2021-11-11 15:54:12.796,2021-07-27 14:53:25.840
"2153","2153","SH2.BAY18","disk|SH2.BAY18|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.343,2021-11-11 15:54:12.810,2021-07-27 14:53:25.863
"2459","2459","3:19:0","disk|200000030BA49A9B-id-91|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb031300","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.893,2021-11-11 20:16:12.916,2021-07-27 15:01:26.093
"2459","2459","3:19:0","disk|200000030BA49A9B-id-91|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb031300","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.893,2021-11-11 20:16:12.916,2021-07-27 15:01:26.093
"2161","2161","SH3.BAY2","disk|SH3.BAY2|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.373,2021-11-11 15:54:12.876,2021-07-27 14:53:25.956
"2460","2460","3:20:0","disk|200000030BA49B9B-id-92|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb031400","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.900,2021-11-11 20:16:12.923,2021-07-27 15:01:26.106
"2460","2460","3:20:0","disk|200000030BA49B9B-id-92|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb031400","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.900,2021-11-11 20:16:12.923,2021-07-27 15:01:26.106
"2205","2205","SH4.BAY22","disk|SH4.BAY22|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.523,2021-11-11 15:54:13.233,2021-07-27 14:53:26.483
"2229","2229","SH5.BAY22","disk|SH5.BAY22|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.620,2021-11-11 15:54:13.423,2021-07-27 14:53:26.780
"2180","2180","SH3.BAY21","disk|SH3.BAY21|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.436,2021-11-11 15:54:13.030,2021-07-27 14:53:26.176
"2172","2172","SH3.BAY13","disk|SH3.BAY13|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.410,2021-11-11 15:54:12.966,2021-07-27 14:53:26.086
"2195","2195","SH4.BAY12","disk|SH4.BAY12|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.490,2021-11-11 15:54:13.150,2021-07-27 14:53:26.363
"2097","2097","SH0.BAY10","disk|SH0.BAY10|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.146,2021-11-11 15:54:12.360,2021-07-27 14:53:25.220
"2101","2101","SH0.BAY14","disk|SH0.BAY14|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.163,2021-11-11 15:54:12.393,2021-07-27 14:53:25.266
"2364","2364","0:12:0","disk|200000030BA3939B-id-12|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb020c00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.426,2021-11-11 20:16:12.216,2021-07-27 15:01:25.080
"2364","2364","0:12:0","disk|200000030BA3939B-id-12|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb020c00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.426,2021-11-11 20:16:12.216,2021-07-27 15:01:25.080
"2194","2194","SH4.BAY11","disk|SH4.BAY11|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.486,2021-11-11 15:54:13.143,2021-07-27 14:53:26.353
