Entitlement Agency ID,PIM Link,Project name,Project address,Status,Entered status date,Total project units,Market rate units,Affordable units,TBD units,Applicant,Entitlement agency,Supervisor district,Environmental review type,Under Entitlement Review Start Date,Under Entitlement Review End Date,Entitled Start Date,Entitled End Date,Filed for Permits Start Date,Filed For Permits End Date,Under Construction Start Date,Under Construction End Date,Completed Construction Start Date
2015-007242PRJ,https://sfplanninggis.org/pim?search=2015-007242PRJ,5050 MISSION ST,5050 MISSION ST 94112,Completed,2018-09-24 00:00:00,183,129,,54,",",Planning,11,,,,,,2010-06-10 00:00:00,2016-02-05 00:00:00,2016-02-05 00:00:00,2018-09-24 00:00:00,2018-09-24 00:00:00
1999.234,https://sfplanninggis.org/pim?search=1999.234,"673-683 BRANNAN ST, 168-178 Bluxome","178 - 0 BLUXOME ST, SAN FRANCISCO, CA 94107","Entitled, not yet filed for permits",2000-08-01 00:00:00,177,124,,53,Delta Design,Planning,,,1999-04-09 00:00:00,2000-08-01 00:00:00,2000-08-01 00:00:00,,,,,,
2011.0507,https://sfplanninggis.org/pim?search=2011.0507,1150 Ocean Ave Official Sidewalk Change,"1150 - 0 OCEAN AV, SAN FRANCISCO, CA 94112",Completed,2013-05-28 00:00:00,173,122,,51,Bureau of Street Use & Mapping,Planning,,,,,,,2009-10-16 00:00:00,2011-04-27 00:00:00,2011-04-27 00:00:00,2013-05-28 00:00:00,2013-05-28 00:00:00
2018-002839PRJ,https://sfplanninggis.org/pim?search=2018-002839PRJ,706 MISSION ST,706 MISSION ST 94103,"Entitled, filed for permits",2019-01-10 00:00:00,169,119,,50,"706 MISSION STREET CO LLC,",Planning,6,,2018-02-26 00:00:00,2019-01-10 00:00:00,2019-01-10 00:00:00,2019-01-10 00:00:00,2019-01-10 00:00:00,2019-01-09 00:00:00,2019-01-09 00:00:00,,
2006.1259,https://sfplanninggis.org/pim?search=2006.1259,1901 17TH ST,"450 - 0 RHODE ISLAND ST IL 1, SAN FRANCISCO, CA 94103",Completed,2007-10-29 00:00:00,165,116,,49,"Matsu, Maria",Planning,,,,,,,2004-02-23 00:00:00,2006-01-19 00:00:00,2006-01-19 00:00:00,2007-10-29 00:00:00,2007-10-29 00:00:00
2019-005748PRJ,https://sfplanninggis.org/pim?search=2019-005748PRJ,1699 MARKET ST,1699 MARKET ST 94103,Under construction,2019-10-08 00:00:00,160,112,,48,Rescone 1699 Market LLC,Planning,6,,,,,,2019-04-18 00:00:00,2019-10-08 00:00:00,2019-10-08 00:00:00,,
1984.397,https://sfplanninggis.org/pim?search=1984.397,345 California St,"222 - 0 SANSOME ST, SAN FRANCISCO, CA 94111",Under entitlement review,1989-01-23 00:00:00,162,114,,48,"Harris, John",Planning,,,1989-01-23 00:00:00,1985-02-14 00:00:00,1985-02-14 00:00:00,,,,,,
2014.0408,https://sfplanninggis.org/pim?search=2014.0408,1053 - 1055 MARKET ST,1055 MARKET ST 94103,"Entitled, filed for permits",2018-10-09 00:00:00,157,110,,47,Stanton Architecture,Planning,6,Initial Study-Negative Declaration,2014-06-16 00:00:00,2018-08-07 00:00:00,2018-08-07 00:00:00,2018-10-09 00:00:00,2018-10-09 00:00:00,,,,
2017-015128PRJ,https://sfplanninggis.org/pim?search=2017-015128PRJ,25 MASON ST,25 MASON ST 94102,"Entitled, filed for permits",2017-11-09 00:00:00,155,109,,46,Bruce Baumann and Associates,Planning,6,,,,,,2017-11-09 00:00:00,,,,
2010.0583,https://sfplanninggis.org/pim?search=2010.0583,3575 SITUS TO BE ASSIGNED BL,"3575 - 0 SITUS TO BE ASSIGNED BL, SAN FRANCISCO, CA 94118",Completed,2011-12-01 00:00:00,150,105,,45,"Farella, Braun & Martel",Planning,,,2010-07-15 00:00:00,2010-11-18 00:00:00,2010-11-18 00:00:00,2010-11-18 00:00:00,2010-11-18 00:00:00,,,,2011-12-01 00:00:00
2018-008434PRL,https://sfplanninggis.org/pim?search=2018-008434PRL,1601 MARIPOSA ST,1601 MARIPOSA ST 94107,Under construction,2019-06-27 00:00:00,145,102,,43,Ankrom Moisan,Planning,10,,,,,,2018-06-13 00:00:00,2019-06-27 00:00:00,2019-06-27 00:00:00,,
2012.1531,https://sfplanninggis.org/pim?search=2012.1531,351V Turk and 145 Leavenworth Streets,"432 - 0 GEARY ST, SAN FRANCISCO, CA 94102",Under construction,2020-01-24 00:00:00,146,103,,43,"Reuben & Junius, LLP",Planning,,Categorical Exemption-Class 32,2013-06-28 00:00:00,2015-07-09 00:00:00,2015-07-09 00:00:00,2018-04-13 00:00:00,2018-04-13 00:00:00,2020-01-24 00:00:00,2020-01-24 00:00:00,,
1999.054,https://sfplanninggis.org/pim?search=1999.054,165 08TH ST,"677 - 671 SITUS TO BE ASSIGNED ST, SAN FRANCISCO, CA 94103",Completed,2002-06-04 00:00:00,144,101,,43,"Herman, Robert",Planning,,Initial Study-Negative Declaration,1999-01-28 00:00:00,1999-06-13 00:00:00,1999-06-13 00:00:00,2000-02-22 00:00:00,2000-02-22 00:00:00,2001-02-20 00:00:00,2001-02-20 00:00:00,2002-06-04 00:00:00,2002-06-04 00:00:00
2004.0700,https://sfplanninggis.org/pim?search=2004.0700,1275 FELL ST,"",Completed,2007-11-01 00:00:00,140,98,,42,Divisadero Hayes LLC,Planning,,,,,,,2003-10-03 00:00:00,2004-08-02 00:00:00,2004-08-02 00:00:00,2007-11-01 00:00:00,2007-11-01 00:00:00
2002.1123,https://sfplanninggis.org/pim?search=2002.1123,201 BERRY ST.,"201 - 0 BERRY ST, SAN FRANCISCO, CA",Completed,2007-03-08 00:00:00,140,98,,42,"",Planning,,,,,,,2002-08-09 00:00:00,2004-01-26 00:00:00,2004-01-26 00:00:00,2007-03-08 00:00:00,2007-03-08 00:00:00
1997.481,https://sfplanninggis.org/pim?search=1997.481,938 HARRISON ST,"4337 - 4339 19TH ST, SAN FRANCISCO, CA 94114",Completed,2000-12-21 00:00:00,138,97,,41,GP/TODCO,Planning,,,1997-07-25 00:00:00,1998-08-20 00:00:00,1998-08-20 00:00:00,1998-08-20 00:00:00,1998-08-20 00:00:00,,,,2000-12-21 00:00:00
2016-011656PRJ,https://sfplanninggis.org/pim?search=2016-011656PRJ,555 FULTON ST,555 FULTON ST 94102,Under construction,2017-04-18 00:00:00,139,98,,41,"Fulton Street Ventures, LLC",Planning,,,,,,,2016-08-29 00:00:00,2017-04-18 00:00:00,2017-04-18 00:00:00,,
2007.1126,https://sfplanninggis.org/pim?search=2007.1126,5800 03RD ST,"5800 - 0 03RD ST, SAN FRANCISCO, CA 94124",Completed,2010-09-20 00:00:00,137,96,,41,SF Third Street Equity Partners,Planning,,Negative Declaration Addendum,2007-09-28 00:00:00,2007-10-12 00:00:00,2007-10-12 00:00:00,2007-10-12 00:00:00,2007-10-12 00:00:00,2008-12-23 00:00:00,2008-12-23 00:00:00,2010-09-20 00:00:00,2010-09-20 00:00:00
2007.0021,https://sfplanninggis.org/pim?search=2007.0021,829 FOLSOM ST,"829 - 831 FOLSOM ST, SAN FRANCISCO, CA 94107",Under construction,2006-09-12 00:00:00,138,97,,41,"Martin M. Ron Associates, INC.",Planning,,,,,,,2005-09-16 00:00:00,2006-09-12 00:00:00,2006-09-12 00:00:00,,
1999.289,https://sfplanninggis.org/pim?search=1999.289,2500 TURK BL,"2500 - 2698 TURK BL, SAN FRANCISCO, CA 94118",Completed,2002-08-14 00:00:00,136,96,,40,University of San Francisco,Planning,,,1999-05-04 00:00:00,2000-02-24 00:00:00,2000-02-24 00:00:00,2000-02-24 00:00:00,2000-02-24 00:00:00,2000-07-13 00:00:00,2000-07-13 00:00:00,2002-08-14 00:00:00,2002-08-14 00:00:00
2008.0895,https://sfplanninggis.org/pim?search=2008.0895,645 HOWARD ST,"645 - 0 HOWARD ST 00C1, SAN FRANCISCO, CA",Completed,2010-04-14 00:00:00,135,95,,40,"",Planning,,,,,,,2005-09-08 00:00:00,,,,2010-04-14 00:00:00
1990.297,https://sfplanninggis.org/pim?search=1990.297,1899 Bush St,"1288 - 0 POLK ST, SAN FRANCISCO, CA 94109","Entitled, not yet filed for permits",1990-10-27 00:00:00,132,93,,39,Dept. of Parking and Traffic,Planning,,,1990-05-15 00:00:00,1990-10-27 00:00:00,1990-10-27 00:00:00,,,,,,
2004.1326,https://sfplanninggis.org/pim?search=2004.1326,144 KING ST,"144 - 144 KING ST, SAN FRANCISCO, CA 94107",Completed,2017-10-16 00:00:00,132,93,,39,Strategic Solutions,Planning,,,2004-12-23 00:00:00,2015-10-26 00:00:00,2015-10-26 00:00:00,2015-10-26 00:00:00,2015-10-26 00:00:00,2015-01-27 00:00:00,2015-01-27 00:00:00,2017-10-16 00:00:00,2017-10-16 00:00:00
2000.059,https://sfplanninggis.org/pim?search=2000.059,229 Brannan Street,"219 - 0 BRANNAN ST, SAN FRANCISCO, CA 94107",Completed,2002-10-08 00:00:00,130,91,,39,"Wholey, Jack",Planning,,,,,,,1998-01-12 00:00:00,2002-01-31 00:00:00,2002-01-31 00:00:00,2002-10-08 00:00:00,2002-10-08 00:00:00
2007.1449,https://sfplanninggis.org/pim?search=2007.1449,5600 THIRD STREET,"5600 - 0 SITUS TO BE ASSIGNED ST, SAN FRANCISCO, CA 94124",Under construction,2007-04-30 00:00:00,131,92,,39,"",Planning,,,,,,,2005-09-29 00:00:00,2007-04-30 00:00:00,2007-04-30 00:00:00,,
2020-000908PRL,https://sfplanninggis.org/pim?search=2020-000908PRL,2060 FOLSOM ST,2050 FOLSOM ST 94110,"Entitled, filed for permits",2019-12-17 00:00:00,127,89,,38,", 2060 FOLSOM HOUSING LP",Planning,9,,,,,,2019-12-17 00:00:00,,,,
1988.811,https://sfplanninggis.org/pim?search=1988.811,55 Page St,"55 - 0 SITUS TO BE ASSIGNED ST, SAN FRANCISCO, CA","Entitled, not yet filed for permits",1990-12-10 00:00:00,128,90,,38,Morrison Foester,Planning,,,1988-12-29 00:00:00,1990-12-10 00:00:00,1990-12-10 00:00:00,,,,,,
1998.268,https://sfplanninggis.org/pim?search=1998.268,631 FOLSOM STREET,"",Completed,2009-04-10 00:00:00,120,84,,36,Wilson Cornerstone,Planning,,,1998-04-15 00:00:00,1998-12-10 00:00:00,1998-12-10 00:00:00,2005-05-02 00:00:00,2005-05-02 00:00:00,2006-07-27 00:00:00,2006-07-27 00:00:00,2009-04-10 00:00:00,2009-04-10 00:00:00
2014-002353PRJ,https://sfplanninggis.org/pim?search=2014-002353PRJ,1055 Geary Street,"1055 Geary BLVD, SAN FRANCISCO, CA","Entitled, not yet filed for permits",2015-05-21 00:00:00,120,84,,36,Michael Stanton Architecture,Planning,6,,2015-01-28 00:00:00,2015-05-21 00:00:00,2015-05-21 00:00:00,,,,,,
2013.1051,https://sfplanninggis.org/pim?search=2013.1051,1415 MISSION ST,"1415 - 0 MISSION ST, SAN FRANCISCO, CA 94133",Completed,2016-05-27 00:00:00,121,85,,36,"Ruben & Junius, LLP",Planning,,,2013-08-07 00:00:00,2016-04-12 00:00:00,2016-04-12 00:00:00,2016-04-12 00:00:00,2016-04-12 00:00:00,2014-04-29 00:00:00,2014-04-29 00:00:00,2016-05-27 00:00:00,2016-05-27 00:00:00
2003.0843,https://sfplanninggis.org/pim?search=2003.0843,1 MONTGOMERY ST,"25 - 0 MONTGOMERY ST, SAN FRANCISCO, CA 94104","Entitled, not yet filed for permits",2006-05-30 00:00:00,120,84,,36,During Associates,Planning,,Environmental Impact Report,2003-07-30 00:00:00,2006-05-30 00:00:00,2006-05-30 00:00:00,,,,,,
2007.1311,https://sfplanninggis.org/pim?search=2007.1311,325 FREMONT ST,"325 - 0 FREMONT ST, SAN FRANCISCO, CA 94105","Entitled, filed for permits",2002-11-05 00:00:00,120,84,,36,Pacific Union,Planning,,,,,,,2002-11-05 00:00:00,,,,
1989.098,https://sfplanninggis.org/pim?search=1989.098,4770 Mission St,"4770 - 0 MISSION ST, SAN FRANCISCO, CA 94112",Completed,1989-03-17 00:00:00,120,84,,36,"",Planning,,,1989-01-01 00:00:00,,,,1988-01-04 00:00:00,1988-04-28 00:00:00,1988-04-28 00:00:00,1989-03-17 00:00:00,1989-03-17 00:00:00
2000.965,https://sfplanninggis.org/pim?search=2000.965,949 Market Street,"949 - 961 MARKET ST, SAN FRANCISCO, CA 94103","Entitled, not yet filed for permits",2005-09-09 00:00:00,120,84,,36,Reuben & Junius,Planning,,Initial Study-Negative Declaration,2000-11-29 00:00:00,2005-09-09 00:00:00,2005-09-09 00:00:00,,,,,,
2019-005572PRJ,https://sfplanninggis.org/pim?search=2019-005572PRJ,2180 POST ST,2180 POST ST 94115,Under entitlement review,2019-04-16 00:00:00,118,83,,35,AXIS/GFA Architecture + Design,Planning,5,,2019-04-16 00:00:00,,,,,,,,
2011.1139,https://sfplanninggis.org/pim?search=2011.1139,Mission Bay South Accept land and Infrastructure,"505 - 0 MISSION BAY NORTH BL, SAN FRANCISCO, CA",Completed,2020-01-30 00:00:00,119,84,,35,DPW,Planning,,,,,,,2016-12-21 00:00:00,2017-12-26 00:00:00,2017-12-26 00:00:00,2020-01-30 00:00:00,2020-01-30 00:00:00
2000.056,https://sfplanninggis.org/pim?search=2000.056,3645 MARKET ST,"3645 - 0 MARKET ST, SAN FRANCISCO, CA 94114",Completed,2003-07-25 00:00:00,114,80,,34,"Wholey, Jack",Planning,,,,,,,1998-01-27 00:00:00,2000-07-21 00:00:00,2000-07-21 00:00:00,2003-07-25 00:00:00,2003-07-25 00:00:00
2017-004557PRJ,https://sfplanninggis.org/pim?search=2017-004557PRJ,550 OFARRELL ST,550 OFARRELL ST 94102,Under entitlement review,2017-08-30 00:00:00,111,78,,33,"Zirkle, Rob",Planning,6,Categorical Exemption-Class 32,2017-08-30 00:00:00,,,,,,,,
2016-002799PRJ,https://sfplanninggis.org/pim?search=2016-002799PRJ,660 INDIANA ST,660 INDIANA ST 94107,Completed,2019-05-20 00:00:00,111,78,,33,", 650 INDIANA STREET LLC",Planning,10,,,,,,2013-12-24 00:00:00,2015-06-02 00:00:00,2015-06-02 00:00:00,2019-05-20 00:00:00,2019-05-20 00:00:00
2002.0925,https://sfplanninggis.org/pim?search=2002.0925,699 02ND ST,"88 - 0 TOWNSEND STREET #A, SAN FRANCISCO, CA 94105","Entitled, not yet filed for permits",2006-02-08 00:00:00,111,78,,33,Reuben & Junius LLP,Planning,,,2002-08-26 00:00:00,2006-02-08 00:00:00,2006-02-08 00:00:00,,,,,,
2011.0618,https://sfplanninggis.org/pim?search=2011.0618,1285 SUTTER ST Official Change of ROW,"1285 - 0 SUTTER ST, SAN FRANCISCO, CA 94109",Completed,2013-09-30 00:00:00,107,75,,32,DPW,Planning,,,,,,,2007-12-06 00:00:00,2011-11-22 00:00:00,2011-11-22 00:00:00,2013-09-30 00:00:00,2013-09-30 00:00:00
2016-010340PRJ,https://sfplanninggis.org/pim?search=2016-010340PRJ,500 TURK ST,500 TURK ST 94102,Under construction,2020-01-31 00:00:00,108,76,,32,Tenderloin Neighborhood Development Corporation,Planning,6,,2017-01-17 00:00:00,2018-07-23 00:00:00,2018-07-23 00:00:00,2018-07-23 00:00:00,2018-07-23 00:00:00,2020-01-31 00:00:00,2020-01-31 00:00:00,,
2004.0664,https://sfplanninggis.org/pim?search=2004.0664,201 02ND ST,"201 - 0 02ND ST, SAN FRANCISCO, CA 94105","Entitled, not yet filed for permits",2006-11-03 00:00:00,104,73,,31,Reuben & Junius,Planning,,,2004-07-19 00:00:00,2006-11-03 00:00:00,2006-11-03 00:00:00,,,,,,
2005.0407,https://sfplanninggis.org/pim?search=2005.0407,325 BERRY ST,"235 - 0 BERRY ST 0101, SAN FRANCISCO, CA",Completed,2007-10-04 00:00:00,106,75,,31,"",Planning,,,,,,,2001-03-02 00:00:00,2001-09-14 00:00:00,2001-09-14 00:00:00,2007-10-04 00:00:00,2007-10-04 00:00:00
2003.0109,https://sfplanninggis.org/pim?search=2003.0109,988 HOWARD ST,"988 - 992 HOWARD ST, SAN FRANCISCO, CA 94103","Entitled, not yet filed for permits",2003-07-14 00:00:00,106,75,,31,Pubic Initiatives Dev. Corp,Planning,,Initial Study-Negative Declaration,2003-02-04 00:00:00,2003-07-14 00:00:00,2003-07-14 00:00:00,,,,,,
2006.1483,https://sfplanninggis.org/pim?search=2006.1483,100 NEW MONTGOMERY ST,"100 - 126 NEW MONTGOMERY ST, SAN FRANCISCO, CA 94105","Entitled, not yet filed for permits",2009-04-24 00:00:00,101,71,,30,Reuben and Junius,Planning,,,2006-12-11 00:00:00,2009-04-24 00:00:00,2009-04-24 00:00:00,,,,,,
2016-000351PRJ,https://sfplanninggis.org/pim?search=2016-000351PRJ,1545 PINE ST,1545 PINE ST 94109,Completed,2018-02-15 00:00:00,100,70,,30,", PACIFIC PINE LLC",Planning,3,,,,,,2015-12-23 00:00:00,2016-04-08 00:00:00,2016-04-08 00:00:00,2018-02-15 00:00:00,2018-02-15 00:00:00
2002.0158,https://sfplanninggis.org/pim?search=2002.0158,255 BERRY ST.,"255 - 0 BERRY ST 0101, SAN FRANCISCO, CA",Completed,2004-08-10 00:00:00,100,70,,30,KCA Engineers,Planning,,,,,,,2001-05-15 00:00:00,2002-06-26 00:00:00,2002-06-26 00:00:00,2004-08-10 00:00:00,2004-08-10 00:00:00
1998.456,https://sfplanninggis.org/pim?search=1998.456,332 Golden Gate Avenue,"340 - 0 SITUS TO BE ASSIGNED AV, SAN FRANCISCO, CA",Under construction,1998-11-21 00:00:00,102,72,,30,Curtis Development and Consulting,Planning,,,1998-06-15 00:00:00,1998-11-13 00:00:00,1998-11-13 00:00:00,1998-11-13 00:00:00,1998-11-13 00:00:00,1998-11-21 00:00:00,1998-11-21 00:00:00,,
1992.166,https://sfplanninggis.org/pim?search=1992.166,1750 Geneva Ave,"461 - 0 STONERIDGE LN 3101, SAN FRANCISCO, CA 94112",Completed,1996-06-25 00:00:00,100,70,,30,"",Planning,,,,,,,1991-06-17 00:00:00,1992-11-03 00:00:00,1992-11-03 00:00:00,1996-06-25 00:00:00,1996-06-25 00:00:00
2018-006029PRJ,https://sfplanninggis.org/pim?search=2018-006029PRJ,145 LEAVENWORTH ST,145 LEAVENWORTH ST 94102,"Entitled, filed for permits",2018-04-13 00:00:00,98,69,,29,"Messana, Elizabeth",Planning,6,,,,,,2018-04-13 00:00:00,,,,
2005.0849,https://sfplanninggis.org/pim?search=2005.0849,325 CHINA BASIN STREET,"330 - 0 MISSION BAY BL 0101, SAN FRANCISCO, CA 94103",Completed,2010-01-19 00:00:00,98,69,,29,"",Planning,,,,,,,2005-05-11 00:00:00,2006-04-03 00:00:00,2006-04-03 00:00:00,2010-01-19 00:00:00,2010-01-19 00:00:00
2009.0666,https://sfplanninggis.org/pim?search=2009.0666,Establish Official Sidewalk on Clarence Place,"",Completed,2012-12-28 00:00:00,94,66,,28,Bureau of Street Use & Mapping,Planning,,,,,,,2006-08-29 00:00:00,2010-08-12 00:00:00,2010-08-12 00:00:00,2012-12-28 00:00:00,2012-12-28 00:00:00
2015-012577PRJ,https://sfplanninggis.org/pim?search=2015-012577PRJ,1200 Van Ness Avenue,1200 VAN NESS AVE 94109,Under entitlement review,2015-09-18 00:00:00,95,67,,28,"J. Abrams Law, P.C.",Planning,3,,2015-09-18 00:00:00,,,,,,,,
2008.0700,https://sfplanninggis.org/pim?search=2008.0700,1401 CALIFORNIA ST,"1401 - 0 CALIFORNIA ST, SAN FRANCISCO, CA 94109","Entitled, not yet filed for permits",2008-10-20 00:00:00,95,67,,28,Prado Group,Planning,,Initial Study-Negative Declaration,2008-06-13 00:00:00,2008-10-20 00:00:00,2008-10-20 00:00:00,,,,,,
1998.081,https://sfplanninggis.org/pim?search=1998.081,175 BLUXOME ST,"160 - 0 GILBERT ST, SAN FRANCISCO, CA 94103",Completed,2000-06-26 00:00:00,96,68,,28,"",Planning,,,,,,,1996-10-18 00:00:00,,,,2000-06-26 00:00:00
2006.0230,https://sfplanninggis.org/pim?search=2006.0230,1911 MISSION ST,"1905 - 0 MISSION ST, SAN FRANCISCO, CA 94103",Completed,2007-03-07 00:00:00,96,68,,28,Herzig & Berlese,Planning,,,,,,,2004-01-28 00:00:00,2005-10-11 00:00:00,2005-10-11 00:00:00,2007-03-07 00:00:00,2007-03-07 00:00:00
2018-008345PRJ,https://sfplanninggis.org/pim?search=2018-008345PRJ,1965 MARKET ST,1965 MARKET ST 94103,"Entitled, filed for permits",2018-06-08 00:00:00,96,68,,28,Bruce Baumann and Associates,Planning,8,,,,,,2018-06-08 00:00:00,,,,
2007.0073,https://sfplanninggis.org/pim?search=2007.0073,315-327 HAYES ST/231 FRANKLIN,"233 - 0 FRANKLIN ST 0201, SAN FRANCISCO, CA 94122",Completed,2010-07-02 00:00:00,96,68,,28,"",Planning,,,,,,,2006-11-15 00:00:00,,,,2010-07-02 00:00:00
2016-012057PRJ,https://sfplanninggis.org/pim?search=2016-012057PRJ,3400 Laguna Street,3400 LAGUNA ST 94123,"Entitled, not yet filed for permits",2017-04-28 00:00:00,94,66,,28,HKIT Architects,Planning,2,Categorical Exemption-Determination of Historic Resource,2016-09-19 00:00:00,2017-04-28 00:00:00,2017-04-28 00:00:00,,,,,,
2016-014973PRL,https://sfplanninggis.org/pim?search=2016-014973PRL,645 TEXAS ST,645 TEXAS ST 94107,Completed,2017-10-27 00:00:00,94,66,,28,", TUP TEXAS LLC",Planning,10,,,,,,2016-11-18 00:00:00,2017-01-31 00:00:00,2017-01-31 00:00:00,2017-10-27 00:00:00,2017-10-27 00:00:00
2016-001736PRJ,https://sfplanninggis.org/pim?search=2016-001736PRJ,645 TEXAS ST,645 TEXAS ST 94107,Completed,2018-02-12 00:00:00,94,66,,28,", TUP TEXAS LLC",Planning,10,,,,,,2013-12-09 00:00:00,2015-06-19 00:00:00,2015-06-19 00:00:00,2018-02-12 00:00:00,2018-02-12 00:00:00
2015-015950PRJ,https://sfplanninggis.org/pim?search=2015-015950PRJ,955 POST ST,955 POST ST 94109,Under entitlement review,2016-12-09 00:00:00,94,66,,28,"Reuben, Junius & Rose, LLP",Planning,6,,2016-12-09 00:00:00,,,,,,,,
2017-007928PRJ,https://sfplanninggis.org/pim?search=2017-007928PRJ,1250 SUNNYDALE AVE,1250 SUNNYDALE AVE 94134,Under construction,2017-11-01 00:00:00,92,65,,27,", BRITTON STREET ASSOCIATES LP",Planning,10,,,,,,2017-05-18 00:00:00,2017-11-01 00:00:00,2017-11-01 00:00:00,,
1999.541,https://sfplanninggis.org/pim?search=1999.541,246 02ND ST,"246 - 0 02ND ST, SAN FRANCISCO, CA 94105",Completed,2000-07-17 00:00:00,92,65,,27,Gonzalez Consulting,Planning,,,,,,,1998-02-13 00:00:00,,,,2000-07-17 00:00:00
2019-020740PRJ,https://sfplanninggis.org/pim?search=2019-020740PRJ,468 TURK ST,468 TURK ST 94102,Under entitlement review,2019-11-04 00:00:00,91,64,,27,Macy Architecture,Planning,6,Initial Study,2019-11-04 00:00:00,,,,,,,,
2006.1060,https://sfplanninggis.org/pim?search=2006.1060,2175 MARKET STREET,"2175 - 0 MARKET ST, SAN FRANCISCO, CA 94114",Completed,2015-01-30 00:00:00,88,62,,26,MacFarlane Partners,Planning,,Initial Study-Negative Declaration,2006-08-31 00:00:00,2012-04-18 00:00:00,2012-04-18 00:00:00,2012-07-20 00:00:00,2012-07-20 00:00:00,2013-05-21 00:00:00,2013-05-21 00:00:00,2015-01-30 00:00:00,2015-01-30 00:00:00
2007.0277,https://sfplanninggis.org/pim?search=2007.0277,277 GOLDEN GATE AV,"277 - 0 GOLDEN GATE AV, SAN FRANCISCO, CA",Completed,2014-08-18 00:00:00,88,62,,26,Herzig & Berlese,Planning,,,,,,,2007-10-18 00:00:00,2008-12-22 00:00:00,2008-12-22 00:00:00,2014-08-18 00:00:00,2014-08-18 00:00:00
1994.389,https://sfplanninggis.org/pim?search=1994.389,Hayes Valley Housing North Block,"0 - 701 HAYES ST, SAN FRANCISCO, CA 94117","Entitled, not yet filed for permits",1995-03-09 00:00:00,85,60,,25,Backen Arrigoni and Ross,Planning,,,1994-07-27 00:00:00,1995-03-09 00:00:00,1995-03-09 00:00:00,,,,,,
2016-006904PRJ,https://sfplanninggis.org/pim?search=2016-006904PRJ,1 HENRY ADAMS ST,1 HENRY ADAMS ST 94103,Under construction,2017-05-31 00:00:00,85,60,,25,"LLC, ARCHSTONE SHOWPLACE SQUARE LLC",Planning,10,,,,,,2016-05-10 00:00:00,2017-05-31 00:00:00,2017-05-31 00:00:00,,
2000.171,https://sfplanninggis.org/pim?search=2000.171,466 Bush Street,"466 - 0 BUSH ST, SAN FRANCISCO, CA 94102",Completed,2007-03-30 00:00:00,86,61,,25,Tai Associates/Architects,Planning,,,2000-02-23 00:00:00,2001-03-01 00:00:00,2001-03-01 00:00:00,2002-01-23 00:00:00,2002-01-23 00:00:00,2002-10-09 00:00:00,2002-10-09 00:00:00,2007-03-30 00:00:00,2007-03-30 00:00:00
2010.0043,https://sfplanninggis.org/pim?search=2010.0043,490 SOUTH VAN NESS AV,"490 - 0 SOUTH VAN NESS AV, SAN FRANCISCO, CA",Under construction,2018-09-21 00:00:00,84,59,,25,Bruce D. Baumann & Associates,Planning,9,Community Plan-Determination,2010-01-21 00:00:00,2014-10-19 00:00:00,2014-10-19 00:00:00,2014-10-19 00:00:00,2014-10-19 00:00:00,2018-09-21 00:00:00,2018-09-21 00:00:00,,
2017-009305PRJ,https://sfplanninggis.org/pim?search=2017-009305PRJ,1036 MISSION ST,1036 MISSION ST 94103,Completed,2018-10-12 00:00:00,83,59,,24,", 1036 MISSION ASSOCIATES LP",Planning,6,,,,,,2017-06-20 00:00:00,2018-03-14 00:00:00,2018-03-14 00:00:00,2018-10-12 00:00:00,2018-10-12 00:00:00
