School Name,Filtered by School Level,CCA Group,CCA General,CCA Customized,ID
"CHUA CHU KANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",68
"CLEMENTI PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",72
"WOODLANDS PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",318
"XINGNAN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",323
"YEW TEE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",328
"YUHUA PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",337
"RED SWASTIKA SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",239
"RIVER VALLEY PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",242
"RIVERSIDE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",243
"RULANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",247
"SOUTH VIEW PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",262
"SPRINGDALE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",264
"ST. ANTHONY'S PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",271
"ST. GABRIEL'S PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",272
"ST. STEPHEN'S SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",281
"TAMPINES NORTH PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",285
"TECK WHYE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",294
"TEMASEK PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",298
"TOWNSVILLE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",300
"UNITY PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",301
"WELLINGTON PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",307
"WEST GROVE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",308
"KONG HWA SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",153
"KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",156
"MAHA BODHI SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",161
"MARYMOUNT CONVENT SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",166
"MEE TOH SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",169
"NANYANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",183
"NEW TOWN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",187
"NORTH SPRING PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",191
"PALM VIEW PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",206
"PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",211
"PEI TONG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",216
"POI CHING SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",222
"QUEENSTOWN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",232
"RAFFLES GIRLS' PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",236
"CONCORD PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",77
"ENDEAVOUR PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",94
"EVERGREEN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",97
"FAIRFIELD METHODIST SCHOOL (PRIMARY)","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",99
"FERNVALE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",105
"FRONTIER PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",107
"FUCHUN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",108
"FUHUA PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",110
"GAN ENG SENG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",112
"GEYLANG METHODIST SCHOOL (PRIMARY)","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",114
"GONGSHANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",116
"GREENDALE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",117
"GREENRIDGE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",119
"GUANGYANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",122
"HAIG GIRLS' SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",125
"HENRY PARK PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",126
"HOLY INNOCENTS' PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",129
"HONG WEN SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",130
"HORIZON PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",131
"INNOVA PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",137
"JING SHAN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",139
"JURONG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BADMINTON","Not Available",143
"ANDERSON SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",9
"ANG MO KIO SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",12
"BARTLEY SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",22
"BEDOK SOUTH SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",27
"BEDOK VIEW SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",28
"BOWEN SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",34
"BUKIT PANJANG GOVT. HIGH SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",38
"CEDAR GIRLS' SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",50
"CHANGKAT CHANGI SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",52
"CHIJ KATONG CONVENT","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",56
"CHIJ SECONDARY (TOA PAYOH)","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",61
"CHIJ ST. JOSEPH'S CONVENT","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",62
"CHIJ ST. THERESA'S CONVENT","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",64
"CHUA CHU KANG SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",69
"CHUNG CHENG HIGH SCHOOL (MAIN)","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",70
"WESTWOOD SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",313
"WOODLANDS RING SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",320
"WOODLANDS SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",321
"YIO CHU KANG SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",330
"YISHUN SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",333
"YUAN CHING SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",336
"ZHENGHUA SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",344
"REGENT SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",240
"RIVER VALLEY HIGH SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",241
"RIVERSIDE SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",244
"SENG KANG SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",253
"SERANGOON GARDEN SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",255
"SERANGOON SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",256
"SINGAPORE CHINESE GIRLS' SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",260
"SPRINGFIELD SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",265
"ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",270
"ST. HILDA'S SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",275
"ST. MARGARET'S SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",279
"TANGLIN SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",288
"TANJONG KATONG GIRLS' SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",289
"TANJONG KATONG SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",291
"TEMASEK SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",299
"WEST SPRING SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",310
"KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",157
"MAYFLOWER SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",168
"METHODIST GIRLS' SCHOOL (SECONDARY)","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",173
"NANYANG GIRLS' HIGH SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",181
"NAVAL BASE SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",186
"NORTH VISTA SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",194
"NORTHLAND SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",197
"NORTHLIGHT SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",198
"NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",201
"OUTRAM SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",205
"PASIR RIS CREST SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",208
"PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",212
"PEIRCE SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",218
"RAFFLES GIRLS' SCHOOL (SECONDARY)","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",237
"COMPASSVALE SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",76
"CRESCENT GIRLS' SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",79
"DAMAI SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",82
"DUNMAN SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",88
"EAST SPRING SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",90
"EVERGREEN SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",98
"FAJAR SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",101
"FUCHUN SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",109
"GEYLANG METHODIST SCHOOL (SECONDARY)","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",115
"HOLY INNOCENTS' HIGH SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",128
"HOUGANG SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",133
"JURONG WEST SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",146
"JURONGVILLE SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",147
"JUYING SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","NETBALL","Not Available",149
"ANCHOR GREEN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",7
"ANDERSON SERANGOON JUNIOR COLLEGE","JUNIOR COLLEGE","PHYSICAL SPORTS","NETBALL","Not Available",10
"ANG MO KIO PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",11
"ANGLO-CHINESE JUNIOR COLLEGE","JUNIOR COLLEGE","PHYSICAL SPORTS","NETBALL","Not Available",14
"BEACON PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",23
"CATHOLIC JUNIOR COLLEGE","JUNIOR COLLEGE","PHYSICAL SPORTS","NETBALL","Not Available",49
"CHIJ (KATONG) PRIMARY","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",54
"CHIJ OUR LADY QUEEN OF PEACE","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",59
"CHIJ PRIMARY (TOA PAYOH)","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",60
"CHIJ ST. NICHOLAS GIRLS' SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",63
"WHITE SANDS PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",314
"WOODGROVE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",316
"YISHUN INNOVA JUNIOR COLLEGE","JUNIOR COLLEGE","PHYSICAL SPORTS","NETBALL","Not Available",331
"YUHUA PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",337
"RIVER VALLEY HIGH SCHOOL","JUNIOR COLLEGE","PHYSICAL SPORTS","NETBALL","Not Available",241
"RIVER VALLEY PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",242
"RIVERSIDE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",243
"SHUQUN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",257
"SOUTH VIEW PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",262
"ST. ANDREW'S JUNIOR COLLEGE","JUNIOR COLLEGE","PHYSICAL SPORTS","NETBALL","Not Available",266
"ST. HILDA'S PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",274
"TANJONG KATONG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",290
"TAO NAN SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",292
"TEMASEK PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",298
"UNITY PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",301
"KONG HWA SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",153
"MARYMOUNT CONVENT SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",166
"MAYFLOWER PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",167
"METHODIST GIRLS' SCHOOL (PRIMARY)","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",172
"NEW TOWN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",187
"NORTHLAND PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",196
"NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE","JUNIOR COLLEGE","PHYSICAL SPORTS","NETBALL","Not Available",201
"PALM VIEW PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",206
"PASIR RIS PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",209
"PEIYING PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",219
"PIONEER PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",221
"COMPASSVALE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",75
"DAZHONG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",83
"EUNOS PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",96
"EVERGREEN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",97
"FENGSHAN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",103
"FUHUA PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",110
"GEYLANG METHODIST SCHOOL (PRIMARY)","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",114
"GREENDALE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",117
"GREENRIDGE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",119
"HAIG GIRLS' SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",125
"HENRY PARK PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",126
"INNOVA PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",137
"JURONG PIONEER JUNIOR COLLEGE","JUNIOR COLLEGE","PHYSICAL SPORTS","NETBALL","Not Available",142
"JURONG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",143
"JURONG WEST PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","NETBALL","Not Available",145
"AHMAD IBRAHIM SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",4
"ANDERSON SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",9
"ANDERSON SERANGOON JUNIOR COLLEGE","JUNIOR COLLEGE","PHYSICAL SPORTS","FOOTBALL","Not Available",10
"ANG MO KIO PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",11
"ANG MO KIO SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",12
"ANGLO-CHINESE SCHOOL (BARKER ROAD)","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",15
"ANGLO-CHINESE SCHOOL (PRIMARY)","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",18
"BARTLEY SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",22
"BEACON PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",23
"BEATTY SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",24
"BEDOK GREEN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",25
"BEDOK GREEN SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",26
"BEDOK SOUTH SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",27
"BENDEMEER SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",30
"BLANGAH RISE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",31
"BOWEN SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",34
"BUKIT PANJANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",39
"BUKIT TIMAH PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",40
"CANTONMENT PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",46
"CASUARINA PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",47
"CATHOLIC JUNIOR COLLEGE","JUNIOR COLLEGE","PHYSICAL SPORTS","FOOTBALL","Not Available",49
"CEDAR PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",51
"CHUA CHU KANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",68
"CHUA CHU KANG SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",69
"CLEMENTI PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",72
"COMPASSVALE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",75
"WESTWOOD PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",312
"WESTWOOD SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",313
"WHITLEY SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",315
"WOODGROVE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",316
"WOODLANDS SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",321
"XINGNAN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",323
"XINMIN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",324
"YANGZHENG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",327
"YEW TEE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",328
"YISHUN INNOVA JUNIOR COLLEGE","JUNIOR COLLEGE","PHYSICAL SPORTS","FOOTBALL","Not Available",331
"YISHUN SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",333
"YUAN CHING SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",336
"YUHUA PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",337
"YUHUA SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",338
"ZHENGHUA SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",344
"ZHONGHUA PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",345
"REGENT SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",240
"RIVERSIDE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",243
"RIVERSIDE SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",244
"ROSYTH SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",246
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",248
"SENG KANG SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",253
"SERANGOON GARDEN SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",255
"SERANGOON SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",256
"SHUQUN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",257
"SI LING PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",258
"SOUTH VIEW PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",262
"ST. ANDREW'S JUNIOR COLLEGE","JUNIOR COLLEGE","PHYSICAL SPORTS","FOOTBALL","Not Available",266
"ST. ANTHONY'S PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",271
"ST. GABRIEL'S SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",273
"ST. PATRICK'S SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",280
"ST. STEPHEN'S SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",281
"STAMFORD PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",282
"TAMPINES NORTH PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",285
"TAMPINES PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",286
"TANGLIN SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",288
"TANJONG KATONG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",290
"TANJONG KATONG SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",291
"TECK WHYE SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",295
"TELOK KURAU PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",296
"TEMASEK JUNIOR COLLEGE","JUNIOR COLLEGE","PHYSICAL SPORTS","FOOTBALL","Not Available",297
"TEMASEK PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",298
"TOWNSVILLE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",300
"UNITY PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",301
"UNITY SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",302
"VICTORIA SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",305
"WEST GROVE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",308
"WEST SPRING SECONDARY SCHOOL","SECONDARY","PHYSICAL SPORTS","FOOTBALL","Not Available",310
"KRANJI PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FOOTBALL","Not Available",154
