School Name,Subjects,ID
"BEDOK GREEN PRIMARY SCHOOL","HIGHER CHINESE",25
"BENDEMEER PRIMARY SCHOOL","HIGHER CHINESE",29
"BLANGAH RISE PRIMARY SCHOOL","HIGHER CHINESE",31
"BOON LAY GARDEN PRIMARY SCHOOL","HIGHER CHINESE",32
"BUKIT PANJANG PRIMARY SCHOOL","HIGHER CHINESE",39
"BUKIT TIMAH PRIMARY SCHOOL","HIGHER CHINESE",40
"BUKIT VIEW PRIMARY SCHOOL","HIGHER CHINESE",41
"CANBERRA PRIMARY SCHOOL","HIGHER CHINESE",43
"CANOSSA CATHOLIC PRIMARY SCHOOL","HIGHER CHINESE",45
"CANTONMENT PRIMARY SCHOOL","HIGHER CHINESE",46
"CASUARINA PRIMARY SCHOOL","HIGHER CHINESE",47
"CATHOLIC HIGH SCHOOL","HIGHER CHINESE",48
"CEDAR PRIMARY SCHOOL","HIGHER CHINESE",51
"CHANGKAT PRIMARY SCHOOL","HIGHER CHINESE",53
"CHIJ (KATONG) PRIMARY","HIGHER CHINESE",54
"CHIJ (KELLOCK)","HIGHER CHINESE",55
"CHIJ OUR LADY OF THE NATIVITY","HIGHER CHINESE",58
"CHIJ OUR LADY QUEEN OF PEACE","HIGHER CHINESE",59
"CHIJ PRIMARY (TOA PAYOH)","HIGHER CHINESE",60
"CHIJ ST. NICHOLAS GIRLS' SCHOOL","HIGHER CHINESE",63
"CHONGFU SCHOOL","HIGHER CHINESE",65
"CHONGZHENG PRIMARY SCHOOL","HIGHER CHINESE",66
"CHUA CHU KANG PRIMARY SCHOOL","HIGHER CHINESE",68
"CLEMENTI PRIMARY SCHOOL","HIGHER CHINESE",72
"COMPASSVALE PRIMARY SCHOOL","HIGHER CHINESE",75
"CONCORD PRIMARY SCHOOL","HIGHER CHINESE",77
"CORPORATION PRIMARY SCHOOL","HIGHER CHINESE",78
"DAMAI PRIMARY SCHOOL","HIGHER CHINESE",81
"DAZHONG PRIMARY SCHOOL","HIGHER CHINESE",83
"DE LA SALLE SCHOOL","HIGHER CHINESE",84
"EAST SPRING PRIMARY SCHOOL","HIGHER CHINESE",89
"EDGEFIELD PRIMARY SCHOOL","HIGHER CHINESE",91
"ELIAS PARK PRIMARY SCHOOL","HIGHER CHINESE",93
"ENDEAVOUR PRIMARY SCHOOL","HIGHER CHINESE",94
"EUNOS PRIMARY SCHOOL","HIGHER CHINESE",96
"EVERGREEN PRIMARY SCHOOL","HIGHER CHINESE",97
"FAIRFIELD METHODIST SCHOOL (PRIMARY)","HIGHER CHINESE",99
"FARRER PARK PRIMARY SCHOOL","HIGHER CHINESE",102
"FENGSHAN PRIMARY SCHOOL","HIGHER CHINESE",103
"FERNVALE PRIMARY SCHOOL","HIGHER CHINESE",105
"FIRST TOA PAYOH PRIMARY SCHOOL","HIGHER CHINESE",106
"FRONTIER PRIMARY SCHOOL","HIGHER CHINESE",107
"FUCHUN PRIMARY SCHOOL","HIGHER CHINESE",108
"FUHUA PRIMARY SCHOOL","HIGHER CHINESE",110
"GAN ENG SENG PRIMARY SCHOOL","HIGHER CHINESE",112
"GEYLANG METHODIST SCHOOL (PRIMARY)","HIGHER CHINESE",114
"GONGSHANG PRIMARY SCHOOL","HIGHER CHINESE",116
"GREENDALE PRIMARY SCHOOL","HIGHER CHINESE",117
"GREENRIDGE PRIMARY SCHOOL","HIGHER CHINESE",119
"GREENWOOD PRIMARY SCHOOL","HIGHER CHINESE",121
"GUANGYANG PRIMARY SCHOOL","HIGHER CHINESE",122
"HAIG GIRLS' SCHOOL","HIGHER CHINESE",125
"HENRY PARK PRIMARY SCHOOL","HIGHER CHINESE",126
"HOLY INNOCENTS' PRIMARY SCHOOL","HIGHER CHINESE",129
"HONG WEN SCHOOL","HIGHER CHINESE",130
"HORIZON PRIMARY SCHOOL","HIGHER CHINESE",131
"HOUGANG PRIMARY SCHOOL","HIGHER CHINESE",132
"HUAMIN PRIMARY SCHOOL","HIGHER CHINESE",135
"INNOVA PRIMARY SCHOOL","HIGHER CHINESE",137
"JIEMIN PRIMARY SCHOOL","HIGHER CHINESE",138
"JING SHAN PRIMARY SCHOOL","HIGHER CHINESE",139
"JURONG PRIMARY SCHOOL","HIGHER CHINESE",143
"JURONG WEST PRIMARY SCHOOL","HIGHER CHINESE",145
"JUYING PRIMARY SCHOOL","HIGHER CHINESE",148
"KEMING PRIMARY SCHOOL","HIGHER CHINESE",150
"KHENG CHENG SCHOOL","HIGHER CHINESE",152
"KONG HWA SCHOOL","HIGHER CHINESE",153
"KRANJI PRIMARY SCHOOL","HIGHER CHINESE",154
"KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL","HIGHER CHINESE",156
"LAKESIDE PRIMARY SCHOOL","HIGHER CHINESE",158
"LIANHUA PRIMARY SCHOOL","HIGHER CHINESE",159
"MAHA BODHI SCHOOL","HIGHER CHINESE",161
"MARSILING PRIMARY SCHOOL","HIGHER CHINESE",164
"MARYMOUNT CONVENT SCHOOL","HIGHER CHINESE",166
"MAYFLOWER PRIMARY SCHOOL","HIGHER CHINESE",167
"MEE TOH SCHOOL","HIGHER CHINESE",169
"MERIDIAN PRIMARY SCHOOL","HIGHER CHINESE",170
"METHODIST GIRLS' SCHOOL (PRIMARY)","HIGHER CHINESE",172
"MONTFORT JUNIOR SCHOOL","HIGHER CHINESE",175
"NAN CHIAU PRIMARY SCHOOL","HIGHER CHINESE",178
"NAN HUA PRIMARY SCHOOL","HIGHER CHINESE",180
"NANYANG PRIMARY SCHOOL","HIGHER CHINESE",183
"NAVAL BASE PRIMARY SCHOOL","HIGHER CHINESE",185
"NEW TOWN PRIMARY SCHOOL","HIGHER CHINESE",187
"NGEE ANN PRIMARY SCHOOL","HIGHER CHINESE",189
"NORTH SPRING PRIMARY SCHOOL","HIGHER CHINESE",191
"NORTH VIEW PRIMARY SCHOOL","HIGHER CHINESE",192
"NORTHLAND PRIMARY SCHOOL","HIGHER CHINESE",196
"OPERA ESTATE PRIMARY SCHOOL","HIGHER CHINESE",203
"PALM VIEW PRIMARY SCHOOL","HIGHER CHINESE",206
"PARK VIEW PRIMARY SCHOOL","HIGHER CHINESE",207
"PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)","HIGHER CHINESE",211
"PEI CHUN PUBLIC SCHOOL","HIGHER CHINESE",213
"PEI HWA PRESBYTERIAN PRIMARY SCHOOL","HIGHER CHINESE",214
"PEI TONG PRIMARY SCHOOL","HIGHER CHINESE",216
"PEIYING PRIMARY SCHOOL","HIGHER CHINESE",219
"PIONEER PRIMARY SCHOOL","HIGHER CHINESE",221
"POI CHING SCHOOL","HIGHER CHINESE",222
"PRINCESS ELIZABETH PRIMARY SCHOOL","HIGHER CHINESE",224
"PUNGGOL COVE PRIMARY SCHOOL","HIGHER CHINESE",225
"PUNGGOL PRIMARY SCHOOL","HIGHER CHINESE",227
"QIFA PRIMARY SCHOOL","HIGHER CHINESE",230
"QIHUA PRIMARY SCHOOL","HIGHER CHINESE",231
"QUEENSTOWN PRIMARY SCHOOL","HIGHER CHINESE",232
"RADIN MAS PRIMARY SCHOOL","HIGHER CHINESE",235
"RAFFLES GIRLS' PRIMARY SCHOOL","HIGHER CHINESE",236
"RED SWASTIKA SCHOOL","HIGHER CHINESE",239
"RIVER VALLEY PRIMARY SCHOOL","HIGHER CHINESE",242
"RIVERSIDE PRIMARY SCHOOL","HIGHER CHINESE",243
"RIVERVALE PRIMARY SCHOOL","HIGHER CHINESE",245
"ROSYTH SCHOOL","HIGHER CHINESE",246
"RULANG PRIMARY SCHOOL","HIGHER CHINESE",247
"SEMBAWANG PRIMARY SCHOOL","HIGHER CHINESE",250
"SENG KANG PRIMARY SCHOOL","HIGHER CHINESE",252
"SHUQUN PRIMARY SCHOOL","HIGHER CHINESE",257
"SI LING PRIMARY SCHOOL","HIGHER CHINESE",258
"SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL","HIGHER CHINESE",259
"SOUTH VIEW PRIMARY SCHOOL","HIGHER CHINESE",262
"SPRINGDALE PRIMARY SCHOOL","HIGHER CHINESE",264
"ST. ANDREW'S JUNIOR SCHOOL","HIGHER CHINESE",267
"ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL","HIGHER CHINESE",269
"ST. ANTHONY'S PRIMARY SCHOOL","HIGHER CHINESE",271
"ST. GABRIEL'S PRIMARY SCHOOL","HIGHER CHINESE",272
"ST. HILDA'S PRIMARY SCHOOL","HIGHER CHINESE",274
"ST. JOSEPH'S INSTITUTION JUNIOR","HIGHER CHINESE",277
"ST. MARGARET'S PRIMARY SCHOOL","HIGHER CHINESE",278
"ST. STEPHEN'S SCHOOL","HIGHER CHINESE",281
"STAMFORD PRIMARY SCHOOL","HIGHER CHINESE",282
"TAMPINES NORTH PRIMARY SCHOOL","HIGHER CHINESE",285
"TAMPINES PRIMARY SCHOOL","HIGHER CHINESE",286
"TANJONG KATONG PRIMARY SCHOOL","HIGHER CHINESE",290
"TAO NAN SCHOOL","HIGHER CHINESE",292
"TECK GHEE PRIMARY SCHOOL","HIGHER CHINESE",293
"TECK WHYE PRIMARY SCHOOL","HIGHER CHINESE",294
"TELOK KURAU PRIMARY SCHOOL","HIGHER CHINESE",296
"TEMASEK PRIMARY SCHOOL","HIGHER CHINESE",298
"TOWNSVILLE PRIMARY SCHOOL","HIGHER CHINESE",300
"UNITY PRIMARY SCHOOL","HIGHER CHINESE",301
"WATERWAY PRIMARY SCHOOL","HIGHER CHINESE",306
"WELLINGTON PRIMARY SCHOOL","HIGHER CHINESE",307
"WEST VIEW PRIMARY SCHOOL","HIGHER CHINESE",311
"WHITE SANDS PRIMARY SCHOOL","HIGHER CHINESE",314
"WOODGROVE PRIMARY SCHOOL","MALAY",316
"WOODLANDS PRIMARY SCHOOL","MALAY",318
"WOODLANDS RING PRIMARY SCHOOL","MALAY",319
"XINGHUA PRIMARY SCHOOL","MALAY",322
"XINGNAN PRIMARY SCHOOL","MALAY",323
"XINMIN PRIMARY SCHOOL","MALAY",324
"XISHAN PRIMARY SCHOOL","MALAY",326
"YANGZHENG PRIMARY SCHOOL","MALAY",327
"YEW TEE PRIMARY SCHOOL","MALAY",328
"YIO CHU KANG PRIMARY SCHOOL","MALAY",329
"YISHUN PRIMARY SCHOOL","MALAY",332
"YU NENG PRIMARY SCHOOL","MALAY",335
"YUHUA PRIMARY SCHOOL","MALAY",337
"YUMIN PRIMARY SCHOOL","MALAY",339
"ZHANGDE PRIMARY SCHOOL","MALAY",342
"ZHENGHUA PRIMARY SCHOOL","MALAY",343
"ZHONGHUA PRIMARY SCHOOL","MALAY",345
"ADMIRALTY PRIMARY SCHOOL","MALAY",1
"AHMAD IBRAHIM PRIMARY SCHOOL","MALAY",3
"ALEXANDRA PRIMARY SCHOOL","MALAY",6
"ANCHOR GREEN PRIMARY SCHOOL","MALAY",7
"ANDERSON PRIMARY SCHOOL","MALAY",8
"ANG MO KIO PRIMARY SCHOOL","MALAY",11
"ANGLO-CHINESE SCHOOL (JUNIOR)","MALAY",17
"ANGLO-CHINESE SCHOOL (PRIMARY)","MALAY",18
"ANGSANA PRIMARY SCHOOL","MALAY",19
"BEACON PRIMARY SCHOOL","MALAY",23
"BEDOK GREEN PRIMARY SCHOOL","MALAY",25
"BENDEMEER PRIMARY SCHOOL","MALAY",29
"BLANGAH RISE PRIMARY SCHOOL","MALAY",31
"BOON LAY GARDEN PRIMARY SCHOOL","MALAY",32
"BUKIT PANJANG PRIMARY SCHOOL","MALAY",39
"BUKIT TIMAH PRIMARY SCHOOL","MALAY",40
"BUKIT VIEW PRIMARY SCHOOL","MALAY",41
"CANBERRA PRIMARY SCHOOL","MALAY",43
"CANOSSA CATHOLIC PRIMARY SCHOOL","MALAY",45
"CANTONMENT PRIMARY SCHOOL","MALAY",46
"CASUARINA PRIMARY SCHOOL","MALAY",47
"CEDAR PRIMARY SCHOOL","MALAY",51
"CHANGKAT PRIMARY SCHOOL","MALAY",53
"CHIJ (KATONG) PRIMARY","MALAY",54
"CHIJ (KELLOCK)","MALAY",55
"CHIJ OUR LADY OF GOOD COUNSEL","MALAY",57
"CHIJ OUR LADY OF THE NATIVITY","MALAY",58
"CHIJ OUR LADY QUEEN OF PEACE","MALAY",59
"CHIJ PRIMARY (TOA PAYOH)","MALAY",60
"CHONGFU SCHOOL","MALAY",65
"CHONGZHENG PRIMARY SCHOOL","MALAY",66
"CHUA CHU KANG PRIMARY SCHOOL","MALAY",68
"CLEMENTI PRIMARY SCHOOL","MALAY",72
"COMPASSVALE PRIMARY SCHOOL","MALAY",75
"CONCORD PRIMARY SCHOOL","MALAY",77
"CORPORATION PRIMARY SCHOOL","MALAY",78
"DAMAI PRIMARY SCHOOL","MALAY",81
"DAZHONG PRIMARY SCHOOL","MALAY",83
"DE LA SALLE SCHOOL","MALAY",84
"EAST SPRING PRIMARY SCHOOL","MALAY",89
"ELIAS PARK PRIMARY SCHOOL","MALAY",93
"ENDEAVOUR PRIMARY SCHOOL","MALAY",94
"EUNOS PRIMARY SCHOOL","MALAY",96
"EVERGREEN PRIMARY SCHOOL","MALAY",97
"FAIRFIELD METHODIST SCHOOL (PRIMARY)","MALAY",99
"FARRER PARK PRIMARY SCHOOL","MALAY",102
"FENGSHAN PRIMARY SCHOOL","MALAY",103
"FERN GREEN PRIMARY SCHOOL","MALAY",104
"FERNVALE PRIMARY SCHOOL","MALAY",105
"FIRST TOA PAYOH PRIMARY SCHOOL","MALAY",106
"FRONTIER PRIMARY SCHOOL","MALAY",107
"FUCHUN PRIMARY SCHOOL","MALAY",108
"FUHUA PRIMARY SCHOOL","MALAY",110
"GAN ENG SENG PRIMARY SCHOOL","MALAY",112
"GEYLANG METHODIST SCHOOL (PRIMARY)","MALAY",114
"GONGSHANG PRIMARY SCHOOL","MALAY",116
"GREENDALE PRIMARY SCHOOL","MALAY",117
"GREENRIDGE PRIMARY SCHOOL","MALAY",119
"GREENWOOD PRIMARY SCHOOL","MALAY",121
"GUANGYANG PRIMARY SCHOOL","MALAY",122
"HAIG GIRLS' SCHOOL","MALAY",125
"HENRY PARK PRIMARY SCHOOL","MALAY",126
"HORIZON PRIMARY SCHOOL","MALAY",131
"HOUGANG PRIMARY SCHOOL","MALAY",132
"HUAMIN PRIMARY SCHOOL","MALAY",135
"INNOVA PRIMARY SCHOOL","MALAY",137
"JIEMIN PRIMARY SCHOOL","MALAY",138
"JING SHAN PRIMARY SCHOOL","MALAY",139
"JUNYUAN PRIMARY SCHOOL","MALAY",140
"JURONG PRIMARY SCHOOL","MALAY",143
"JURONG WEST PRIMARY SCHOOL","MALAY",145
"JUYING PRIMARY SCHOOL","MALAY",148
"KEMING PRIMARY SCHOOL","MALAY",150
"KHENG CHENG SCHOOL","MALAY",152
"KRANJI PRIMARY SCHOOL","MALAY",154
"KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL","MALAY",156
"LAKESIDE PRIMARY SCHOOL","MALAY",158
"LIANHUA PRIMARY SCHOOL","MALAY",159
"MARSILING PRIMARY SCHOOL","MALAY",164
"MARYMOUNT CONVENT SCHOOL","MALAY",166
"MAYFLOWER PRIMARY SCHOOL","MALAY",167
"MEE TOH SCHOOL","MALAY",169
"MERIDIAN PRIMARY SCHOOL","MALAY",170
"METHODIST GIRLS' SCHOOL (PRIMARY)","MALAY",172
"MONTFORT JUNIOR SCHOOL","MALAY",175
"NAN CHIAU PRIMARY SCHOOL","MALAY",178
"NAVAL BASE PRIMARY SCHOOL","MALAY",185
"NGEE ANN PRIMARY SCHOOL","MALAY",189
"NORTH SPRING PRIMARY SCHOOL","MALAY",191
"NORTH VIEW PRIMARY SCHOOL","MALAY",192
"NORTH VISTA PRIMARY SCHOOL","MALAY",193
"NORTHLAND PRIMARY SCHOOL","MALAY",196
"NORTHOAKS PRIMARY SCHOOL","MALAY",199
"OASIS PRIMARY SCHOOL","MALAY",202
"OPERA ESTATE PRIMARY SCHOOL","MALAY",203
"PALM VIEW PRIMARY SCHOOL","MALAY",206
"PARK VIEW PRIMARY SCHOOL","MALAY",207
"PASIR RIS PRIMARY SCHOOL","MALAY",209
"PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)","MALAY",211
"PEI TONG PRIMARY SCHOOL","MALAY",216
"PEIYING PRIMARY SCHOOL","MALAY",219
"PIONEER PRIMARY SCHOOL","MALAY",221
"PRINCESS ELIZABETH PRIMARY SCHOOL","MALAY",224
"PUNGGOL COVE PRIMARY SCHOOL","MALAY",225
"PUNGGOL GREEN PRIMARY SCHOOL","MALAY",226
"PUNGGOL PRIMARY SCHOOL","MALAY",227
"PUNGGOL VIEW PRIMARY SCHOOL","MALAY",229
"QIFA PRIMARY SCHOOL","MALAY",230
"QIHUA PRIMARY SCHOOL","MALAY",231
"QUEENSTOWN PRIMARY SCHOOL","MALAY",232
"RADIN MAS PRIMARY SCHOOL","MALAY",235
"RAFFLES GIRLS' PRIMARY SCHOOL","MALAY",236
"RIVER VALLEY PRIMARY SCHOOL","MALAY",242
"RIVERSIDE PRIMARY SCHOOL","MALAY",243
"RIVERVALE PRIMARY SCHOOL","MALAY",245
"ROSYTH SCHOOL","MALAY",246
"RULANG PRIMARY SCHOOL","MALAY",247
"SEMBAWANG PRIMARY SCHOOL","MALAY",250
"SENG KANG PRIMARY SCHOOL","MALAY",252
"SENGKANG GREEN PRIMARY SCHOOL","MALAY",254
"SHUQUN PRIMARY SCHOOL","MALAY",257
"SI LING PRIMARY SCHOOL","MALAY",258
"SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL","MALAY",259
"SOUTH VIEW PRIMARY SCHOOL","MALAY",262
"SPRINGDALE PRIMARY SCHOOL","MALAY",264
"ST. ANDREW'S JUNIOR SCHOOL","MALAY",267
"ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL","MALAY",269
"ST. ANTHONY'S PRIMARY SCHOOL","MALAY",271
"ST. GABRIEL'S PRIMARY SCHOOL","MALAY",272
"ST. HILDA'S PRIMARY SCHOOL","MALAY",274
"ST. JOSEPH'S INSTITUTION JUNIOR","MALAY",277
"ST. MARGARET'S PRIMARY SCHOOL","MALAY",278
"ST. STEPHEN'S SCHOOL","MALAY",281
"STAMFORD PRIMARY SCHOOL","MALAY",282
"TAMPINES NORTH PRIMARY SCHOOL","MALAY",285
"TAMPINES PRIMARY SCHOOL","MALAY",286
"TANJONG KATONG PRIMARY SCHOOL","MALAY",290
"TECK GHEE PRIMARY SCHOOL","MALAY",293
"TECK WHYE PRIMARY SCHOOL","MALAY",294
"TELOK KURAU PRIMARY SCHOOL","MALAY",296
"TEMASEK PRIMARY SCHOOL","MALAY",298
"TOWNSVILLE PRIMARY SCHOOL","MALAY",300
"UNITY PRIMARY SCHOOL","MALAY",301
"WATERWAY PRIMARY SCHOOL","MALAY",306
"WELLINGTON PRIMARY SCHOOL","MALAY",307
"WEST GROVE PRIMARY SCHOOL","MALAY",308
"WEST SPRING PRIMARY SCHOOL","MALAY",309
"WEST VIEW PRIMARY SCHOOL","MALAY",311
"WESTWOOD PRIMARY SCHOOL","MALAY",312
"WHITE SANDS PRIMARY SCHOOL","MALAY",314
"WOODGROVE PRIMARY SCHOOL","TAMIL",316
"WOODLANDS PRIMARY SCHOOL","TAMIL",318
"WOODLANDS RING PRIMARY SCHOOL","TAMIL",319
"XINGHUA PRIMARY SCHOOL","TAMIL",322
"XINGNAN PRIMARY SCHOOL","TAMIL",323
"XINMIN PRIMARY SCHOOL","TAMIL",324
"XISHAN PRIMARY SCHOOL","TAMIL",326
"YANGZHENG PRIMARY SCHOOL","TAMIL",327
"YEW TEE PRIMARY SCHOOL","TAMIL",328
"YIO CHU KANG PRIMARY SCHOOL","TAMIL",329
"YISHUN PRIMARY SCHOOL","TAMIL",332
"YUHUA PRIMARY SCHOOL","TAMIL",337
"ZHANGDE PRIMARY SCHOOL","TAMIL",342
"ZHENGHUA PRIMARY SCHOOL","TAMIL",343
"ZHONGHUA PRIMARY SCHOOL","TAMIL",345
"ADMIRALTY PRIMARY SCHOOL","TAMIL",1
"AHMAD IBRAHIM PRIMARY SCHOOL","TAMIL",3
"ALEXANDRA PRIMARY SCHOOL","TAMIL",6
"ANCHOR GREEN PRIMARY SCHOOL","TAMIL",7
"ANDERSON PRIMARY SCHOOL","TAMIL",8
"ANG MO KIO PRIMARY SCHOOL","TAMIL",11
"ANGLO-CHINESE SCHOOL (JUNIOR)","TAMIL",17
"ANGLO-CHINESE SCHOOL (PRIMARY)","TAMIL",18
"ANGSANA PRIMARY SCHOOL","TAMIL",19
"BEACON PRIMARY SCHOOL","TAMIL",23
"BEDOK GREEN PRIMARY SCHOOL","TAMIL",25
"BENDEMEER PRIMARY SCHOOL","TAMIL",29
"BLANGAH RISE PRIMARY SCHOOL","TAMIL",31
"BOON LAY GARDEN PRIMARY SCHOOL","TAMIL",32
"BUKIT PANJANG PRIMARY SCHOOL","TAMIL",39
"BUKIT TIMAH PRIMARY SCHOOL","TAMIL",40
"BUKIT VIEW PRIMARY SCHOOL","TAMIL",41
"CANBERRA PRIMARY SCHOOL","TAMIL",43
"CANOSSA CATHOLIC PRIMARY SCHOOL","TAMIL",45
"CANTONMENT PRIMARY SCHOOL","TAMIL",46
"CASUARINA PRIMARY SCHOOL","TAMIL",47
"CEDAR PRIMARY SCHOOL","TAMIL",51
"CHANGKAT PRIMARY SCHOOL","TAMIL",53
"CHIJ (KATONG) PRIMARY","TAMIL",54
"CHIJ (KELLOCK)","TAMIL",55
"CHIJ OUR LADY OF GOOD COUNSEL","TAMIL",57
"CHIJ OUR LADY OF THE NATIVITY","TAMIL",58
"CHIJ OUR LADY QUEEN OF PEACE","TAMIL",59
"CHIJ PRIMARY (TOA PAYOH)","TAMIL",60
"CHONGFU SCHOOL","TAMIL",65
"CHONGZHENG PRIMARY SCHOOL","TAMIL",66
"CHUA CHU KANG PRIMARY SCHOOL","TAMIL",68
"CLEMENTI PRIMARY SCHOOL","TAMIL",72
"COMPASSVALE PRIMARY SCHOOL","TAMIL",75
"CONCORD PRIMARY SCHOOL","TAMIL",77
"DAMAI PRIMARY SCHOOL","TAMIL",81
"DAZHONG PRIMARY SCHOOL","TAMIL",83
"DE LA SALLE SCHOOL","TAMIL",84
"EAST SPRING PRIMARY SCHOOL","TAMIL",89
"EDGEFIELD PRIMARY SCHOOL","TAMIL",91
"ELIAS PARK PRIMARY SCHOOL","TAMIL",93
"EUNOS PRIMARY SCHOOL","TAMIL",96
"EVERGREEN PRIMARY SCHOOL","TAMIL",97
"FAIRFIELD METHODIST SCHOOL (PRIMARY)","TAMIL",99
"FARRER PARK PRIMARY SCHOOL","TAMIL",102
"FENGSHAN PRIMARY SCHOOL","TAMIL",103
"FERN GREEN PRIMARY SCHOOL","TAMIL",104
"FERNVALE PRIMARY SCHOOL","TAMIL",105
"FIRST TOA PAYOH PRIMARY SCHOOL","TAMIL",106
"FRONTIER PRIMARY SCHOOL","TAMIL",107
"FUCHUN PRIMARY SCHOOL","TAMIL",108
"FUHUA PRIMARY SCHOOL","TAMIL",110
"GAN ENG SENG PRIMARY SCHOOL","TAMIL",112
"GEYLANG METHODIST SCHOOL (PRIMARY)","TAMIL",114
"GREENRIDGE PRIMARY SCHOOL","TAMIL",119
"GREENWOOD PRIMARY SCHOOL","TAMIL",121
"GUANGYANG PRIMARY SCHOOL","TAMIL",122
"HAIG GIRLS' SCHOOL","TAMIL",125
"HENRY PARK PRIMARY SCHOOL","TAMIL",126
"HORIZON PRIMARY SCHOOL","TAMIL",131
"HOUGANG PRIMARY SCHOOL","TAMIL",132
"HUAMIN PRIMARY SCHOOL","TAMIL",135
"INNOVA PRIMARY SCHOOL","TAMIL",137
"JIEMIN PRIMARY SCHOOL","TAMIL",138
"JING SHAN PRIMARY SCHOOL","TAMIL",139
"JURONG PRIMARY SCHOOL","TAMIL",143
"JURONG WEST PRIMARY SCHOOL","TAMIL",145
"JUYING PRIMARY SCHOOL","TAMIL",148
"KEMING PRIMARY SCHOOL","TAMIL",150
"KRANJI PRIMARY SCHOOL","TAMIL",154
"KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL","TAMIL",156
"LAKESIDE PRIMARY SCHOOL","TAMIL",158
"LIANHUA PRIMARY SCHOOL","TAMIL",159
"MARSILING PRIMARY SCHOOL","TAMIL",164
"MARYMOUNT CONVENT SCHOOL","TAMIL",166
"MAYFLOWER PRIMARY SCHOOL","TAMIL",167
"MERIDIAN PRIMARY SCHOOL","TAMIL",170
"METHODIST GIRLS' SCHOOL (PRIMARY)","TAMIL",172
"MONTFORT JUNIOR SCHOOL","TAMIL",175
"NAN CHIAU PRIMARY SCHOOL","TAMIL",178
"NAVAL BASE PRIMARY SCHOOL","TAMIL",185
"NEW TOWN PRIMARY SCHOOL","TAMIL",187
"NGEE ANN PRIMARY SCHOOL","TAMIL",189
"NORTH SPRING PRIMARY SCHOOL","TAMIL",191
"NORTH VIEW PRIMARY SCHOOL","TAMIL",192
"NORTH VISTA PRIMARY SCHOOL","TAMIL",193
"NORTHLAND PRIMARY SCHOOL","TAMIL",196
"NORTHOAKS PRIMARY SCHOOL","TAMIL",199
"OPERA ESTATE PRIMARY SCHOOL","TAMIL",203
"PARK VIEW PRIMARY SCHOOL","TAMIL",207
"PASIR RIS PRIMARY SCHOOL","TAMIL",209
"PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)","TAMIL",211
"PEI TONG PRIMARY SCHOOL","TAMIL",216
"PEIYING PRIMARY SCHOOL","TAMIL",219
"PIONEER PRIMARY SCHOOL","TAMIL",221
"PRINCESS ELIZABETH PRIMARY SCHOOL","TAMIL",224
"PUNGGOL COVE PRIMARY SCHOOL","TAMIL",225
"PUNGGOL PRIMARY SCHOOL","TAMIL",227
"PUNGGOL VIEW PRIMARY SCHOOL","TAMIL",229
"QIHUA PRIMARY SCHOOL","TAMIL",231
"QUEENSTOWN PRIMARY SCHOOL","TAMIL",232
"RADIN MAS PRIMARY SCHOOL","TAMIL",235
"RAFFLES GIRLS' PRIMARY SCHOOL","TAMIL",236
"RIVER VALLEY PRIMARY SCHOOL","TAMIL",242
"RIVERSIDE PRIMARY SCHOOL","TAMIL",243
"RIVERVALE PRIMARY SCHOOL","TAMIL",245
"ROSYTH SCHOOL","TAMIL",246
"RULANG PRIMARY SCHOOL","TAMIL",247
"SEMBAWANG PRIMARY SCHOOL","TAMIL",250
"SENG KANG PRIMARY SCHOOL","TAMIL",252
"SENGKANG GREEN PRIMARY SCHOOL","TAMIL",254
"SHUQUN PRIMARY SCHOOL","TAMIL",257
"SI LING PRIMARY SCHOOL","TAMIL",258
"SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL","TAMIL",259
"SOUTH VIEW PRIMARY SCHOOL","TAMIL",262
"SPRINGDALE PRIMARY SCHOOL","TAMIL",264
"ST. ANDREW'S JUNIOR SCHOOL","TAMIL",267
"ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL","TAMIL",269
"ST. ANTHONY'S PRIMARY SCHOOL","TAMIL",271
"ST. GABRIEL'S PRIMARY SCHOOL","TAMIL",272
"ST. HILDA'S PRIMARY SCHOOL","TAMIL",274
"ST. JOSEPH'S INSTITUTION JUNIOR","TAMIL",277
"ST. MARGARET'S PRIMARY SCHOOL","TAMIL",278
"ST. STEPHEN'S SCHOOL","TAMIL",281
"STAMFORD PRIMARY SCHOOL","TAMIL",282
"TAMPINES NORTH PRIMARY SCHOOL","TAMIL",285
"TAMPINES PRIMARY SCHOOL","TAMIL",286
"TANJONG KATONG PRIMARY SCHOOL","TAMIL",290
"TECK GHEE PRIMARY SCHOOL","TAMIL",293
"TECK WHYE PRIMARY SCHOOL","TAMIL",294
"TELOK KURAU PRIMARY SCHOOL","TAMIL",296
