FACT_POSITION.Ausrückzeit,FACT_POSITION.FACT_EINSATZ_SK,FACT_POSITION.FACT_POSITION_SK,FACT_POSITION.UniqueKey
"","1837","209","0000396202000100"
"","1838","22655","0000356901000100"
"","1839","8119","0000142473000100"
"","1840","22656","0000143670000100"
"","1841","11022","0000143671000100"
"","1842","210","0000143806000100"
"","1843","8120","0000142117000100"
"","1844","211","0000142376000100"
"","1845","22657","0000146571000100"
"","1846","4807","0000146572000100"
"","1847","4383","0000146619000100"
"","1847","4384","0000146619000200"
"","1848","4385","0000144260000100"
"","1848","11023","0000144260000200"
"","1849","22658","0000144284000100"
"","1850","11024","0000144302000100"
"","1850","22659","0000144302000200"
"","1851","11025","0000144402000100"
"","1852","4386","0000144597000200"
"","1852","5646","0000144597000100"
"","1853","22660","0000144600000100"
"","1854","4808","0000144601000100"
"","1855","4809","0000144606000100"
"","1856","212","0000144724000100"
"","1856","4387","0000144724000200"
"","1857","11026","0000144826000100"
"","1858","5647","0000144829000100"
"","1859","5648","0000144831000100"
"","1860","8121","0000144839000100"
"","1861","8122","0000145483000100"
"","1862","4810","0000145486000100"
"","1862","8522","0000145486000200"
"","1863","4388","0000145515000100"
"","1864","4811","0000145523000200"
"","1864","5649","0000145523000100"
"","1864","5650","0000145523000300"
"","1865","8123","0000140791000100"
"","1866","8523","0000145703000100"
"","1867","11027","0000146213000100"
"","1868","4389","0000146215000100"
"","1869","8524","0000146232000100"
"","1870","8124","0000146235000100"
"","1871","4390","0000146245000200"
"","1871","4812","0000146245000100"
"","1871","8525","0000146245000300"
"","1872","5651","0000146302000100"
"","1873","213","0000146304000100"
"","1874","5652","0000146307000100"
"","1875","11028","0000146308000100"
"","1887","4813","0000411892000200"
"","1887","11029","0000411892000300"
"","1888","4394","0000411901000100"
"","1890","4395","0000406899000100"
"","1890","5653","0000406899000200"
"","1891","4396","0000407019000100"
"","1891","8527","0000407019000300"
"","1891","22662","0000407019000200"
"","1894","214","0000409556000100"
"","1895","8125","0000409560000100"
"","1896","4397","0000409561000100"
"","1896","22664","0000409561000200"
"","1897","4814","0000381029000100"
"","1898","4815","0000381032000200"
"","1901","215","0000380427000100"
"","1902","216","0000380570000100"
"","1908","4398","0000400585000100"
"","1909","8530","0000400586000100"
"","1911","217","0000402083000200"
"","1911","8127","0000402083000300"
"","1911","8531","0000402083000400"
"","1912","4399","0000402092000200"
"","1913","8128","0000405323000100"
"","1914","8129","0000409253000100"
"","1914","8130","0000409253000300"
"","1914","8532","0000409253000200"
"","1915","4400","0000409320000300"
"","1915","5656","0000409320000200"
"","1915","22665","0000409320000100"
"","1916","218","0000409357000200"
"","1916","8533","0000409357000300"
"","1916","11033","0000409357000100"
"","1917","11034","0000409358000100"
"","1917","22666","0000409358000200"
"","1917","22667","0000409358000300"
"","1924","4818","0000409432000100"
"","1956","8534","0000409802000100"
"","1957","11037","0000409814000100"
"","1958","4819","0000409818000100"
"","2028","4403","0000408896000100"
"","2045","4820","0000386214000400"
"","2045","4821","0000386214000500"
"","2045","8535","0000386214000200"
"","2047","4822","0000412057000100"
"","2049","221","0000412113000100"
"","2049","11038","0000412113000200"
"","2050","222","0000408257000100"
"","2051","4405","0000408259000100"
"","2052","4823","0000408265000100"
"","2053","223","0000408341000300"
"","2053","4824","0000408341000100"
"","2053","11039","0000408341000200"
"","2059","22668","0000411924000100"
"","2068","4408","0000412312000100"
"","2072","22669","0000412349000100"
"","2080","4409","0000409582000100"
"","2083","8537","0000409668000100"
"","2115","8538","0000411837000100"
"","2127","4410","0000412435000100"
"","2128","8134","0000412438000100"
"","2170","11040","0000402460000100"
"","2172","8135","0000402479000200"
"","2197","5662","0000404906000100"
"","2206","8136","0000408917000100"
"","2207","227","0000408923000100"
"","2208","228","0000408927000100"
"","2209","8539","0000408935000100"
"","2211","4831","0000408956000200"
"","2212","5664","0000408958000100"
"","2214","4832","0000409019000200"
"","2214","5665","0000409019000100"
"","2238","8542","0000139448000100"
"","2239","11041","0000139655000100"
"","2240","22674","0000139662000100"
"","2241","11042","0000139666000100"
"","2251","4412","0000141020000100"
"","2252","4413","0000141026000100"
"","2253","229","0000139674000100"
"","2254","22675","0000139843000100"
"","2255","11043","0000139861000100"
"","2256","22676","0000139864000100"
"","2257","230","0000139888000100"
"","2258","4414","0000139905000100"
"","2259","4415","0000139907000100"
"","2274","8543","0000398113000100"
"","2275","8138","0000398139000100"
"","2277","4416","0000408978000100"
"","2292","8140","0000394178000200"
"","2293","233","0000394187000100"
"","2295","5667","0000394258000200"
"","2295","8141","0000394258000300"
"","2295","22677","0000394258000100"
"","2325","11044","0000140250000100"
"","2351","8143","0000409151000100"
"","2353","4419","0000409183000300"
"","2353","11045","0000409183000100"
"","2354","4833","0000409184000100"
"","2355","22679","0000409189000100"
"","2360","8144","0000404685000100"
"","2361","8546","0000404693000200"
"","2364","11046","0000404722000100"
"","2365","8145","0000404724000100"
"","2384","5669","0000139423000100"
"","2385","22680","0000139425000100"
"","2386","4836","0000139434000100"
"","2387","11047","0000139435000100"
"","2397","22681","0000141121000100"
"","2398","11048","0000141123000100"
"","2399","11049","0000141352000100"
"","2400","8146","0000141435000100"
"","2401","22682","0000139701000100"
"","2402","8547","0000139712000100"
"","2403","4422","0000139721000100"
"","2458","22683","0000139573000100"
"","2459","11050","0000139577000100"
"","2460","11051","0000139583000100"
"","2461","4838","0000139591000100"
"","2462","11052","0000139592000100"
"","2463","5670","0000139594000200"
"","2464","8147","0000139620000100"
"","2465","4839","0000139621000100"
"","2466","8548","0000139624000100"
"","2467","4840","0000139628000100"
"","2468","4841","0000139653000100"
"","2469","4842","0000139682000100"
"","2470","237","0000139774000100"
"","2472","4423","0000410929000100"
"","2475","4424","0000410955000100"
"","2476","4843","0000410960000100"
"","2494","8549","0000140987000100"
"","2495","4844","0000140988000100"
"","2496","11054","0000140989000100"
"","2497","8148","0000141030000100"
"","2498","5671","0000141041000100"
"","2499","4425","0000141047000100"
"","2500","4426","0000141048000200"
"","2500","8149","0000141048000300"
"","2500","11055","0000141048000100"
"","2501","11056","0000141143000100"
"","2502","5672","0000141159000100"
"","2503","22686","0000141167000100"
"","2504","238","0000141169000100"
"","2505","4427","0000141170000100"
"","2506","239","0000141173000100"
"","2507","4428","0000141204000100"
"","2507","5673","0000141204000300"
"","2507","22687","0000141204000200"
"","2508","4429","0000141212000100"
"","2509","4845","0000141224000100"
"","2510","4430","0000141299000100"
"","2511","4431","0000141307000100"
"","2515","8551","0000411019000200"
"","2515","11057","0000411019000100"
"","2520","8552","0000139518000100"
"","2521","8553","0000139519000100"
"","2522","5674","0000139521000100"
"","2522","22689","0000139521000200"
"","2523","11060","0000139527000100"
"","2524","8554","0000139608000100"
"","2525","8555","0000139609000100"
"","2526","240","0000139831000100"
"","2527","22690","0000139835000100"
"","2527","22691","0000139835000200"
"","2528","8151","0000139836000100"
"","2529","8152","0000139839000200"
"","2529","8556","0000139839000100"
"","2529","11061","0000139839000300"
"","2530","4434","0000139884000100"
"","2530","8153","0000139884000200"
"","2531","4435","0000141783000100"
"","2532","4846","0000141784000100"
"","2532","5675","0000141784000200"
"","2533","11062","0000141789000100"
"","2534","4436","0000141791000100"
"","2535","8154","0000141795000100"
"","2536","11063","0000141797000100"
"","2537","4437","0000141801000100"
"","2538","22692","0000141803000100"
"","2541","8557","0000410479000100"
"","2548","4847","0000404975000100"
"","2549","4848","0000404976000100"
"","2554","5678","0000406958000100"
"","2554","11064","0000406958000200"
"","2554","22694","0000406958000300"
"","2555","4438","0000407001000100"
"","2555","5679","0000407001000300"
"","2555","11065","0000407001000200"
"","2570","4849","0000404539000100"
"","2570","4850","0000404539000300"
"","2570","11066","0000404539000200"
"","2572","5681","0000404552000200"
"","2574","5682","0000404563000200"
"","2574","11067","0000404563000100"
"","2577","8560","0000404581000200"
"","2578","8561","0000404736000100"
"","2579","4440","0000404744000100"
"","2579","5685","0000404744000200"
"","2579","8157","0000404744000300"
"","2590","11068","0000398219000100"
"","2592","4441","0000398225000100"
"","2593","246","0000398265000300"
"","2593","4851","0000398265000200"
"","2593","8159","0000398265000100"
"","2593","11069","0000398265000400"
"","2595","4852","0000398288000100"
"","2595","8562","0000398288000400"
"","2595","11070","0000398288000200"
"","2595","22696","0000398288000300"
"","2601","8563","0000398309000100"
"","2602","248","0000398318000100"
"","2603","11071","0000398345000100"
"","2604","5686","0000408879000100"
"","2604","11072","0000408879000300"
"","2604","22699","0000408879000200"
"","2629","22703","0000140174000100"
"","2630","11074","0000140182000100"
"","2631","249","0000140330000100"
"","2645","8564","0000144019000100"
"","2646","4442","0000140564000100"
"","2647","4443","0000140578000100"
"","2648","11075","0000140591000100"
"","2649","11076","0000140605000100"
"","2650","22704","0000140615000100"
"","2651","250","0000140619000200"
"","2651","251","0000140619000300"
"","2651","4444","0000140619000600"
"","2651","5687","0000140619000500"
"","2651","11077","0000140619000700"
"","2651","22705","0000140619000100"
"","2652","22706","0000140796000100"
"","2653","11078","0000140799000100"
"","2654","11079","0000140800000100"
"","2663","4445","0000142552000100"
"","2663","22707","0000142552000200"
"","2664","4446","0000142883000100"
"","2665","22708","0000142890000100"
"","2666","4855","0000142903000100"
"","2667","252","0000143070000100"
"","2667","4856","0000143070000200"
"","2668","11080","0000143071000100"
"","2669","4447","0000144041000100"
"","2670","253","0000144052000100"
"","2671","254","0000144061000100"
"","2672","255","0000144309000200"
"","2672","8161","0000144309000100"
"","2673","4857","0000144396000100"
"","2674","11081","0000144403000100"
"","2675","4858","0000144432000100"
"","2676","5688","0000144433000100"
"","2677","8162","0000144438000100"
"","2678","8163","0000144447000100"
"","2679","5689","0000144449000100"
"","2680","256","0000144450000100"
"","2681","4448","0000144455000100"
"","2682","5690","0000144457000100"
"","2686","11082","0000139126000100"
"","2687","8565","0000139158000100"
"","2688","22709","0000139167000100"
"","2689","4449","0000139284000100"
"","2690","11083","0000139286000100"
"","2691","11084","0000139290000100"
"","2692","11085","0000139292000100"
"","2693","4859","0000139310000100"
"","2694","257","0000139315000100"
"","2695","11086","0000139388000100"
"","2696","11087","0000139868000100"
"","2697","22710","0000139877000100"
"","2700","4450","0000410794000100"
"","2700","4860","0000410794000300"
"","2700","11090","0000410794000200"
"","2702","11091","0000411161000100"
"","2732","22711","0000138944000100"
"","2732","22712","0000138944000200"
"","2733","22713","0000138946000200"
