Product,Product Description,Vendor (Preferred)|Calendar Month.Year,6.2021,7.2021,8.2021,Overall Result
"SHC590N","LINEA 52CM GLASS U/MOUNT R/HOOD 2 LED","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SHC790N","70CM BLK GLASS U/MOUNT R/HOOD","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SHC790N","70CM UNDERMOUNT RANGEHOOD, STAINLESS","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SHC790N.","U/MOUNT RANGEHOOD BLK GLASS CONS","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SHI410N","LINEA ROUND BLACK ISLAND HOOD","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SHI410X","SMEG CLASSIC ISLAND HOOD S/S","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SHI970X","SMEG CLASSIC 90CM ISLAND CANOPY T SHAPE","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SHIG910X","SMEG CLASSIC CURVED GLASS R/HOOD","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SHU501X","SMEG CLASSIC 52CM UNDERMOUNT R/HOOD","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SHU700X","SMEG 70CM UNDERMOUNT S/STEEL","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SHU701X1T2","SMEG 70CM UNDERMOUNT S/STEEL","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SHW920X","SMEG 90CM T SHAPE RANGEHOOD","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SHWG910X","SMEG CLASSIC 90CM R/HOOD+GLS CANOPY","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SHWL900B","SMEG 90CM CHIMNEY HOOD LINEAR-BLK","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SI964PM","VICTORIA 60CM INDUCTION PANA","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SIM631WLDX","SMEG DSN 32CM 2 INDUCTION ZONES S/S","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SIM662WLDR","SMEG DSN 60CM 4 INDUCTION ZONES COPPER","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SIM662WLDX-","SMEG 60CM 4 INDUCTION ZONES S/S","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SIM662WLDX.","INDUCTION S/S 60CM CONS","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SIM693WLDR.","90CM INDUCTION COPPER CONS","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SIM693WLDX-","SMEG 90CM 6 INDUCTION ZONES COPPER","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SIM693WLDX-DS","SMEG DSN 90CM 6 INDUCTION ZONES S/S","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SMIC01","SMEG ICE CREAM BOWL FOR SMF02 AND SMF03","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SR600X","SMEG 622L SXS S/S","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SRA975NGH","SMEG VICTORIA 70CM GAS COOKTOP BLACK","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SRI300BM","SMEG 300L INTEGRATED B/M FRIDGE/FREEZER","SMEG AUSTRALIA PTY LTD",1,1,1,1
"SSDPLUS","SMEG BAKING DISH","SMEG AUSTRALIA PTY LTD",1,1,1,1
"STK70X29","SMEG 70CM MICROWAVE TRIM KIT","SMEG AUSTRALIA PTY LTD",1,1,1,1
"TPKAX","SMEG TEPPANYAKI PLATE S/S","SMEG AUSTRALIA PTY LTD",1,1,1,1
"TPKX","SMEG TEPANYAKI PLATE","SMEG AUSTRALIA PTY LTD",1,1,1,1
"TR4110IPG","SMEG VICTORIA 110CM F/STAND COOKER IPG","SMEG AUSTRALIA PTY LTD",1,1,1,1
"TR4110IWH","SMEG VICTORIA 110CM F/STAND COOKER WH","SMEG AUSTRALIA PTY LTD",1,1,1,1
"TRA4110PPACK1","SMEG VICTORIA TRA4110P+KT110AP CREAM","SMEG AUSTRALIA PTY LTD",1,1,1,1
"TRA90WH9DUNST","SMEG VICTORIA 90CM FREESTANDING COOKER","SMEG AUSTRALIA PTY LTD",1,1,1,1
"TRA90WHPACK","SMEG VICTORIA TRA90WH9 PLUS KT90BA","SMEG AUSTRALIA PTY LTD",1,1,1,1
"0030300200","SIMPSON SDV501 BRACKET","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"1203","MENALUX ULTIMA VAC BAG","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"2000","ELECTROLUX 2000 BOSCH BAGS","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"3051P","MENALUX BAGS(5+1F)HOOVER","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"39S500M-LOANER","SIMPSON 5KG ROTARY DRYER","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"4902","MENALUX BAGS(4+1F) LG VC294OND","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"7509DMA","AEG 90CM R/HOOD TELESCOPIC S/S","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"A9SZGB01","AEG d/w Glass Basket","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"A9SZGB01","AEG d/w Glass Basket","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"A9SZGB01","AEG D/WASHER GLASS BASKET","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"A9SZGB01","AEG GLASS BASKET","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"ACC041","WEST/HOUSE CATALYTIC LINER KIT","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"ACC043","WEST/HOUSE CATALYTIC LINER KIT","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"ACC085","AEG 2 PIECE NON STICK FRYING PAN SET","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"ACC088","DISHLEX SOFT SPIKE UPGRADE PACK ACC.","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"ACC114","AEG THERMOMETER PROBE -","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"ACC118","AEG BAKING TRAY","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"ACC138","AEG CHINOIS COLANDER S/S","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"ACC138","AEG CHINOIS COLANDER S/S","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"AL-V40SGE","VINTEC SINGLE ZONE WINE CAB 50 BOTTLE","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"AR1200FS","westinghouse flue extension","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"AR150F","WEST/HOUSE 150MM GALV FLUE X 1.2 M","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"AR150FD","WEST/HOUSE 1M FLEXIBLE DUCT W/ JOINERS","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"AR150WV","CHEF R/HOOD ACC WALL VENT","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"AR600RK","WEST/HOUSE RECIRCULATION KIT","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"ARCFD","WEST/HOUSE CARBON FILTER CARTRIDGE X1","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"AREX00WA","LEFT HAND KIT SUITS WTM2800 TO","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"AREX00WA","REVERCE DOOR KIT","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"AREX00WA","WESTINGHOUSE WTM2800WBKIT","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BB92975","BEEFEATER BUG ENAMEL BAKING DISH","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BD93525","BEEFEATER 5BR ROTISSERIE KIT","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BEK455310M-TS","AEG 9 FUNCTION STEAMBAKE OVEN","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BP5013001M","AEG 60CM 10MF PYROLUXE OVEN S/S","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BP5013001M-T2A","AEG 60CM 10MF PYROLUXE OVEN S/S","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BP501310AM-T2B","AEG 60CM 9 FUNCTION OPTISIGHT PYROLUX","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BP5014301M-T2A.","AEG 60CM THERMICSTEAM","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BP931460AM-T2A","AEG 60CM 19 FUNCTION NAVISIGHT PYROLYTIC","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BPK552220M-TS","AEG 10 FUNCTION STEAM BAKEPYRO LUXE OVEN","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BPK722910M-TS","AEG 90CM PYROLYTIC UNDERBENCH OVEN","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BPK742320M-TS","AEG PYROLUX SENSECOOK OVEN","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BS28200.","BEEFEATER fridge","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BS9314001M","AEG BI 60CM STEAM OVEN","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BSK774320M-T2B","AEG STEAMBAKE THERMIC STEAM","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BSK882320M-T2A","AEG 21 FUNCTION STEAMBOOST OVEN","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BSK892330M-T2A","AEG STEAMPRO OVEN PURE STEAM","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BSL156SA","BEEFEATER INBUILT BBQ WITH LID","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BSL158SA.","BEEFEATER PROLINE INTERGRATED BBQ","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BSW316SA","BEEFEATER INBUILT WOK","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BSW318SANG","BEEFEATER BUILT IN SIDE BURNER F/F","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"BY9314001M","AEG 60CM PYROLUXE SMART OVEN","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"CHG642SA","CHEF 60CM 4 BURNER BATTERY IGNITION","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"CHI743BA","CHEF 70CM BOOSTED INDUCTION","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"CHS642SA-T2B","CHEF 60CM 4 SOLID ELEMENT S/S","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"CKCLK1","ELECTROLUX CATALYTIC LINER KIT","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"DCK731110M-T2A","AEG SURROUND COOK DOUBLE OVEN","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"DCK731110M-T2B","AEG SURROUND COOK DOUBLE OVEN","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"DELIVERYFEE","ELECTROLUX DELIVERY FEE","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"DGE5660HM-TS","AEG 60CM RANGEHOOD INTEGRATED","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"DGE5860HM-T2B","AEG 77CM INTEGRATED H2H","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"DPB5650M/A-TS","AEG 60CM TELESCOPIC RANGEHOOD 600M3/HR","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"DPB565OM/A","60CM TELESCOPIC SLIDE SWITCH","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"DPB5950M/A-T2A","AEG 90CM TELESCOPIC SLIDE SWITCH","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"DSF6104XA-T2A","DISHLEX 60CM 13 PLC 5 PROGRAM 52 DBA","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"DVK005","ELECTROLUX DRYER VENT KIT","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EBE4507SA-L","ELUX 450L 4.5 STAR FRESHPLUS LH","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EBE4507SA-R","ELUX 450L 4.5 STAR FRESHPLUS","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EBE5307BC-R-T2B","496L 2 DOOR BOTTOM MOUNT FREEZER D","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EBE5307SC-L-T2A","496L 2 DOOR BOTTOM MOUNT FREEZER SS","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EBE5367SC-R-T2A","EHP 496L 2 DOOR B/MOUNT I&W","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EBE5367SC-R-T2B","EHP 496L 2 DOOR B/MOUNT I&W","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EBM4300SDR","ELECTROLUX 430L 2 DOOR B/M","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EDC2086GDW","ELECTROLUX 8KG CONDENSER DRYER","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EDV5552","ELECTROLUX 5.5KG AUTO SENSE","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EHC644BB-SKIT","ELECTROLUX 60CM CERAMIC COOKTOP","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EHE5107SB","ELECTROLUX 510L FRENCH DOOR","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EHE5267BC-T2B","EHP 491L FRENCH DOOR ICE & WATER","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EHE5267SC-T2B","EHP 491L FRENCH DOOR ICE & WATER SS","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EHE6899BA-T2B","ELECTROLUX 609L F/DOOR I&W DARK S/S","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EHG645SA","ELECTROLUX 60CM STAINLESS FRONT CTRL","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EMF2529DSD-SKIT","ELECTROLUX 10 FUNCTION MICROWAVE","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EQBL10AS","ELECTROLUX INTEGRATED BBQ LID","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EQBW40AS","ELECTROLUX TRIPLE RING BURNER","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"ERE5047SC-R-T2B","EHP 500 LTR SINGLE DOOR FRIDGE WTD","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"ERI522DSD-T2B","ELECTROLUX 52CM DRK STAINLESS INTEGRATED","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"ESCO","ELECTROLUX 4PK TROPICAL BREEZE AIR FRESH","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"ESFI","ELECTROLUX 4PK BRN SUGAR & FIG AIR FRESH","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"ESPACE1000","VINTEC 1000 BOTTLE WALK IN CELLAR","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"ETE4607SA-L","ELUX 460 LTR 5 STAR FRESHPLUS","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"ETK7000","ELECTROLUX REFRIGERATION TRIM KIT - 70CM","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EVE607SC-T2B","ELECTROLUX 16 MULTIFUCTION STEAM OVEN","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EVE614SC","ELECTROLUX 8 MULTIFUNCTION OVEN KNOB","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EVE616DSD-T2A","ELECTROLUX 60CM SGL OVEN IOI CONTROL","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EVE626DSD-T2B","ELECTROLUX 60CM DUO ELECTRIC OVEN","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EVE676BA","ELECTROLUX 38LTR MULTIFUNCTION 4","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EVE678BA","ELECTROLUX 38LTR MULTIFUNCTION 10","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EVEP616DSD-SK","ELECTROLUX 60CM SINGLE PYROLYTIC OVEN","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EVEP616SC","ELECTROLUX 13 MULTIFUNCTION PYROLUX","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EVEP618DSD-T2B","ELECTROLUX 60CM STEAM PYROLYTIC OVEN","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EVEP618SC","ELECTROLUX 16 MULTI PYROLUX STEAM OVEN","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EVEP626SD-T2A","ELECTROLUX 60CM DUO PYROLYTIC OVEN S/S","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EVEP916DSD-T2B","ELECTROLUX 90CM PYROLYTIC BUILT-IN OVEN","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"EWF14023","ELECTROLUX 10KG WASHER ULTRAMIX HNG EXC","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"F102","MENALUX FILTER KIT FOR U4005S","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"F102-","MENALUX filter kit","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"F160","F160 FILTER KIT U5010 & U5011","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"F77000M0P","AEG DWASHER S/ST FS 13PS 3E 5W","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"F77000M0PAU","AEG FS 14PS 3E 5W D/WASHER S/S","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"F77000W0P","AEG DWASHER WHIT FS 13PS 3E 5W","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"F77000W0PAU","AEG FS 14PS 3E 5W D/WASHER WHT","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"F88009M0PAU","AEG FS 14PS 3E 5W D/WASHER S/S","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"F88722IM0P","AEG S/INTEG 3ENERGY 5WELS","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"F99015IM0P","AEG SEMI INTEG D/WASHER","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"F99015IM0P/AU","AEG 60CM PROCLEAN SEMI-INTEGRATED","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"FEE92800PM-T2B","AEG 60CM SEMI INTERGRATED COMFORTLIFT","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"FFB72600PW-T2B","AEG 60CM FREESTANDING WHITE","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"FFB72600PW-TS","AEG 60CM FREESTANDING WHITE","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"FFB72746PM-T2B","AEG 7 PROGRAM SOFT GRIP GLASSCARE S/S","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"FFB72746PMTS","AEG 7 PROGRAM SOFT GRIP GLASSCARE S/S","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"FFE72730PM-T2A","AEG 60CM BUILT-UNDER STAINLESS","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"FFE72730PW-T2B","AEG 60CM BUILT-UNDER WHITE","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"FFE83800PM-T2B","AEG 60CM BUILT-UNDER COMFORTLIFT","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"FSE69200RO-T2B","AEG FULLY INTERGRATED 14PLC COMFORTLIFT","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"HG60FXA-T2B","AEG 60CM 4BR S/S","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"HG674550VB-T2B","AEG 60CM 4 BURNER GAS COOKTOP","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"HG90FX-M","AEG 90CM 5 BURNER GAS COOKTOP","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"HG90FXA-T2B.","AEG 90CM 5 BURNER GAS COOKTOP","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"HK654200XB-TS","AEG 58CM 4ZONE IND W/TRIM","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"HK654850XB","AEG 60CM ELECTRIC CERAMIC","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"HK874400FB-T2BB","AEG 80CM PURE 4 ZONE INDUCTION","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"HKP95510XB","AEG 90CM INDUCTION FLEXIBRIDGE","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"IKE63441XB-T2B","AEG 60CM 3 ZONE H2H INDUCTION COOKTOP","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"IKE95471XB-T2A","AEG 90CM INDUCTION COOKTOP FLEXIBRIDGE","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"KBM4502WA-R","KELVINATOR 450L BOTTOM MOUNT WHITE","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"KBM5302AA-R-T2B","KELV 496L BOTTOM MOUNT ARCTIC SILVER","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"KBM5302WA-R","KELVINATOR 528L BOTTOM MOUNTWHITE","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"KE8404001M","AEG COMPACT MULTI-FUNCTION OVEN","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"KSV26HRE","KELVINATOR 2.60KW COOLING 2.80KW HEATING","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"KSV50HRG","KELVINATOR 5.0 KW COOL 6.0KW HEAT","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"KSV71CRH","KELVINATOR  7.0 KW COOLING WIFI","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"KSV80HRF","KELVINATOR 7.80KW COOL 8.00KW HEAT R32","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"L87480FL","AEG S8 8KG F/LOAD W/M","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"L89409FL","AEG 8 SERIES 10KG WASHER 16 PROGRAMS","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"L8WEC166R-T2B","AEG 10&6KG WASHER&DRYER","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"LF8E8411A-T2A","AEG 8KG FRONT LOAD WASHER 5 ENERGY","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"LOAN-WTG8520","LOAN LG WASHER","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"LOANSWT7542","LOAN SIMPSON 7.5KG T/LOAD W/M","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"LOANSWT8043","LOAN SIMPSON 8KG TOP LOAD 11 PROGRAM","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"LOANWASHER2","SIMPSON 5.5KG SWT5542","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"MBE2658D-M-T2A","AEG 45CM BI MICROWAVE WITH GRILL","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"MBE2658D-M-T2A","AEG 45CM BI MICROWAVE WITH GRILL","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"MRK02","MENALUX BRUSHES+FILTERS SAMSUNG NAVIBOT","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"RRE635S","CHEF 60CM S/OUT","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"SDV401","SIMPSON 4.0 KG REVERSE TUMBLE","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"SPK900S","WEST/HOUSE SPLASHBACK","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"STA9S","ELECTROLUX COMMERCIAL STACKING","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"SWF12743","SIMPSON 7KG W/M","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"SWT6541","SIMPSON 6.5KG W/M","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"SWT6541LOAN","SIMPSON 6.5KG W/M    LOAN WASHER","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"T146B","MENALUX PAPER DUST BAGS","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"T15","MENALUX PAPER DUST BAGS","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"T200","MENALUX PAPER DUST BAGS","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"T86280IC","AEG S8 8KG COND DRYER","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"TSTU1PDBLKRH","TRANSTHERM 42BTL RH BLK PD","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"UMP3","EFC MEGA PK","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"USK10","ULTRACAPTIC STARTER KIT","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"USK6","EFC ULTRA/PERF STARTER KIT","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"V40BVCS3-T2B","VINTEC BEVERAGE CENTRE 100 BOT V40BVCS3","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"V40DG2EBK","VINTEC 2 ZONE WINE CAB 40 BOTTLE","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"V40SG2EBK","VINTEC WINE CELLAR 40 BOTTLE","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"V40SGES3-T2B","VINTEC WINE CAB 50 BOTTLE V40SGES3","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"VS92903M","AEG PRECISIONVAC","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"VWM306SBA-R","VINTEC PREMIUM 306 BOTTLE WINE CABINET R","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"WBE4500BC-R-T2B","WEST/HOUSE 425L B/MNT DARK","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"WBE4500WB-R-T2B","WEST/HOUSE 425L B/MOUNT WHITE","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"WBE4514SA-R","WESTINGHOUSE 453L B/MNT S/S RH INERNAL","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"WBE5300BC-R-T2B","496L BOTTOM MOUNT DARK","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"WBE5300SB-L","WEST/HOUSE 530L B/MOUNT REAL S/S L/H","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"WBE5300WC-L-T2B","496L BOTTOM MOUNT WHITE","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"WBE5300WC-R-T2B","WEST/HOUSE 496L BOTTOM MOUNT WH","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"WBE5304BC-R-T2B","496L BOTTOM MOUNT D","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"WBE5304SC-L-T2B","WEST/HOUSE 496L BOTTOM MOUNT SS","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"WFB4204SA-X","WESTINGHOUSE 425L FREEZER S/S","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"WFB4204SC-L-T2B","388L VERTICAL FREEZER STAINLESS","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"WFB4204WB-L","WEST/HOUSE 420L ALL FREEZER WHITE L/H","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"WFEP915SB","WESTINGHOUSE 90CM DUAL FUEL UPRIGHT","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
"WHC934BA","WEST/HOUSE 90CM CERAMIC TC 3 ELEMENT","ELECTROLUX HOME PRODUCTS P/L",1,1,1,1
