DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20110704,2011-07-04 00:00:00.000,2,"Monday","Lunes","Lundi",4,185,28,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110705,2011-07-05 00:00:00.000,3,"Tuesday","Martes","Mardi",5,186,28,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110706,2011-07-06 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",6,187,28,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110707,2011-07-07 00:00:00.000,5,"Thursday","Jueves","Jeudi",7,188,28,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110708,2011-07-08 00:00:00.000,6,"Friday","Viernes","Vendredi",8,189,28,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110709,2011-07-09 00:00:00.000,7,"Saturday","Sábado","Samedi",9,190,28,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110710,2011-07-10 00:00:00.000,1,"Sunday","Domingo","Dimanche",10,191,29,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110711,2011-07-11 00:00:00.000,2,"Monday","Lunes","Lundi",11,192,29,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110712,2011-07-12 00:00:00.000,3,"Tuesday","Martes","Mardi",12,193,29,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110713,2011-07-13 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",13,194,29,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110714,2011-07-14 00:00:00.000,5,"Thursday","Jueves","Jeudi",14,195,29,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110715,2011-07-15 00:00:00.000,6,"Friday","Viernes","Vendredi",15,196,29,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110716,2011-07-16 00:00:00.000,7,"Saturday","Sábado","Samedi",16,197,29,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110717,2011-07-17 00:00:00.000,1,"Sunday","Domingo","Dimanche",17,198,30,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110718,2011-07-18 00:00:00.000,2,"Monday","Lunes","Lundi",18,199,30,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110719,2011-07-19 00:00:00.000,3,"Tuesday","Martes","Mardi",19,200,30,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110720,2011-07-20 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",20,201,30,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110721,2011-07-21 00:00:00.000,5,"Thursday","Jueves","Jeudi",21,202,30,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110722,2011-07-22 00:00:00.000,6,"Friday","Viernes","Vendredi",22,203,30,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110723,2011-07-23 00:00:00.000,7,"Saturday","Sábado","Samedi",23,204,30,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110724,2011-07-24 00:00:00.000,1,"Sunday","Domingo","Dimanche",24,205,31,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110725,2011-07-25 00:00:00.000,2,"Monday","Lunes","Lundi",25,206,31,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110726,2011-07-26 00:00:00.000,3,"Tuesday","Martes","Mardi",26,207,31,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110727,2011-07-27 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",27,208,31,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110728,2011-07-28 00:00:00.000,5,"Thursday","Jueves","Jeudi",28,209,31,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110729,2011-07-29 00:00:00.000,6,"Friday","Viernes","Vendredi",29,210,31,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110730,2011-07-30 00:00:00.000,7,"Saturday","Sábado","Samedi",30,211,31,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110731,2011-07-31 00:00:00.000,1,"Sunday","Domingo","Dimanche",31,212,32,"July","Julio","Juillet",7,3,2011,2,1,2011,1
20110801,2011-08-01 00:00:00.000,2,"Monday","Lunes","Lundi",1,213,32,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110802,2011-08-02 00:00:00.000,3,"Tuesday","Martes","Mardi",2,214,32,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110803,2011-08-03 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",3,215,32,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110804,2011-08-04 00:00:00.000,5,"Thursday","Jueves","Jeudi",4,216,32,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110805,2011-08-05 00:00:00.000,6,"Friday","Viernes","Vendredi",5,217,32,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110806,2011-08-06 00:00:00.000,7,"Saturday","Sábado","Samedi",6,218,32,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110807,2011-08-07 00:00:00.000,1,"Sunday","Domingo","Dimanche",7,219,33,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110808,2011-08-08 00:00:00.000,2,"Monday","Lunes","Lundi",8,220,33,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110809,2011-08-09 00:00:00.000,3,"Tuesday","Martes","Mardi",9,221,33,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110810,2011-08-10 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",10,222,33,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110811,2011-08-11 00:00:00.000,5,"Thursday","Jueves","Jeudi",11,223,33,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110812,2011-08-12 00:00:00.000,6,"Friday","Viernes","Vendredi",12,224,33,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110813,2011-08-13 00:00:00.000,7,"Saturday","Sábado","Samedi",13,225,33,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110814,2011-08-14 00:00:00.000,1,"Sunday","Domingo","Dimanche",14,226,34,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110815,2011-08-15 00:00:00.000,2,"Monday","Lunes","Lundi",15,227,34,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110816,2011-08-16 00:00:00.000,3,"Tuesday","Martes","Mardi",16,228,34,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110817,2011-08-17 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",17,229,34,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110818,2011-08-18 00:00:00.000,5,"Thursday","Jueves","Jeudi",18,230,34,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110819,2011-08-19 00:00:00.000,6,"Friday","Viernes","Vendredi",19,231,34,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110820,2011-08-20 00:00:00.000,7,"Saturday","Sábado","Samedi",20,232,34,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110821,2011-08-21 00:00:00.000,1,"Sunday","Domingo","Dimanche",21,233,35,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110822,2011-08-22 00:00:00.000,2,"Monday","Lunes","Lundi",22,234,35,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110823,2011-08-23 00:00:00.000,3,"Tuesday","Martes","Mardi",23,235,35,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110824,2011-08-24 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",24,236,35,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110825,2011-08-25 00:00:00.000,5,"Thursday","Jueves","Jeudi",25,237,35,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110826,2011-08-26 00:00:00.000,6,"Friday","Viernes","Vendredi",26,238,35,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110827,2011-08-27 00:00:00.000,7,"Saturday","Sábado","Samedi",27,239,35,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110828,2011-08-28 00:00:00.000,1,"Sunday","Domingo","Dimanche",28,240,36,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110829,2011-08-29 00:00:00.000,2,"Monday","Lunes","Lundi",29,241,36,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110830,2011-08-30 00:00:00.000,3,"Tuesday","Martes","Mardi",30,242,36,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110831,2011-08-31 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",31,243,36,"August","Agosto","Août",8,3,2011,2,1,2011,1
20110901,2011-09-01 00:00:00.000,5,"Thursday","Jueves","Jeudi",1,244,36,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110902,2011-09-02 00:00:00.000,6,"Friday","Viernes","Vendredi",2,245,36,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110903,2011-09-03 00:00:00.000,7,"Saturday","Sábado","Samedi",3,246,36,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110904,2011-09-04 00:00:00.000,1,"Sunday","Domingo","Dimanche",4,247,37,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110905,2011-09-05 00:00:00.000,2,"Monday","Lunes","Lundi",5,248,37,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110906,2011-09-06 00:00:00.000,3,"Tuesday","Martes","Mardi",6,249,37,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110907,2011-09-07 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",7,250,37,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110908,2011-09-08 00:00:00.000,5,"Thursday","Jueves","Jeudi",8,251,37,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110909,2011-09-09 00:00:00.000,6,"Friday","Viernes","Vendredi",9,252,37,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110910,2011-09-10 00:00:00.000,7,"Saturday","Sábado","Samedi",10,253,37,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110911,2011-09-11 00:00:00.000,1,"Sunday","Domingo","Dimanche",11,254,38,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110912,2011-09-12 00:00:00.000,2,"Monday","Lunes","Lundi",12,255,38,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110913,2011-09-13 00:00:00.000,3,"Tuesday","Martes","Mardi",13,256,38,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110914,2011-09-14 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",14,257,38,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110915,2011-09-15 00:00:00.000,5,"Thursday","Jueves","Jeudi",15,258,38,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110916,2011-09-16 00:00:00.000,6,"Friday","Viernes","Vendredi",16,259,38,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110917,2011-09-17 00:00:00.000,7,"Saturday","Sábado","Samedi",17,260,38,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110918,2011-09-18 00:00:00.000,1,"Sunday","Domingo","Dimanche",18,261,39,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110919,2011-09-19 00:00:00.000,2,"Monday","Lunes","Lundi",19,262,39,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110920,2011-09-20 00:00:00.000,3,"Tuesday","Martes","Mardi",20,263,39,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110921,2011-09-21 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",21,264,39,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110922,2011-09-22 00:00:00.000,5,"Thursday","Jueves","Jeudi",22,265,39,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110923,2011-09-23 00:00:00.000,6,"Friday","Viernes","Vendredi",23,266,39,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110924,2011-09-24 00:00:00.000,7,"Saturday","Sábado","Samedi",24,267,39,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110925,2011-09-25 00:00:00.000,1,"Sunday","Domingo","Dimanche",25,268,40,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110926,2011-09-26 00:00:00.000,2,"Monday","Lunes","Lundi",26,269,40,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110927,2011-09-27 00:00:00.000,3,"Tuesday","Martes","Mardi",27,270,40,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110928,2011-09-28 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",28,271,40,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110929,2011-09-29 00:00:00.000,5,"Thursday","Jueves","Jeudi",29,272,40,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20110930,2011-09-30 00:00:00.000,6,"Friday","Viernes","Vendredi",30,273,40,"September","Septiembre","Septembre",9,3,2011,2,1,2011,1
20111001,2011-10-01 00:00:00.000,7,"Saturday","Sábado","Samedi",1,274,40,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111002,2011-10-02 00:00:00.000,1,"Sunday","Domingo","Dimanche",2,275,41,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111003,2011-10-03 00:00:00.000,2,"Monday","Lunes","Lundi",3,276,41,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111004,2011-10-04 00:00:00.000,3,"Tuesday","Martes","Mardi",4,277,41,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111005,2011-10-05 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",5,278,41,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111006,2011-10-06 00:00:00.000,5,"Thursday","Jueves","Jeudi",6,279,41,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111007,2011-10-07 00:00:00.000,6,"Friday","Viernes","Vendredi",7,280,41,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111008,2011-10-08 00:00:00.000,7,"Saturday","Sábado","Samedi",8,281,41,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111009,2011-10-09 00:00:00.000,1,"Sunday","Domingo","Dimanche",9,282,42,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111010,2011-10-10 00:00:00.000,2,"Monday","Lunes","Lundi",10,283,42,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111011,2011-10-11 00:00:00.000,3,"Tuesday","Martes","Mardi",11,284,42,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111012,2011-10-12 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",12,285,42,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111013,2011-10-13 00:00:00.000,5,"Thursday","Jueves","Jeudi",13,286,42,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111014,2011-10-14 00:00:00.000,6,"Friday","Viernes","Vendredi",14,287,42,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111015,2011-10-15 00:00:00.000,7,"Saturday","Sábado","Samedi",15,288,42,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111016,2011-10-16 00:00:00.000,1,"Sunday","Domingo","Dimanche",16,289,43,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111017,2011-10-17 00:00:00.000,2,"Monday","Lunes","Lundi",17,290,43,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111018,2011-10-18 00:00:00.000,3,"Tuesday","Martes","Mardi",18,291,43,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111019,2011-10-19 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",19,292,43,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111020,2011-10-20 00:00:00.000,5,"Thursday","Jueves","Jeudi",20,293,43,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111021,2011-10-21 00:00:00.000,6,"Friday","Viernes","Vendredi",21,294,43,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111022,2011-10-22 00:00:00.000,7,"Saturday","Sábado","Samedi",22,295,43,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111023,2011-10-23 00:00:00.000,1,"Sunday","Domingo","Dimanche",23,296,44,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111024,2011-10-24 00:00:00.000,2,"Monday","Lunes","Lundi",24,297,44,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111025,2011-10-25 00:00:00.000,3,"Tuesday","Martes","Mardi",25,298,44,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111026,2011-10-26 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",26,299,44,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111027,2011-10-27 00:00:00.000,5,"Thursday","Jueves","Jeudi",27,300,44,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111028,2011-10-28 00:00:00.000,6,"Friday","Viernes","Vendredi",28,301,44,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111029,2011-10-29 00:00:00.000,7,"Saturday","Sábado","Samedi",29,302,44,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111030,2011-10-30 00:00:00.000,1,"Sunday","Domingo","Dimanche",30,303,45,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111031,2011-10-31 00:00:00.000,2,"Monday","Lunes","Lundi",31,304,45,"October","Octubre","Octobre",10,4,2011,2,2,2011,1
20111101,2011-11-01 00:00:00.000,3,"Tuesday","Martes","Mardi",1,305,45,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111102,2011-11-02 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",2,306,45,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111103,2011-11-03 00:00:00.000,5,"Thursday","Jueves","Jeudi",3,307,45,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111104,2011-11-04 00:00:00.000,6,"Friday","Viernes","Vendredi",4,308,45,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111105,2011-11-05 00:00:00.000,7,"Saturday","Sábado","Samedi",5,309,45,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111106,2011-11-06 00:00:00.000,1,"Sunday","Domingo","Dimanche",6,310,46,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111107,2011-11-07 00:00:00.000,2,"Monday","Lunes","Lundi",7,311,46,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111108,2011-11-08 00:00:00.000,3,"Tuesday","Martes","Mardi",8,312,46,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111109,2011-11-09 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",9,313,46,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111110,2011-11-10 00:00:00.000,5,"Thursday","Jueves","Jeudi",10,314,46,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111111,2011-11-11 00:00:00.000,6,"Friday","Viernes","Vendredi",11,315,46,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111112,2011-11-12 00:00:00.000,7,"Saturday","Sábado","Samedi",12,316,46,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111113,2011-11-13 00:00:00.000,1,"Sunday","Domingo","Dimanche",13,317,47,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111114,2011-11-14 00:00:00.000,2,"Monday","Lunes","Lundi",14,318,47,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111115,2011-11-15 00:00:00.000,3,"Tuesday","Martes","Mardi",15,319,47,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111116,2011-11-16 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",16,320,47,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111117,2011-11-17 00:00:00.000,5,"Thursday","Jueves","Jeudi",17,321,47,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111118,2011-11-18 00:00:00.000,6,"Friday","Viernes","Vendredi",18,322,47,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111119,2011-11-19 00:00:00.000,7,"Saturday","Sábado","Samedi",19,323,47,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111120,2011-11-20 00:00:00.000,1,"Sunday","Domingo","Dimanche",20,324,48,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111121,2011-11-21 00:00:00.000,2,"Monday","Lunes","Lundi",21,325,48,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111122,2011-11-22 00:00:00.000,3,"Tuesday","Martes","Mardi",22,326,48,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111123,2011-11-23 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",23,327,48,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111124,2011-11-24 00:00:00.000,5,"Thursday","Jueves","Jeudi",24,328,48,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111125,2011-11-25 00:00:00.000,6,"Friday","Viernes","Vendredi",25,329,48,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111126,2011-11-26 00:00:00.000,7,"Saturday","Sábado","Samedi",26,330,48,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111127,2011-11-27 00:00:00.000,1,"Sunday","Domingo","Dimanche",27,331,49,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111128,2011-11-28 00:00:00.000,2,"Monday","Lunes","Lundi",28,332,49,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111129,2011-11-29 00:00:00.000,3,"Tuesday","Martes","Mardi",29,333,49,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111130,2011-11-30 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",30,334,49,"November","Noviembre","Novembre",11,4,2011,2,2,2011,1
20111201,2011-12-01 00:00:00.000,5,"Thursday","Jueves","Jeudi",1,335,49,"December","Diciembre","Décembre",12,4,2011,2,2,2011,1
20111202,2011-12-02 00:00:00.000,6,"Friday","Viernes","Vendredi",2,336,49,"December","Diciembre","Décembre",12,4,2011,2,2,2011,1
20111203,2011-12-03 00:00:00.000,7,"Saturday","Sábado","Samedi",3,337,49,"December","Diciembre","Décembre",12,4,2011,2,2,2011,1
20111204,2011-12-04 00:00:00.000,1,"Sunday","Domingo","Dimanche",4,338,50,"December","Diciembre","Décembre",12,4,2011,2,2,2011,1
20111205,2011-12-05 00:00:00.000,2,"Monday","Lunes","Lundi",5,339,50,"December","Diciembre","Décembre",12,4,2011,2,2,2011,1
20111206,2011-12-06 00:00:00.000,3,"Tuesday","Martes","Mardi",6,340,50,"December","Diciembre","Décembre",12,4,2011,2,2,2011,1
20111207,2011-12-07 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",7,341,50,"December","Diciembre","Décembre",12,4,2011,2,2,2011,1
20111208,2011-12-08 00:00:00.000,5,"Thursday","Jueves","Jeudi",8,342,50,"December","Diciembre","Décembre",12,4,2011,2,2,2011,1
20111209,2011-12-09 00:00:00.000,6,"Friday","Viernes","Vendredi",9,343,50,"December","Diciembre","Décembre",12,4,2011,2,2,2011,1
20111210,2011-12-10 00:00:00.000,7,"Saturday","Sábado","Samedi",10,344,50,"December","Diciembre","Décembre",12,4,2011,2,2,2011,1
20111211,2011-12-11 00:00:00.000,1,"Sunday","Domingo","Dimanche",11,345,51,"December","Diciembre","Décembre",12,4,2011,2,2,2011,1
20111212,2011-12-12 00:00:00.000,2,"Monday","Lunes","Lundi",12,346,51,"December","Diciembre","Décembre",12,4,2011,2,2,2011,1
20111213,2011-12-13 00:00:00.000,3,"Tuesday","Martes","Mardi",13,347,51,"December","Diciembre","Décembre",12,4,2011,2,2,2011,1
20111214,2011-12-14 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",14,348,51,"December","Diciembre","Décembre",12,4,2011,2,2,2011,1
20111215,2011-12-15 00:00:00.000,5,"Thursday","Jueves","Jeudi",15,349,51,"December","Diciembre","Décembre",12,4,2011,2,2,2011,1
20111216,2011-12-16 00:00:00.000,6,"Friday","Viernes","Vendredi",16,350,51,"December","Diciembre","Décembre",12,4,2011,2,2,2011,1
20111217,2011-12-17 00:00:00.000,7,"Saturday","Sábado","Samedi",17,351,51,"December","Diciembre","Décembre",12,4,2011,2,2,2011,1
