OrderNumber,OrderDate,Customer Name Index,Channel Index,Currency Index,Warehouse Index,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,D_RANK,Cummulative Sales %
"SO - 0005772",2015-07-11 00:00:00.000,5,3,1,1,15,2,7,385.62,2699.36,208.24,985,0.37976466885008309
"SO - 0006278",2015-11-06 00:00:00.000,5,3,1,1,12,2,4,190.58,762.31,161.99,4323,0.86895750366324187
"SO - 0006336",2015-11-18 00:00:00.000,5,3,1,1,12,2,8,326.07,2608.53,247.81,1088,0.4072028112513183
"SO - 0006531",2015-12-31 00:00:00.000,5,3,1,1,12,2,3,130.28,390.83,69.05,5940,0.96031707865063853
"SO - 0006643",2016-01-20 00:00:00.000,5,3,1,1,15,2,5,118.37,591.83,75.75,5050,0.91691033915161879
"SO - 0006819",2016-03-03 00:00:00.000,5,3,1,1,15,2,3,195.79,587.37,88.11,5085,0.9186685036215636
"SO - 0006860",2016-03-12 00:00:00.000,5,3,1,1,12,2,4,290.33,1161.33,246.78,3001,0.745074580149392
"SO - 0007081",2016-04-27 00:00:00.000,5,3,1,1,15,2,4,101.24,404.98,71.88,5891,0.95853773001359488
"SO - 0007411",2016-07-15 00:00:00.000,5,3,1,1,15,2,2,121.34,242.69,55.82,6616,0.98133149279616427
"SO - 0007452",2016-07-26 00:00:00.000,5,3,1,1,12,2,5,406.47,2032.33,276.4,1651,0.53601160936538383
"SO - 0007461",2016-07-28 00:00:00.000,5,3,1,1,12,2,5,432.52,2162.61,307.09,1496,0.50385797226868034
"SO - 0007552",2016-08-25 00:00:00.000,5,3,1,1,15,2,2,445.18,890.36,227.04,3720,0.81842987889040852
"SO - 0007658",2016-09-22 00:00:00.000,5,3,1,1,12,2,8,191.32,1530.58,120.53,2344,0.6583144491510956
"SO - 0007849",2016-10-30 00:00:00.000,5,3,1,1,15,2,9,425.82,3832.4,208.65,416,0.19816153610333145
"SO - 0007935",2016-11-20 00:00:00.000,5,3,1,1,15,2,2,223.33,446.67,187.6,5646,0.94852292471972366
"SO - 0008019",2016-12-11 00:00:00.000,5,3,1,1,15,2,7,677.44,4742.11,372.59,188,0.10224300078761035
"SO - 0008034",2016-12-15 00:00:00.000,5,3,1,1,15,2,2,110.92,221.84,65.44,6747,0.9844476440728458
"SO - 000159",2012-01-15 00:00:00.000,4,3,1,1,10,2,8,95.29,762.31,76.23,4323,0.86895750366324187
"SO - 000248",2012-02-07 00:00:00.000,4,3,1,1,10,2,8,109.43,875.47,74.41,3795,0.826758169146801
"SO - 000326",2012-02-21 00:00:00.000,4,3,1,1,12,2,3,134.74,404.23,105.1,5898,0.95861817790561676
"SO - 000419",2012-03-13 00:00:00.000,4,3,1,1,10,2,1,121.34,121.34,60.67,7351,0.9947848449457698
"SO - 000465",2012-03-27 00:00:00.000,4,3,1,1,9,2,6,269.49,1616.93,159,2235,0.641110830734153
"SO - 000501",2012-04-04 00:00:00.000,4,3,1,1,12,2,1,212.17,212.17,146.39,6828,0.98609003347239821
"SO - 000504",2012-04-05 00:00:00.000,4,3,1,1,9,2,4,221.84,887.38,161.95,3729,0.8201961960157641
"SO - 000522",2012-04-07 00:00:00.000,4,3,1,1,9,2,1,125.07,125.07,81.29,7305,0.99432082819945722
"SO - 000620",2012-04-30 00:00:00.000,4,3,1,1,9,2,1,267.26,267.26,181.73,6436,0.97680207129072094
"SO - 000684",2012-05-14 00:00:00.000,4,3,1,1,12,2,4,95.29,381.16,65.75,5996,0.96269638530901958
"SO - 000788",2012-06-01 00:00:00.000,4,3,1,1,9,2,5,114.64,573.22,69.93,5155,0.92310857926785717
"SO - 000789",2012-06-01 00:00:00.000,4,3,1,1,12,2,7,437.73,3064.13,236.38,786,0.32319007537264743
"SO - 000839",2012-06-11 00:00:00.000,4,3,1,1,9,2,4,443.69,1774.76,208.53,1944,0.59325320409109428
"SO - 0001098",2012-08-10 00:00:00.000,4,3,1,1,10,2,5,186.11,930.56,128.42,3617,0.80869390675052277
"SO - 0001152",2012-08-24 00:00:00.000,4,3,1,1,9,2,7,129.53,906.73,98.45,3662,0.81307642622183629
"SO - 0001207",2012-09-05 00:00:00.000,4,3,1,1,10,2,8,571.73,4573.87,400.21,216,0.1152401843531419
"SO - 0001253",2012-09-17 00:00:00.000,4,3,1,1,12,2,9,23.08,207.7,19.39,6850,0.98675420970069094
"SO - 0001317",2012-10-02 00:00:00.000,4,3,1,1,10,2,2,25.31,50.62,16.71,7863,0.99959205875599177
"SO - 0001331",2012-10-06 00:00:00.000,4,3,1,1,10,2,7,265.02,1855.16,204.07,1855,0.57573534275051008
"SO - 0001354",2012-10-12 00:00:00.000,4,3,1,1,12,2,5,223.33,1116.67,149.63,3114,0.7580779819431257
"SO - 0001438",2012-10-27 00:00:00.000,4,3,1,1,10,2,9,440.71,3966.4,198.32,325,0.1617284146512068
"SO - 0001500",2012-11-09 00:00:00.000,4,3,1,1,10,2,3,204.72,614.17,145.35,4906,0.908227588991104
"SO - 0001532",2012-11-15 00:00:00.000,4,3,1,1,9,2,4,441.46,1765.82,189.83,1969,0.59589445149796161
"SO - 0001588",2012-11-29 00:00:00.000,4,3,1,1,10,2,3,649.16,1947.47,506.34,1764,0.55818259405502535
"SO - 0001656",2012-12-13 00:00:00.000,4,3,1,1,12,2,3,116.13,348.4,59.23,6155,0.96832548688925935
"SO - 0001840",2013-01-25 00:00:00.000,4,3,1,1,12,2,8,98.27,786.13,70.75,4248,0.86273407220996279
"SO - 0001849",2013-01-26 00:00:00.000,4,3,1,1,9,2,5,216.63,1083.17,145.14,3196,0.76629077376017685
"SO - 0001850",2013-01-26 00:00:00.000,4,3,1,1,10,2,7,110.18,771.24,77.12,4297,0.86629462530027557
"SO - 0001862",2013-01-28 00:00:00.000,4,3,1,1,12,2,8,262.79,2102.31,194.46,1573,0.520212657752489
"SO - 0001865",2013-01-29 00:00:00.000,4,3,1,1,10,2,1,189.83,189.83,149.97,6966,0.98882327662507008
"SO - 0002076",2013-03-16 00:00:00.000,4,3,1,1,10,2,2,99.01,198.02,63.37,6905,0.98787945028562185
"SO - 0002206",2013-04-14 00:00:00.000,4,3,1,1,12,2,9,19.36,174.2,12.19,7036,0.99039032585629461
"SO - 0002252",2013-04-25 00:00:00.000,4,3,1,1,9,2,9,433.27,3899.4,255.63,367,0.179327463225076
"SO - 0002291",2013-05-03 00:00:00.000,4,3,1,1,10,2,3,252.37,757.1,164.04,4356,0.87046890825995249
"SO - 0002363",2013-05-19 00:00:00.000,4,3,1,1,12,2,4,206.21,824.84,92.8,4079,0.8488386238371799
"SO - 0002423",2013-06-01 00:00:00.000,4,3,1,1,10,2,6,24.57,147.4,18.67,7180,0.99253391400168056
"SO - 0002466",2013-06-10 00:00:00.000,4,3,1,1,10,2,6,276.19,1657.13,110.48,2193,0.63458753122114808
"SO - 0002582",2013-07-13 00:00:00.000,4,3,1,1,9,2,8,110.92,887.38,88.74,3729,0.8201961960157641
"SO - 0002634",2013-07-23 00:00:00.000,4,3,1,1,10,2,1,125.07,125.07,65.03,7305,0.99432082819945722
"SO - 0002677",2013-08-03 00:00:00.000,4,3,1,1,9,2,4,285.87,1143.47,208.68,3045,0.75033869889972282
"SO - 0002736",2013-08-18 00:00:00.000,4,3,1,1,12,2,8,444.43,3555.47,213.33,487,0.22475904350789885
"SO - 0002737",2013-08-18 00:00:00.000,4,3,1,1,12,2,9,136.98,1232.8,75.34,2882,0.73096704631207043
"SO - 0002856",2013-09-12 00:00:00.000,4,3,1,1,10,2,7,127.3,891.1,98.02,3709,0.817809695954971
"SO - 0002914",2013-09-22 00:00:00.000,4,3,1,1,10,2,4,394.56,1578.22,268.3,2281,0.64857417430377717
"SO - 0002946",2013-09-30 00:00:00.000,4,3,1,1,9,2,2,245.67,491.33,149.86,5489,0.941316395268453
"SO - 0002948",2013-10-01 00:00:00.000,4,3,1,1,10,2,8,440.71,3525.69,295.28,512,0.23215394178888996
"SO - 0003027",2013-10-17 00:00:00.000,4,3,1,1,12,2,1,120.6,120.6,71.15,7361,0.99494085291785483
"SO - 0003052",2013-10-23 00:00:00.000,4,3,1,1,10,2,2,106.46,212.91,84.1,6825,0.98604780842910533
"SO - 0003134",2013-11-12 00:00:00.000,4,3,1,1,9,2,7,256.83,1797.83,141.26,1895,0.58261954727310461
"SO - 0003189",2013-11-26 00:00:00.000,4,3,1,1,12,2,5,96.03,480.17,45.14,5541,0.943054861219356
"SO - 0003286",2013-12-21 00:00:00.000,4,3,1,1,9,2,2,259.07,518.13,170.98,5371,0.9348734013516411
"SO - 0003441",2014-01-25 00:00:00.000,4,3,1,1,9,2,2,253.86,507.71,195.47,5409,0.93650548674206624
"SO - 0003503",2014-02-07 00:00:00.000,4,3,1,1,12,2,9,138.47,1246.2,109.39,2846,0.72665304775514528
"SO - 0003530",2014-02-14 00:00:00.000,4,3,1,1,9,2,7,23.82,166.76,19.53,7089,0.99109999296640827
"SO - 0003538",2014-02-16 00:00:00.000,4,3,1,1,12,2,7,116.88,818.14,92.33,4115,0.85235132672112945
"SO - 0003551",2014-02-18 00:00:00.000,4,3,1,1,12,2,1,602.26,602.26,397.49,4983,0.91257825111309809
"SO - 0003667",2014-03-18 00:00:00.000,4,3,1,1,12,2,9,217.38,1956.4,134.77,1754,0.55643487489496046
"SO - 0003698",2014-03-24 00:00:00.000,4,3,1,1,10,2,1,112.41,112.41,62.95,7489,0.996340926452359
"SO - 0003754",2014-04-07 00:00:00.000,4,3,1,1,10,2,9,663.3,5969.7,371.45,36,0.023000508670769446
"SO - 0003818",2014-04-22 00:00:00.000,4,3,1,1,9,2,6,259.07,1554.4,168.39,2314,0.65402000781245939
"SO - 0003860",2014-04-30 00:00:00.000,4,3,1,1,9,2,4,374.46,1497.82,228.42,2374,0.66253347867595158
"SO - 0003871",2014-05-03 00:00:00.000,4,3,1,1,10,2,5,87.84,439.22,48.31,5703,0.95059021443885894
"SO - 0003889",2014-05-08 00:00:00.000,4,3,1,1,10,2,8,209.19,1673.51,100.41,2183,0.6329342626587
"SO - 0003893",2014-05-09 00:00:00.000,4,3,1,1,9,2,5,208.44,1042.22,116.73,3306,0.77894741952604729
"SO - 0003895",2014-05-09 00:00:00.000,4,3,1,1,10,2,2,117.62,235.24,72.93,6660,0.9825165802203929
"SO - 0003974",2014-05-27 00:00:00.000,4,3,1,1,10,2,5,20.84,104.22,14.8,7572,0.99733327765951219
"SO - 0003979",2014-05-27 00:00:00.000,4,3,1,1,12,2,6,29.78,178.67,25.31,7013,0.98993726389863312
"SO - 0003999",2014-05-31 00:00:00.000,4,3,1,1,12,2,1,128.79,128.79,91.44,7285,0.99389568508139747
"SO - 0004027",2014-06-03 00:00:00.000,4,3,1,1,12,2,5,342.44,1712.22,260.26,2108,0.62080653546312
"SO - 0004041",2014-06-06 00:00:00.000,4,3,1,1,10,2,7,288.1,2016.7,135.41,1666,0.53943296827812848
"SO - 0004109",2014-06-20 00:00:00.000,4,3,1,1,12,2,1,221.1,221.1,176.88,6754,0.98464565419126138
"SO - 0004124",2014-06-24 00:00:00.000,4,3,1,1,10,2,7,24.57,171.97,14.99,7065,0.9906820452409123
"SO - 0004129",2014-06-25 00:00:00.000,4,3,1,1,10,2,6,29.78,178.67,19.65,7013,0.98993726389863312
"SO - 0004189",2014-07-09 00:00:00.000,4,3,1,1,10,2,6,18.61,111.67,15.82,7495,0.996629838728358
"SO - 0004249",2014-07-26 00:00:00.000,4,3,1,1,10,2,2,281.4,562.8,112.56,5223,0.92705885874104388
"SO - 0004312",2014-08-08 00:00:00.000,4,3,1,1,12,2,2,128.79,257.58,97.88,6483,0.97812866246327446
"SO - 0004342",2014-08-16 00:00:00.000,4,3,1,1,10,2,8,711.69,5693.51,462.6,54,0.033373112347818638
"SO - 0004396",2014-08-26 00:00:00.000,4,3,1,1,10,2,4,123.58,494.31,72.91,5482,0.9403874652126003
"SO - 0004472",2014-09-13 00:00:00.000,4,3,1,1,10,2,2,115.39,230.78,53.08,6695,0.98323469950371023
"SO - 0004516",2014-09-23 00:00:00.000,4,3,1,1,12,2,8,436.24,3489.96,357.72,549,0.24575352827681393
"SO - 0004693",2014-10-30 00:00:00.000,4,3,1,1,9,2,9,442.94,3986.5,323.35,315,0.15737745102126829
"SO - 0004783",2014-11-20 00:00:00.000,4,3,1,1,10,2,5,351.38,1756.89,186.23,1993,0.60097537382218735
"SO - 0004859",2014-12-08 00:00:00.000,4,3,1,1,10,2,4,269.49,1077.96,129.35,3207,0.76768684510011687
"SO - 0004921",2014-12-21 00:00:00.000,4,3,1,1,10,2,8,85.61,684.89,43.66,4622,0.88985249976614644
"SO - 0004945",2014-12-25 00:00:00.000,4,3,1,1,10,2,2,23.82,47.64,11.43,7873,0.99963531668788652
"SO - 0005204",2015-02-24 00:00:00.000,4,3,1,1,10,2,7,603,4221,241.2,267,0.13752680579765028
"SO - 0005266",2015-03-10 00:00:00.000,4,3,1,1,12,2,7,282.14,1975.01,211.61,1730,0.55174300429226741
"SO - 0005313",2015-03-23 00:00:00.000,4,3,1,1,12,2,3,116.13,348.4,85.94,6155,0.96832548688925935
"SO - 0005329",2015-03-26 00:00:00.000,4,3,1,1,10,2,9,206.96,1862.6,105.55,1844,0.57407199606112447
"SO - 0005418",2015-04-14 00:00:00.000,4,3,1,1,10,2,1,272.47,272.47,147.13,6405,0.9759998084041408
"SO - 0005439",2015-04-19 00:00:00.000,4,3,1,1,12,2,8,20.1,160.8,15.48,7112,0.99153623714925021
"SO - 0005442",2015-04-19 00:00:00.000,4,3,1,1,10,2,8,267.26,2138.04,227.17,1529,0.51155695474524165
"SO - 0005452",2015-04-21 00:00:00.000,4,3,1,1,10,2,8,442.94,3543.56,221.47,499,0.22828744868678078
"SO - 0005472",2015-04-26 00:00:00.000,4,3,1,1,10,2,3,591.09,1773.27,502.43,1956,0.59378256547008224
"SO - 0005528",2015-05-10 00:00:00.000,4,3,1,1,10,2,6,81.14,486.87,64.92,5522,0.94204480661998868
"SO - 0005530",2015-05-10 00:00:00.000,4,3,1,1,12,2,3,121.34,364.03,61.89,6083,0.96585336354760121
"SO - 0005545",2015-05-15 00:00:00.000,4,3,1,1,10,2,2,122.09,244.18,53.72,6600,0.98123482118953043
"SO - 0005675",2015-06-15 00:00:00.000,4,3,1,1,12,2,9,125.07,1125.6,66.29,3083,0.75495923252372743
"SO - 0005708",2015-06-24 00:00:00.000,4,3,1,1,12,2,1,276.19,276.19,229.24,6394,0.97570016224630163
"SO - 0005753",2015-07-07 00:00:00.000,4,3,1,1,12,2,4,637.24,2548.98,407.84,1190,0.43261470284644743
"SO - 0005903",2015-08-14 00:00:00.000,4,3,1,1,10,2,7,274.7,1922.9,137.35,1784,0.56241769703805911
"SO - 0006049",2015-09-17 00:00:00.000,4,3,1,1,10,2,6,101.24,607.47,85.05,4938,0.91041251357716091
"SO - 0006081",2015-09-24 00:00:00.000,4,3,1,1,10,2,9,245.67,2211,206.36,1435,0.49122310273996433
"SO - 0006172",2015-10-14 00:00:00.000,4,3,1,1,10,2,3,444.43,1333.3,257.77,2591,0.69375084902348549
"SO - 0006182",2015-10-16 00:00:00.000,4,3,1,1,12,2,5,318.62,1593.11,146.57,2260,0.64526067363896111
"SO - 0006251",2015-11-01 00:00:00.000,4,3,1,1,12,2,8,109.43,875.47,56.91,3795,0.826758169146801
"SO - 0006331",2015-11-17 00:00:00.000,4,3,1,1,9,2,6,119.86,719.13,63.52,4487,0.88127294194348849
"SO - 0006398",2015-12-01 00:00:00.000,4,3,1,1,12,2,4,379.67,1518.67,231.6,2355,0.6602843279223336
"SO - 0006473",2015-12-17 00:00:00.000,4,3,1,1,10,2,6,107.2,643.2,53.6,4786,0.901115595713963
"SO - 0006574",2016-01-08 00:00:00.000,4,3,1,1,10,2,8,386.37,3090.93,154.55,754,0.31247597066263605
"SO - 0006623",2016-01-17 00:00:00.000,4,3,1,1,12,2,1,428.8,428.8,214.4,5789,0.9543439624761566
"SO - 0006634",2016-01-18 00:00:00.000,4,3,1,1,9,2,2,294.8,589.6,188.67,5060,0.91773208462580835
"SO - 0006639",2016-01-19 00:00:00.000,4,3,1,1,12,2,1,113.9,113.9,79.73,7468,0.996104908421571
"SO - 0006771",2016-02-19 00:00:00.000,4,3,1,1,10,2,9,430.29,3872.6,172.12,388,0.18705519144916624
"SO - 0006880",2016-03-15 00:00:00.000,4,3,1,1,12,2,1,122.83,122.83,55.28,7336,0.99459120918023913
"SO - 0006946",2016-03-29 00:00:00.000,4,3,1,1,12,2,4,29.78,119.11,19.65,7382,0.99526146333105725
"SO - 0007072",2016-04-25 00:00:00.000,4,3,1,1,10,2,2,210.68,421.36,128.51,5835,0.95603641513048343
"SO - 0007128",2016-05-07 00:00:00.000,4,3,1,1,10,2,5,568.76,2843.78,255.94,918,0.36101845220261813
"SO - 0007283",2016-06-14 00:00:00.000,4,3,1,1,10,2,7,432.52,3027.66,320.07,814,0.33076498285219824
"SO - 0007347",2016-07-01 00:00:00.000,4,3,1,1,12,2,3,669.26,2007.77,414.94,1681,0.54203436190715448
"SO - 0007488",2016-08-04 00:00:00.000,4,3,1,1,12,2,5,97.52,487.61,62.41,5517,0.94199635936819071
"SO - 0007496",2016-08-06 00:00:00.000,4,3,1,1,10,2,8,116.88,935.02,61.95,3606,0.80804461287476537
"SO - 0007507",2016-08-11 00:00:00.000,4,3,1,1,12,2,9,189.09,1701.8,156.94,2133,0.62437293760854151
"SO - 0007554",2016-08-25 00:00:00.000,4,3,1,1,10,2,3,272.47,817.4,193.45,4126,0.85275801416972707
"SO - 0007583",2016-09-02 00:00:00.000,4,3,1,1,10,2,2,410.93,821.87,345.18,4097,0.85088533041495407
"SO - 0007676",2016-09-26 00:00:00.000,4,3,1,1,10,2,9,439.22,3953,289.89,333,0.16566461579304345
"SO - 0007752",2016-10-12 00:00:00.000,4,3,1,1,12,2,7,24.57,171.97,17.69,7065,0.9906820452409123
"SO - 0007766",2016-10-15 00:00:00.000,4,3,1,1,10,2,8,126.56,1012.44,96.18,3398,0.78824878537773357
"SO - 0007776",2016-10-16 00:00:00.000,4,3,1,1,12,2,2,26.8,53.6,21.17,7851,0.99953072427848577
"SO - 0007905",2016-11-14 00:00:00.000,4,3,1,1,10,2,1,187.6,187.6,157.58,6970,0.98912240335338086
"SO - 000167",2012-01-16 00:00:00.000,4,3,1,1,11,2,4,428.06,1712.22,273.96,2108,0.62080653546312
"SO - 000304",2012-02-17 00:00:00.000,4,3,1,1,11,2,8,211.42,1691.38,107.83,2156,0.62808631243846957
"SO - 000342",2012-02-25 00:00:00.000,4,3,1,1,11,2,7,275.44,1928.11,206.58,1782,0.56184366770487448
"SO - 000524",2012-04-09 00:00:00.000,4,3,1,1,11,2,7,23.08,161.54,9.23,7105,0.99136022815510294
"SO - 000717",2012-05-22 00:00:00.000,4,3,1,1,11,2,9,254.6,2291.4,175.67,1356,0.47270453056106615
"SO - 000738",2012-05-25 00:00:00.000,4,3,1,1,11,2,3,20.1,60.3,16.68,7815,0.99933382068427579
"SO - 000748",2012-05-26 00:00:00.000,4,3,1,1,11,2,9,146.66,1319.9,98.26,2645,0.7007427595474226
"SO - 000948",2012-07-05 00:00:00.000,4,3,1,1,11,2,5,102.73,513.67,81.16,5389,0.9356423331817536
"SO - 000998",2012-07-19 00:00:00.000,4,3,1,1,11,2,6,428.06,2568.33,239.71,1158,0.42600021558912632
"SO - 0001356",2012-10-14 00:00:00.000,4,3,1,1,11,2,7,292.57,2047.97,125.8,1631,0.53215770994164369
"SO - 0001402",2012-10-21 00:00:00.000,4,3,1,1,11,2,9,251.62,2264.6,166.07,1376,0.477013268152636
"SO - 0001440",2012-10-28 00:00:00.000,4,3,1,1,11,2,6,209.19,1255.13,106.69,2832,0.72441493239131183
"SO - 0001511",2012-11-11 00:00:00.000,4,3,1,1,11,2,1,428.8,428.8,347.33,5789,0.9543439624761566
"SO - 0001545",2012-11-18 00:00:00.000,4,3,1,1,11,2,3,223.33,670,93.8,4671,0.89408760075902882
"SO - 0001705",2012-12-26 00:00:00.000,4,3,1,1,11,2,2,223.33,446.67,102.73,5646,0.94852292471972366
"SO - 0001748",2013-01-07 00:00:00.000,4,3,1,1,11,2,7,366.27,2563.87,285.69,1166,0.4272761335254861
"SO - 0001777",2013-01-13 00:00:00.000,4,3,1,1,11,2,8,27.54,220.36,14.6,6763,0.98497456652123316
"SO - 0002073",2013-03-15 00:00:00.000,4,3,1,1,11,2,9,324.58,2921.2,162.29,886,0.35213599730972911
"SO - 0002085",2013-03-18 00:00:00.000,4,3,1,1,11,2,6,120.6,723.6,65.12,4474,0.87969782961366894
"SO - 0002165",2013-04-05 00:00:00.000,4,3,1,1,11,2,3,387.11,1161.33,170.33,3001,0.745074580149392
"SO - 0002207",2013-04-14 00:00:00.000,4,3,1,1,11,2,5,113.16,565.78,86,5201,0.92610569958637579
"SO - 0002310",2013-05-06 00:00:00.000,4,3,1,1,11,2,4,272.47,1089.87,209.8,3182,0.76510241651711763
"SO - 0002521",2013-06-25 00:00:00.000,4,3,1,1,11,2,4,24.57,98.27,13.02,7621,0.99779307826998
"SO - 0002597",2013-07-16 00:00:00.000,4,3,1,1,11,2,3,147.4,442.2,119.39,5681,0.94962646071295209
"SO - 0002796",2013-08-29 00:00:00.000,4,3,1,1,11,2,5,284.38,1421.89,227.5,2470,0.67674776125176861
"SO - 0002921",2013-09-24 00:00:00.000,4,3,1,1,11,2,6,652.88,3917.27,476.6,360,0.17505250447404952
"SO - 0002977",2013-10-06 00:00:00.000,4,3,1,1,11,2,7,121.34,849.41,54.61,3960,0.83883277521990485
"SO - 0003068",2013-10-27 00:00:00.000,4,3,1,1,11,2,1,25.31,25.31,16.96,7948,0.99990081184686086
"SO - 0003070",2013-10-28 00:00:00.000,4,3,1,1,11,2,3,138.47,415.4,88.62,5853,0.95682608732392138
"SO - 0003082",2013-10-31 00:00:00.000,4,3,1,1,11,2,3,276.93,830.8,168.93,4053,0.847109722554141
"SO - 0003283",2013-12-20 00:00:00.000,4,3,1,1,11,2,4,713.18,2852.71,349.46,913,0.35931925293487926
"SO - 0003450",2014-01-27 00:00:00.000,4,3,1,1,11,2,3,28.29,84.87,19.8,7719,0.99862171464356164
"SO - 0003496",2014-02-06 00:00:00.000,4,3,1,1,11,2,7,20.84,145.91,11.05,7191,0.99265021646220719
"SO - 0003518",2014-02-11 00:00:00.000,4,3,1,1,11,2,9,27.54,247.9,16.25,6570,0.98035513544113129
"SO - 0003864",2014-05-02 00:00:00.000,4,3,1,1,11,2,3,349.89,1049.67,192.44,3292,0.77645314579876223
"SO - 0004178",2014-07-06 00:00:00.000,4,3,1,1,11,2,1,130.28,130.28,105.53,7261,0.99375419824935984
"SO - 0004206",2014-07-14 00:00:00.000,4,3,1,1,11,2,2,100.5,201,65.33,6898,0.98756365902415322
"SO - 0004359",2014-08-20 00:00:00.000,4,3,1,1,11,2,3,123.58,370.73,67.97,6060,0.96505161909547366
"SO - 0004504",2014-09-20 00:00:00.000,4,3,1,1,11,2,1,640.97,640.97,455.09,4798,0.90130693982010035
"SO - 0004530",2014-09-27 00:00:00.000,4,3,1,1,11,2,4,445.18,1780.71,195.88,1920,0.58830457907459033
"SO - 0004552",2014-10-03 00:00:00.000,4,3,1,1,11,2,7,193.56,1354.89,102.58,2542,0.68721185119585138
"SO - 0004597",2014-10-13 00:00:00.000,4,3,1,1,11,2,8,420.61,3364.89,218.72,662,0.28262222422581823
"SO - 0004844",2014-12-04 00:00:00.000,4,3,1,1,11,2,1,111.67,111.67,52.48,7495,0.996629838728358
"SO - 0004851",2014-12-05 00:00:00.000,4,3,1,1,11,2,2,131.02,262.04,108.75,6454,0.97724987029287558
"SO - 0004855",2014-12-06 00:00:00.000,4,3,1,1,11,2,9,147.4,1326.6,106.13,2618,0.69732229222252717
"SO - 0004889",2014-12-14 00:00:00.000,4,3,1,1,11,2,7,201,1407,132.66,2482,0.67871512049127225
"SO - 0004983",2015-01-04 00:00:00.000,4,3,1,1,11,2,2,272.47,544.93,220.7,5295,0.93070808302916586
"SO - 0004988",2015-01-04 00:00:00.000,4,3,1,1,11,2,2,659.58,1319.16,336.38,2651,0.7008740259566939
"SO - 0005098",2015-01-28 00:00:00.000,4,3,1,1,11,2,7,446.67,3126.67,335,719,0.30258435673853196
"SO - 0005153",2015-02-10 00:00:00.000,4,3,1,1,11,2,5,223.33,1116.67,116.13,3114,0.7580779819431257
"SO - 0005241",2015-03-05 00:00:00.000,4,3,1,1,11,2,2,23.82,47.64,13.82,7873,0.99963531668788652
"SO - 0005347",2015-03-30 00:00:00.000,4,3,1,1,11,2,2,428.06,856.11,359.57,3921,0.83560787709267281
"SO - 0005361",2015-04-02 00:00:00.000,4,3,1,1,11,2,6,74.44,446.67,48.39,5646,0.94852292471972366
"SO - 0005400",2015-04-10 00:00:00.000,4,3,1,1,11,2,1,323.83,323.83,239.64,6248,0.97134682735091182
"SO - 0005508",2015-05-05 00:00:00.000,4,3,1,1,11,2,5,77.42,387.11,64.26,5961,0.96132238972402717
"SO - 0005652",2015-06-11 00:00:00.000,4,3,1,1,11,2,1,428.8,428.8,270.14,5789,0.9543439624761566
"SO - 0005752",2015-07-06 00:00:00.000,4,3,1,1,11,2,4,280.66,1122.62,143.13,3094,0.755517778478639
"SO - 0005867",2015-08-06 00:00:00.000,4,3,1,1,11,2,6,110.18,661.07,85.94,4711,0.89613652237536556
"SO - 0005883",2015-08-10 00:00:00.000,4,3,1,1,11,2,5,285.12,1425.61,171.07,2461,0.675190645861502
"SO - 0005891",2015-08-11 00:00:00.000,4,3,1,1,11,2,4,218.87,875.47,183.85,3795,0.826758169146801
"SO - 0006055",2015-09-18 00:00:00.000,4,3,1,1,11,2,2,329.79,659.58,207.77,4722,0.89626786242024059
"SO - 0006363",2015-11-25 00:00:00.000,4,3,1,1,11,2,6,608.96,3653.73,408,453,0.21121908892291613
"SO - 0006570",2016-01-07 00:00:00.000,4,3,1,1,11,2,4,125.81,503.24,79.26,5425,0.93766064925403247
"SO - 0006648",2016-01-21 00:00:00.000,4,3,1,1,11,2,6,300.01,1800.07,123,1894,0.58244064957412933
"SO - 0006778",2016-02-21 00:00:00.000,4,3,1,1,11,2,8,130.28,1042.22,97.71,3306,0.77894741952604729
"SO - 0006783",2016-02-22 00:00:00.000,4,3,1,1,11,2,5,296.29,1481.44,180.74,2395,0.66594417137200534
"SO - 0006812",2016-03-01 00:00:00.000,4,3,1,1,11,2,8,669.26,5354.04,348.01,101,0.058582695097402368
"SO - 0006939",2016-03-28 00:00:00.000,4,3,1,1,11,2,6,629.06,3774.33,402.6,436,0.20422384390022619
"SO - 0006957",2016-03-31 00:00:00.000,4,3,1,1,11,2,7,113.9,797.3,51.26,4212,0.85982481409268918
"SO - 0006972",2016-04-03 00:00:00.000,4,3,1,1,11,2,8,110.92,887.38,83.19,3729,0.8201961960157641
"SO - 0006979",2016-04-05 00:00:00.000,4,3,1,1,11,2,2,424.33,848.67,275.82,3963,0.8399306134095349
"SO - 0007116",2016-05-05 00:00:00.000,4,3,1,1,11,2,5,126.56,632.78,81,4825,0.90314444068248267
"SO - 0007121",2016-05-06 00:00:00.000,4,3,1,1,11,2,4,123.58,494.31,67.97,5482,0.9403874652126003
"SO - 0007162",2016-05-15 00:00:00.000,4,3,1,1,11,2,4,247.9,991.6,138.82,3467,0.79482675435104166
"SO - 0007188",2016-05-20 00:00:00.000,4,3,1,1,11,2,9,26.8,241.2,22.78,6619,0.98152350260796117
"SO - 0007376",2016-07-06 00:00:00.000,4,3,1,1,11,2,7,431.03,3017.23,206.9,823,0.33377002198333222
"SO - 0007478",2016-08-01 00:00:00.000,4,3,1,1,11,2,4,126.56,506.22,77.2,5411,0.93695884125199091
