Date,DateAsInteger,Year,Year Month Number,Month Name Short,Month Name Long,DayOfWeek Number,DayOfWeek,DayOfWeek Short,Quarter,Year Quarter,Period,Year Month Name,Month Name Year,Month Number,Month Name Long and Year,Month Sequence
2019-04-05 00:00:00.000,"20190405",2019,"2019-04","APR","April",6,"Friday","Fri","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-06 00:00:00.000,"20190406",2019,"2019-04","APR","April",7,"Saturday","Sat","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-07 00:00:00.000,"20190407",2019,"2019-04","APR","April",1,"Sunday","Sun","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-08 00:00:00.000,"20190408",2019,"2019-04","APR","April",2,"Monday","Mon","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-09 00:00:00.000,"20190409",2019,"2019-04","APR","April",3,"Tuesday","Tue","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-10 00:00:00.000,"20190410",2019,"2019-04","APR","April",4,"Wednesday","Wed","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-11 00:00:00.000,"20190411",2019,"2019-04","APR","April",5,"Thursday","Thu","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-12 00:00:00.000,"20190412",2019,"2019-04","APR","April",6,"Friday","Fri","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-13 00:00:00.000,"20190413",2019,"2019-04","APR","April",7,"Saturday","Sat","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-14 00:00:00.000,"20190414",2019,"2019-04","APR","April",1,"Sunday","Sun","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-15 00:00:00.000,"20190415",2019,"2019-04","APR","April",2,"Monday","Mon","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-16 00:00:00.000,"20190416",2019,"2019-04","APR","April",3,"Tuesday","Tue","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-17 00:00:00.000,"20190417",2019,"2019-04","APR","April",4,"Wednesday","Wed","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-18 00:00:00.000,"20190418",2019,"2019-04","APR","April",5,"Thursday","Thu","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-19 00:00:00.000,"20190419",2019,"2019-04","APR","April",6,"Friday","Fri","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-20 00:00:00.000,"20190420",2019,"2019-04","APR","April",7,"Saturday","Sat","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-21 00:00:00.000,"20190421",2019,"2019-04","APR","April",1,"Sunday","Sun","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-22 00:00:00.000,"20190422",2019,"2019-04","APR","April",2,"Monday","Mon","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-23 00:00:00.000,"20190423",2019,"2019-04","APR","April",3,"Tuesday","Tue","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-24 00:00:00.000,"20190424",2019,"2019-04","APR","April",4,"Wednesday","Wed","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-25 00:00:00.000,"20190425",2019,"2019-04","APR","April",5,"Thursday","Thu","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-26 00:00:00.000,"20190426",2019,"2019-04","APR","April",6,"Friday","Fri","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-27 00:00:00.000,"20190427",2019,"2019-04","APR","April",7,"Saturday","Sat","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-28 00:00:00.000,"20190428",2019,"2019-04","APR","April",1,"Sunday","Sun","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-29 00:00:00.000,"20190429",2019,"2019-04","APR","April",2,"Monday","Mon","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-30 00:00:00.000,"20190430",2019,"2019-04","APR","April",3,"Tuesday","Tue","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-05-01 00:00:00.000,"20190501",2019,"2019-05","MAY","May",4,"Wednesday","Wed","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-02 00:00:00.000,"20190502",2019,"2019-05","MAY","May",5,"Thursday","Thu","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-03 00:00:00.000,"20190503",2019,"2019-05","MAY","May",6,"Friday","Fri","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-04 00:00:00.000,"20190504",2019,"2019-05","MAY","May",7,"Saturday","Sat","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-05 00:00:00.000,"20190505",2019,"2019-05","MAY","May",1,"Sunday","Sun","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-06 00:00:00.000,"20190506",2019,"2019-05","MAY","May",2,"Monday","Mon","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-07 00:00:00.000,"20190507",2019,"2019-05","MAY","May",3,"Tuesday","Tue","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-08 00:00:00.000,"20190508",2019,"2019-05","MAY","May",4,"Wednesday","Wed","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-09 00:00:00.000,"20190509",2019,"2019-05","MAY","May",5,"Thursday","Thu","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-10 00:00:00.000,"20190510",2019,"2019-05","MAY","May",6,"Friday","Fri","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-11 00:00:00.000,"20190511",2019,"2019-05","MAY","May",7,"Saturday","Sat","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-12 00:00:00.000,"20190512",2019,"2019-05","MAY","May",1,"Sunday","Sun","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-13 00:00:00.000,"20190513",2019,"2019-05","MAY","May",2,"Monday","Mon","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-14 00:00:00.000,"20190514",2019,"2019-05","MAY","May",3,"Tuesday","Tue","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-15 00:00:00.000,"20190515",2019,"2019-05","MAY","May",4,"Wednesday","Wed","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-16 00:00:00.000,"20190516",2019,"2019-05","MAY","May",5,"Thursday","Thu","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-17 00:00:00.000,"20190517",2019,"2019-05","MAY","May",6,"Friday","Fri","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-18 00:00:00.000,"20190518",2019,"2019-05","MAY","May",7,"Saturday","Sat","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-19 00:00:00.000,"20190519",2019,"2019-05","MAY","May",1,"Sunday","Sun","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-20 00:00:00.000,"20190520",2019,"2019-05","MAY","May",2,"Monday","Mon","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-21 00:00:00.000,"20190521",2019,"2019-05","MAY","May",3,"Tuesday","Tue","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-22 00:00:00.000,"20190522",2019,"2019-05","MAY","May",4,"Wednesday","Wed","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-23 00:00:00.000,"20190523",2019,"2019-05","MAY","May",5,"Thursday","Thu","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-24 00:00:00.000,"20190524",2019,"2019-05","MAY","May",6,"Friday","Fri","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-25 00:00:00.000,"20190525",2019,"2019-05","MAY","May",7,"Saturday","Sat","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-26 00:00:00.000,"20190526",2019,"2019-05","MAY","May",1,"Sunday","Sun","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-27 00:00:00.000,"20190527",2019,"2019-05","MAY","May",2,"Monday","Mon","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-28 00:00:00.000,"20190528",2019,"2019-05","MAY","May",3,"Tuesday","Tue","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-29 00:00:00.000,"20190529",2019,"2019-05","MAY","May",4,"Wednesday","Wed","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-30 00:00:00.000,"20190530",2019,"2019-05","MAY","May",5,"Thursday","Thu","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-05-31 00:00:00.000,"20190531",2019,"2019-05","MAY","May",6,"Friday","Fri","Q2","2019-Q2",5,"2019 MAY","MAY 2019",5,"May 2019",24233
2019-06-01 00:00:00.000,"20190601",2019,"2019-06","JUN","June",7,"Saturday","Sat","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-02 00:00:00.000,"20190602",2019,"2019-06","JUN","June",1,"Sunday","Sun","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-03 00:00:00.000,"20190603",2019,"2019-06","JUN","June",2,"Monday","Mon","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-04 00:00:00.000,"20190604",2019,"2019-06","JUN","June",3,"Tuesday","Tue","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-05 00:00:00.000,"20190605",2019,"2019-06","JUN","June",4,"Wednesday","Wed","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-06 00:00:00.000,"20190606",2019,"2019-06","JUN","June",5,"Thursday","Thu","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-07 00:00:00.000,"20190607",2019,"2019-06","JUN","June",6,"Friday","Fri","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-08 00:00:00.000,"20190608",2019,"2019-06","JUN","June",7,"Saturday","Sat","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-09 00:00:00.000,"20190609",2019,"2019-06","JUN","June",1,"Sunday","Sun","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-10 00:00:00.000,"20190610",2019,"2019-06","JUN","June",2,"Monday","Mon","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-11 00:00:00.000,"20190611",2019,"2019-06","JUN","June",3,"Tuesday","Tue","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-12 00:00:00.000,"20190612",2019,"2019-06","JUN","June",4,"Wednesday","Wed","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-13 00:00:00.000,"20190613",2019,"2019-06","JUN","June",5,"Thursday","Thu","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-14 00:00:00.000,"20190614",2019,"2019-06","JUN","June",6,"Friday","Fri","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-15 00:00:00.000,"20190615",2019,"2019-06","JUN","June",7,"Saturday","Sat","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-16 00:00:00.000,"20190616",2019,"2019-06","JUN","June",1,"Sunday","Sun","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-17 00:00:00.000,"20190617",2019,"2019-06","JUN","June",2,"Monday","Mon","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-18 00:00:00.000,"20190618",2019,"2019-06","JUN","June",3,"Tuesday","Tue","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-19 00:00:00.000,"20190619",2019,"2019-06","JUN","June",4,"Wednesday","Wed","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-20 00:00:00.000,"20190620",2019,"2019-06","JUN","June",5,"Thursday","Thu","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-21 00:00:00.000,"20190621",2019,"2019-06","JUN","June",6,"Friday","Fri","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-22 00:00:00.000,"20190622",2019,"2019-06","JUN","June",7,"Saturday","Sat","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-23 00:00:00.000,"20190623",2019,"2019-06","JUN","June",1,"Sunday","Sun","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-24 00:00:00.000,"20190624",2019,"2019-06","JUN","June",2,"Monday","Mon","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-25 00:00:00.000,"20190625",2019,"2019-06","JUN","June",3,"Tuesday","Tue","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-26 00:00:00.000,"20190626",2019,"2019-06","JUN","June",4,"Wednesday","Wed","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-27 00:00:00.000,"20190627",2019,"2019-06","JUN","June",5,"Thursday","Thu","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-28 00:00:00.000,"20190628",2019,"2019-06","JUN","June",6,"Friday","Fri","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-29 00:00:00.000,"20190629",2019,"2019-06","JUN","June",7,"Saturday","Sat","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
2019-06-30 00:00:00.000,"20190630",2019,"2019-06","JUN","June",1,"Sunday","Sun","Q2","2019-Q2",6,"2019 JUN","JUN 2019",6,"June 2019",24234
