Country,Year,Population
"Guinea",1954,3259387
"Guinea-Bissau",1954,557230
"Guyana",1954,468658
"Haiti",1954,3451618
"Holy See",1954,897
"Honduras",1954,1664744
"Hong Kong, China",1954,2370729
"Hungary",1954,9764807
"Iceland",1954,154496
"India",1954,398908212
"Indonesia",1954,80223922
"Iran",1954,18984036
"Iraq",1954,6410642
"Ireland",1954,2913706
"Isle of Man",1954,53400
"Israel",1954,1635879
"Italy",1954,47841004
"Jamaica",1954,1520687
"Japan",1954,87437837
"Jordan",1954,610705
"Kazakhstan",1954,7636765
"Kenya",1954,6782310
"Kiribati",1954,28298
"Korea, Dem. Rep.",1954,9497569
"Korea, Rep.",1954,20520266
"Kuwait",1954,189856
"Kyrgyzstan",1954,1862068
"Laos",1954,1852491
"Latvia",1954,1995922
"Lebanon",1954,1583837
"Lesotho",1954,776556
"Liberia",1954,976786
"Libya",1954,1093883
"Liechtenstein",1954,14571
"Lithuania",1954,2608493
"Luxembourg",1954,303172
"Macao, China",1954,186029
"Macedonia, FYR",1954,1340508
"Madagascar",1954,4447673
"Malawi",1954,3102675
"Malaysia",1954,6813133
"Maldives",1954,78684
"Mali",1954,4867776
"Malta",1954,314164
"Marshall Islands",1954,13774
"Martinique",1954,239254
"Mauritania",1954,724485
"Mauritius",1954,553338
"Mayotte",1954,18138
"Mexico",1954,31412046
"Micronesia, Fed. Sts.",1954,36767
"Moldova",1954,2556587
"Monaco",1954,20121
"Mongolia",1954,839736
"Montenegro",1954,421324
"Montserrat",1954,14540
"Morocco",1954,9870670
"Mozambique",1954,6854315
"Myanmar",1954,18485791
"Namibia",1954,526036
"Nauru",1954,3479
"Nepal",1954,8796252
"Netherlands",1954,10542570
"Netherlands Antilles",1954,120515
"New Caledonia",1954,66293
"New Zealand",1954,2088196
"Nicaragua",1954,1458307
"Niger",1954,2758676
"Nigeria",1954,40703560
"Niue",1954,4686
"Northern Mariana Islands",1954,7685
"Norway",1954,3395643
"Oman",1954,490695
"Pakistan",1954,40292359
"Palau",1954,8013
"Panama",1954,951809
"Papua New Guinea",1954,1796820
"Paraguay",1954,1632078
"Peru",1954,8445110
"Philippines",1954,21203425
"Poland",1954,26871945
"Portugal",1954,8600563
"Puerto Rico",1954,2234847
"Qatar",1954,33966
"Reunion",1954,283870
"Romania",1954,17284001
"Russia",1954,109574025
"Rwanda",1954,2316489
"Saint Helena",1954,4963
"Saint Kitts and Nevis",1954,47756
"Saint Lucia",1954,86266
"Saint Vincent and the Grenadines",1954,72014
"Saint-Pierre-et-Miquelon",1954,4693
"Samoa",1954,91390
"San Marino",1954,13515
"Sao Tome and Principe",1954,58213
"Saudi Arabia",1954,3446429
"Senegal",1954,2623159
"Serbia",1954,7130885
"Seychelles",1954,38459
"Sierra Leone",1954,2000723
"Singapore",1954,1240283
"Slovak Republic",1954,3695133
"Slovenia",1954,1521658
"Solomon Islands",1954,112677
"Somalia",1954,2467617
"South Africa",1954,15019719
"South Sudan",1954,2053619
"Spain",1954,28858741
"Sri Lanka",1954,8803521
"Sudan",1954,7983886
"Suriname",1954,243001
"Swaziland",1954,299488
"Sweden",1954,7219871
"Switzerland",1954,4912879
"Syria",1954,3790891
"Taiwan",1954,9160000
"Tajikistan",1954,1729928
"Tanzania",1954,8503222
"Thailand",1954,22936039
"Timor-Leste",1954,455164
"Togo",1954,1462655
"Tokelau",1954,1560
"Tonga",1954,54156
"Trinidad and Tobago",1954,697015
"Tunisia",1954,3792913
"Turkey",1954,23885803
"Turkmenistan",1954,1317126
"Turks and Caicos Islands",1954,5094
"Tuvalu",1954,5468
"Uganda",1954,5747415
"Ukraine",1954,39541651
"United Arab Emirates",1954,76008
"United Kingdom",1954,50991454
"United States",1954,168152385
"Uruguay",1954,2341496
"Uzbekistan",1954,7034674
"Wallis et Futuna",1954,7611
"Vanuatu",1954,53326
"Venezuela",1954,5972956
"West Bank and Gaza",1954,968566
"Western Sahara",1954,19877
"Vietnam",1954,30659157
"Virgin Islands (U.S.)",1954,29088
"Yemen, Rep.",1954,4606037
"Zambia",1954,2584872
"Zimbabwe",1954,3105348
"Afghanistan",1955,8832253
"Albania",1955,1378998
"Algeria",1955,9715002
"American Samoa",1955,19688
"Andorra",1955,9217
"Angola",1955,4541519
"Anguilla",1955,5697
"Antigua and Barbuda",1955,52625
"Argentina",1955,18930778
"Armenia",1955,1563508
"Aruba",1955,43729
"Australia",1955,9209085
"Austria",1955,6944174
"Azerbaijan",1955,3326002
"Bahamas",1955,88616
"Bahrain",1955,133321
"Bangladesh",1955,43444382
"Barbados",1955,226999
"Belarus",1955,7803500
"Belgium",1955,8866744
"Belize",1955,79909
"Benin",1955,2302243
"Bermuda",1955,40637
"Bhutan",1955,197421
"Bolivia",1955,3007667
"Bosnia and Herzegovina",1955,2943905
"Botswana",1955,469656
"Brazil",1955,62879616
"British Virgin Islands",1955,7661
"Brunei",1955,63194
"Bulgaria",1955,7499009
"Burkina Faso",1955,4534650
"Burundi",1955,2686568
"Cambodia",1955,4839899
"Cameroon",1955,4900528
"Canada",1955,15735988
"Cape Verde",1955,194664
"Cayman Islands",1955,6742
"Central African Rep.",1955,1399497
"Chad",1955,2670681
"Channel Islands",1955,105559
"Chile",1955,6767613
"China",1955,608359685
"Colombia",1955,13825474
"Comoros",1955,175230
"Congo, Dem. Rep.",1955,13580254
"Congo, Rep.",1955,898831
"Cook Islands",1955,16373
"Costa Rica",1955,1129406
"Cote d'Ivoire",1955,3071653
"Croatia",1955,3966497
"Cuba",1955,6534381
"Cyprus",1955,529991
"Czech Rep.",1955,9253842
"Denmark",1955,4438935
"Djibouti",1955,70178
"Dominica",1955,54557
"Dominican Rep.",1955,2794531
"Ecuador",1955,3861808
"Egypt",1955,24431420
"El Salvador",1955,2431261
"Equatorial Guinea",1955,237677
"Eritrea",1955,1263899
"Estonia",1955,1160002
"Ethiopia",1955,20297664
"Faeroe Islands",1955,31879
"Falkland Islands (Malvinas)",1955,2202
"Fiji",1955,334964
"Finland",1955,4235002
"France",1955,43433879
"French Guiana",1955,28547
"French Polynesia",1955,69394
"Gabon",1955,475629
"Gambia",1955,306119
"Georgia",1955,3839498
"Germany",1955,70325997
"Ghana",1955,5753908
"Gibraltar",1955,21015
"Greece",1955,7965998
"Greenland",1955,26383
"Grenada",1955,81009
"Guadeloupe",1955,236253
"Guam",1955,63049
"Guatemala",1955,3627032
"Guinea",1955,3300253
"Guinea-Bissau",1955,566087
"Guyana",1955,483310
"Haiti",1955,3514984
"Holy See",1955,905
"Honduras",1955,1715862
"Hong Kong, China",1955,2489955
"Hungary",1955,9823485
"Iceland",1955,158002
"India",1955,406374020
"Indonesia",1955,81901847
"Iran",1955,19433222
"Iraq",1955,6562134
"Ireland",1955,2901135
"Isle of Man",1955,52411
"Israel",1955,1719060
"Italy",1955,48131479
"Jamaica",1955,1541708
"Japan",1955,88389061
"Jordan",1955,649110
"Kazakhstan",1955,7992002
"Kenya",1955,6979952
"Kiribati",1955,28943
"Korea, Dem. Rep.",1955,9631831
"Korea, Rep.",1955,21168216
"Kuwait",1955,195987
"Kyrgyzstan",1955,1902499
"Laos",1955,1896569
"Latvia",1955,2014992
"Lebanon",1955,1632254
"Lesotho",1955,787810
"Liberia",1955,996880
"Libya",1955,1126017
"Liechtenstein",1955,14833
"Lithuania",1955,2628706
"Luxembourg",1955,305000
"Macao, China",1955,181445
"Macedonia, FYR",1955,1353798
"Madagascar",1955,4547759
"Malawi",1955,3166157
"Malaysia",1955,7015713
"Maldives",1955,79642
"Mali",1955,4928400
"Malta",1955,314341
"Marshall Islands",1955,13893
"Martinique",1955,245807
"Mauritania",1955,743964
"Mauritius",1955,570258
"Mayotte",1955,19032
"Mexico",1955,32481214
"Micronesia, Fed. Sts.",1955,37888
"Moldova",1955,2626997
"Monaco",1955,20396
"Mongolia",1955,856184
"Montenegro",1955,428881
"Montserrat",1955,14285
"Morocco",1955,10132210
"Mozambique",1955,6972081
"Myanmar",1955,18862149
"Namibia",1955,537519
"Nauru",1955,3621
"Nepal",1955,8941972
"Netherlands",1955,10680990
"Netherlands Antilles",1955,122768
"New Caledonia",1955,67745
"New Zealand",1955,2136002
"Nicaragua",1955,1506256
"Niger",1955,2834493
"Nigeria",1955,41500415
"Niue",1955,4691
"Northern Mariana Islands",1955,8026
"Norway",1955,3427000
"Oman",1955,500770
"Pakistan",1955,41108839
"Palau",1955,8259
"Panama",1955,978034
"Papua New Guinea",1955,1821508
"Paraguay",1955,1674172
"Peru",1955,8669403
"Philippines",1955,21958518
"Poland",1955,27280997
"Portugal",1955,8665530
"Puerto Rico",1955,2249173
"Qatar",1955,35767
"Reunion",1955,291400
"Romania",1955,17485998
"Russia",1955,111401500
"Rwanda",1955,2385553
"Saint Helena",1955,4928
"Saint Kitts and Nevis",1955,48511
"Saint Lucia",1955,86851
"Saint Vincent and the Grenadines",1955,73520
"Saint-Pierre-et-Miquelon",1955,4726
"Samoa",1955,94141
"San Marino",1955,13767
"Sao Tome and Principe",1955,58776
"Saudi Arabia",1955,3535014
"Senegal",1955,2683866
"Serbia",1955,7217120
"Seychelles",1955,38899
"Sierra Leone",1955,2029230
"Singapore",1955,1305726
"Slovak Republic",1955,3765317
"Slovenia",1955,1532598
"Solomon Islands",1955,114495
"Somalia",1955,2521750
"South Africa",1955,15384665
"South Sudan",1955,2102215
"Spain",1955,29089637
"Sri Lanka",1955,8978595
"Sudan",1955,8172814
"Suriname",1955,250004
"Swaziland",1955,307229
"Sweden",1955,7261994
"Switzerland",1955,4970798
"Syria",1955,3903672
"Taiwan",1955,9486000
"Tajikistan",1955,1782503
"Tanzania",1955,8740991
"Thailand",1955,23588546
"Timor-Leste",1955,461526
"Togo",1955,1474705
"Tokelau",1955,1610
"Tonga",1955,55326
"Trinidad and Tobago",1955,719735
"Tunisia",1955,3860000
"Turkey",1955,24585366
"Turkmenistan",1955,1355501
"Turks and Caicos Islands",1955,5198
"Tuvalu",1955,5562
"Uganda",1955,5898851
"Ukraine",1955,40098857
"United Arab Emirates",1955,78599
"United Kingdom",1955,51184529
"United States",1955,171152291
"Uruguay",1955,2371978
"Uzbekistan",1955,7255501
"Wallis et Futuna",1955,7795
"Vanuatu",1955,54925
"Venezuela",1955,6220929
"West Bank and Gaza",1955,987629
"Western Sahara",1955,21197
"Vietnam",1955,31329210
"Virgin Islands (U.S.)",1955,29362
"Yemen, Rep.",1955,4684895
"Zambia",1955,2653413
"Zimbabwe",1955,3203736
"Afghanistan",1956,8986449
"Albania",1956,1421417
"Algeria",1956,9924347
"American Samoa",1956,19640
"Andorra",1956,9964
"Angola",1956,4624143
"Anguilla",1956,5743
"Antigua and Barbuda",1956,53061
"Argentina",1956,19276813
"Armenia",1956,1619242
"Aruba",1956,45935
"Australia",1956,9419635
"Austria",1956,6954658
"Azerbaijan",1956,3429548
"Bahamas",1956,91890
"Bahrain",1956,138929
"Bangladesh",1956,44644395
"Barbados",1956,228265
"Belarus",1956,7865511
"Belgium",1956,8922420
"Belize",1956,82294
"Benin",1956,2320433
"Bermuda",1956,41426
"Bhutan",1956,203054
"Bolivia",1956,3073070
"Bosnia and Herzegovina",1956,2994194
"Botswana",1956,479998
"Brazil",1956,64748101
"British Virgin Islands",1956,7706
"Brunei",1956,66348
"Bulgaria",1956,7568951
"Burkina Faso",1956,4597951
"Burundi",1956,2734574
"Cambodia",1956,4945074
"Cameroon",1956,4994394
"Canada",1956,16174093
"Cape Verde",1956,197395
"Cayman Islands",1956,7015
"Central African Rep.",1956,1417223
"Chad",1956,2724017
"Channel Islands",1956,106226
"Chile",1956,6931486
"China",1956,618226224
"Colombia",1956,14229713
"Comoros",1956,178791
"Congo, Dem. Rep.",1956,13905162
"Congo, Rep.",1956,919723
"Cook Islands",1956,16740
"Costa Rica",1956,1166887
"Cote d'Ivoire",1956,3172308
"Croatia",1956,3984346
"Cuba",1956,6646398
"Cyprus",1956,539596
"Czech Rep.",1956,9317119
"Denmark",1956,4466552
"Djibouti",1956,72203
"Dominica",1956,55545
"Dominican Rep.",1956,2890455
"Ecuador",1956,3967916
"Egypt",1956,25086028
"El Salvador",1956,2489824
"Equatorial Guinea",1956,239826
"Eritrea",1956,1292970
"Estonia",1956,1170514
"Ethiopia",1956,20706078
"Faeroe Islands",1956,32299
"Falkland Islands (Malvinas)",1956,2191
"Fiji",1956,345732
"Finland",1956,4278702
"France",1956,43831475
"French Guiana",1956,29136
"French Polynesia",1956,71167
"Gabon",1956,477456
"Gambia",1956,319468
"Georgia",1956,3903604
"Germany",1956,70769436
"Ghana",1956,5943367
"Gibraltar",1956,21065
"Greece",1956,8046802
"Greenland",1956,27477
"Grenada",1956,82778
"Guadeloupe",1956,244112
"Guam",1956,63718
"Guatemala",1956,3728613
"Guinea",1956,3343673
"Guinea-Bissau",1956,573864
"Guyana",1956,498187
"Haiti",1956,3580755
"Holy See",1956,910
"Honduras",1956,1768277
"Hong Kong, China",1956,2603651
"Hungary",1956,9868650
"Iceland",1956,161597
"India",1956,414120476
"Indonesia",1956,83701632
"Iran",1956,19904579
"Iraq",1956,6714083
"Ireland",1956,2884992
"Isle of Man",1956,51376
"Israel",1956,1796115
"Italy",1956,48401893
"Jamaica",1956,1559843
"Japan",1956,89261611
"Jordan",1956,693790
"Kazakhstan",1956,8370674
"Kenya",1956,7186225
"Kiribati",1956,29649
"Korea, Dem. Rep.",1956,9830947
"Korea, Rep.",1956,21897498
"Kuwait",1956,202317
"Kyrgyzstan",1956,1946540
"Laos",1956,1941441
"Latvia",1956,2035877
"Lebanon",1956,1683491
"Lesotho",1956,799442
"Liberia",1956,1018303
"Libya",1956,1163569
"Liechtenstein",1956,15127
"Lithuania",1956,2651564
"Luxembourg",1956,306598
"Macao, China",1956,177036
"Macedonia, FYR",1956,1363000
"Madagascar",1956,4651404
"Malawi",1956,3232162
"Malaysia",1956,7225097
"Maldives",1956,81492
"Mali",1956,4990311
"Malta",1956,314436
"Marshall Islands",1956,13987
"Martinique",1956,252801
"Mauritania",1956,764349
"Mauritius",1956,587465
"Mayotte",1956,19951
"Mexico",1956,33599909
"Micronesia, Fed. Sts.",1956,39085
"Moldova",1956,2700778
"Monaco",1956,20737
"Mongolia",1956,873350
"Montenegro",1956,436342
"Montserrat",1956,13890
"Morocco",1956,10408363
"Mozambique",1956,7095498
"Myanmar",1956,19255085
"Namibia",1956,549482
"Nauru",1956,3760
"Nepal",1956,9091534
"Netherlands",1956,10822380
"Netherlands Antilles",1956,125099
"New Caledonia",1956,69442
"New Zealand",1956,2182946
"Nicaragua",1956,1556566
"Niger",1956,2911882
"Nigeria",1956,42325458
"Niue",1956,4702
"Northern Mariana Islands",1956,8427
"Norway",1956,3458366
"Oman",1956,511231
"Pakistan",1956,41973583
"Palau",1956,8525
"Panama",1956,1005631
"Papua New Guinea",1956,1847546
"Paraguay",1956,1717573
"Peru",1956,8901699
"Philippines",1956,22729664
"Poland",1956,27650608
"Portugal",1956,8724773
"Puerto Rico",1956,2264475
"Qatar",1956,37490
"Reunion",1956,299276
"Romania",1956,17687296
"Russia",1956,113197858
"Rwanda",1956,2457436
"Saint Helena",1956,4890
"Saint Kitts and Nevis",1956,49268
"Saint Lucia",1956,87403
"Saint Vincent and the Grenadines",1956,75073
"Saint-Pierre-et-Miquelon",1956,4763
"Samoa",1956,97054
"San Marino",1956,14044
"Sao Tome and Principe",1956,59747
"Saudi Arabia",1956,3625448
"Senegal",1956,2748861
"Serbia",1956,7298269
"Seychelles",1956,39312
"Sierra Leone",1956,2058740
"Singapore",1956,1373111
"Slovak Republic",1956,3834942
"Slovenia",1956,1542741
"Solomon Islands",1956,116446
"Somalia",1956,2577566
"South Africa",1956,15759932
"South Sudan",1956,2152290
"Spain",1956,29328890
"Sri Lanka",1956,9167067
"Sudan",1956,8367493
"Suriname",1956,257399
"Swaziland",1956,315335
"Sweden",1956,7303942
"Switzerland",1956,5026644
"Syria",1956,4023540
"Taiwan",1956,9825000
"Tajikistan",1956,1835763
"Tanzania",1956,8987990
"Thailand",1956,24271352
"Timor-Leste",1956,468314
"Togo",1956,1491145
"Tokelau",1956,1666
"Tonga",1956,56368
"Trinidad and Tobago",1956,744934
"Tunisia",1956,3928722
"Turkey",1956,25290730
"Turkmenistan",1956,1397172
"Turks and Caicos Islands",1956,5318
"Tuvalu",1956,5658
"Uganda",1956,6056012
"Ukraine",1956,40647142
"United Arab Emirates",1956,80233
"United Kingdom",1956,51404774
"United States",1956,174211875
"Uruguay",1956,2403897
"Uzbekistan",1956,7487907
"Wallis et Futuna",1956,7965
"Vanuatu",1956,56565
"Venezuela",1956,6475873
"West Bank and Gaza",1956,1004154
"Western Sahara",1956,22853
"Vietnam",1956,32028847
"Virgin Islands (U.S.)",1956,29498
"Yemen, Rep.",1956,4765512
"Zambia",1956,2724859
"Zimbabwe",1956,3305402
"Afghanistan",1957,9147286
"Albania",1957,1466124
"Algeria",1957,10142284
"American Samoa",1957,19603
"Andorra",1957,10754
"Angola",1957,4706909
"Anguilla",1957,5777
"Antigua and Barbuda",1957,53393
"Argentina",1957,19617988
"Armenia",1957,1677837
"Aruba",1957,48244
"Australia",1957,9635700
"Austria",1957,6968701
"Azerbaijan",1957,3537490
"Bahamas",1957,95601
"Bahrain",1957,144713
"Bangladesh",1957,45927072
"Barbados",1957,229123
"Belarus",1957,7938588
"Belgium",1957,8978760
"Belize",1957,84781
"Benin",1957,2341271
"Bermuda",1957,42228
"Bhutan",1957,208696
"Bolivia",1957,3140563
"Bosnia and Herzegovina",1957,3042383
"Botswana",1957,490411
"Brazil",1957,66652501
"British Virgin Islands",1957,7759
"Brunei",1957,69587
"Bulgaria",1957,7642268
"Burkina Faso",1957,4665157
"Burundi",1957,2784417
"Cambodia",1957,5058226
"Cameroon",1957,5091573
"Canada",1957,16621974
"Cape Verde",1957,200202
"Cayman Islands",1957,7307
"Central African Rep.",1957,1436398
"Chad",1957,2778716
"Channel Islands",1957,106926
"Chile",1957,7101654
"China",1957,628412938
"Colombia",1957,14649582
"Comoros",1957,182359
"Congo, Dem. Rep.",1957,14247631
"Congo, Rep.",1957,941576
"Cook Islands",1957,17157
"Costa Rica",1957,1205784
"Cote d'Ivoire",1957,3277914
"Croatia",1957,4000475
"Cuba",1957,6758582
"Cyprus",1957,549500
"Czech Rep.",1957,9375356
"Denmark",1957,4493517
"Djibouti",1957,74539
"Dominica",1957,56631
"Dominican Rep.",1957,2990035
"Ecuador",1957,4078387
"Egypt",1957,25762133
"El Salvador",1957,2552562
"Equatorial Guinea",1957,242510
"Eritrea",1957,1323450
"Estonia",1957,1181044
"Ethiopia",1957,21132283
"Faeroe Islands",1957,32786
"Falkland Islands (Malvinas)",1957,2180
"Fiji",1957,356801
"Finland",1957,4319898
"France",1957,44242612
"French Guiana",1957,29790
"French Polynesia",1957,73034
"Gabon",1957,479323
"Gambia",1957,333635
"Georgia",1957,3967208
"Germany",1957,71232304
"Ghana",1957,6135898
"Gibraltar",1957,21118
"Greece",1957,8126135
"Greenland",1957,28689
"Grenada",1957,84629
"Guadeloupe",1957,252317
"Guam",1957,64443
"Guatemala",1957,3832377
"Guinea",1957,3389911
"Guinea-Bissau",1957,580436
"Guyana",1957,513371
"Haiti",1957,3648930
"Holy See",1957,912
"Honduras",1957,1822159
"Hong Kong, China",1957,2713041
"Hungary",1957,9903650
"Iceland",1957,165227
"India",1957,422144572
"Indonesia",1957,85615311
"Iran",1957,20397551
"Iraq",1957,6869646
"Ireland",1957,2867181
"Isle of Man",1957,50382
"Israel",1957,1868679
"Italy",1957,48662851
"Jamaica",1957,1576146
"Japan",1957,90084066
"Jordan",1957,744040
"Kazakhstan",1957,8764961
"Kenya",1957,7401433
"Kiribati",1957,30415
"Korea, Dem. Rep.",1957,10080542
"Korea, Rep.",1957,22680855
"Kuwait",1957,210366
"Kyrgyzstan",1957,1994697
"Laos",1957,1987164
"Latvia",1957,2058224
"Lebanon",1957,1736903
"Lesotho",1957,811540
"Liberia",1957,1040978
"Libya",1957,1205683
"Liechtenstein",1957,15452
"Lithuania",1957,2676930
"Luxembourg",1957,308067
"Macao, China",1957,173324
"Macedonia, FYR",1957,1369605
"Madagascar",1957,4758677
"Malawi",1957,3300751
"Malaysia",1957,7441991
"Maldives",1957,83454
"Mali",1957,5053392
"Malta",1957,314412
"Marshall Islands",1957,14081
"Martinique",1957,260053
"Mauritania",1957,785592
"Mauritius",1957,604913
"Mayotte",1957,20897
"Mexico",1957,34759382
"Micronesia, Fed. Sts.",1957,40366
