ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
"IN10271294","NEW","","","","",
"IN10271296","NEW","","","","",
"IN10271297","NEW","","","","",
"IN10271298","NEW","","","","",
"IN10271299","NEW","","","","",
"IN10271300","NEW","","","","",
"IN10271301","NEW","","","","",
"IN10271318","NEW","","","","",
"IN10271319","NEW","","","","",
"IN10271320","NEW","","","","",
"IN10271321","NEW","","","","",
"IN10271324","NEW","","","","",
"IN10271325","NEW","","","","",
"IN10271326","NEW","","","","",
"IN10271329","NEW","","","","",
"IN10271330","NEW","","","","",
"IN10271331","NEW","","","","",
"IN10271332","NEW","","","","",
"IN10271333","NEW","","","","",
"IN10271334","NEW","","","","",
"IN10271335","NEW","","","","",
"IN10271336","NEW","","","","",
"IN10271337","NEW","","","","",
"IN10271340","NEW","","","","",
"IN10271341","NEW","","","","",
"IN10271343","NEW","","","","",
"IN10271344","NEW","","","","",
"IN10271347","NEW","","","","",
"IN10271349","NEW","","","","",
"IN10271351","NEW","","","","",
"IN10271353","NEW","","","","",
"IN10271354","NEW","","","","",
"IN10271356","NEW","","","","",
"IN10271357","NEW","","","","",
"IN10271358","NEW","","","","",
"IN10271362","NEW","","","","",
"IN10271366","NEW","","","","",
"IN10271367","NEW","","","","",
"IN10271369","NEW","","","","",
"IN10271370","NEW","","","","",
"IN10271371","NEW","","","","",
"IN10271372","NEW","","","","",
"IN10271373","NEW","","","","",
"IN10271374","NEW","","","","",
"IN10271375","NEW","","","","",
"IN10271378","NEW","","","","",
"IN10271382","NEW","","","","",
"IN10271384","NEW","","","","",
"IN10271385","NEW","","","","",
"IN10271386","NEW","","","","",
"IN10271388","NEW","","","","",
"IN10271389","NEW","","","","",
"IN10271390","NEW","","","","",
"IN10271391","NEW","","","","",
"IN10271394","NEW","","","","",
"IN10271395","NEW","","","","",
"IN10271397","NEW","","","","",
"IN10271401","NEW","","","","",
"IN10271403","NEW","","","","",
"IN10271404","NEW","","","","",
"IN10271406","NEW","","","","",
"IN10271408","NEW","","","","",
"IN10271409","NEW","","","","",
"IN10271413","NEW","","","","",
"IN10271415","NEW","","","","",
"IN10271417","NEW","","","","",
"IN10271418","NEW","","","","",
"IN10271420","NEW","","","","",
"IN10271421","NEW","","","","",
"IN10271424","NEW","","","","",
"IN10271426","NEW","","","","",
"IN10271427","NEW","","","","",
"IN10271428","NEW","","","","",
"IN10271429","NEW","","","","",
"IN10271431","NEW","","","","",
"IN10271433","NEW","","","","",
"IN10271434","NEW","","","","",
"IN10271436","NEW","","","","",
"IN10271437","NEW","","","","",
"IN10271438","NEW","","","","",
"IN10271439","NEW","","","","",
"IN10271442","NEW","","","","",
"IN10271445","NEW","","","","",
"IN10271446","NEW","","","","",
"IN10271447","NEW","","","","",
"IN10271448","NEW","","","","",
"IN10271449","NEW","","","","",
"IN10271450","NEW","","","","",
"IN10271451","NEW","","","","",
"IN10271452","NEW","","","","",
"IN10271454","NEW","","","","",
"IN10271455","NEW","","","","",
"IN10271457","NEW","","","","",
"IN10271458","NEW","","","","",
"IN10271459","NEW","","","","",
"IN10271460","NEW","","","","",
"IN10271461","NEW","","","","",
"IN10271462","NEW","","","","",
"IN10271463","NEW","","","","",
"IN10271467","NEW","","","","",
"IN10271468","NEW","","","","",
"IN10271469","NEW","","","","",
"IN10271471","NEW","","","","",
"IN10271472","NEW","","","","",
"IN10271481","NEW","","","","",
"IN10271482","NEW","","","","",
"IN10271483","NEW","","","","",
"IN10271484","NEW","","","","",
"IN10271485","NEW","","","","",
"IN10271486","NEW","","","","",
"IN10271489","NEW","","","","",
"IN10271490","NEW","","","","",
"IN10271493","NEW","","","","",
"IN10271511","NEW","","","","",
"IN10271513","NEW","","","","",
"IN10271517","NEW","","","","",
"IN10271518","NEW","","","","",
"IN10271519","NEW","","","","",
"IN10271520","NEW","","","","",
"IN10271522","NEW","","","","",
"IN10271524","NEW","","","","",
"IN10271526","NEW","","","","",
"IN10271529","NEW","","","","",
"IN10271530","NEW","","","","",
"IN10271531","NEW","","","","",
"IN10271533","NEW","","","","",
"IN10271534","NEW","","","","",
"IN10271535","NEW","","","","",
"IN10271537","NEW","","","","",
"IN10271539","NEW","","","","",
"IN10271540","NEW","","","","",
"IN10271542","NEW","","","","",
"IN10271544","NEW","","","","",
"IN10271546","NEW","","","","",
"IN10271547","NEW","","","","",
"IN10271548","NEW","","","","",
"IN10271549","NEW","","","","",
"IN10271550","NEW","","","","",
"IN10271551","NEW","","","","",
"IN10271553","NEW","","","","",
"IN10271555","NEW","","","","",
"IN10271556","NEW","","","","",
"IN10271557","NEW","","","","",
"IN10271559","NEW","","","","",
"IN10271560","NEW","","","","",
"IN10271561","NEW","","","","",
"IN10271562","NEW","","","","",
"IN10271563","NEW","","","","",
"IN10271564","NEW","","","","",
"IN10271566","NEW","","","","",
"IN10271567","NEW","","","","",
"IN10271568","NEW","","","","",
"IN10271572","NEW","","","","",
"IN10271573","NEW","","","","",
"IN10271574","NEW","","","","",
"IN10271575","NEW","","","","",
"IN10271576","NEW","","","","",
"IN10271577","NEW","","","","",
"IN10271579","NEW","","","","",
"IN10271580","NEW","","","","",
"IN10271582","NEW","","","","",
"IN10271583","NEW","","","","",
"IN10271584","NEW","","","","",
"IN10271585","NEW","","","","",
"IN10271588","NEW","","","","",
"IN10271589","NEW","","","","",
"IN10271590","NEW","","","","",
"IN10271591","NEW","","","","",
"IN10271592","NEW","","","","",
"IN10271593","NEW","","","","",
"IN10271602","NEW","","","","",
"IN10271603","NEW","","","","",
"IN10271605","NEW","","","","",
"IN10271607","NEW","","","","",
"IN10271608","NEW","","","","",
"IN10271610","NEW","","","","",
"IN10271611","NEW","","","","",
"IN10271612","NEW","","","","",
"IN10271613","NEW","","","","",
"IN10271615","NEW","","","","",
"IN10271617","NEW","","","","",
"IN10271622","NEW","","","","",
"IN10271623","NEW","","","","",
"IN10271625","NEW","","","","",
"IN10271628","NEW","","","","",
"IN10271629","NEW","","","","",
"IN10271638","NEW","","","","",
"IN10271639","NEW","","","","",
"IN10271641","NEW","","","","",
"IN10271642","NEW","","","","",
"IN10271643","NEW","","","","",
"IN10271644","NEW","","","","",
"IN10271647","NEW","","","","",
"IN10271650","NEW","","","","",
"IN10271651","NEW","","","","",
"IN10271654","NEW","","","","",
"IN10271657","NEW","","","","",
"IN10271658","NEW","","","","",
"IN10271659","NEW","","","","",
"IN10271660","NEW","","","","",
"IN10271661","NEW","","","","",
"IN10271664","NEW","","","","",
"IN10271665","NEW","","","","",
"IN10271666","NEW","","","","",
"IN10271668","NEW","","","","",
"IN10271669","NEW","","","","",
"IN10271670","NEW","","","","",
"IN10271671","NEW","","","","",
"IN10271673","NEW","","","","",
"IN10271674","NEW","","","","",
"IN10271676","NEW","","","","",
"IN10271677","NEW","","","","",
"IN10271679","NEW","","","","",
"IN10271680","NEW","","","","",
"IN10271681","NEW","","","","",
"IN10271682","NEW","","","","",
"IN10271683","NEW","","","","",
"IN10271684","NEW","","","","",
"IN10271686","NEW","","","","",
"IN10271687","NEW","","","","",
"IN10271688","NEW","","","","",
"IN10271690","NEW","","","","",
"IN10271692","NEW","","","","",
"IN10271695","NEW","","","","",
"IN10271696","NEW","","","","",
"IN10271697","NEW","","","","",
"IN10271698","NEW","","","","",
"IN10271700","NEW","","","","",
"IN10271703","NEW","","","","",
"IN10271705","NEW","","","","",
"IN10271710","NEW","","","","",
"IN10271711","NEW","","","","",
"IN10271713","NEW","","","","",
"IN10271714","NEW","","","","",
"IN10271715","NEW","","","","",
"IN10271718","NEW","","","","",
"IN10271719","NEW","","","","",
"IN10271720","NEW","","","","",
"IN10271721","NEW","","","","",
"IN10271722","NEW","","","","",
"IN10271728","NEW","","","","",
"IN10271731","NEW","","","","",
"IN10271736","NEW","","","","",
"IN10271742","NEW","","","","",
"IN10271743","NEW","","","","",
"IN10271745","NEW","","","","",
"IN10271746","NEW","","","","",
"IN10271747","NEW","","","","",
"IN10271750","NEW","","","","",
"IN10271752","NEW","","","","",
"IN10271762","NEW","","","","",
"IN10271771","NEW","","","","",
"IN10271776","NEW","","","","",
"IN10271781","NEW","","","","",
"IN10271789","NEW","","","","",
"IN10271802","NEW","","","","",
"IN10271803","NEW","","","","",
"IN10271806","NEW","","","","",
"IN10271809","NEW","","","","",
"IN10271810","NEW","","","","",
"IN10271811","NEW","","","","",
"IN10271814","NEW","","","","",
"IN10271818","NEW","","","","",
"IN10271819","NEW","","","","",
"IN10271820","NEW","","","","",
"IN10271821","NEW","","","","",
"IN10271824","NEW","","","","",
"IN10271826","NEW","","","","",
"IN10271828","NEW","","","","",
"IN10271829","NEW","","","","",
"IN10271830","NEW","","","","",
"IN10271831","NEW","","","","",
"IN10271832","NEW","","","","",
"IN10271833","NEW","","","","",
"IN10271834","NEW","","","","",
"IN10271836","NEW","","","","",
"IN10271838","NEW","","","","",
"IN10271839","NEW","","","","",
"IN10271851","NEW","","","","",
"IN10271859","NEW","","","","",
"IN10271878","NEW","","","","",
"IN10271897","NEW","","","","",
"IN10271900","NEW","","","","",
"IN10271908","NEW","","","","",
"IN10271919","NEW","","","","",
"IN10271921","NEW","","","","",
"IN10271922","NEW","","","","",
"IN10271923","NEW","","","","",
"IN10271926","NEW","","","","",
"IN10271929","NEW","","","","",
"IN10271930","NEW","","","","",
"IN10271936","NEW","","","","",
"IN10271945","NEW","","","","",
"IN10271947","NEW","","","","",
"IN10271948","NEW","","","","",
"IN10271949","NEW","","","","",
"IN10271960","NEW","","","","",
"IN10271962","NEW","","","","",
"IN10271963","NEW","","","","",
"IN10271964","NEW","","","","",
"IN10271965","NEW","","","","",
"IN10271968","NEW","","","","",
"IN10271969","NEW","","","","",
"IN10271970","NEW","","","","",
"IN10271972","NEW","","","","",
"IN10271974","NEW","","","","",
"IN10271976","NEW","","","","",
"IN10271978","NEW","","","","",
"IN10271979","NEW","","","","",
"IN10271981","NEW","","","","",
"IN10271984","NEW","","","","",
"IN10271987","NEW","","","","",
"IN10271989","NEW","","","","",
"IN10271990","NEW","","","","",
"IN10271992","NEW","","","","",
"IN10271993","NEW","","","","",
"IN10271996","NEW","","","","",
"IN10271997","NEW","","","","",
"IN10271998","NEW","","","","",
"IN10272002","NEW","","","","",
"IN10272003","NEW","","","","",
"IN10272004","NEW","","","","",
"IN10272005","NEW","","","","",
"IN10272007","NEW","","","","",
"IN10272008","NEW","","","","",
"IN10272009","NEW","","","","",
"IN10272010","NEW","","","","",
"IN10272012","NEW","","","","",
"IN10272013","NEW","","","","",
"IN10272015","NEW","","","","",
"IN10272016","NEW","","","","",
"IN10272017","NEW","","","","",
"IN10272018","NEW","","","","",
"IN10272019","NEW","","","","",
"IN10272020","NEW","","","","",
"IN10272021","NEW","","","","",
"IN10272025","NEW","","","","",
"IN10272035","NEW","","","","",
"IN10272036","NEW","","","","",
"IN10272046","NEW","","","","",
"IN10272050","NEW","","","","",
"IN10272054","NEW","","","","",
"IN10272060","NEW","","","","",
"IN10272064","NEW","","","","",
"IN10272065","NEW","","","","",
"IN10272068","NEW","","","","",
"IN10272069","NEW","","","","",
"IN10272072","NEW","","","","",
"IN10272073","NEW","","","","",
"IN10272074","NEW","","","","",
"IN10272075","NEW","","","","",
"IN10272076","NEW","","","","",
"IN10272077","NEW","","","","",
"IN10272078","NEW","","","","",
"IN10272079","NEW","","","","",
"IN10272080","NEW","","","","",
"IN10272081","NEW","","","","",
"IN10272085","NEW","","","","",
"IN10272086","NEW","","","","",
"IN10272088","NEW","","","","",
"IN10272089","NEW","","","","",
"IN10272090","NEW","","","","",
"IN10272091","NEW","","","","",
"IN10272092","NEW","","","","",
"IN10272093","NEW","","","","",
"IN10272094","NEW","","","","",
"IN10272095","NEW","","","","",
"IN10272097","NEW","","","","",
"IN10272098","NEW","","","","",
"IN10272099","NEW","","","","",
"IN10272100","NEW","","","","",
"IN10272101","NEW","","","","",
"IN10272102","NEW","","","","",
"IN10272103","NEW","","","","",
"IN10272104","NEW","","","","",
"IN10272105","NEW","","","","",
"IN10272107","NEW","","","","",
"IN10272109","NEW","","","","",
"IN10272110","NEW","","","","",
"IN10272113","NEW","","","","",
"IN10272114","NEW","","","","",
"IN10272115","NEW","","","","",
"IN10272116","NEW","","","","",
"IN10272118","NEW","","","","",
"IN10272119","NEW","","","","",
"IN10272120","NEW","","","","",
"IN10272121","NEW","","","","",
"IN10272126","NEW","","","","",
"IN10272127","NEW","","","","",
"IN10272128","NEW","","","","",
"IN10272129","NEW","","","","",
"IN10272130","NEW","","","","",
"IN10272131","NEW","","","","",
"IN10272132","NEW","","","","",
"IN10272134","NEW","","","","",
"IN10272135","NEW","","","","",
"IN10272136","NEW","","","","",
"IN10272137","NEW","","","","",
"IN10272139","NEW","","","","",
"IN10272140","NEW","","","","",
"IN10272141","NEW","","","","",
"IN10272142","NEW","","","","",
"IN10272143","NEW","","","","",
"IN10272144","NEW","","","","",
"IN10272146","NEW","","","","",
"IN10272147","NEW","","","","",
"IN10272148","NEW","","","","",
"IN10272149","NEW","","","","",
"IN10272150","NEW","","","","",
"IN10272151","NEW","","","","",
"IN10272153","NEW","","","","",
"IN10272154","NEW","","","","",
"IN10272155","NEW","","","","",
"IN10272156","NEW","","","","",
"IN10272158","NEW","","","","",
"IN10272160","NEW","","","","",
"IN10272161","NEW","","","","",
"IN10272162","NEW","","","","",
"IN10272163","NEW","","","","",
"IN10272167","NEW","","","","",
"IN10272170","NEW","","","","",
"IN10272172","NEW","","","","",
"IN10272173","NEW","","","","",
"IN10272174","NEW","","","","",
"IN10272175","NEW","","","","",
"IN10272176","NEW","","","","",
"IN10272177","NEW","","","","",
"IN10272180","NEW","","","","",
"IN10272181","NEW","","","","",
"IN10272183","NEW","","","","",
"IN10272186","NEW","","","","",
"IN10272188","NEW","","","","",
"IN10272189","NEW","","","","",
"IN10272190","NEW","","","","",
"IN10272192","NEW","","","","",
"IN10272197","NEW","","","","",
"IN10272198","NEW","","","","",
"IN10272199","NEW","","","","",
"IN10272201","NEW","","","","",
"IN10272202","NEW","","","","",
"IN10272203","NEW","","","","",
"IN10272204","NEW","","","","",
"IN10272205","NEW","","","","",
"IN10272210","NEW","","","","",
"IN10272213","NEW","","","","",
"IN10272214","NEW","","","","",
"IN10272215","NEW","","","","",
"IN10272216","NEW","","","","",
"IN10272217","NEW","","","","",
"IN10272219","NEW","","","","",
"IN10272220","NEW","","","","",
"IN10272221","NEW","","","","",
"IN10272224","NEW","","","","",
"IN10272225","NEW","","","","",
"IN10272227","NEW","","","","",
"IN10272228","NEW","","","","",
"IN10272231","NEW","","","","",
"IN10272235","NEW","","","","",
"IN10272236","NEW","","","","",
"IN10272238","NEW","","","","",
"IN10272241","NEW","","","","",
"IN10272243","NEW","","","","",
"IN10272244","NEW","","","","",
"IN10272246","NEW","","","","",
"IN10272248","NEW","","","","",
"IN10272249","NEW","","","","",
"IN10272250","NEW","","","","",
"IN10272251","NEW","","","","",
"IN10272252","NEW","","","","",
"IN10272254","NEW","","","","",
"IN10272255","NEW","","","","",
"IN10272256","NEW","","","","",
"IN10272259","NEW","","","","",
"IN10272260","NEW","","","","",
"IN10272261","NEW","","","","",
"IN10272262","NEW","","","","",
"IN10272266","NEW","","","","",
"IN10272267","NEW","","","","",
"IN10272272","NEW","","","","",
"IN10272274","NEW","","","","",
"IN10272275","NEW","","","","",
"IN10272278","NEW","","","","",
"IN10272279","NEW","","","","",
"IN10272280","NEW","","","","",
"IN10272282","NEW","","","","",
"IN10272284","NEW","","","","",
"IN10272287","NEW","","","","",
"IN10272288","NEW","","","","",
"IN10272289","NEW","","","","",
"IN10272290","NEW","","","","",
"IN10272293","NEW","","","","",
"IN10272296","NEW","","","","",
"IN10272297","NEW","","","","",
"IN10272298","NEW","","","","",
"IN10272299","NEW","","","","",
