PK_servico,categoria,grupo_indicador,servico,campo,atributo,META_nome_servico,META_nome_campo,META_tipo_campo,META_cod_campo,META_contexto
96,"Proteção Social Especial - Alta Complexidade","Serviço de acolhimento institucional","residenciaInclusivaJovensEAdultosComDeficiencia18A59Anos","instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","residenciaInclusivaJovensEAdultosComDeficiencia18A59Anos-instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","Residência Inclusiva - Jovens e Adultos com Deficiência (18 a 59 Anos)","Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA","binary","RAD-1",1
110,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","oMunicipioDispoeDeComiteGestorIntersetorialDoPrimeiraInfanciaNoSUASProgramaCriancaFelizInstituido","","oMunicipioDispoeDeComiteGestorIntersetorialDoPrimeiraInfanciaNoSUASProgramaCriancaFelizInstituido","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","Município Dispõe de Comitê Gestor Intersetorial do Primeira Infância no SUAS - Programa Criança Feliz Instituido","binary","CF-6",1
111,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","oMunicipioDispoeDePlanoMunicipalDePromocaoEDefesaDoDireitoAConvivenciaFamiliarEComunitariaDeCriancasEAdolescentes","","oMunicipioDispoeDePlanoMunicipalDePromocaoEDefesaDoDireitoAConvivenciaFamiliarEComunitariaDeCriancasEAdolescentes","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","Municipio Dispõe De Plano Municipal de Promoção e Defesa do Direito a Convivência Familiar e Comunitária de Crianças e Adolescentes","binary","CF-6",1
112,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","oMunicipioDispoeDePlanoMunicipalPelaPrimeiraInfancia","","oMunicipioDispoeDePlanoMunicipalPelaPrimeiraInfancia","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","Município Dispõe de Plano Municipal pela Primeira Infância","binary","CF-6",1
203,"Gestão","Dados de Gestão","diagnosticoSocioterritorial","possui","diagnosticoSocioterritorial-possui","Instrumentos de Gestão","Diagnóstico Socioterritorial","binary","IG-4",1
268,"SEDES","Sedes - Dados de Gestão","diagnosticoSocioterritorial","possui","diagnosticoSocioterritorial-possui","Instrumentos de Gestão","Diagnóstico Socioterritorial","binary","IG-4",1
206,"Gestão","Dados de Gestão","LeideRegulamentacaodoSUAS","possui","LeideRegulamentacaodoSUAS-possui","Instrumentos de Gestão","Lei de Regulamentação do SUAS","binary","IG-1",1
271,"SEDES","Sedes - Dados de Gestão","LeideRegulamentacaodoSUAS","possui","LeideRegulamentacaodoSUAS-possui","Instrumentos de Gestão","Lei de Regulamentação do SUAS","binary","IG-1",1
200,"Proteção Social Básica","Serviço de Proteção Social Básica no Domicilio para Pessoas com Deficiências e Idosas","oServicoDeProtecaoSocialBasicaNoDomicilioNoMunicipioPossuiEquipeExclusiva","","oServicoDeProtecaoSocialBasicaNoDomicilioNoMunicipioPossuiEquipeExclusiva","Serviço de Proteção Social Básica no Domicilio para Pessoas com Deficiências e Idosas","Serviço de Proteção Social Básica no Domicílio no Município possui Equipe Exclusiva","binary","DF-4",1
201,"Gestão","Dados de Gestão","planoDecenalDeAssistenciaSocial","possui","planoDecenalDeAssistenciaSocial-possui","Instrumentos de Gestão","Plano Decenal de Assistência Social","binary","IG-5",1
266,"SEDES","Sedes - Dados de Gestão","planoDecenalDeAssistenciaSocial","possui","planoDecenalDeAssistenciaSocial-possui","Instrumentos de Gestão","Plano Decenal de Assistência Social","binary","IG-5",1
202,"Gestão","Dados de Gestão","planoMunicipalDeAssistenciaSocial","possui","planoMunicipalDeAssistenciaSocial-possui","Instrumentos de Gestão","Plano Municipal de Assistência Social","binary","IG-6",1
267,"SEDES","Sedes - Dados de Gestão","planoMunicipalDeAssistenciaSocial","possui","planoMunicipalDeAssistenciaSocial-possui","Instrumentos de Gestão","Plano Municipal de Assistência Social","binary","IG-6",1
204,"Gestão","Dados de Gestão","PlanoMunicipaldeEducacaoPermanentedoSUAS","possui","PlanoMunicipaldeEducacaoPermanentedoSUAS-possui","Instrumentos de Gestão","Plano Municipal de Educação Permanente do SUAS","binary","IG-2",1
269,"SEDES","Sedes - Dados de Gestão","PlanoMunicipaldeEducacaoPermanentedoSUAS","possui","PlanoMunicipaldeEducacaoPermanentedoSUAS-possui","Instrumentos de Gestão","Plano Municipal de Educação Permanente do SUAS","binary","IG-2",1
205,"Gestão","Dados de Gestão","RelatoriodeGestaoDoExercicioAnterior","possui","RelatoriodeGestaoDoExercicioAnterior-possui","Instrumentos de Gestão","Relatório de Gestão do exercício anterior","binary","IG-3",1
270,"SEDES","Sedes - Dados de Gestão","RelatoriodeGestaoDoExercicioAnterior","possui","RelatoriodeGestaoDoExercicioAnterior-possui","Instrumentos de Gestão","Relatório de Gestão do exercício anterior","binary","IG-3",1
207,"Gestão","Dados de Gestão","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente","gestao_do_trabalho","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente-gestao_do_trabalho","Áreas Essenciais do SUAS Implantadas","Gestão do Trabalho","binary","AE-2",1
275,"SEDES","Sedes - Dados de Gestão","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente","gestao_do_trabalho","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente-gestao_do_trabalho","Áreas Essenciais do SUAS Implantadas","Gestão do Trabalho","binary","AE-2",1
208,"Gestão","Dados de Gestão","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente","protecao_social_basica","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente-protecao_social_basica","Áreas Essenciais do SUAS Implantadas","Proteção Social Básica","binary","AE-3",1
272,"SEDES","Sedes - Dados de Gestão","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente","protecao_social_basica","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente-protecao_social_basica","Áreas Essenciais do SUAS Implantadas","Proteção Social Básica","binary","AE-3",1
209,"Gestão","Dados de Gestão","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente","protecao_social_especial","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente-protecao_social_especial","Áreas Essenciais do SUAS Implantadas","Proteção Social Especial","binary","AE-4",1
273,"SEDES","Sedes - Dados de Gestão","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente","protecao_social_especial","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente-protecao_social_especial","Áreas Essenciais do SUAS Implantadas","Proteção Social Especial","binary","AE-4",1
210,"Gestão","Dados de Gestão","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente","gestao_do_suas","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente-gestao_do_suas","Áreas Essenciais do SUAS Implantadas","Gestão do SUAS","binary","AE-1",1
274,"SEDES","Sedes - Dados de Gestão","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente","gestao_do_suas","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente-gestao_do_suas","Áreas Essenciais do SUAS Implantadas","Gestão do SUAS","binary","AE-1",1
211,"Gestão","Dados de Gestão","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial","levanta_dados_no_territorio_equipamento_da_pas","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-levanta_dados_no_territorio_equipamento_da_pas","Ações de Vigilância Socioassistencial","Levanta dados no território/equipamento da PAS","binary","VS-3",1
276,"SEDES","Sedes - Dados de Gestão","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial","levanta_dados_no_territorio_equipamento_da_pas","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-levanta_dados_no_territorio_equipamento_da_pas","Ações de Vigilância Socioassistencial","Levanta dados no território/equipamento da PAS","binary","VS-3",1
212,"Gestão","Dados de Gestão","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial","analisa_dados_levantados","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-analisa_dados_levantados","Ações de Vigilância Socioassistencial","Analisa dados levantados","binary","VS-1",1
277,"SEDES","Sedes - Dados de Gestão","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial","analisa_dados_levantados","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-analisa_dados_levantados","Ações de Vigilância Socioassistencial","Analisa dados levantados","binary","VS-1",1
213,"Gestão","Dados de Gestão","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial","sistematiza_dados_e_produz_relatorios","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-sistematiza_dados_e_produz_relatorios","Ações de Vigilância Socioassistencial","Sistematiza dados e produz relatórios","binary","VS-7",1
278,"SEDES","Sedes - Dados de Gestão","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial","sistematiza_dados_e_produz_relatorios","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-sistematiza_dados_e_produz_relatorios","Ações de Vigilância Socioassistencial","Sistematiza dados e produz relatórios","binary","VS-7",1
214,"Gestão","Dados de Gestão","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial","dissemina_dados_e/ou_relatorios","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-dissemina_dados_e/ou_relatorios","Ações de Vigilância Socioassistencial","Dissemina dados e/ou relatórios","binary","VS-2",1
279,"SEDES","Sedes - Dados de Gestão","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial","dissemina_dados_e/ou_relatorios","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-dissemina_dados_e/ou_relatorios","Ações de Vigilância Socioassistencial","Dissemina dados e/ou relatórios","binary","VS-2",1
215,"Gestão","Dados de Gestão","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial","realiza_diagnostico_socioterritorial","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-realiza_diagnostico_socioterritorial","Ações de Vigilância Socioassistencial","Realiza diagnóstico socioterritorial","binary","VS-4",1
280,"SEDES","Sedes - Dados de Gestão","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial","realiza_diagnostico_socioterritorial","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-realiza_diagnostico_socioterritorial","Ações de Vigilância Socioassistencial","Realiza diagnóstico socioterritorial","binary","VS-4",1
339,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessaosAtendidasNoTotal","","numeroDePessaosAtendidasNoTotal","","","","",1
216,"Gestão","Dados de Gestão","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial","realiza_monitoramento_sistematico_dos_servicos_socioassistenciais","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-realiza_monitoramento_sistematico_dos_servicos_socioassistenciais","Ações de Vigilância Socioassistencial","Realiza monitoramento sistemático dos serviços socioassistenciais","binary","VS-5",1
281,"SEDES","Sedes - Dados de Gestão","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial","realiza_monitoramento_sistematico_dos_servicos_socioassistenciais","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-realiza_monitoramento_sistematico_dos_servicos_socioassistenciais","Ações de Vigilância Socioassistencial","Realiza monitoramento sistemático dos serviços socioassistenciais","binary","VS-5",1
217,"Gestão","Dados de Gestão","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial","realiza_reunioes_com_as_equipes_responsaveis_pela_execucao_dos_servicos_socioassistenciais","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-realiza_reunioes_com_as_equipes_responsaveis_pela_execucao_dos_servicos_socioassistenciais","Ações de Vigilância Socioassistencial","Realiza reuniões com as equipes responsáveis pela execução dos serviços socioassistenciais","binary","VS-6",1
282,"SEDES","Sedes - Dados de Gestão","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial","realiza_reunioes_com_as_equipes_responsaveis_pela_execucao_dos_servicos_socioassistenciais","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-realiza_reunioes_com_as_equipes_responsaveis_pela_execucao_dos_servicos_socioassistenciais","Ações de Vigilância Socioassistencial","Realiza reuniões com as equipes responsáveis pela execução dos serviços socioassistenciais","binary","VS-6",1
338,"SEDES","Sedes - Dados de Gestão","quantidadeDeBoletinsElaboradosEPublicizados","","quantidadeDeBoletinsElaboradosEPublicizados","","","","",1
334,"SEDES","Sedes - Dados de Gestão","quantidadeDeMunicipiosAcompanhadosRemotamente","","quantidadeDeMunicipiosAcompanhadosRemotamente","","","","",1
336,"SEDES","Sedes - Dados de Gestão","quantidadeDeMunicipiosComPlanoDeProvidenciasAcompanhados","","quantidadeDeMunicipiosComPlanoDeProvidenciasAcompanhados","","","","",1
335,"SEDES","Sedes - Dados de Gestão","quantidadeDeMunicipiosVisitadosInLoco","","quantidadeDeMunicipiosVisitadosInLoco","","","","",1
337,"SEDES","Sedes - Dados de Gestão","quantidadeDeNotasTecnicasElaboradasEPublicizadas","","quantidadeDeNotasTecnicasElaboradasEPublicizadas","","","","",1
332,"SEDES","Sedes - Dados de Gestão","quantidadeMensalDeResolucoesEmitidasDoCEAS","","quantidadeMensalDeResolucoesEmitidasDoCEAS","","","","",1
330,"SEDES","Sedes - Dados de Gestão","quantidadeMensalDeReunioesExtraordinariasDoCEAS","","quantidadeMensalDeReunioesExtraordinariasDoCEAS","","","","",1
331,"SEDES","Sedes - Dados de Gestão","quantidadeMensalDeReunioesOrdinariasDoCEAS","","quantidadeMensalDeReunioesOrdinariasDoCEAS","","","","",1
333,"SEDES","Sedes - Dados de Gestão","quantidadeMensalDeReunioesTecnicasRealizadasPeloCEAS","","quantidadeMensalDeReunioesTecnicasRealizadasPeloCEAS","","","","",1
