Omschrijving,Periode,Waarde,Service
"Afschrijvingen","2020 - 3",3000,"Service"
"Afschrijvingen","2020 - 4",3000,"Service"
"Afschrijvingen","2020 - 5",3000,"Service"
"Afschrijvingen","2020 - 6",3000,"Service"
"Afschrijvingen","2020 - 7",3000,"Service"
"Afschrijvingen","2020 - 8",3000,"Service"
"Afschrijvingen","2020 - 9",3000,"Service"
"Afschrijvingen","2020 - 10",3000,"Service"
"Afschrijvingen","2020 - 11",3000,"Service"
"Afschrijvingen","2020 - 12",3000,"Service"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 1",10141.699999999997,"Service"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 2",10141.699999999997,"Service"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 3",10141.699999999997,"Service"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 4",10141.699999999997,"Service"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 5",10141.699999999997,"Service"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 6",10141.699999999997,"Service"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 7",10141.699999999997,"Service"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 8",9157.0999999999985,"Service"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 9",9157.0999999999985,"Service"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 10",9157.0999999999985,"Service"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 11",9157.0999999999985,"Service"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 12",9157.0999999999985,"Service"
"Financieringslasten","2020 - 1",250,"Service"
"Financieringslasten","2020 - 2",250,"Service"
"Financieringslasten","2020 - 3",250,"Service"
"Financieringslasten","2020 - 4",250,"Service"
"Financieringslasten","2020 - 5",250,"Service"
"Financieringslasten","2020 - 6",250,"Service"
"Financieringslasten","2020 - 7",250,"Service"
"Financieringslasten","2020 - 8",250,"Service"
"Financieringslasten","2020 - 9",250,"Service"
"Financieringslasten","2020 - 10",250,"Service"
"Financieringslasten","2020 - 11",250,"Service"
"Financieringslasten","2020 - 12",250,"Service"
"Resultaat voor belastingen","2020 - 1",9891.6999999999971,"Service"
"Resultaat voor belastingen","2020 - 2",9891.6999999999971,"Service"
"Resultaat voor belastingen","2020 - 3",9891.6999999999971,"Service"
"Resultaat voor belastingen","2020 - 4",9891.6999999999971,"Service"
"Resultaat voor belastingen","2020 - 5",9891.6999999999971,"Service"
"Resultaat voor belastingen","2020 - 6",9891.6999999999971,"Service"
"Resultaat voor belastingen","2020 - 7",9891.6999999999971,"Service"
"Resultaat voor belastingen","2020 - 8",8907.0999999999985,"Service"
"Resultaat voor belastingen","2020 - 9",8907.0999999999985,"Service"
"Resultaat voor belastingen","2020 - 10",8907.0999999999985,"Service"
"Resultaat voor belastingen","2020 - 11",8907.0999999999985,"Service"
"Resultaat voor belastingen","2020 - 12",8907.0999999999985,"Service"
"Belastingen","2020 - 1",2472.9249999999993,"Service"
"Belastingen","2020 - 2",2472.9249999999993,"Service"
"Belastingen","2020 - 3",2472.9249999999993,"Service"
"Belastingen","2020 - 4",2472.9249999999993,"Service"
"Belastingen","2020 - 5",2472.9249999999993,"Service"
"Belastingen","2020 - 6",2472.9249999999993,"Service"
"Belastingen","2020 - 7",2472.9249999999993,"Service"
"Belastingen","2020 - 8",2226.7749999999996,"Service"
"Belastingen","2020 - 9",2226.7749999999996,"Service"
"Belastingen","2020 - 10",2226.7749999999996,"Service"
"Belastingen","2020 - 11",2226.7749999999996,"Service"
"Belastingen","2020 - 12",2226.7749999999996,"Service"
"Resultaat na belastingen","2020 - 1",7418.7749999999978,"Service"
"Resultaat na belastingen","2020 - 2",7418.7749999999978,"Service"
"Resultaat na belastingen","2020 - 3",7418.7749999999978,"Service"
"Resultaat na belastingen","2020 - 4",7418.7749999999978,"Service"
"Resultaat na belastingen","2020 - 5",7418.7749999999978,"Service"
"Resultaat na belastingen","2020 - 6",7418.7749999999978,"Service"
"Resultaat na belastingen","2020 - 7",7418.7749999999978,"Service"
"Resultaat na belastingen","2020 - 8",6680.3249999999989,"Service"
"Resultaat na belastingen","2020 - 9",6680.3249999999989,"Service"
"Resultaat na belastingen","2020 - 10",6680.3249999999989,"Service"
"Resultaat na belastingen","2020 - 11",6680.3249999999989,"Service"
"Resultaat na belastingen","2020 - 12",6680.3249999999989,"Service"
"Lonen en salarissen","2020 - 1",28544.4,"G&A"
"Lonen en salarissen","2020 - 2",28501.2,"G&A"
"Lonen en salarissen","2020 - 3",28501.2,"G&A"
"Lonen en salarissen","2020 - 4",28501.2,"G&A"
"Lonen en salarissen","2020 - 5",28501.2,"G&A"
"Lonen en salarissen","2020 - 6",28501.2,"G&A"
"Lonen en salarissen","2020 - 7",28501.2,"G&A"
"Lonen en salarissen","2020 - 8",28501.2,"G&A"
"Lonen en salarissen","2020 - 9",28501.2,"G&A"
"Lonen en salarissen","2020 - 10",28501.2,"G&A"
"Lonen en salarissen","2020 - 11",28501.2,"G&A"
"Lonen en salarissen","2020 - 12",28501.2,"G&A"
"Sociale lasten","2020 - 1",3996.2160000000008,"G&A"
"Sociale lasten","2020 - 2",3990.1680000000006,"G&A"
"Sociale lasten","2020 - 3",3990.1680000000006,"G&A"
"Sociale lasten","2020 - 4",3990.1680000000006,"G&A"
"Sociale lasten","2020 - 5",3990.1680000000006,"G&A"
"Sociale lasten","2020 - 6",3990.1680000000006,"G&A"
"Sociale lasten","2020 - 7",3990.1680000000006,"G&A"
"Sociale lasten","2020 - 8",3990.1680000000006,"G&A"
"Sociale lasten","2020 - 9",3990.1680000000006,"G&A"
"Sociale lasten","2020 - 10",3990.1680000000006,"G&A"
"Sociale lasten","2020 - 11",3990.1680000000006,"G&A"
"Sociale lasten","2020 - 12",3990.1680000000006,"G&A"
"Sociale lasten","Column16",0.14,"G&A"
"Variabele beloning","2020 - 1",2854.4400000000005,"G&A"
"Variabele beloning","2020 - 2",2850.1200000000003,"G&A"
"Variabele beloning","2020 - 3",2850.1200000000003,"G&A"
"Variabele beloning","2020 - 4",2850.1200000000003,"G&A"
"Variabele beloning","2020 - 5",2850.1200000000003,"G&A"
"Variabele beloning","2020 - 6",2850.1200000000003,"G&A"
"Variabele beloning","2020 - 7",2850.1200000000003,"G&A"
"Variabele beloning","2020 - 8",2850.1200000000003,"G&A"
"Variabele beloning","2020 - 9",2850.1200000000003,"G&A"
"Variabele beloning","2020 - 10",2850.1200000000003,"G&A"
"Variabele beloning","2020 - 11",2850.1200000000003,"G&A"
"Variabele beloning","2020 - 12",2850.1200000000003,"G&A"
"Variabele beloning","Column16",0.1,"G&A"
"Uitzendkrachten R&D","2020 - 1",12000,"G&A"
"Uitzendkrachten R&D","2020 - 2",12000,"G&A"
"Uitzendkrachten R&D","2020 - 3",12000,"G&A"
"Uitzendkrachten R&D","2020 - 4",12000,"G&A"
"Uitzendkrachten R&D","2020 - 5",12000,"G&A"
"Uitzendkrachten R&D","2020 - 6",12000,"G&A"
"Uitzendkrachten R&D","2020 - 7",12000,"G&A"
"Uitzendkrachten R&D","2020 - 8",12000,"G&A"
"Uitzendkrachten R&D","2020 - 9",12000,"G&A"
"Uitzendkrachten R&D","2020 - 10",12000,"G&A"
"Uitzendkrachten R&D","2020 - 11",12000,"G&A"
"Uitzendkrachten R&D","2020 - 12",12000,"G&A"
"Management fee","2020 - 1",12000,"G&A"
"Management fee","2020 - 2",12000,"G&A"
"Management fee","2020 - 3",12000,"G&A"
"Management fee","2020 - 4",12000,"G&A"
"Management fee","2020 - 5",12000,"G&A"
"Management fee","2020 - 6",12000,"G&A"
"Management fee","2020 - 7",12000,"G&A"
"Management fee","2020 - 8",12000,"G&A"
"Management fee","2020 - 9",12000,"G&A"
"Management fee","2020 - 10",12000,"G&A"
"Management fee","2020 - 11",12000,"G&A"
"Management fee","2020 - 12",12000,"G&A"
"   Totaal Lonen, salarissen en mgt fee","2020 - 1",59395.056000000004,"G&A"
"   Totaal Lonen, salarissen en mgt fee","2020 - 2",59341.488000000005,"G&A"
"   Totaal Lonen, salarissen en mgt fee","2020 - 3",59341.488000000005,"G&A"
"   Totaal Lonen, salarissen en mgt fee","2020 - 4",59341.488000000005,"G&A"
"   Totaal Lonen, salarissen en mgt fee","2020 - 5",59341.488000000005,"G&A"
"   Totaal Lonen, salarissen en mgt fee","2020 - 6",59341.488000000005,"G&A"
"   Totaal Lonen, salarissen en mgt fee","2020 - 7",59341.488000000005,"G&A"
"   Totaal Lonen, salarissen en mgt fee","2020 - 8",59341.488000000005,"G&A"
"   Totaal Lonen, salarissen en mgt fee","2020 - 9",59341.488000000005,"G&A"
"   Totaal Lonen, salarissen en mgt fee","2020 - 10",59341.488000000005,"G&A"
"   Totaal Lonen, salarissen en mgt fee","2020 - 11",59341.488000000005,"G&A"
"   Totaal Lonen, salarissen en mgt fee","2020 - 12",59341.488000000005,"G&A"
"Kostenvergoedingen","2020 - 1",180,"G&A"
"Kostenvergoedingen","2020 - 2",180,"G&A"
"Kostenvergoedingen","2020 - 3",180,"G&A"
"Kostenvergoedingen","2020 - 4",180,"G&A"
"Kostenvergoedingen","2020 - 5",180,"G&A"
"Kostenvergoedingen","2020 - 6",180,"G&A"
"Kostenvergoedingen","2020 - 7",180,"G&A"
"Kostenvergoedingen","2020 - 8",180,"G&A"
"Kostenvergoedingen","2020 - 9",180,"G&A"
"Kostenvergoedingen","2020 - 10",180,"G&A"
"Kostenvergoedingen","2020 - 11",180,"G&A"
"Kostenvergoedingen","2020 - 12",180,"G&A"
"Opleidingen","2020 - 1",100,"G&A"
"Opleidingen","2020 - 2",100,"G&A"
"Opleidingen","2020 - 3",100,"G&A"
"Opleidingen","2020 - 4",100,"G&A"
"Opleidingen","2020 - 5",100,"G&A"
"Opleidingen","2020 - 6",100,"G&A"
"Opleidingen","2020 - 7",100,"G&A"
"Opleidingen","2020 - 8",100,"G&A"
"Opleidingen","2020 - 9",100,"G&A"
"Opleidingen","2020 - 10",100,"G&A"
"Opleidingen","2020 - 11",100,"G&A"
"Opleidingen","2020 - 12",100,"G&A"
"Overige personeelskosten","2020 - 1",300,"G&A"
"Overige personeelskosten","2020 - 2",300,"G&A"
"Overige personeelskosten","2020 - 3",300,"G&A"
"Overige personeelskosten","2020 - 4",300,"G&A"
"Overige personeelskosten","2020 - 5",300,"G&A"
"Overige personeelskosten","2020 - 6",300,"G&A"
"Overige personeelskosten","2020 - 7",300,"G&A"
"Overige personeelskosten","2020 - 8",300,"G&A"
"Overige personeelskosten","2020 - 9",300,"G&A"
"Overige personeelskosten","2020 - 10",300,"G&A"
"Overige personeelskosten","2020 - 11",300,"G&A"
"Overige personeelskosten","2020 - 12",300,"G&A"
"   Totaal overige personeelskosten","2020 - 1",580,"G&A"
"   Totaal overige personeelskosten","2020 - 2",580,"G&A"
"   Totaal overige personeelskosten","2020 - 3",580,"G&A"
"   Totaal overige personeelskosten","2020 - 4",580,"G&A"
"   Totaal overige personeelskosten","2020 - 5",580,"G&A"
"   Totaal overige personeelskosten","2020 - 6",580,"G&A"
"   Totaal overige personeelskosten","2020 - 7",580,"G&A"
"   Totaal overige personeelskosten","2020 - 8",580,"G&A"
"   Totaal overige personeelskosten","2020 - 9",580,"G&A"
"   Totaal overige personeelskosten","2020 - 10",580,"G&A"
"   Totaal overige personeelskosten","2020 - 11",580,"G&A"
"   Totaal overige personeelskosten","2020 - 12",580,"G&A"
"Huren","2020 - 1",786.30000000000007,"G&A"
"Huren","2020 - 2",786.30000000000007,"G&A"
"Huren","2020 - 3",786.30000000000007,"G&A"
"Huren","2020 - 4",786.30000000000007,"G&A"
"Huren","2020 - 5",786.30000000000007,"G&A"
"Huren","2020 - 6",786.30000000000007,"G&A"
"Huren","2020 - 7",786.30000000000007,"G&A"
"Huren","2020 - 8",1500,"G&A"
"Huren","2020 - 9",1500,"G&A"
"Huren","2020 - 10",1500,"G&A"
"Huren","2020 - 11",1500,"G&A"
"Huren","2020 - 12",1500,"G&A"
"Energie","2020 - 1",169.10000000000002,"G&A"
"Energie","2020 - 2",169.10000000000002,"G&A"
"Energie","2020 - 3",169.10000000000002,"G&A"
"Energie","2020 - 4",169.10000000000002,"G&A"
"Energie","2020 - 5",169.10000000000002,"G&A"
"Energie","2020 - 6",169.10000000000002,"G&A"
"Energie","2020 - 7",169.10000000000002,"G&A"
"Energie","2020 - 8",300,"G&A"
"Energie","2020 - 9",300,"G&A"
"Energie","2020 - 10",300,"G&A"
"Energie","2020 - 11",300,"G&A"
"Energie","2020 - 12",300,"G&A"
"Overige huisvestingslasten","2020 - 1",160,"G&A"
"Overige huisvestingslasten","2020 - 2",160,"G&A"
"Overige huisvestingslasten","2020 - 3",160,"G&A"
"Overige huisvestingslasten","2020 - 4",160,"G&A"
"Overige huisvestingslasten","2020 - 5",160,"G&A"
"Overige huisvestingslasten","2020 - 6",160,"G&A"
"Overige huisvestingslasten","2020 - 7",160,"G&A"
"Overige huisvestingslasten","2020 - 8",300,"G&A"
"Overige huisvestingslasten","2020 - 9",300,"G&A"
"Overige huisvestingslasten","2020 - 10",300,"G&A"
"Overige huisvestingslasten","2020 - 11",300,"G&A"
"Overige huisvestingslasten","2020 - 12",300,"G&A"
"   Totaal huisvestingskosten","2020 - 1",1115.4,"G&A"
"   Totaal huisvestingskosten","2020 - 2",1115.4,"G&A"
"   Totaal huisvestingskosten","2020 - 3",1115.4,"G&A"
"   Totaal huisvestingskosten","2020 - 4",1115.4,"G&A"
"   Totaal huisvestingskosten","2020 - 5",1115.4,"G&A"
"   Totaal huisvestingskosten","2020 - 6",1115.4,"G&A"
"   Totaal huisvestingskosten","2020 - 7",1115.4,"G&A"
"   Totaal huisvestingskosten","2020 - 8",2100,"G&A"
"   Totaal huisvestingskosten","2020 - 9",2100,"G&A"
"   Totaal huisvestingskosten","2020 - 10",2100,"G&A"
"   Totaal huisvestingskosten","2020 - 11",2100,"G&A"
"   Totaal huisvestingskosten","2020 - 12",2100,"G&A"
"Website","2020 - 1",1000,"G&A"
"Website","2020 - 2",1000,"G&A"
"Website","2020 - 3",1000,"G&A"
"Website","2020 - 4",1000,"G&A"
"Website","2020 - 5",1000,"G&A"
"Website","2020 - 6",1000,"G&A"
"Website","2020 - 7",1000,"G&A"
"Website","2020 - 8",1000,"G&A"
"Website","2020 - 9",1000,"G&A"
"Website","2020 - 10",1000,"G&A"
"Website","2020 - 11",1000,"G&A"
"Website","2020 - 12",1000,"G&A"
"Brandstof","2020 - 1",250,"G&A"
"Brandstof","2020 - 2",250,"G&A"
"Brandstof","2020 - 3",250,"G&A"
"Brandstof","2020 - 4",250,"G&A"
"Brandstof","2020 - 5",250,"G&A"
"Brandstof","2020 - 6",250,"G&A"
"Brandstof","2020 - 7",250,"G&A"
"Brandstof","2020 - 8",250,"G&A"
"Brandstof","2020 - 9",250,"G&A"
"Brandstof","2020 - 10",250,"G&A"
"Brandstof","2020 - 11",250,"G&A"
"Brandstof","2020 - 12",250,"G&A"
"Motorrijtuigenbelasting","2020 - 1",134,"G&A"
"Motorrijtuigenbelasting","2020 - 2",134,"G&A"
"Motorrijtuigenbelasting","2020 - 3",134,"G&A"
"Motorrijtuigenbelasting","2020 - 4",134,"G&A"
"Motorrijtuigenbelasting","2020 - 5",134,"G&A"
"Motorrijtuigenbelasting","2020 - 6",134,"G&A"
"Motorrijtuigenbelasting","2020 - 7",134,"G&A"
"Motorrijtuigenbelasting","2020 - 8",134,"G&A"
"Motorrijtuigenbelasting","2020 - 9",134,"G&A"
"Motorrijtuigenbelasting","2020 - 10",134,"G&A"
"Motorrijtuigenbelasting","2020 - 11",134,"G&A"
"Motorrijtuigenbelasting","2020 - 12",134,"G&A"
"Overige autokosten","2020 - 1",26,"G&A"
"Overige autokosten","2020 - 2",26,"G&A"
"Overige autokosten","2020 - 3",26,"G&A"
"Overige autokosten","2020 - 4",26,"G&A"
"Overige autokosten","2020 - 5",26,"G&A"
"Overige autokosten","2020 - 6",26,"G&A"
"Overige autokosten","2020 - 7",26,"G&A"
"Overige autokosten","2020 - 8",26,"G&A"
"Overige autokosten","2020 - 9",26,"G&A"
"Overige autokosten","2020 - 10",26,"G&A"
"Overige autokosten","2020 - 11",26,"G&A"
"Overige autokosten","2020 - 12",26,"G&A"
"     Totaal autokosten","2020 - 1",410,"G&A"
"     Totaal autokosten","2020 - 2",410,"G&A"
"     Totaal autokosten","2020 - 3",410,"G&A"
"     Totaal autokosten","2020 - 4",410,"G&A"
"     Totaal autokosten","2020 - 5",410,"G&A"
"     Totaal autokosten","2020 - 6",410,"G&A"
"     Totaal autokosten","2020 - 7",410,"G&A"
"     Totaal autokosten","2020 - 8",410,"G&A"
"     Totaal autokosten","2020 - 9",410,"G&A"
"     Totaal autokosten","2020 - 10",410,"G&A"
"     Totaal autokosten","2020 - 11",410,"G&A"
"     Totaal autokosten","2020 - 12",410,"G&A"
"Advieskosten","2020 - 1",1500,"G&A"
"Advieskosten","2020 - 2",1500,"G&A"
"Advieskosten","2020 - 3",1500,"G&A"
"Advieskosten","2020 - 4",1500,"G&A"
"Advieskosten","2020 - 5",1500,"G&A"
"Advieskosten","2020 - 6",1500,"G&A"
"Advieskosten","2020 - 7",1500,"G&A"
"Advieskosten","2020 - 8",1500,"G&A"
"Advieskosten","2020 - 9",1500,"G&A"
"Advieskosten","2020 - 10",1500,"G&A"
"Advieskosten","2020 - 11",1500,"G&A"
"Advieskosten","2020 - 12",1500,"G&A"
"Juridische advieskosten","2020 - 1",750,"G&A"
"Juridische advieskosten","2020 - 2",750,"G&A"
"Juridische advieskosten","2020 - 3",750,"G&A"
"Juridische advieskosten","2020 - 4",750,"G&A"
"Juridische advieskosten","2020 - 5",750,"G&A"
"Juridische advieskosten","2020 - 6",750,"G&A"
"Juridische advieskosten","2020 - 7",750,"G&A"
"Juridische advieskosten","2020 - 8",750,"G&A"
"Juridische advieskosten","2020 - 9",750,"G&A"
"Juridische advieskosten","2020 - 10",750,"G&A"
"Juridische advieskosten","2020 - 11",750,"G&A"
"Juridische advieskosten","2020 - 12",750,"G&A"
"Overige algemene kosten","2020 - 1",125,"G&A"
"Overige algemene kosten","2020 - 2",125,"G&A"
"Overige algemene kosten","2020 - 3",125,"G&A"
"Overige algemene kosten","2020 - 4",125,"G&A"
"Overige algemene kosten","2020 - 5",125,"G&A"
"Overige algemene kosten","2020 - 6",125,"G&A"
"Overige algemene kosten","2020 - 7",125,"G&A"
"Overige algemene kosten","2020 - 8",125,"G&A"
"Overige algemene kosten","2020 - 9",125,"G&A"
"Overige algemene kosten","2020 - 10",125,"G&A"
"Overige algemene kosten","2020 - 11",125,"G&A"
"Overige algemene kosten","2020 - 12",125,"G&A"
"   Totaal algemene kosten","2020 - 1",2375,"G&A"
"   Totaal algemene kosten","2020 - 2",2375,"G&A"
"   Totaal algemene kosten","2020 - 3",2375,"G&A"
"   Totaal algemene kosten","2020 - 4",2375,"G&A"
"   Totaal algemene kosten","2020 - 5",2375,"G&A"
"   Totaal algemene kosten","2020 - 6",2375,"G&A"
"   Totaal algemene kosten","2020 - 7",2375,"G&A"
"   Totaal algemene kosten","2020 - 8",2375,"G&A"
"   Totaal algemene kosten","2020 - 9",2375,"G&A"
"   Totaal algemene kosten","2020 - 10",2375,"G&A"
"   Totaal algemene kosten","2020 - 11",2375,"G&A"
"   Totaal algemene kosten","2020 - 12",2375,"G&A"
"Totaal overige bedrijfslasten","2020 - 1",63875.456000000006,"G&A"
"Totaal overige bedrijfslasten","2020 - 2",63821.888000000006,"G&A"
"Totaal overige bedrijfslasten","2020 - 3",63821.888000000006,"G&A"
"Totaal overige bedrijfslasten","2020 - 4",63821.888000000006,"G&A"
"Totaal overige bedrijfslasten","2020 - 5",63821.888000000006,"G&A"
"Totaal overige bedrijfslasten","2020 - 6",63821.888000000006,"G&A"
"Totaal overige bedrijfslasten","2020 - 7",63821.888000000006,"G&A"
"Totaal overige bedrijfslasten","2020 - 8",64806.488000000005,"G&A"
"Totaal overige bedrijfslasten","2020 - 9",64806.488000000005,"G&A"
"Totaal overige bedrijfslasten","2020 - 10",64806.488000000005,"G&A"
"Totaal overige bedrijfslasten","2020 - 11",64806.488000000005,"G&A"
"Totaal overige bedrijfslasten","2020 - 12",64806.488000000005,"G&A"
"Bedrijfsresultaat (EBITDA)","2020 - 1",-63875.456000000006,"G&A"
"Bedrijfsresultaat (EBITDA)","2020 - 2",-63821.888000000006,"G&A"
"Bedrijfsresultaat (EBITDA)","2020 - 3",-63821.888000000006,"G&A"
"Bedrijfsresultaat (EBITDA)","2020 - 4",-63821.888000000006,"G&A"
"Bedrijfsresultaat (EBITDA)","2020 - 5",-63821.888000000006,"G&A"
"Bedrijfsresultaat (EBITDA)","2020 - 6",-63821.888000000006,"G&A"
"Bedrijfsresultaat (EBITDA)","2020 - 7",-63821.888000000006,"G&A"
"Bedrijfsresultaat (EBITDA)","2020 - 8",-64806.488000000005,"G&A"
"Bedrijfsresultaat (EBITDA)","2020 - 9",-64806.488000000005,"G&A"
"Bedrijfsresultaat (EBITDA)","2020 - 10",-64806.488000000005,"G&A"
"Bedrijfsresultaat (EBITDA)","2020 - 11",-64806.488000000005,"G&A"
"Bedrijfsresultaat (EBITDA)","2020 - 12",-64806.488000000005,"G&A"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 1",-63875.456000000006,"G&A"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 2",-63821.888000000006,"G&A"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 3",-63821.888000000006,"G&A"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 4",-63821.888000000006,"G&A"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 5",-63821.888000000006,"G&A"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 6",-63821.888000000006,"G&A"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 7",-63821.888000000006,"G&A"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 8",-64806.488000000005,"G&A"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 9",-64806.488000000005,"G&A"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 10",-64806.488000000005,"G&A"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 11",-64806.488000000005,"G&A"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 12",-64806.488000000005,"G&A"
"Financieringslasten","2020 - 1",250,"G&A"
"Financieringslasten","2020 - 2",250,"G&A"
"Financieringslasten","2020 - 3",250,"G&A"
"Financieringslasten","2020 - 4",250,"G&A"
"Financieringslasten","2020 - 5",250,"G&A"
"Financieringslasten","2020 - 6",250,"G&A"
"Financieringslasten","2020 - 7",250,"G&A"
"Financieringslasten","2020 - 8",250,"G&A"
"Financieringslasten","2020 - 9",250,"G&A"
"Financieringslasten","2020 - 10",250,"G&A"
"Financieringslasten","2020 - 11",250,"G&A"
"Financieringslasten","2020 - 12",250,"G&A"
"Resultaat voor belastingen","2020 - 1",-64125.456000000006,"G&A"
"Resultaat voor belastingen","2020 - 2",-64071.888000000006,"G&A"
"Resultaat voor belastingen","2020 - 3",-64071.888000000006,"G&A"
"Resultaat voor belastingen","2020 - 4",-64071.888000000006,"G&A"
"Resultaat voor belastingen","2020 - 5",-64071.888000000006,"G&A"
"Resultaat voor belastingen","2020 - 6",-64071.888000000006,"G&A"
"Resultaat voor belastingen","2020 - 7",-64071.888000000006,"G&A"
"Resultaat voor belastingen","2020 - 8",-65056.488000000005,"G&A"
"Resultaat voor belastingen","2020 - 9",-65056.488000000005,"G&A"
"Resultaat voor belastingen","2020 - 10",-65056.488000000005,"G&A"
"Resultaat voor belastingen","2020 - 11",-65056.488000000005,"G&A"
"Resultaat voor belastingen","2020 - 12",-65056.488000000005,"G&A"
"Belastingen","2020 - 1",-16031.364000000001,"G&A"
"Belastingen","2020 - 2",-16017.972000000002,"G&A"
"Belastingen","2020 - 3",-16017.972000000002,"G&A"
"Belastingen","2020 - 4",-16017.972000000002,"G&A"
"Belastingen","2020 - 5",-16017.972000000002,"G&A"
"Belastingen","2020 - 6",-16017.972000000002,"G&A"
"Belastingen","2020 - 7",-16017.972000000002,"G&A"
"Belastingen","2020 - 8",-16264.122000000001,"G&A"
"Belastingen","2020 - 9",-16264.122000000001,"G&A"
"Belastingen","2020 - 10",-16264.122000000001,"G&A"
"Belastingen","2020 - 11",-16264.122000000001,"G&A"
"Belastingen","2020 - 12",-16264.122000000001,"G&A"
"Resultaat na belastingen","2020 - 1",-48094.092000000004,"G&A"
"Resultaat na belastingen","2020 - 2",-48053.916000000005,"G&A"
"Resultaat na belastingen","2020 - 3",-48053.916000000005,"G&A"
"Resultaat na belastingen","2020 - 4",-48053.916000000005,"G&A"
"Resultaat na belastingen","2020 - 5",-48053.916000000005,"G&A"
"Resultaat na belastingen","2020 - 6",-48053.916000000005,"G&A"
"Resultaat na belastingen","2020 - 7",-48053.916000000005,"G&A"
"Resultaat na belastingen","2020 - 8",-48792.366,"G&A"
"Resultaat na belastingen","2020 - 9",-48792.366,"G&A"
"Resultaat na belastingen","2020 - 10",-48792.366,"G&A"
"Resultaat na belastingen","2020 - 11",-48792.366,"G&A"
"Resultaat na belastingen","2020 - 12",-48792.366,"G&A"
"Onderhoud","2020 - 1",0,"G&A"
"Onderhoud","2020 - 2",0,"G&A"
"Onderhoud","2020 - 3",0,"G&A"
"Onderhoud","2020 - 4",0,"G&A"
"Onderhoud","2020 - 5",0,"G&A"
"Onderhoud","2020 - 6",0,"G&A"
"Onderhoud","2020 - 7",0,"G&A"
"Onderhoud","2020 - 8",0,"G&A"
"Onderhoud","2020 - 9",0,"G&A"
"Onderhoud","2020 - 10",0,"G&A"
"Onderhoud","2020 - 11",0,"G&A"
"Onderhoud","2020 - 12",0,"G&A"
"     Totaal bedrijfskosten","2020 - 1",0,"G&A"
"     Totaal bedrijfskosten","2020 - 3",0,"G&A"
"     Totaal verkoopkosten","2020 - 1",0,"G&A"
"     Totaal verkoopkosten","2020 - 2",0,"G&A"
"     Totaal verkoopkosten","2020 - 3",0,"G&A"
"     Totaal verkoopkosten","2020 - 4",0,"G&A"
"     Totaal verkoopkosten","2020 - 5",0,"G&A"
"     Totaal verkoopkosten","2020 - 6",0,"G&A"
"     Totaal verkoopkosten","2020 - 7",0,"G&A"
"     Totaal verkoopkosten","2020 - 8",0,"G&A"
"     Totaal verkoopkosten","2020 - 9",0,"G&A"
"     Totaal verkoopkosten","2020 - 10",0,"G&A"
"     Totaal verkoopkosten","2020 - 11",0,"G&A"
"     Totaal verkoopkosten","2020 - 12",0,"G&A"
"Kantoorkosten","2020 - 1",0,"G&A"
"Kantoorkosten","2020 - 2",0,"G&A"
"Kantoorkosten","2020 - 3",0,"G&A"
"Kantoorkosten","2020 - 4",0,"G&A"
"Kantoorkosten","2020 - 5",0,"G&A"
"Kantoorkosten","2020 - 6",0,"G&A"
"Kantoorkosten","2020 - 7",0,"G&A"
"Kantoorkosten","2020 - 8",0,"G&A"
"Kantoorkosten","2020 - 9",0,"G&A"
"Kantoorkosten","2020 - 10",0,"G&A"
"Kantoorkosten","2020 - 11",0,"G&A"
"Kantoorkosten","2020 - 12",0,"G&A"
"Telefoonkosten","2020 - 1",0,"G&A"
"Telefoonkosten","2020 - 2",0,"G&A"
"Telefoonkosten","2020 - 3",0,"G&A"
"Telefoonkosten","2020 - 4",0,"G&A"
"Telefoonkosten","2020 - 5",0,"G&A"
"Telefoonkosten","2020 - 6",0,"G&A"
"Telefoonkosten","2020 - 7",0,"G&A"
"Telefoonkosten","2020 - 8",0,"G&A"
"Telefoonkosten","2020 - 9",0,"G&A"
"Telefoonkosten","2020 - 10",0,"G&A"
