Code_Client,Nb_Compte,Montant_Total_Compte,Montant_Total_Compte_Courant,Montant_Total_Compte_Epargne,Montant_Decouvert_Auto,Montant_Patrimoine,Nom_Client,Nb_Salarie,Date_Ouverture_1er_Compte,Date_Ouverture_Dernier_Compte,Code_Type_Client,Code_Adresse,Code_Salarie,Code_Secteur_activite
"CL1471",19,6353287,267522,611570,0,171742,"Mon Entreprise EURL 1471",1,37481,39108,"EURL","AD0833","SAL1355","SA031"
"CL1475",1,9222350,281975,927957,0,1724276,"Mon Entreprise EURL 1475",1,33257,40515,"EURL","AD0104","SAL0052","SA002"
"CL1478",18,13326051,355193,50148,0,1076494,"Mon Entreprise EURL 1478",1,41193,43688,"EURL","AD0244","SAL0121","SA005"
"CL1486",14,9743625,93492,137524,0,1055619,"Mon Entreprise EURL 1486",1,39634,40124,"EURL","AD0630","SAL0350","SA022"
"CL1490",11,12555932,246907,857021,0,1253506,"Mon Entreprise EURL 1490",1,43693,42603,"EURL","AD0130","SAL0068","SA031"
"CL1493",2,4320425,442494,218202,0,495850,"Mon Entreprise EURL 1493",1,33931,38951,"EURL","AD0649","SAL0350","SA021"
"CL1501",1,2962859,454137,630664,0,495636,"Mon Entreprise EURL 1501",1,34032,40038,"EURL","AD0226","SAL0113","SA031"
"CL1505",6,490853,480305,455336,0,1973957,"Mon Entreprise EURL 1505",1,41186,42492,"EURL","AD0543","SAL0322","SA023"
"CL1508",10,5007263,437143,982003,0,1735347,"Mon Entreprise EURL 1508",1,38386,39005,"EURL","AD0941","SAL1355","SA020"
"CL1516",13,9278962,199573,667539,0,1530813,"Mon Entreprise EURL 1516",1,29278,40005,"EURL","AD0549","SAL0322","SA002"
"CL1520",14,12804250,469775,705399,0,1502129,"Mon Entreprise EURL 1520",1,30693,39470,"EURL","AD0540","SAL0322","SA028"
"CL1523",11,2577380,372379,718470,0,398013,"Mon Entreprise EURL 1523",1,29636,40612,"EURL","AD0849","SAL1355","SA030"
"CL1531",11,14292643,133486,888393,0,834943,"Mon Entreprise EURL 1531",1,29620,38412,"EURL","AD0843","SAL1355","SA008"
"CL1535",11,6471776,434721,303714,0,1074098,"Mon Entreprise EURL 1535",1,34780,41270,"EURL","AD0759","SAL0425","SA004"
"CL1538",4,10958661,288468,534384,0,575450,"Mon Entreprise EURL 1538",1,40684,40282,"EURL","AD0359","SAL0204","SA005"
"CL1546",11,14355461,72720,875131,0,1545286,"Mon Entreprise EURL 1546",1,32026,42725,"EURL","AD0699","SAL0365","SA026"
"CL1550",9,1164367,7313,117932,0,1471623,"Mon Entreprise EURL 1550",1,31114,40718,"EURL","AD0889","SAL1355","SA012"
"CL1553",7,1471594,485513,729211,0,1358340,"Mon Entreprise EURL 1553",1,40639,39856,"EURL","AD0796","SAL1355","SA025"
"CL1561",6,6800731,304277,64756,0,643432,"Mon Entreprise EURL 1561",1,35159,42563,"EURL","AD0767","SAL0433","SA031"
"CL1565",18,4696525,169236,780971,0,1452733,"Mon Entreprise EURL 1565",1,33974,42844,"EURL","AD0570","SAL0322","SA015"
"CL1568",3,14327483,409966,599932,0,783302,"Mon Entreprise EURL 1568",1,35127,39276,"EURL","AD0798","SAL1355","SA032"
"CL1576",1,11191934,240822,659335,0,1885328,"Mon Entreprise EURL 1576",1,34099,41463,"EURL","AD0243","SAL0120","SA017"
"CL1580",19,6539776,160518,256721,0,1816385,"Mon Entreprise EURL 1580",1,33104,38713,"EURL","AD0462","SAL0246","SA026"
"CL1583",6,2618272,286273,355766,0,1714398,"Mon Entreprise EURL 1583",1,37120,41068,"EURL","AD0242","SAL0119","SA010"
"CL1592",17,12298710,266487,402706,0,1327001,"Mon Entreprise EURL 1592",1,29233,40194,"EURL","AD0237","SAL0114","SA032"
"CL1596",9,10225831,108355,344655,0,1554728,"Mon Entreprise EURL 1596",1,32864,39167,"EURL","AD0537","SAL0321","SA028"
"CL1599",3,3205949,4203,656740,0,1274119,"Mon Entreprise EURL 1599",1,33310,39850,"EURL","AD0831","SAL1355","SA025"
"CL1607",12,3766789,155125,686034,0,664853,"Mon Entreprise EURL 1607",1,35353,43638,"EURL","AD0894","SAL1355","SA027"
"CL1611",16,7638820,406908,151978,0,1051668,"Mon Entreprise EURL 1611",1,43532,43414,"EURL","AD0321","SAL0178","SA018"
"CL1614",18,8142022,258265,400789,0,1980143,"Mon Entreprise EURL 1614",1,41683,40278,"EURL","AD0636","SAL0350","SA015"
"CL1623",9,5294142,489130,390849,0,1912087,"Mon Entreprise EURL 1623",1,36658,41096,"EURL","AD0373","SAL0204","SA001"
"CL1627",2,1790809,254217,785643,0,1618787,"Mon Entreprise EURL 1627",1,39008,40546,"EURL","AD0893","SAL1355","SA017"
"CL1630",3,7708199,-705,701209,0,947425,"Mon Entreprise EURL 1630",1,36216,41843,"EURL","AD0711","SAL0377","SA014"
"CL1638",5,12920316,410323,516599,0,679107,"Mon Entreprise EURL 1638",1,30791,38924,"EURL","AD0605","SAL0327","SA004"
"CL1642",8,10414785,163859,468248,0,656436,"Mon Entreprise EURL 1642",1,35678,38698,"EURL","AD0656","SAL0350","SA008"
"CL1645",9,2587293,211144,382410,0,386427,"Mon Entreprise EURL 1645",1,37227,38947,"EURL","AD0211","SAL0102","SA006"
"CL1654",11,4962632,412372,493819,0,489489,"Mon Entreprise EURL 1654",1,29264,42204,"EURL","AD0463","SAL0247","SA029"
"CL1658",8,4678816,264247,929618,0,1356453,"Mon Entreprise EURL 1658",1,41803,41354,"EURL","AD0854","SAL1355","SA012"
"CL1661",19,7917450,159681,444275,0,1691898,"Mon Entreprise EURL 1661",1,36349,41391,"EURL","AD0106","SAL0052","SA030"
"CL1669",6,13862362,140290,399524,0,1503403,"Mon Entreprise EURL 1669",1,39743,40932,"EURL","AD0108","SAL0052","SA017"
"CL1673",11,4930832,265110,867795,0,1699494,"Mon Entreprise EURL 1673",1,31604,43780,"EURL","AD0619","SAL0341","SA010"
"CL1676",20,9920871,307186,787676,0,929613,"Mon Entreprise EURL 1676",1,39832,43053,"EURL","AD0789","SAL1355","SA001"
"CL1685",14,10471359,198402,635956,0,421693,"Mon Entreprise EURL 1685",1,33515,40559,"EURL","AD0804","SAL1355","SA022"
"CL1689",15,1800910,27062,619887,0,1879982,"Mon Entreprise EURL 1689",1,40496,43588,"EURL","AD0501","SAL0285","SA016"
"CL1692",3,6371594,267888,677628,0,1733152,"Mon Entreprise EURL 1692",1,34744,40129,"EURL","AD0743","SAL0409","SA010"
"CL1700",4,11105621,470160,819367,0,1953940,"Mon Entreprise EURL 1700",1,43161,43435,"EURL","AD0851","SAL1355","SA005"
"CL1704",11,12663612,332869,471751,0,841410,"Mon Entreprise EURL 1704",1,31388,41506,"EURL","AD0696","SAL0362","SA019"
"CL1707",1,12627637,433907,275911,0,145858,"Mon Entreprise EURL 1707",1,38955,38397,"EURL","AD0127","SAL0065","SA019"
"CL1716",12,13705392,199472,796444,0,1551283,"Mon Entreprise EURL 1716",1,29240,39129,"EURL","AD0317","SAL0175","SA029"
"CL1720",20,5585656,43558,872259,0,473932,"Mon Entreprise EURL 1720",1,36391,40535,"EURL","AD0924","SAL1355","SA027"
"CL1723",7,13456626,64830,718419,0,238313,"Mon Entreprise EURL 1723",1,37288,40289,"EURL","AD0370","SAL0204","SA027"
"CL1731",13,10488609,-4568,837683,0,291536,"Mon Entreprise EURL 1731",1,37175,40252,"EURL","AD0103","SAL0052","SA019"
"CL1735",4,10923186,-7887,357894,0,1823812,"Mon Entreprise EURL 1735",1,29530,39861,"EURL","AD0537","SAL0321","SA001"
"CL1738",1,1783480,467480,672709,0,905004,"Mon Entreprise EURL 1738",1,30906,39729,"EURL","AD0414","SAL0213","SA024"
"CL0012",5,9345892,283256,733532,0,585477,"Mon Entreprise AUTO 12",1,43089,40981,"AUTO","AD0012","SAL0008","SA025"
"CL0025",19,9634493,362472,200265,0,907419,"Mon Entreprise AUTO 25",1,34182,43567,"AUTO","AD0025","SAL0014","SA003"
"CL0038",19,10908227,280132,820564,0,1276604,"Mon Entreprise AUTO 38",1,39439,42333,"AUTO","AD0038","SAL0024","SA032"
"CL0051",17,9203904,226503,807807,0,448058,"Mon Entreprise AUTO 51",1,43771,43156,"AUTO","AD0051","SAL0035","SA022"
"CL0064",17,11706724,262800,152290,0,1423392,"Mon Entreprise AUTO 64",1,43175,42132,"AUTO","AD0064","SAL0043","SA033"
"CL0077",19,10967499,164689,712835,0,920868,"Mon Entreprise AUTO 77",1,35879,42300,"AUTO","AD0077","SAL0052","SA001"
"CL0090",10,501103,354433,946071,0,1135475,"Mon Entreprise AUTO 90",1,30407,43317,"AUTO","AD0090","SAL0052","SA025"
"CL0103",8,14885188,469115,961472,0,1168265,"Mon Entreprise AUTO 103",1,30396,38941,"AUTO","AD0103","SAL0052","SA019"
"CL0108",10,4768147,180803,739897,0,196895,"Mon Entreprise AUTO 108",1,33825,39744,"AUTO","AD0108","SAL0052","SA010"
"CL0112",9,7861268,459340,21876,0,415910,"Mon Entreprise AUTO 112",1,40285,39243,"AUTO","AD0112","SAL0054","SA033"
"CL0117",4,1444429,178062,27679,0,1101,"Mon Entreprise AUTO 117",1,40759,42981,"AUTO","AD0117","SAL0059","SA004"
"CL0121",4,4158945,310231,694558,0,834759,"Mon Entreprise AUTO 121",1,35416,43656,"AUTO","AD0121","SAL0059","SA033"
"CL0134",3,9686439,166047,373330,0,366338,"Mon Entreprise AUTO 134",1,36451,41974,"AUTO","AD0134","SAL0072","SA004"
"CL0139",13,7561344,-2850,359947,0,408114,"Mon Entreprise AUTO 139",1,40125,38536,"AUTO","AD0139","SAL0075","SA007"
"CL0143",14,870412,307402,261488,0,1697410,"Mon Entreprise AUTO 143",1,38893,43239,"AUTO","AD0143","SAL0078","SA024"
"CL0148",13,13754346,232864,425304,0,595688,"Mon Entreprise AUTO 148",1,33005,40291,"AUTO","AD0148","SAL0081","SA010"
"CL0163",9,7951903,418555,762534,0,672402,"Mon Entreprise AUTO 163",1,38988,41068,"AUTO","AD0163","SAL0081","SA028"
"CL0176",6,12687239,72062,212234,0,923605,"Mon Entreprise AUTO 176",1,36579,43470,"AUTO","AD0176","SAL0091","SA017"
"CL0189",19,3312512,219179,581901,0,1058736,"Mon Entreprise AUTO 189",1,29729,41930,"AUTO","AD0189","SAL0092","SA006"
"CL0202",17,10306988,146405,894973,0,1566172,"Mon Entreprise AUTO 202",1,41506,43825,"AUTO","AD0202","SAL0098","SA029"
"CL0215",15,4415639,348715,843994,0,673489,"Mon Entreprise AUTO 215",1,31397,42045,"AUTO","AD0215","SAL0102","SA029"
"CL0228",7,2948967,302721,749932,0,268857,"Mon Entreprise AUTO 228",1,40613,43523,"AUTO","AD0228","SAL0114","SA006"
"CL0241",19,2343557,375320,416567,0,754745,"Mon Entreprise AUTO 241",1,43320,42206,"AUTO","AD0241","SAL0118","SA025"
"CL0254",5,3835130,364757,556863,0,1723545,"Mon Entreprise AUTO 254",1,34610,43084,"AUTO","AD0254","SAL0131","SA022"
"CL0259",5,12397351,298198,483080,0,816488,"Mon Entreprise AUTO 259",1,36363,39764,"AUTO","AD0259","SAL0136","SA021"
"CL0263",17,4923145,219114,339152,0,115825,"Mon Entreprise AUTO 263",1,29751,38882,"AUTO","AD0263","SAL0137","SA021"
"CL0268",2,13557475,180234,482083,0,1519500,"Mon Entreprise AUTO 268",1,39236,39815,"AUTO","AD0268","SAL0139","SA030"
"CL0272",5,13804697,142833,885476,0,536642,"Mon Entreprise AUTO 272",1,40983,39005,"AUTO","AD0272","SAL0143","SA032"
"CL0285",18,6934999,-1939,196747,0,463091,"Mon Entreprise AUTO 285",1,38204,40124,"AUTO","AD0285","SAL0155","SA001"
"CL0290",6,9570120,450716,895802,0,1242619,"Mon Entreprise AUTO 290",1,36584,41981,"AUTO","AD0290","SAL0155","SA025"
"CL0294",4,13249054,7427,624242,0,1947633,"Mon Entreprise AUTO 294",1,40594,41135,"AUTO","AD0294","SAL0158","SA023"
"CL0299",19,7914870,-681,302921,0,429086,"Mon Entreprise AUTO 299",1,36043,39695,"AUTO","AD0299","SAL0163","SA007"
"CL0314",2,5484105,374620,231821,0,1508939,"Mon Entreprise AUTO 314",1,35348,40778,"AUTO","AD0314","SAL0172","SA020"
"CL0327",8,1304673,317896,819682,0,918232,"Mon Entreprise AUTO 327",1,38871,40425,"AUTO","AD0327","SAL0178","SA010"
"CL0340",6,12141395,89843,494124,0,1366970,"Mon Entreprise AUTO 340",1,40282,41430,"AUTO","AD0340","SAL0187","SA006"
"CL0353",4,5441732,229570,851713,0,626107,"Mon Entreprise AUTO 353",1,38828,40591,"AUTO","AD0353","SAL0200","SA021"
"CL0366",13,5831914,161610,909347,0,491573,"Mon Entreprise AUTO 366",1,32246,41465,"AUTO","AD0366","SAL0204","SA024"
"CL0379",1,14516201,91623,541292,0,1092214,"Mon Entreprise AUTO 379",1,30541,40889,"AUTO","AD0379","SAL0204","SA010"
"CL0392",11,14284211,286972,85074,0,766822,"Mon Entreprise AUTO 392",1,41666,40251,"AUTO","AD0392","SAL0210","SA026"
"CL0405",16,7284427,290255,451287,0,268634,"Mon Entreprise AUTO 405",1,35251,39087,"AUTO","AD0405","SAL0210","SA026"
"CL0410",18,5506877,67709,994746,0,1655551,"Mon Entreprise AUTO 410",1,37696,40685,"AUTO","AD0410","SAL0210","SA030"
"CL0414",2,10296536,262857,488997,0,454091,"Mon Entreprise AUTO 414",1,32941,40084,"AUTO","AD0414","SAL0213","SA008"
"CL0419",9,11286002,88892,768111,0,1405631,"Mon Entreprise AUTO 419",1,31538,40518,"AUTO","AD0419","SAL0218","SA006"
"CL0423",5,9182556,395632,578295,0,1423309,"Mon Entreprise AUTO 423",1,42139,39649,"AUTO","AD0423","SAL0222","SA015"
"CL0436",14,8905471,349942,566576,0,1442771,"Mon Entreprise AUTO 436",1,38775,41194,"AUTO","AD0436","SAL0235","SA022"
"CL0441",13,7824621,47763,481874,0,902301,"Mon Entreprise AUTO 441",1,30799,43458,"AUTO","AD0441","SAL0237","SA030"
"CL0445",2,10293658,170434,829684,0,1499029,"Mon Entreprise AUTO 445",1,40050,38645,"AUTO","AD0445","SAL0237","SA025"
"CL0450",3,1486045,415740,766941,0,1317300,"Mon Entreprise AUTO 450",1,29318,42985,"AUTO","AD0450","SAL0237","SA004"
"CL0465",18,3795273,249092,599076,0,1943054,"Mon Entreprise AUTO 465",1,35228,43827,"AUTO","AD0465","SAL0249","SA024"
"CL0478",12,9229178,254960,354570,0,1825748,"Mon Entreprise AUTO 478",1,37432,43443,"AUTO","AD0478","SAL0262","SA022"
"CL0491",13,964611,176320,473759,0,607366,"Mon Entreprise AUTO 491",1,32059,43592,"AUTO","AD0491","SAL0275","SA020"
"CL0504",5,10722908,223579,436578,0,356875,"Mon Entreprise AUTO 504",1,30423,40037,"AUTO","AD0504","SAL0288","SA029"
"CL0517",14,7077120,428359,886871,0,584285,"Mon Entreprise AUTO 517",1,32517,42207,"AUTO","AD0517","SAL0301","SA010"
"CL0530",19,8398127,261450,952052,0,202368,"Mon Entreprise AUTO 530",1,39893,43204,"AUTO","AD0530","SAL0314","SA007"
"CL0543",2,4842082,151330,180266,0,1797607,"Mon Entreprise AUTO 543",1,40863,40402,"AUTO","AD0543","SAL0322","SA014"
"CL0556",11,8511462,374125,701577,0,1946780,"Mon Entreprise AUTO 556",1,42491,42210,"AUTO","AD0556","SAL0322","SA013"
"CL0561",19,3623968,420563,340622,0,1733787,"Mon Entreprise AUTO 561",1,43598,40878,"AUTO","AD0561","SAL0322","SA003"
"CL0565",7,10842164,41860,190750,0,1925135,"Mon Entreprise AUTO 565",1,41899,42134,"AUTO","AD0565","SAL0322","SA006"
"CL0570",20,9824573,15002,378441,0,290052,"Mon Entreprise AUTO 570",1,41390,41141,"AUTO","AD0570","SAL0322","SA016"
"CL0574",13,8404829,429082,819706,0,147724,"Mon Entreprise AUTO 574",1,42698,43698,"AUTO","AD0574","SAL0322","SA017"
"CL0587",5,8873174,410300,445840,0,121699,"Mon Entreprise AUTO 587",1,40164,41658,"AUTO","AD0587","SAL0322","SA004"
"CL0592",19,14071410,497152,69001,0,504647,"Mon Entreprise AUTO 592",1,36163,39269,"AUTO","AD0592","SAL0322","SA032"
"CL0596",11,2235459,391226,414824,0,339560,"Mon Entreprise AUTO 596",1,33246,41707,"AUTO","AD0596","SAL0322","SA018"
"CL0601",20,5680374,117607,798260,0,1878232,"Mon Entreprise AUTO 601",1,42455,42667,"AUTO","AD0601","SAL0323","SA010"
"CL0616",5,8672291,161164,300504,0,1249366,"Mon Entreprise AUTO 616",1,39731,39277,"AUTO","AD0616","SAL0338","SA019"
"CL0629",4,6077881,474319,973299,0,1182935,"Mon Entreprise AUTO 629",1,34955,42261,"AUTO","AD0629","SAL0350","SA033"
"CL0642",6,11050671,480387,200665,0,1653803,"Mon Entreprise AUTO 642",1,30610,42099,"AUTO","AD0642","SAL0350","SA003"
"CL0655",13,11197431,13142,138582,0,180944,"Mon Entreprise AUTO 655",1,41289,42032,"AUTO","AD0655","SAL0350","SA027"
"CL0668",7,12361738,114007,287043,0,638787,"Mon Entreprise AUTO 668",1,43749,41935,"AUTO","AD0668","SAL0350","SA024"
"CL0681",3,14507290,398561,823428,0,1587569,"Mon Entreprise AUTO 681",1,33013,38499,"AUTO","AD0681","SAL0350","SA016"
"CL0694",18,4612040,458574,600389,0,665737,"Mon Entreprise AUTO 694",1,29362,41392,"AUTO","AD0694","SAL0360","SA005"
"CL0707",7,7883022,239867,954946,0,1971436,"Mon Entreprise AUTO 707",1,42456,42232,"AUTO","AD0707","SAL0373","SA012"
"CL0712",3,9799026,367413,928665,0,501020,"Mon Entreprise AUTO 712",1,43306,41830,"AUTO","AD0712","SAL0378","SA028"
"CL0716",12,9572561,202542,110998,0,650698,"Mon Entreprise AUTO 716",1,36376,40529,"AUTO","AD0716","SAL0382","SA023"
"CL0721",4,8517108,259583,496052,0,1248160,"Mon Entreprise AUTO 721",1,40353,40857,"AUTO","AD0721","SAL0387","SA022"
"CL0725",19,10372481,47679,967103,0,139429,"Mon Entreprise AUTO 725",1,38032,39332,"AUTO","AD0725","SAL0391","SA023"
"CL0738",14,9164498,66931,386796,0,1111006,"Mon Entreprise AUTO 738",1,29414,42486,"AUTO","AD0738","SAL0404","SA021"
"CL0743",12,11079818,167209,536101,0,153838,"Mon Entreprise AUTO 743",1,35138,42314,"AUTO","AD0743","SAL0409","SA019"
"CL0747",20,7169388,42135,213142,0,1362495,"Mon Entreprise AUTO 747",1,33443,41380,"AUTO","AD0747","SAL0413","SA004"
"CL0752",9,7150169,10065,620201,0,1750438,"Mon Entreprise AUTO 752",1,29644,43031,"AUTO","AD0752","SAL0418","SA005"
"CL0767",18,7388766,55972,237079,0,416621,"Mon Entreprise AUTO 767",1,32159,43071,"AUTO","AD0767","SAL0433","SA023"
"CL0780",9,10881902,496968,258628,0,1227373,"Mon Entreprise AUTO 780",1,41111,38372,"AUTO","AD0780","SAL0446","SA033"
"CL0793",17,9018508,33964,135251,0,32331,"Mon Entreprise AUTO 793",1,32909,38852,"AUTO","AD0793","SAL1355","SA010"
"CL0806",14,2429088,63018,804626,0,1168982,"Mon Entreprise AUTO 806",1,36552,38895,"AUTO","AD0806","SAL1355","SA008"
"CL0819",8,4407880,273560,818044,0,1592430,"Mon Entreprise AUTO 819",1,36937,42962,"AUTO","AD0819","SAL1355","SA015"
"CL0832",10,12664367,437376,740050,0,795603,"Mon Entreprise AUTO 832",1,29312,42180,"AUTO","AD0832","SAL1355","SA024"
"CL0845",10,5119712,272389,100654,0,1856611,"Mon Entreprise AUTO 845",1,42180,39649,"AUTO","AD0845","SAL1355","SA007"
"CL0858",2,7687169,60633,32622,0,1367378,"Mon Entreprise AUTO 858",1,37885,42113,"AUTO","AD0858","SAL1355","SA013"
"CL0863",1,10345989,295922,758957,0,1596846,"Mon Entreprise AUTO 863",1,32053,39375,"AUTO","AD0863","SAL1355","SA002"
"CL0867",2,2304987,71868,390341,0,1876109,"Mon Entreprise AUTO 867",1,36636,43441,"AUTO","AD0867","SAL1355","SA009"
"CL0872",10,1271176,127100,164735,0,1593820,"Mon Entreprise AUTO 872",1,38816,43292,"AUTO","AD0872","SAL1355","SA020"
"CL0876",13,1097646,411623,480149,0,904593,"Mon Entreprise AUTO 876",1,40027,43641,"AUTO","AD0876","SAL1355","SA027"
"CL0889",14,12512596,458059,880710,0,782035,"Mon Entreprise AUTO 889",1,42197,39529,"AUTO","AD0889","SAL1355","SA022"
"CL0894",13,655851,466211,177218,0,1643654,"Mon Entreprise AUTO 894",1,34877,42586,"AUTO","AD0894","SAL1355","SA010"
"CL0898",10,10142462,355632,594010,0,211002,"Mon Entreprise AUTO 898",1,40830,40474,"AUTO","AD0898","SAL1355","SA005"
"CL0903",6,12981791,224341,857792,0,145779,"Mon Entreprise AUTO 903",1,37232,38976,"AUTO","AD0903","SAL1355","SA015"
"CL0918",2,3437762,190860,549245,0,417637,"Mon Entreprise AUTO 918",1,34863,41387,"AUTO","AD0918","SAL1355","SA003"
"CL0931",17,10937200,65387,276916,0,578966,"Mon Entreprise AUTO 931",1,37390,41163,"AUTO","AD0931","SAL1355","SA026"
"CL0944",12,13184300,424360,350019,0,244325,"Mon Entreprise AUTO 944",1,35096,41663,"AUTO","AD0944","SAL1355","SA028"
"CL0957",16,13758886,13208,889717,0,124429,"Mon Entreprise AUTO 957",1,43522,39452,"AUTO","AD0005","SAL0001","SA005"
"CL0970",16,8179083,264857,174472,0,169135,"Mon Entreprise AUTO 970",1,29905,41080,"AUTO","AD0027","SAL0016","SA010"
"CL0983",8,1567387,482265,115378,0,297767,"Mon Entreprise AUTO 983",1,29825,41537,"AUTO","AD0090","SAL0052","SA015"
"CL0996",2,1723343,289216,705497,0,1220904,"Mon Entreprise AUTO 996",1,30550,43080,"AUTO","AD0081","SAL0052","SA016"
"CL1009",9,11250616,295965,971569,0,662202,"Mon Entreprise AUTO 1009",1,34524,42126,"AUTO","AD0042","SAL0026","SA008"
"CL1014",20,9397375,178578,51293,0,1700380,"Mon Entreprise AUTO 1014",1,35372,42880,"AUTO","AD0011","SAL0007","SA011"
"CL1018",4,8052173,285761,752419,0,188954,"Mon Entreprise AUTO 1018",1,41560,40771,"AUTO","AD0065","SAL0044","SA033"
"CL1023",12,13242212,41642,908791,0,995620,"Mon Entreprise AUTO 1023",1,30259,42852,"AUTO","AD0047","SAL0031","SA011"
"CL1027",13,14214713,128120,675065,0,839142,"Mon Entreprise AUTO 1027",1,31292,38456,"AUTO","AD0099","SAL0052","SA008"
"CL1040",16,14893085,435104,626664,0,1131963,"Mon Entreprise AUTO 1040",1,40739,40198,"AUTO","AD0077","SAL0052","SA028"
"CL1045",6,13500766,372515,887112,0,504042,"Mon Entreprise AUTO 1045",1,32667,39776,"AUTO","AD0082","SAL0052","SA017"
"CL1049",1,1951780,286002,34368,0,1691594,"Mon Entreprise AUTO 1049",1,40596,40782,"AUTO","AD0871","SAL1355","SA024"
"CL1054",3,6398274,401518,254817,0,1873675,"Mon Entreprise AUTO 1054",1,37267,41204,"AUTO","AD0202","SAL0098","SA022"
"CL1064",20,12277774,319829,50043,0,855008,"Mon Entreprise AUTO 1064",1,38363,39927,"AUTO","AD0198","SAL0094","SA012"
"CL1069",1,8596545,167681,900269,0,1571515,"Mon Entreprise AUTO 1069",1,40457,40880,"AUTO","AD0591","SAL0322","SA002"
"CL1079",6,10056593,317771,838143,0,910695,"Mon Entreprise AUTO 1079",1,38346,38669,"AUTO","AD0722","SAL0388","SA016"
"CL1084",14,7100779,234376,328481,0,771606,"Mon Entreprise AUTO 1084",1,43460,39153,"AUTO","AD0424","SAL0223","SA005"
"CL1094",12,9170085,310560,155153,0,1103164,"Mon Entreprise AUTO 1094",1,35830,41256,"AUTO","AD0851","SAL1355","SA011"
"CL1099",2,13230791,107739,15220,0,1920904,"Mon Entreprise AUTO 1099",1,34556,39249,"AUTO","AD0879","SAL1355","SA011"
"CL1109",13,618473,28064,881242,0,1039472,"Mon Entreprise AUTO 1109",1,35164,43284,"AUTO","AD0827","SAL1355","SA028"
"CL1114",15,10621695,23585,131089,0,262640,"Mon Entreprise AUTO 1114",1,42750,41336,"AUTO","AD0434","SAL0233","SA012"
"CL1124",5,3162117,124539,430450,0,44859,"Mon Entreprise AUTO 1124",1,31400,42713,"AUTO","AD0574","SAL0322","SA001"
"CL1129",20,3071214,403395,809246,0,46545,"Mon Entreprise AUTO 1129",1,43746,39530,"AUTO","AD0130","SAL0068","SA018"
"CL1139",4,4992517,179502,335677,0,759225,"Mon Entreprise AUTO 1139",1,38873,42147,"AUTO","AD0246","SAL0123","SA001"
