Column1,Job Posting ID,Job Posting Date,Job Title,Job Title Full,Job Title Additional Info,Job Position Type,Job Position Level,Years of Experience,Job Skills,Job Location,Minimum Pay,Maximum Pay,Pay Rate,Number of Applicants,Company Name,Company Industry,Company Size,Average Pay
4530,2719744959,2018-05-16 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",3,"['cloud', 'server', 'scrum', 'frontend', 'saas', 'programming', 'c', 'oracle', 'backend', 'microsoft', 'aws', 'mysql', 'sql', 'apache', 'azure']","United States",,,"",,"Cision","Public Relations & Communications","1,001-5,000 employees",
4661,2715615041,2018-05-26 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",6,"['back-end', 'database', 'git', 'cloud', 'agile/scrum', 'agile', 'programming', 'sql', 'server', 'devops', 'azure', 'c']","United States",,,"",60,"Jack Henry & Associates","Financial Services","5,001-10,000 employees",
4710,2718969224,2018-05-30 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",1,"['cloud', 'agile', 'python', 'linux', 'gcp', 'ci/cd', 'shell', 'aws', 'ai', 'machine_learning', 'azure']","United States",,,"",60,"IronNet","Computer & Network Security","201-500 employees",
4763,2721757538,2018-06-04 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",3,"['java', 'kotlin']","United States",,,"",40,"Parker and Lynch","Staffing & Recruiting","501-1,000 employees",
4952,2741194181,2018-06-27 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",2,"['scrum', 'microsoft', 't-sql', 'aws', 'agile', 'python', 'coding', 'programming', 'asp.net', 'sql', 'server', 'azure', 'c']","United States",,,"",40,"Epiq","Legal Services","5,001-10,000 employees",
5386,2737641529,2018-08-09 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",6,"['database', 'backend', 'redis', 'gcp', 'golang', 'java', 'ruby', 'agile', 'python', 'coding', 'programming', 'rust', 'devops', 'go', 'postgres']","United States",,,"",280,"High5","Staffing & Recruiting","201-500 employees",
5438,2707286048,2018-08-14 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Associate",4,"['javascript', 'agile', 'server', 'html5', 'r', 'git', 'mongodb', 'c', 'sql', 'nosql']","United States",,,"",450,"Cogstate","Biotechnology","51-200 employees",
5472,2680681922,2018-08-18 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",6,"['backend', 'cloud', 'java', 'javascript', 'ruby', 'python', 'go', 'spark']","United States",,,"",310,"Medallion","Hospital & Health Care","11-50 employees",
5861,2747727230,2018-10-07 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",8,"['unix/linux', 'graphql', 'ajax', 'javascript', 'ruby', 'python', 'r', 'frontend', 'backend', 'codebase']","United States",,,"",650,"Karat","Computer Software","201-500 employees",
5864,2711085952,2018-10-07 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",1,"['agile', 'python', 'linux', 'programming', 'c/c++']","United States",,,"",250,"GE Healthcare","Hospital & Health Care","10,001+ employees",
5972,2713200893,2018-10-18 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Associate",4,"['unix/linux', 'back-end', 'oracle', 'warehousing', 'database', 'git', 'java', 'programming', 'php', 'sql', 'server']","United States",,,"",140,"Sentry Data Systems, a Craneware company","Computer Software","201-500 employees",
6037,2748128668,2018-10-27 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",3,"['scikit-learn', 'python', 'c/c++', 'linux', 'keras', 'docker', 'tensorflow', 'machine_learning']","United States",,,"",80,"Epiq Solutions","Wireless","11-50 employees",
6173,2718278271,2018-11-15 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",6,"['ssis', 'ssas', 'programming', 'sql', 'server', 'devops']","United States",,,"",250,"Cloudely, Inc","Information Services","51-200 employees",
6244,2673992290,2018-11-23 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",2,"['database', 'javascript', 'agile', 'node', 'server', 'saas', 'mongodb', 'devops', 'aws', 'twilio']","United States",,,"",360,"FloQast","Internet","51-200 employees",
6293,2740275834,2018-11-27 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",2,"['redis', 'cloud', 'css', 'javascript', 'ruby', 'html', 'mysql', 'agile', 'coding', 'postgresql', 'mongodb']","United States",,,"",90,"Wahoo Fitness","Health, Wellness & Fitness","201-500 employees",
6356,2648285103,2018-12-02 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",7,"['programming', 'c', 'c++']","United States",,,"",50,"RTI","Computer Software","201-500 employees",
6363,2634846375,2018-12-02 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Associate",4,"['database', 'javascript', 'gitlab', 'python', 'saas', 'programming', 'php', 'ci/cd', 'golang', 'java', 'aws']","United States",,,"",80,"EAB","Education Management","1,001-5,000 employees",
6368,2737093489,2018-12-03 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",2,"['cloud', 'python', 'back-end', 'devops', 'aws', 'sql', 'nosql', 'javascript/typescript']","United States",,,"",110,"Vacasa","Leisure, Travel & Tourism","1,001-5,000 employees",
6460,2687535271,2018-12-10 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",5,"['cloud', 'python', 'bitbucket', 'back-end', 'github', 'redis', 'aws', 'mysql', 'sql']","United States",,,"",110,"Channel Factory","Marketing & Advertising","51-200 employees",
6526,2733066075,2018-12-14 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",1,"['javascript', 'html5', 'node.js', 'git', 'css', 'programming', 'devops', 'backend', 'html', 'machine_learning']","United States",,,"",40,"GumGum","Internet","201-500 employees",
6622,2691061946,2018-12-21 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",6,"['programming', 'sql', 'server', 'c']","United States",,,"",360,"United States Steel Corporation","Mining & Metals","10,001+ employees",
6630,2690017416,2018-12-22 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",8,"['ci/cd', 'gcp', 'java', 'aws', 'devops']","United States",,,"",100,"X4 Technology","Staffing & Recruiting","51-200 employees",
6915,2720559935,2019-01-14 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",3,"['graphql', 'cloud', 'javascript', 'ruby', 'vue.js', 'agile', 'python', 'docker', 'programming', 'php', 'c', 'aws', 'machine_learning', 'go']","United States",,,"",300,"Sendoso","Computer Software","201-500 employees",
7072,2702480065,2019-02-05 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",6,"['cloud', 'agile', 'python', 'linux', 'back-end', 'devops', 'java', 'shell', 'bash']","United States",,,"",10,"LanguageLine Solutions","Translation & Localization","10,001+ employees",
7199,2714641758,2019-02-24 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",6,"['database', 'aws', 'python', 'sql']","United States",,,"",80,"Cmed Clinical Services","Pharmaceuticals","201-500 employees",
7390,2731841827,2019-03-16 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",1,"['agile', 'python', 'linux', 'git', 'saas', 'devops', 'ci/cd', 'java', 'aws']","United States",,,"",30,"VetJobs","Military","51-200 employees",
7406,2699728257,2019-03-17 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",6,"['ci/cd', 'gcp', 'java', 'aws', 'devops']","United States",,,"",200,"X4 Technology","Staffing & Recruiting","51-200 employees",
7429,2726827891,2019-03-19 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",9,"['unix/linux', 'cloud', 'git', 'c', 'java', 'aws', 'mysql', 'redshift', 'selenium']","United States",,,"",90,"Buyers Edge Platform","Hospitality","201-500 employees",
7530,2674789142,2019-03-28 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Associate",4,"['sql', 'programming', 'database']","United States",,,"",110,"O'Neil Global Advisors","Financial Services","11-50 employees",
7852,2621817021,2019-05-01 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",2,"['backend', 'frontend', 'java', 'javascript', 'agile', 'php', 'mongodb']","United States",,,"",400,"Sailthru","Marketing & Advertising","51-200 employees",
7883,2714434316,2019-05-06 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",3,"['cloud', 'javascript', 'saas', 'backend', 'java', 'aws', 'go', 'kotlin', 'coding']","United States",,,"",260,"Virgin Pulse","Computer Software","1,001-5,000 employees",
8256,2719077334,2019-06-17 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",7,"['microsoft', 'scrum/agile', 'javascript', 'c']","United States",,,"",40,"Arise Virtual Solutions Inc.","Outsourcing/Offshoring","201-500 employees",
8355,2755033114,2019-06-27 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",1,"['cloud', 'javascript', 'agile', 'python', 'docker', 'html5', 'frontend', 'dart', 'css', 'programming', 'c', 'backend', 'java', 'aws', 'go', 'kotlin']","United States",,,"",1710,"Workiva","Computer Software","1,001-5,000 employees",
8689,2732432150,2019-07-27 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",7,"[]","United States",,,"",70,"Zotec Partners","Hospital & Health Care","201-500 employees",
8931,2709268978,2019-08-18 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",5,"['backend', 'cloud', 'java', 'javascript', 'ruby', 'python', 'go', 'spark']","United States",,,"",200,"Medallion","Hospital & Health Care","11-50 employees",
9030,2731235635,2019-08-26 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Associate",2,"['backend', 'cloud', 'gcp', 'agile', 'python', 'devops']","United States",,,"",210,"ClientMind Recruiting Inc. Founded in 2012","Staffing & Recruiting","1-10 employees",
9238,2699324402,2019-09-11 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",3,"['sass', 'python', 'git', 'frontend', 'json', 'php', 'c', 'mysql', 'postgresql', 'apache', 'jquery']","United States",,,"",130,"FlightAware","Aviation & Aerospace","51-200 employees",
9283,2740526434,2019-09-14 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",6,"['programming']","United States",,,"",10,"Horizon3.ai","Computer & Network Security","11-50 employees",
9430,2720126677,2019-09-27 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",2,"['github', 'scrum', 'redis', 'cloud', 'ruby', 'aws', 'agile', 'coding', 'postgresql', 'sql']","United States",,,"",20,"GovernmentCIO","Management Consulting","501-1,000 employees",
9511,2752458234,2019-10-04 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",2,"['database', 'cloud', 'python', 'git', 'slack', 'spark', 'github', 'pandas', 'codebase']","United States",,,"",830,"Superconductive","Computer Software","11-50 employees",
9528,2720090045,2019-10-06 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",1,"['javascript', 'agile', 'node', 'html5', 'frontend', 'css', 'slack', 'programming', 'php', 'c', 'backend', 'redis', 'java', 'go']","United States",,,"",20,"VetJobs","Military","51-200 employees",
9601,2738085486,2019-10-12 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",7,"['javascript', 'java', 'mysql', 'selenium']","United States",,,"",30,"Buyers Edge Platform","Hospitality","201-500 employees",
9624,2696391989,2019-10-14 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",1,"['cloud', 'javascript', 'agile', 'python', 'docker', 'html5', 'frontend', 'dart', 'css', 'programming', 'c', 'backend', 'java', 'aws', 'go', 'kotlin']","United States",,,"",860,"Workiva","Computer Software","1,001-5,000 employees",
9835,2627903005,2019-10-29 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",2,"['database', 'git', 'cloud', 'saas', 'css', 'javascript', 'aws', 'agile', 'nosql']","United States",,,"",70,"Acoustic","Internet","1,001-5,000 employees",
9863,2713381616,2019-10-31 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",0,"['javascript', 'html5', 'node.js', 'git', 'css', 'devops', 'backend', 'html', 'machine_learning']","United States",,,"",110,"GumGum","Internet","201-500 employees",
9971,2739215599,2019-11-08 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",2,"['database', 'saas', 'iaas', 'java', 'kotlin', 'mysql', 'agile', 'programming', 'paas', 'mongodb', 'devops', 'c']","United States",,,"",60,"Lone Wolf Technologies","Computer Software","201-500 employees",
10045,2741604717,2019-11-14 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Associate",3,"['redis', 'ruby', 'aws', 'agile', 'coding', 'programming', 'node', 'postgresql', 'linux']","United States",,,"",140,"obé Fitness","Health, Wellness & Fitness","51-200 employees",
10219,2690007667,2019-12-02 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Mid-Senior level",4,"['linux/unix', 'mssql', 'back-end', 'node.js', 'database', 'saas', 'java', 'javascript', 'aws', 'agile', 'mysql', 'sql', 'nosql', 'postgres']","United States",,,"",120,"Editech Staffing","Staffing & Recruiting","1-10 employees",
10287,2681372649,2019-12-09 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",1,"['javascript', 'agile', 'powershell', 'node.js', 'git', 'css', 'devops', 'microsoft', 'codebase', 'html', 'azure']","United States",,,"",280,"Nintex","Computer Software","501-1,000 employees",
10335,2683814586,2019-12-13 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",3,"['scrum', 'microsoft', 't-sql', 'aws', 'agile', 'python', 'coding', 'programming', 'asp.net', 'sql', 'server', 'azure', 'c']","United States",,,"",,"Epiq","Legal Services","5,001-10,000 employees",
10378,2651734610,2019-12-16 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Entry level",3,"['datadog', 'redis', 'python', 'go', 'c']","United States",,,"",350,"Datadog","Computer Software","1,001-5,000 employees",
10852,2683937403,2020-01-11 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Associate",5,"['cloud', 'gcp', 'java', 'aws', 'bigquery', 'docker', 'tensorflow']","United States",,,"",50,"Experienced Recruiting Partners, LLC.","Staffing & Recruiting","1-10 employees",
10879,2706567123,2020-01-12 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Associate",5,"['back-end', 'cloud', 'aws', 'docker', 'devops', 'c']","United States",,,"",120,"Insight Global","Staffing & Recruiting","1,001-5,000 employees",
11509,2703692664,2020-02-17 00:00:00.000,"Software Engineer","Software Engineer","","Full-time","Associate",3,"['node.js', 'programming', 'aws', 'postgresql', 'excel']","United States",,,"",880,"FreeWill","Internet","51-200 employees",
