Column1,2017FullCategory,2017FullSubcategory,variable,value
Column54,Natural Resources and Forestry (Total),,2015,791.0
Column55,Seniors Affairs (Total),,2015,17.0
Column56,Status of Women (Total),,2015,20.0
Column57,Total Expense,,2015,128861.0
Column58,Transportation, Time-Limited Investments in Infrastructure,2015,0.0
Column59,Transportation (Total),,2015,2941.0
Column60,Treasury Board Secretariat, Capital Contingency Fund,2015,0.0
Column61,Treasury Board Secretariat, Operating Contingency Fund,2015,0.0
Column62,Treasury Board Secretariat (Total),,2015,1423.0
Column63,Treasury Board Secretariat (Total),,2015,1423.0
Column64,Treasury Board Secretariat (Total),,2015,1423.0
Column65,Treasury Board Secretariat (Total),,2015,1423.0
Column66,Treasury Board Secretariat (Total),,2015,1423.0
Column67,Treasury Board Secretariat (Total),,2015,1423.0
Column68,Treasury Board Secretariat (Total),,2015,1423.0
Column69,Treasury Board Secretariat (Total),,2015,1423.0
Column70,Treasury Board Secretariat, Employee and Pensioner Benefits17,2015,1186.0
Column71,Board of Internal Economy (Total),,2015,264.0
Column72,Year-End Savings,,2015,0.0
Column73,Education, Teachers’ Pension Plan,2015,564.0
Column74,Municipal Affairs and Housing, Time-Limited Investments,2015,7.0
Column75,Interest on Debt18,,2015,10635.0
Column76,Municipal Affairs and Housing (Total),,2015,1050.0
Column77,Municipal Affairs and Housing (Total),,2015,1050.0
Column78,Municipal Affairs and Housing (Total),,2015,1050.0
Column79,Municipal Affairs and Housing (Total),,2015,1050.0
Column80,"Heritage, Sport, Tourism and Culture Industries", Time-Limited Investments to Support 2015 Pan/Parapan American Games,2015,405.0
Column81,"Agriculture, Food and Rural Affairs (Total)5",,2015,847.0
Column82,"Agriculture, Food and Rural Affairs (Total)5",,2015,847.0
Column83,"Agriculture, Food and Rural Affairs (Base)",,2015,847.0
Column84,"Agriculture, Food and Rural Affairs (Base)",,2015,847.0
Column85,"Agriculture, Food and Rural Affairs (Base)",,2015,847.0
Column86,"Agriculture, Food and Rural Affairs (Base)",,2015,847.0
Column87,"Agriculture, Food and Rural Affairs (Base)",,2015,847.0
Column88,"Agriculture, Food and Rural Affairs (Base)",,2015,847.0
Column89,"Agriculture, Food and Rural Affairs (Base)",,2015,847.0
Column90,"Agriculture, Food and Rural Affairs (Base)",,2015,847.0
Column91,Community Safety and Correctional Services (Base),,2015,2567.0
Column92,Government and Consumer Services, Realty,2015,567.0
Column93,Government and Consumer Services (Base),,2015,567.0
Column94,Government and Consumer Services (Base),,2015,567.0
Column95,"Agriculture, Food and Rural Affairs", COVID‑19 Time-Limited Funding6,2015,
Column96,"Agriculture, Food and Rural Affairs", Federal-Provincial Infrastructure Programs,2015,
Column97,"Agriculture, Food and Rural Affairs", Municipal Infrastructure Program Investments3,2015,
Column98,"Agriculture, Food and Rural Affairs", Demand-Driven Risk Management and Time-Limited Programs4,2015,
Column99,Attorney General, COVID‑19 Time-Limited Funding7,2015,
Column100,Attorney General," Statutory Appropriations – Crown Liability and Proceedings Act, 2019",2015,
Column101,Attorney General (Base),,2015,
Column102,COVID‑19 Health Response21,,2015,
Column103,COVID‑19 Response Including COVID‑19 Health Contingency Fund10,,2015,
Column104,Children and Youth Services (Total),,2015,
Column105,"Children, Community and Social Services", COVID‑19 Time-Limited Funding8,2015,
Column106,Colleges and Universities, COVID‑19 Time-Limited Funding9,2015,
Column107,Colleges and Universities, Time-Limited Infrastructure Funding under the Strategic Investment Fund,2015,
Column108,Colleges and Universities, Student Financial Assistance,2015,
Column109,Colleges and Universities (Base),,2015,
Column110,Colleges and Universities6 (Total),,2015,
Column111,"Economic Development, Job Creation and Trade", COVID‑19 Time-Limited Funding10,2015,
Column112,"Economic Development, Job Creation and Trade", Time-Limited Investments,2015,
Column113,"Economic Development, Job Creation and Trade", Time-Limited Investments,2015,
Column114,"Economic Development, Job Creation and Trade (Base)",,2015,
Column115,"Economic Development, Job Creation and Trade (Base)",,2015,
Column116,"Economic Development, Job Creation and Trade (Total)",,2015,
Column117,"Economic Development, Job Creation and Trade (Total)", Time-Limited Investments,2015,
Column118,"Economic Development, Job Creation and Trade (Total)",,2015,
Column119,Education, COVID‑19 Time-Limited Funding12,2015,
Column120,Education (Base),,2015,
Column121,Emergency Forest Firefighting,,2015,
Column122,"Energy, Northern Development and Mines", COVID‑19 Time-Limited Funding14,2015,
Column123,"Energy, Northern Development and Mines    (Base)13",,2015,
Column124,"Energy, Northern Development and Mines (Base)8",,2015,
Column125,"Energy, Northern Development and Mines (Base)8",,2015,
Column126,"Environment, Conservation and Parks", COVID‑19 Time-Limited Funding15,2015,
Column127,"Environment, Conservation and Parks", Time-Limited Investments,2015,
Column128,"Environment, Conservation and Parks (Base)",,2015,
Column129,"Environment, Conservation and Parks (Base)",,2015,
Column130,"Environment, Conservation and Parks (Base)",,2015,
Column131,"Environment, Conservation and Parks (Base)",,2015,
Column132,"Environment, Conservation and Parks (Total)",,2015,
Column133,"Environment, Conservation and Parks (Total)",,2015,
Column134,"Environment, Conservation and Parks (Total)",,2015,
Column135,"Environment, Conservation and Parks (Total)",,2015,
Column136,Executive Offices, Disaster Relief,2015,
Column137,Executive Offices (Base),,2015,
Column138,Executive Offices (Base),,2015,
Column139,Finance, COVID‑19 Response: Support for People and Jobs Fund,2015,
Column140,Finance, Time-Limited Investments,2015,
Column141,Finance, Investment Management Corporation of Ontario9,2015,
Column142,Finance, COVID‑19 Time-Limited Funding17,2015,
Column143,Finance (Base),,2015,
Column144,Francophone Affairs, COVID‑19 Time-Limited Funding18,2015,
Column145,Francophone Affairs (Base),,2015,
Column146,Francophone Affairs (Total),,2015,
Column147,Government    and Consumer Services, COVID‑19 Time-Limited Funding19,2015,
Column148,Health (Total),,2015,
Column149,Health (Total)20,,2015,
Column150,"Heritage,    Sport, Tourism and Culture Industries", COVID‑19 Time-Limited Funding22,2015,
Column151,"Heritage, Sport, Tourism and Culture Industries", Ontario Cultural Media Tax Credits,2015,
Column152,"Heritage, Sport, Tourism and Culture Industries", Ontario Cultural Media Tax Credits – Amounts Related to Prior Years,2015,
Column153,"Heritage, Sport, Tourism and Culture Industries (Base)",,2015,
Column154,"Heritage, Sport, Tourism and Culture Industries (Base)",,2015,
Column155,"Heritage, Sport, Tourism and Culture Industries (Base)",,2015,
Column156,"Heritage, Sport, Tourism and Culture Industries (Base)",,2015,
Column157,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2015,
Column158,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2015,
Column159,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2015,
Column160,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2015,
Column161,Indigenous Affairs, One-Time Investments including Settlements,2015,
Column162,Indigenous Affairs, COVID‑19 Time-Limited Funding23,2015,
Column163,Indigenous Affairs (Base),,2015,
Column164,Indigenous Affairs (Total),,2015,
Column165,Infrastructure, Municipal Infrastructure Program Investments12,2015,
Column166,Infrastructure, Waterfront Toronto Revitalization (Port Lands Flood Protection),2015,
Column167,Infrastructure, COVID‑19 Time-Limited Funding26,2015,
Column168,Infrastructure (Base),,2015,
Column169,"Labour, Training and Skills Development", COVID‑19 Time-Limited Funding28,2015,
Column170,"Labour, Training and Skills Development", Training Tax Credits (Co-operative Education    and Apprenticeship Training)27,2015,
Column171,"Labour, Training and Skills Development", Demand-Driven Employment and Training Programs,2015,
Column172,"Labour, Training and Skills Development", Co-op Education and Apprenticeship Tax Credits13,2015,
Column173,"Labour, Training and Skills Development (Base)",,2015,
Column174,"Labour, Training and Skills Development (Base)",,2015,
Column175,"Labour, Training and Skills Development14 (Total)",,2015,
Column176,"Labour, Training and Skills Development14 (Total)",,2015,
Column177,Long-Term Care (Total),,2015,
Column178,Municipal Affairs and Housing, COVID‑19 Time-Limited Funding32,2015,
Column179,Municipal Affairs and Housing, Social Housing Agreement – Payments to Service Managers15,2015,
Column180,Municipal Affairs and Housing, Safe Restart Agreement,2015,
Column181,Municipal Affairs and Housing (Base),,2015,
Column182,Municipal Affairs and Housing (Base),,2015,
Column183,Municipal Affairs and Housing (Base),,2015,
Column184,Municipal Affairs and Housing (Base),,2015,
Column185,Natural Resources and Forestry (Base),,2015,
Column186,Natural Resources and Forestry (Base),,2015,
Column187,Natural Resources and Forestry (Base),,2015,
Column188,Natural Resources and Forestry (Base),,2015,
Column189,Natural Resources and Forestry (Base),,2015,
Column190,Natural Resources and Forestry (Base),,2015,
Column191,Natural Resources and Forestry (Base),,2015,
Column192,Natural Resources and Forestry (Base),,2015,
Column193,PRRT Savings,,2015,
Column194,Seniors and Accessibility, Time-Limited Investments,2015,
Column195,Seniors and Accessibility, COVID‑19 Time-Limited Funding33,2015,
Column196,Seniors and Accessibility (Base),,2015,
Column197,Seniors and Accessibility (Total),,2015,
Column198,Solicitor    General, COVID‑19 Time-Limited Funding34,2015,
Column199,Solicitor    General (Base),,2015,
Column200,Solicitor General (Total),,2015,
Column201,"Tourism, Culture and Sport", Time-Limited Funding: Ontario 150 and Pan/Parapan American Games,2015,
Column202,Transportation, COVID‑19 Time-Limited Funding36,2015,
Column203,Transportation, Federal–Provincial Infrastructure Programs,2015,
Column204,Transportation, Safe Restart Agreement,2015,
Column205,Transportation (Base),,2015,
Column206,Treasury Board Secretariat, COVID‑19 Time-Limited Funding38,2015,
Column207,Treasury Board Secretariat (Base),,2015,
Column208,Treasury Board Secretariat (Base),,2015,
Column209,Treasury Board Secretariat (Base),,2015,
Column210,Treasury Board Secretariat (Base),,2015,
Column211,Treasury Board Secretariat (Base),,2015,
Column212,Treasury Board Secretariat (Base),,2015,
Column213,Treasury Board Secretariat (Base),,2015,
Column214,Treasury Board Secretariat (Base),,2015,
Column215,"Agriculture, Food and Rural Affairs","Agriculture, Food and Rural Affairs (Base)",2015,805.0
Column216,"Agriculture, Food and Rural Affairs",Time-Limited Assistance,2015,7.0
Column217,"Children, Community and Social Services",Community and Social Services (Base),2015,10550.0
Column218,Community Safety and Correctional Services,Community Safety and Correctional  Services (Base),2015,2523.0
Column219,"Economic Development and Growth / Research, Innovation and Science","Economic Development and Growth / Research, Innovation and Science (Base)",2015,834.0
Column220,"Economic Development and Growth / Research, Innovation and Science",Green Investment Fund Initiatives,2015,0.0
Column221,"Economic Development and Growth / Research, Innovation and Science (Total)",,2015,834.0
Column222,Education,Education (Base),2015,24629.0
Column223,"Energy, Northern Development and Mines",Energy (Base),2015,326.0
Column224,"Energy, Northern Development and Mines",Green Investment Fund Initiatives,2015,0.0
Column225,Environment and Climate Change,Environment and Climate Change (Base),2015,486.0
Column226,Environment and Climate Change,Green Investment Fund Initiatives,2015,0.0
Column227,Environment and Climate Change (Total),,2015,486.0
Column228,Executive Offices,Executive Offices (Base),2015,36.0
Column229,Finance,Finance (Base),2015,930.0
Column230,"Francophone Affairs, Office of (Total)",,2015,5.0
Column231,Health and Long-Term Care,Health and Long-Term Care (Base),2015,49983.0
Column232,Health and Long-Term Care,Time-Limited Investments in Affordable and Supportive Housing,2015,0.0
Column233,Health and Long-Term Care (Total),,2015,49983.0
Column234,Indigenous Relations and Reconciliation,Indigenous Relations and Reconciliation (Base),2015,67.0
Column235,Indigenous Relations and Reconciliation,Green Investment Fund Initiatives,2015,0.0
Column236,Indigenous Relations and Reconciliation,One-Time Investments including Settlements,2015,3.0
Column237,Indigenous Relations and Reconciliation (Total),,2015,71.0
Column238,Infrastructure,Infrastructure (Base),2015,229.0
Column239,Labour (Total),,2015,305.0
Column240,Municipal Affairs / Housing,Municipal Affairs / Housing (Base),2015,889.0
Column241,Municipal Affairs / Housing,Green Investment Fund Initiatives,2015,0.0
Column242,Natural Resources and Forestry,Natural Resources and Forestry (Base),2015,713.0
Column243,"Tourism, Culture and Sport","Tourism, Culture and Sport (Base)",2015,1246.0
Column244,"Tourism, Culture and Sport (Total)",,2015,1650.0
Column245,Transportation,Transportation (Base),2015,2941.0
Column246,Transportation,Green Investment Fund Initiatives,2015,0.0
Column247,Treasury Board Secretariat,Treasury Board Secretariat (Base),2015,237.0
