Season,Match_Key,match_date,Ground,Winner,match_result,Toss_Winner,Toss_Decision,Teams,Name,is_winner
"2011","20110515KXP",2011-05-15 00:00:00.000,"Dharamsala","Kings XI Punjab","won by 29 Runs","Delhi Capitals","field","Team 1","Kings XI Punjab",1
"2011","20110515KXP",2011-05-15 00:00:00.000,"Dharamsala","Kings XI Punjab","won by 29 Runs","Delhi Capitals","field","Team 2","Delhi Capitals",0
"2011","20110515KTK",2011-05-15 00:00:00.000,"Indore","Kochi Tuskers Kerala","won by 8 Wickets","Kochi Tuskers Kerala","field","Team 1","Kochi Tuskers Kerala",1
"2011","20110515KTK",2011-05-15 00:00:00.000,"Indore","Kochi Tuskers Kerala","won by 8 Wickets","Kochi Tuskers Kerala","field","Team 2","Rajasthan Royals",0
"2011","20110521DC",2011-05-21 00:00:00.000,"Dharamsala","Deccan Chargers","won by 82 Runs","Kings XI Punjab","field","Team 1","Kings XI Punjab",0
"2011","20110521DC",2011-05-21 00:00:00.000,"Dharamsala","Deccan Chargers","won by 82 Runs","Kings XI Punjab","field","Team 2","Deccan Chargers",1
"2011","20110527RCB",2011-05-27 00:00:00.000,"Chennai","Royal Challengers Bangalore","won by 43 Runs","Mumbai Indians","field","Team 1","Royal Challengers Bangalore",1
"2011","20110527RCB",2011-05-27 00:00:00.000,"Chennai","Royal Challengers Bangalore","won by 43 Runs","Mumbai Indians","field","Team 2","Mumbai Indians",0
"2012","20120404MI",2012-04-04 00:00:00.000,"Chennai","Mumbai Indians","won by 8 Wickets","Mumbai Indians","field","Team 1","Chennai Super Kings",0
"2012","20120404MI",2012-04-04 00:00:00.000,"Chennai","Mumbai Indians","won by 8 Wickets","Mumbai Indians","field","Team 2","Mumbai Indians",1
"2012","20120406RR",2012-04-06 00:00:00.000,"Jaipur","Rajasthan Royals","won by 31 Runs","Kings XI Punjab","field","Team 1","Rajasthan Royals",1
"2012","20120406RR",2012-04-06 00:00:00.000,"Jaipur","Rajasthan Royals","won by 31 Runs","Kings XI Punjab","field","Team 2","Kings XI Punjab",0
"2012","20120407CSK",2012-04-07 00:00:00.000,"Visakhapatnam","Chennai Super Kings","won by 74 Runs","Deccan Chargers","field","Team 1","Deccan Chargers",0
"2012","20120407CSK",2012-04-07 00:00:00.000,"Visakhapatnam","Chennai Super Kings","won by 74 Runs","Deccan Chargers","field","Team 2","Chennai Super Kings",1
"2012","20120408RR",2012-04-08 00:00:00.000,"Jaipur","Rajasthan Royals","won by 22 Runs","Kolkata Knight Riders","field","Team 1","Rajasthan Royals",1
"2012","20120408RR",2012-04-08 00:00:00.000,"Jaipur","Rajasthan Royals","won by 22 Runs","Kolkata Knight Riders","field","Team 2","Kolkata Knight Riders",0
"2012","20120412KXP",2012-04-12 00:00:00.000,"Mohali","Kings XI Punjab","won by 7 Wickets","Kings XI Punjab","field","Team 1","Kings XI Punjab",1
"2012","20120412KXP",2012-04-12 00:00:00.000,"Mohali","Kings XI Punjab","won by 7 Wickets","Kings XI Punjab","field","Team 2","Pune Warriors",0
"2012","20120419CSK",2012-04-19 00:00:00.000,"Chennai","Chennai Super Kings","won by 13 Runs","Pune Warriors","field","Team 1","Chennai Super Kings",1
"2012","20120419CSK",2012-04-19 00:00:00.000,"Chennai","Chennai Super Kings","won by 13 Runs","Pune Warriors","field","Team 2","Pune Warriors",0
"2012","20120420RCB",2012-04-20 00:00:00.000,"Mohali","Royal Challengers Bangalore","won by 5 Wickets","Royal Challengers Bangalore","field","Team 1","Kings XI Punjab",0
"2012","20120420RCB",2012-04-20 00:00:00.000,"Mohali","Royal Challengers Bangalore","won by 5 Wickets","Royal Challengers Bangalore","field","Team 2","Royal Challengers Bangalore",1
"2012","20120422KKR",2012-04-22 00:00:00.000,"Cuttack","Kolkata Knight Riders","won by 5 Wickets","Kolkata Knight Riders","field","Team 1","Deccan Chargers",0
"2012","20120422KKR",2012-04-22 00:00:00.000,"Cuttack","Kolkata Knight Riders","won by 5 Wickets","Kolkata Knight Riders","field","Team 2","Kolkata Knight Riders",1
"2012","20120423RCB",2012-04-23 00:00:00.000,"Jaipur","Royal Challengers Bangalore","won by 46 Runs","Rajasthan Royals","field","Team 1","Rajasthan Royals",0
"2012","20120423RCB",2012-04-23 00:00:00.000,"Jaipur","Royal Challengers Bangalore","won by 46 Runs","Rajasthan Royals","field","Team 2","Royal Challengers Bangalore",1
"2012","20120510CSK",2012-05-10 00:00:00.000,"Jaipur","Chennai Super Kings","won by 4 Wickets","Chennai Super Kings","field","Team 1","Rajasthan Royals",0
"2012","20120510CSK",2012-05-10 00:00:00.000,"Jaipur","Chennai Super Kings","won by 4 Wickets","Chennai Super Kings","field","Team 2","Chennai Super Kings",1
"2012","20120511RCB",2012-05-11 00:00:00.000,"Pune","Royal Challengers Bangalore","won by 35 Runs","Pune Warriors","field","Team 1","Pune Warriors",0
"2012","20120511RCB",2012-05-11 00:00:00.000,"Pune","Royal Challengers Bangalore","won by 35 Runs","Pune Warriors","field","Team 2","Royal Challengers Bangalore",1
"2012","20120512CSK",2012-05-12 00:00:00.000,"Chennai","Chennai Super Kings","won by 9 Wickets","Chennai Super Kings","field","Team 1","Chennai Super Kings",1
"2012","20120512CSK",2012-05-12 00:00:00.000,"Chennai","Chennai Super Kings","won by 9 Wickets","Chennai Super Kings","field","Team 2","Delhi Capitals",0
"2012","20120525CSK",2012-05-25 00:00:00.000,"Chennai","Chennai Super Kings","won by 86 Runs","Delhi Capitals","field","Team 1","Delhi Capitals",0
"2012","20120525CSK",2012-05-25 00:00:00.000,"Chennai","Chennai Super Kings","won by 86 Runs","Delhi Capitals","field","Team 2","Chennai Super Kings",1
"2013","20130408RR",2013-04-08 00:00:00.000,"Jaipur","Rajasthan Royals","won by 19 Runs","Kolkata Knight Riders","field","Team 1","Rajasthan Royals",1
"2013","20130408RR",2013-04-08 00:00:00.000,"Jaipur","Rajasthan Royals","won by 19 Runs","Kolkata Knight Riders","field","Team 2","Kolkata Knight Riders",0
"2013","20130410CSK",2013-04-10 00:00:00.000,"Mohali","Chennai Super Kings","won by 10 Wickets","Chennai Super Kings","field","Team 1","Kings XI Punjab",0
"2013","20130410CSK",2013-04-10 00:00:00.000,"Mohali","Chennai Super Kings","won by 10 Wickets","Chennai Super Kings","field","Team 2","Chennai Super Kings",1
"2013","20130413CSK",2013-04-13 00:00:00.000,"Chennai","Chennai Super Kings","won by 4 Wickets","Chennai Super Kings","field","Team 1","Chennai Super Kings",1
"2013","20130413CSK",2013-04-13 00:00:00.000,"Chennai","Chennai Super Kings","won by 4 Wickets","Chennai Super Kings","field","Team 2","Royal Challengers Bangalore",0
"2013","20130416KXP",2013-04-16 00:00:00.000,"Mohali","Kings XI Punjab","won by 4 Runs","Kolkata Knight Riders","field","Team 1","Kings XI Punjab",1
"2013","20130416KXP",2013-04-16 00:00:00.000,"Mohali","Kings XI Punjab","won by 4 Runs","Kolkata Knight Riders","field","Team 2","Kolkata Knight Riders",0
"2013","20130417SH",2013-04-17 00:00:00.000,"Pune","Sunrisers Hyderabad","won by 11 Runs","Pune Warriors","field","Team 1","Pune Warriors",0
"2013","20130417SH",2013-04-17 00:00:00.000,"Pune","Sunrisers Hyderabad","won by 11 Runs","Pune Warriors","field","Team 2","Sunrisers Hyderabad",1
"2013","20130421KXP",2013-04-21 00:00:00.000,"Mohali","Kings XI Punjab","won by 7 Wickets","Kings XI Punjab","field","Team 1","Kings XI Punjab",1
"2013","20130421KXP",2013-04-21 00:00:00.000,"Mohali","Kings XI Punjab","won by 7 Wickets","Kings XI Punjab","field","Team 2","Pune Warriors",0
"2013","20130428CSK",2013-04-28 00:00:00.000,"Chennai","Chennai Super Kings","won by 14 Runs","Kolkata Knight Riders","field","Team 1","Chennai Super Kings",1
"2013","20130428CSK",2013-04-28 00:00:00.000,"Chennai","Chennai Super Kings","won by 14 Runs","Kolkata Knight Riders","field","Team 2","Kolkata Knight Riders",0
"2013","20130428DC",2013-04-28 00:00:00.000,"Raipur","Delhi Capitals","won by 15 Runs","Pune Warriors","field","Team 1","Delhi Capitals",1
"2013","20130428DC",2013-04-28 00:00:00.000,"Raipur","Delhi Capitals","won by 15 Runs","Pune Warriors","field","Team 2","Pune Warriors",0
"2013","20130429RR",2013-04-29 00:00:00.000,"Jaipur","Rajasthan Royals","won by 4 Wickets","Rajasthan Royals","field","Team 1","Rajasthan Royals",1
"2013","20130429RR",2013-04-29 00:00:00.000,"Jaipur","Rajasthan Royals","won by 4 Wickets","Rajasthan Royals","field","Team 2","Royal Challengers Bangalore",0
"2013","20130509RR",2013-05-09 00:00:00.000,"Mohali","Rajasthan Royals","won by 8 Wickets","Rajasthan Royals","field","Team 1","Kings XI Punjab",0
"2013","20130509RR",2013-05-09 00:00:00.000,"Mohali","Rajasthan Royals","won by 8 Wickets","Rajasthan Royals","field","Team 2","Rajasthan Royals",1
"2013","20130511SH",2013-05-11 00:00:00.000,"Mohali","Sunrisers Hyderabad","won by 30 Runs","Kings XI Punjab","field","Team 1","Kings XI Punjab",0
"2013","20130511SH",2013-05-11 00:00:00.000,"Mohali","Sunrisers Hyderabad","won by 30 Runs","Kings XI Punjab","field","Team 2","Sunrisers Hyderabad",1
"2013","20130512KKR",2013-05-12 00:00:00.000,"Ranchi","Kolkata Knight Riders","won by 5 Wickets","Kolkata Knight Riders","field","Team 1","Kolkata Knight Riders",1
"2013","20130512KKR",2013-05-12 00:00:00.000,"Ranchi","Kolkata Knight Riders","won by 5 Wickets","Kolkata Knight Riders","field","Team 2","Royal Challengers Bangalore",0
"2013","20130512RR",2013-05-12 00:00:00.000,"Jaipur","Rajasthan Royals","won by 5 Wickets","Rajasthan Royals","field","Team 1","Rajasthan Royals",1
"2013","20130512RR",2013-05-12 00:00:00.000,"Jaipur","Rajasthan Royals","won by 5 Wickets","Rajasthan Royals","field","Team 2","Chennai Super Kings",0
"2013","20130515PW",2013-05-15 00:00:00.000,"Ranchi","Pune Warriors","won by 7 Runs","Kolkata Knight Riders","field","Team 1","Kolkata Knight Riders",0
"2013","20130515PW",2013-05-15 00:00:00.000,"Ranchi","Pune Warriors","won by 7 Runs","Kolkata Knight Riders","field","Team 2","Pune Warriors",1
"2013","20130516KXP",2013-05-16 00:00:00.000,"Dharamsala","Kings XI Punjab","won by 7 Runs","Delhi Capitals","field","Team 1","Kings XI Punjab",1
"2013","20130516KXP",2013-05-16 00:00:00.000,"Dharamsala","Kings XI Punjab","won by 7 Runs","Delhi Capitals","field","Team 2","Delhi Capitals",0
"2013","20130518KXP",2013-05-18 00:00:00.000,"Dharamsala","Kings XI Punjab","won by 50 Runs","Mumbai Indians","field","Team 1","Kings XI Punjab",1
"2013","20130518KXP",2013-05-18 00:00:00.000,"Dharamsala","Kings XI Punjab","won by 50 Runs","Mumbai Indians","field","Team 2","Mumbai Indians",0
"2014","20140417RCB",2014-04-17 00:00:00.000,"Sharjah","Royal Challengers Bangalore","won by 8 Wickets","Royal Challengers Bangalore","field","Team 1","Delhi Capitals",0
"2014","20140417RCB",2014-04-17 00:00:00.000,"Sharjah","Royal Challengers Bangalore","won by 8 Wickets","Royal Challengers Bangalore","field","Team 2","Royal Challengers Bangalore",1
"2014","20140418RR",2014-04-18 00:00:00.000,"Abu Dhabi","Rajasthan Royals","won by 4 Wickets","Rajasthan Royals","field","Team 1","Sunrisers Hyderabad",0
"2014","20140418RR",2014-04-18 00:00:00.000,"Abu Dhabi","Rajasthan Royals","won by 4 Wickets","Rajasthan Royals","field","Team 2","Rajasthan Royals",1
"2014","20140419RCB",2014-04-19 00:00:00.000,"Dubai (DSC)","Royal Challengers Bangalore","won by 7 Wickets","Royal Challengers Bangalore","field","Team 1","Royal Challengers Bangalore",1
"2014","20140419RCB",2014-04-19 00:00:00.000,"Dubai (DSC)","Royal Challengers Bangalore","won by 7 Wickets","Royal Challengers Bangalore","field","Team 2","Mumbai Indians",0
"2014","20140420KXP",2014-04-20 00:00:00.000,"Sharjah","Kings XI Punjab","won by 7 Wickets","Kings XI Punjab","field","Team 1","Rajasthan Royals",0
"2014","20140420KXP",2014-04-20 00:00:00.000,"Sharjah","Kings XI Punjab","won by 7 Wickets","Kings XI Punjab","field","Team 2","Kings XI Punjab",1
"2014","20140422KXP",2014-04-22 00:00:00.000,"Sharjah","Kings XI Punjab","won by 72 Runs","Sunrisers Hyderabad","field","Team 1","Kings XI Punjab",1
"2014","20140422KXP",2014-04-22 00:00:00.000,"Sharjah","Kings XI Punjab","won by 72 Runs","Sunrisers Hyderabad","field","Team 2","Sunrisers Hyderabad",0
"2014","20140423CSK",2014-04-23 00:00:00.000,"Dubai (DSC)","Chennai Super Kings","won by 7 Runs","Rajasthan Royals","field","Team 1","Rajasthan Royals",0
"2014","20140423CSK",2014-04-23 00:00:00.000,"Dubai (DSC)","Chennai Super Kings","won by 7 Runs","Rajasthan Royals","field","Team 2","Chennai Super Kings",1
"2014","20140424KKR",2014-04-24 00:00:00.000,"Sharjah","Kolkata Knight Riders","won by 2 Runs","Royal Challengers Bangalore","field","Team 1","Royal Challengers Bangalore",0
"2014","20140424KKR",2014-04-24 00:00:00.000,"Sharjah","Kolkata Knight Riders","won by 2 Runs","Royal Challengers Bangalore","field","Team 2","Kolkata Knight Riders",1
"2014","20140426KXP",2014-04-26 00:00:00.000,"Abu Dhabi","Kings XI Punjab","won by 23 Runs","Kolkata Knight Riders","field","Team 1","Kolkata Knight Riders",0
"2014","20140426KXP",2014-04-26 00:00:00.000,"Abu Dhabi","Kings XI Punjab","won by 23 Runs","Kolkata Knight Riders","field","Team 2","Kings XI Punjab",1
"2014","20140428KXP",2014-04-28 00:00:00.000,"Dubai (DSC)","Kings XI Punjab","won by 5 Wickets","Kings XI Punjab","field","Team 1","Kings XI Punjab",1
"2014","20140428KXP",2014-04-28 00:00:00.000,"Dubai (DSC)","Kings XI Punjab","won by 5 Wickets","Kings XI Punjab","field","Team 2","Royal Challengers Bangalore",0
"2014","20140430SH",2014-04-30 00:00:00.000,"Dubai (DSC)","Sunrisers Hyderabad","won by 15 Runs","Mumbai Indians","field","Team 1","Mumbai Indians",0
"2014","20140430SH",2014-04-30 00:00:00.000,"Dubai (DSC)","Sunrisers Hyderabad","won by 15 Runs","Mumbai Indians","field","Team 2","Sunrisers Hyderabad",1
"2014","20140505RR",2014-05-05 00:00:00.000,"Ahmedabad","Rajasthan Royals","won by 10 Runs","Kolkata Knight Riders","field","Team 1","Rajasthan Royals",1
"2014","20140505RR",2014-05-05 00:00:00.000,"Ahmedabad","Rajasthan Royals","won by 10 Runs","Kolkata Knight Riders","field","Team 2","Kolkata Knight Riders",0
"2014","20140507KXP",2014-05-07 00:00:00.000,"Cuttack","Kings XI Punjab","won by 44 Runs","Chennai Super Kings","field","Team 1","Kings XI Punjab",1
"2014","20140507KXP",2014-05-07 00:00:00.000,"Cuttack","Kings XI Punjab","won by 44 Runs","Chennai Super Kings","field","Team 2","Chennai Super Kings",0
"2014","20140508SH",2014-05-08 00:00:00.000,"Ahmedabad","Sunrisers Hyderabad","won by 32 Runs","Rajasthan Royals","field","Team 1","Rajasthan Royals",0
"2014","20140508SH",2014-05-08 00:00:00.000,"Ahmedabad","Sunrisers Hyderabad","won by 32 Runs","Rajasthan Royals","field","Team 2","Sunrisers Hyderabad",1
"2014","20140511KKR",2014-05-11 00:00:00.000,"Cuttack","Kolkata Knight Riders","won by 9 Wickets","Kolkata Knight Riders","field","Team 1","Kings XI Punjab",0
"2014","20140511KKR",2014-05-11 00:00:00.000,"Cuttack","Kolkata Knight Riders","won by 9 Wickets","Kolkata Knight Riders","field","Team 2","Kolkata Knight Riders",1
"2014","20140515RR",2014-05-15 00:00:00.000,"Ahmedabad","Rajasthan Royals","won by 62 Runs","Delhi Capitals","field","Team 1","Rajasthan Royals",1
"2014","20140515RR",2014-05-15 00:00:00.000,"Ahmedabad","Rajasthan Royals","won by 62 Runs","Delhi Capitals","field","Team 2","Delhi Capitals",0
"2014","20140521MI",2014-05-21 00:00:00.000,"Mohali","Mumbai Indians","won by 7 Wickets","Mumbai Indians","field","Team 1","Kings XI Punjab",0
"2014","20140521MI",2014-05-21 00:00:00.000,"Mohali","Mumbai Indians","won by 7 Wickets","Mumbai Indians","field","Team 2","Mumbai Indians",1
"2014","20140523KXP",2014-05-23 00:00:00.000,"Mohali","Kings XI Punjab","won by 16 Runs","Rajasthan Royals","field","Team 1","Kings XI Punjab",1
"2014","20140523KXP",2014-05-23 00:00:00.000,"Mohali","Kings XI Punjab","won by 16 Runs","Rajasthan Royals","field","Team 2","Rajasthan Royals",0
"2014","20140525KXP",2014-05-25 00:00:00.000,"Mohali","Kings XI Punjab","won by 7 Wickets","Kings XI Punjab","field","Team 1","Kings XI Punjab",1
"2014","20140525KXP",2014-05-25 00:00:00.000,"Mohali","Kings XI Punjab","won by 7 Wickets","Kings XI Punjab","field","Team 2","Delhi Capitals",0
"2014","20140528CSK",2014-05-28 00:00:00.000,"Mumbai (BS)","Chennai Super Kings","won by 7 Wickets","Chennai Super Kings","field","Team 1","Chennai Super Kings",1
"2014","20140528CSK",2014-05-28 00:00:00.000,"Mumbai (BS)","Chennai Super Kings","won by 7 Wickets","Chennai Super Kings","field","Team 2","Mumbai Indians",0
"2015","20150409CSK",2015-04-09 00:00:00.000,"Chennai","Chennai Super Kings","won by 1 Runs","Delhi Capitals","field","Team 1","Chennai Super Kings",1
"2015","20150409CSK",2015-04-09 00:00:00.000,"Chennai","Chennai Super Kings","won by 1 Runs","Delhi Capitals","field","Team 2","Delhi Capitals",0
"2015","20150410RR",2015-04-10 00:00:00.000,"Pune","Rajasthan Royals","won by 26 Runs","Kings XI Punjab","field","Team 1","Kings XI Punjab",0
"2015","20150410RR",2015-04-10 00:00:00.000,"Pune","Rajasthan Royals","won by 26 Runs","Kings XI Punjab","field","Team 2","Rajasthan Royals",1
"2015","20150418KKR",2015-04-18 00:00:00.000,"Pune","Kolkata Knight Riders","won by 4 Wickets","Kolkata Knight Riders","field","Team 1","Kings XI Punjab",0
"2015","20150418KKR",2015-04-18 00:00:00.000,"Pune","Kolkata Knight Riders","won by 4 Wickets","Kolkata Knight Riders","field","Team 2","Kolkata Knight Riders",1
"2015","20150421TIE",2015-04-21 00:00:00.000,"Ahmedabad","tied","","Kings XI Punjab","field","Team 1","Rajasthan Royals",0
"2015","20150421TIE",2015-04-21 00:00:00.000,"Ahmedabad","tied","","Kings XI Punjab","field","Team 2","Kings XI Punjab",0
"2015","20150422SH",2015-04-22 00:00:00.000,"Visakhapatnam","Sunrisers Hyderabad","won by 16 Runs","Kolkata Knight Riders","field","Team 1","Sunrisers Hyderabad",1
"2015","20150422SH",2015-04-22 00:00:00.000,"Visakhapatnam","Sunrisers Hyderabad","won by 16 Runs","Kolkata Knight Riders","field","Team 2","Kolkata Knight Riders",0
"2015","20150424RCB",2015-04-24 00:00:00.000,"Ahmedabad","Royal Challengers Bangalore","won by 9 Wickets","Royal Challengers Bangalore","field","Team 1","Rajasthan Royals",0
"2015","20150424RCB",2015-04-24 00:00:00.000,"Ahmedabad","Royal Challengers Bangalore","won by 9 Wickets","Royal Challengers Bangalore","field","Team 2","Royal Challengers Bangalore",1
"2015","20150427SH",2015-04-27 00:00:00.000,"Mohali","Sunrisers Hyderabad","won by 20 Runs","Kings XI Punjab","field","Team 1","Kings XI Punjab",0
"2015","20150427SH",2015-04-27 00:00:00.000,"Mohali","Sunrisers Hyderabad","won by 20 Runs","Kings XI Punjab","field","Team 2","Sunrisers Hyderabad",1
"2015","20150428CSK",2015-04-28 00:00:00.000,"Chennai","Chennai Super Kings","won by 2 Runs","Kolkata Knight Riders","field","Team 1","Chennai Super Kings",1
"2015","20150428CSK",2015-04-28 00:00:00.000,"Chennai","Chennai Super Kings","won by 2 Runs","Kolkata Knight Riders","field","Team 2","Kolkata Knight Riders",0
"2015","20150503RR",2015-05-03 00:00:00.000,"Mumbai (BS)","Rajasthan Royals","won by 14 Runs","Delhi Capitals","field","Team 1","Rajasthan Royals",1
"2015","20150503RR",2015-05-03 00:00:00.000,"Mumbai (BS)","Rajasthan Royals","won by 14 Runs","Delhi Capitals","field","Team 2","Delhi Capitals",0
"2015","20150507SH",2015-05-07 00:00:00.000,"Mumbai (BS)","Sunrisers Hyderabad","won by 7 Runs","Rajasthan Royals","field","Team 1","Rajasthan Royals",0
