match_key,innings,team,batsman,player_key,batting_position,Season
"20130407KXP",2,"Kings XI Punjab","AC Gilchrist",1061,1,"2013"
"20130407KXP",2,"Kings XI Punjab","Mandeep Singh",1222,2,"2013"
"20130407KXP",2,"Kings XI Punjab","M Vohra",1287,3,"2013"
"20130407KXP",2,"Kings XI Punjab","DJ Hussey",1137,4,"2013"
"20130410CSK",1,"Kings XI Punjab","Mandeep Singh",1222,1,"2013"
"20130410CSK",1,"Kings XI Punjab","AC Gilchrist",1061,2,"2013"
"20130410CSK",1,"Kings XI Punjab","M Vohra",1287,3,"2013"
"20130410CSK",1,"Kings XI Punjab","DJ Hussey",1137,4,"2013"
"20130410CSK",1,"Kings XI Punjab","Gurkeerat Singh",1269,5,"2013"
"20130410CSK",1,"Kings XI Punjab","Azhar Mahmood",1260,6,"2013"
"20130410CSK",1,"Kings XI Punjab","R Sathish",1200,7,"2013"
"20130410CSK",1,"Kings XI Punjab","PP Chawla",1046,8,"2013"
"20130410CSK",1,"Kings XI Punjab","RJ Harris",1126,9,"2013"
"20130410CSK",1,"Kings XI Punjab","P Kumar",1026,10,"2013"
"20130410CSK",1,"Kings XI Punjab","P Awana",1263,11,"2013"
"20130416KXP",1,"Kings XI Punjab","AC Gilchrist",1061,1,"2013"
"20130416KXP",1,"Kings XI Punjab","Mandeep Singh",1222,2,"2013"
"20130416KXP",1,"Kings XI Punjab","M Vohra",1287,3,"2013"
"20130416KXP",1,"Kings XI Punjab","DJ Hussey",1137,4,"2013"
"20130416KXP",1,"Kings XI Punjab","DA Miller",1259,5,"2013"
"20130416KXP",1,"Kings XI Punjab","Azhar Mahmood",1260,6,"2013"
"20130416KXP",1,"Kings XI Punjab","Gurkeerat Singh",1269,7,"2013"
"20130416KXP",1,"Kings XI Punjab","MS Gony",1079,8,"2013"
"20130416KXP",1,"Kings XI Punjab","PP Chawla",1046,9,"2013"
"20130416KXP",1,"Kings XI Punjab","P Kumar",1026,10,"2013"
"20130421KXP",2,"Kings XI Punjab","AC Gilchrist",1061,1,"2013"
"20130421KXP",2,"Kings XI Punjab","Azhar Mahmood",1260,2,"2013"
"20130421KXP",2,"Kings XI Punjab","M Vohra",1287,3,"2013"
"20130421KXP",2,"Kings XI Punjab","Mandeep Singh",1222,4,"2013"
"20130421KXP",2,"Kings XI Punjab","DA Miller",1259,5,"2013"
"20130423KXP",2,"Kings XI Punjab","AC Gilchrist",1061,1,"2013"
"20130423KXP",2,"Kings XI Punjab","Mandeep Singh",1222,2,"2013"
"20130423KXP",2,"Kings XI Punjab","LA Pomersbach",1139,3,"2013"
"20130423KXP",2,"Kings XI Punjab","DA Miller",1259,4,"2013"
"20130423KXP",2,"Kings XI Punjab","M Vohra",1287,5,"2013"
"20130423KXP",2,"Kings XI Punjab","DJ Hussey",1137,6,"2013"
"20130423KXP",2,"Kings XI Punjab","PP Chawla",1046,7,"2013"
"20130426KKR",1,"Kings XI Punjab","AC Gilchrist",1061,1,"2013"
"20130426KKR",1,"Kings XI Punjab","Mandeep Singh",1222,2,"2013"
"20130426KKR",1,"Kings XI Punjab","M Vohra",1287,3,"2013"
"20130426KKR",1,"Kings XI Punjab","DJ Hussey",1137,4,"2013"
"20130426KKR",1,"Kings XI Punjab","DA Miller",1259,5,"2013"
"20130426KKR",1,"Kings XI Punjab","Gurkeerat Singh",1269,6,"2013"
"20130426KKR",1,"Kings XI Punjab","Azhar Mahmood",1260,7,"2013"
"20130426KKR",1,"Kings XI Punjab","PP Chawla",1046,8,"2013"
"20130502CSK",2,"Kings XI Punjab","LA Pomersbach",1139,1,"2013"
"20130502CSK",2,"Kings XI Punjab","Mandeep Singh",1222,2,"2013"
"20130502CSK",2,"Kings XI Punjab","SE Marsh",1170,3,"2013"
"20130502CSK",2,"Kings XI Punjab","DJ Hussey",1137,4,"2013"
"20130502CSK",2,"Kings XI Punjab","DA Miller",1259,5,"2013"
"20130502CSK",2,"Kings XI Punjab","Gurkeerat Singh",1269,6,"2013"
"20130502CSK",2,"Kings XI Punjab","R Sathish",1200,7,"2013"
"20130502CSK",2,"Kings XI Punjab","MS Gony",1079,8,"2013"
"20130506KXP",2,"Kings XI Punjab","Mandeep Singh",1222,1,"2013"
"20130506KXP",2,"Kings XI Punjab","SE Marsh",1170,2,"2013"
"20130506KXP",2,"Kings XI Punjab","Gurkeerat Singh",1269,3,"2013"
"20130506KXP",2,"Kings XI Punjab","DJ Hussey",1137,4,"2013"
"20130506KXP",2,"Kings XI Punjab","DA Miller",1259,5,"2013"
"20130506KXP",2,"Kings XI Punjab","R Sathish",1200,6,"2013"
"20130514KXP",2,"Kings XI Punjab","AC Gilchrist",1061,1,"2013"
"20130514KXP",2,"Kings XI Punjab","SE Marsh",1170,2,"2013"
"20130514KXP",2,"Kings XI Punjab","Azhar Mahmood",1260,3,"2013"
"20130514KXP",2,"Kings XI Punjab","DA Miller",1259,4,"2013"
"20130514KXP",2,"Kings XI Punjab","R Sathish",1200,5,"2013"
"20130516KXP",1,"Kings XI Punjab","AC Gilchrist",1061,1,"2013"
"20130516KXP",1,"Kings XI Punjab","SE Marsh",1170,2,"2013"
"20130516KXP",1,"Kings XI Punjab","Azhar Mahmood",1260,3,"2013"
"20130516KXP",1,"Kings XI Punjab","DA Miller",1259,4,"2013"
"20130516KXP",1,"Kings XI Punjab","R Sathish",1200,5,"2013"
"20130518KXP",1,"Kings XI Punjab","AC Gilchrist",1061,1,"2013"
"20130518KXP",1,"Kings XI Punjab","Mandeep Singh",1222,2,"2013"
"20130518KXP",1,"Kings XI Punjab","Azhar Mahmood",1260,3,"2013"
"20130518KXP",1,"Kings XI Punjab","SE Marsh",1170,4,"2013"
"20130518KXP",1,"Kings XI Punjab","DA Miller",1259,5,"2013"
"20130518KXP",1,"Kings XI Punjab","M Vohra",1287,6,"2013"
"20130518KXP",1,"Kings XI Punjab","Gurkeerat Singh",1269,7,"2013"
"20130518KXP",1,"Kings XI Punjab","PP Chawla",1046,8,"2013"
"20130518KXP",1,"Kings XI Punjab","P Kumar",1026,9,"2013"
"20140418KXP",2,"Kings XI Punjab","CA Pujara",1178,1,"2014"
"20140418KXP",2,"Kings XI Punjab","V Sehwag",1049,2,"2014"
"20140418KXP",2,"Kings XI Punjab","GJ Maxwell",1241,3,"2014"
"20140418KXP",2,"Kings XI Punjab","AR Patel",1319,4,"2014"
"20140418KXP",2,"Kings XI Punjab","DA Miller",1259,5,"2014"
"20140418KXP",2,"Kings XI Punjab","GJ Bailey",1148,6,"2014"
"20140420KXP",2,"Kings XI Punjab","CA Pujara",1178,1,"2014"
"20140420KXP",2,"Kings XI Punjab","V Sehwag",1049,2,"2014"
"20140420KXP",2,"Kings XI Punjab","WP Saha",1102,3,"2014"
"20140420KXP",2,"Kings XI Punjab","GJ Maxwell",1241,4,"2014"
"20140420KXP",2,"Kings XI Punjab","DA Miller",1259,5,"2014"
"20140422KXP",1,"Kings XI Punjab","CA Pujara",1178,1,"2014"
"20140422KXP",1,"Kings XI Punjab","V Sehwag",1049,2,"2014"
"20140422KXP",1,"Kings XI Punjab","GJ Maxwell",1241,3,"2014"
"20140422KXP",1,"Kings XI Punjab","DA Miller",1259,4,"2014"
"20140422KXP",1,"Kings XI Punjab","GJ Bailey",1148,5,"2014"
"20140422KXP",1,"Kings XI Punjab","MG Johnson",1299,6,"2014"
"20140426KXP",1,"Kings XI Punjab","CA Pujara",1178,1,"2014"
"20140426KXP",1,"Kings XI Punjab","V Sehwag",1049,2,"2014"
"20140426KXP",1,"Kings XI Punjab","WP Saha",1102,3,"2014"
"20140426KXP",1,"Kings XI Punjab","GJ Maxwell",1241,4,"2014"
"20140426KXP",1,"Kings XI Punjab","DA Miller",1259,5,"2014"
"20140426KXP",1,"Kings XI Punjab","GJ Bailey",1148,6,"2014"
"20140426KXP",1,"Kings XI Punjab","R Dhawan",1298,7,"2014"
"20140426KXP",1,"Kings XI Punjab","AR Patel",1319,8,"2014"
"20140426KXP",1,"Kings XI Punjab","MG Johnson",1299,9,"2014"
"20140426KXP",1,"Kings XI Punjab","L Balaji",1080,10,"2014"
"20140426KXP",1,"Kings XI Punjab","Sandeep Sharma",1311,11,"2014"
"20140428KXP",2,"Kings XI Punjab","CA Pujara",1178,1,"2014"
"20140428KXP",2,"Kings XI Punjab","V Sehwag",1049,2,"2014"
"20140428KXP",2,"Kings XI Punjab","WP Saha",1102,3,"2014"
"20140428KXP",2,"Kings XI Punjab","GJ Maxwell",1241,4,"2014"
"20140428KXP",2,"Kings XI Punjab","DA Miller",1259,5,"2014"
"20140428KXP",2,"Kings XI Punjab","GJ Bailey",1148,6,"2014"
"20140428KXP",2,"Kings XI Punjab","R Dhawan",1298,7,"2014"
"20140507KXP",1,"Kings XI Punjab","V Sehwag",1049,1,"2014"
"20140507KXP",1,"Kings XI Punjab","Mandeep Singh",1222,2,"2014"
"20140507KXP",1,"Kings XI Punjab","GJ Maxwell",1241,3,"2014"
"20140507KXP",1,"Kings XI Punjab","DA Miller",1259,4,"2014"
"20140507KXP",1,"Kings XI Punjab","GJ Bailey",1148,5,"2014"
"20140507KXP",1,"Kings XI Punjab","MG Johnson",1299,6,"2014"
"20140509KXP",1,"Kings XI Punjab","V Sehwag",1049,1,"2014"
"20140509KXP",1,"Kings XI Punjab","Mandeep Singh",1222,2,"2014"
"20140509KXP",1,"Kings XI Punjab","GJ Maxwell",1241,3,"2014"
"20140509KXP",1,"Kings XI Punjab","DA Miller",1259,4,"2014"
"20140509KXP",1,"Kings XI Punjab","GJ Bailey",1148,5,"2014"
"20140509KXP",1,"Kings XI Punjab","WP Saha",1102,6,"2014"
"20140509KXP",1,"Kings XI Punjab","MG Johnson",1299,7,"2014"
"20140509KXP",1,"Kings XI Punjab","AR Patel",1319,8,"2014"
"20140509KXP",1,"Kings XI Punjab","Shivam Sharma",1328,9,"2014"
"20140509KXP",1,"Kings XI Punjab","L Balaji",1080,10,"2014"
"20140511KKR",1,"Kings XI Punjab","V Sehwag",1049,1,"2014"
"20140511KKR",1,"Kings XI Punjab","Mandeep Singh",1222,2,"2014"
"20140511KKR",1,"Kings XI Punjab","WP Saha",1102,3,"2014"
"20140511KKR",1,"Kings XI Punjab","GJ Maxwell",1241,4,"2014"
"20140511KKR",1,"Kings XI Punjab","DA Miller",1259,5,"2014"
"20140511KKR",1,"Kings XI Punjab","GJ Bailey",1148,6,"2014"
"20140511KKR",1,"Kings XI Punjab","R Dhawan",1298,7,"2014"
"20140511KKR",1,"Kings XI Punjab","MG Johnson",1299,8,"2014"
"20140511KKR",1,"Kings XI Punjab","AR Patel",1319,9,"2014"
"20140514KXP",2,"Kings XI Punjab","V Sehwag",1049,1,"2014"
"20140514KXP",2,"Kings XI Punjab","WP Saha",1102,2,"2014"
"20140514KXP",2,"Kings XI Punjab","M Vohra",1287,3,"2014"
"20140514KXP",2,"Kings XI Punjab","GJ Maxwell",1241,4,"2014"
"20140514KXP",2,"Kings XI Punjab","DA Miller",1259,5,"2014"
"20140514KXP",2,"Kings XI Punjab","GJ Bailey",1148,6,"2014"
"20140519KXP",2,"Kings XI Punjab","V Sehwag",1049,1,"2014"
"20140519KXP",2,"Kings XI Punjab","M Vohra",1287,2,"2014"
"20140519KXP",2,"Kings XI Punjab","GJ Maxwell",1241,3,"2014"
"20140519KXP",2,"Kings XI Punjab","DA Miller",1259,4,"2014"
"20140519KXP",2,"Kings XI Punjab","WP Saha",1102,5,"2014"
"20140519KXP",2,"Kings XI Punjab","AR Patel",1319,6,"2014"
"20140519KXP",2,"Kings XI Punjab","GJ Bailey",1148,7,"2014"
"20140519KXP",2,"Kings XI Punjab","R Dhawan",1298,8,"2014"
"20140523KXP",1,"Kings XI Punjab","V Sehwag",1049,1,"2014"
"20140523KXP",1,"Kings XI Punjab","M Vohra",1287,2,"2014"
"20140523KXP",1,"Kings XI Punjab","SE Marsh",1170,3,"2014"
"20140523KXP",1,"Kings XI Punjab","WP Saha",1102,4,"2014"
"20140523KXP",1,"Kings XI Punjab","DA Miller",1259,5,"2014"
"20140523KXP",1,"Kings XI Punjab","GJ Bailey",1148,6,"2014"
"20140525KXP",2,"Kings XI Punjab","V Sehwag",1049,1,"2014"
"20140525KXP",2,"Kings XI Punjab","M Vohra",1287,2,"2014"
"20140525KXP",2,"Kings XI Punjab","GJ Maxwell",1241,3,"2014"
"20140525KXP",2,"Kings XI Punjab","DA Miller",1259,4,"2014"
"20140525KXP",2,"Kings XI Punjab","GJ Bailey",1148,5,"2014"
"20140527KKR",2,"Kings XI Punjab","V Sehwag",1049,1,"2014"
"20140527KKR",2,"Kings XI Punjab","M Vohra",1287,2,"2014"
"20140527KKR",2,"Kings XI Punjab","WP Saha",1102,3,"2014"
"20140527KKR",2,"Kings XI Punjab","GJ Maxwell",1241,4,"2014"
"20140527KKR",2,"Kings XI Punjab","DA Miller",1259,5,"2014"
"20140527KKR",2,"Kings XI Punjab","GJ Bailey",1148,6,"2014"
"20140527KKR",2,"Kings XI Punjab","AR Patel",1319,7,"2014"
"20140527KKR",2,"Kings XI Punjab","R Dhawan",1298,8,"2014"
"20140527KKR",2,"Kings XI Punjab","MG Johnson",1299,9,"2014"
"20140527KKR",2,"Kings XI Punjab","Karanveer Singh",1342,10,"2014"
"20140530KXP",1,"Kings XI Punjab","V Sehwag",1049,1,"2014"
"20140530KXP",1,"Kings XI Punjab","M Vohra",1287,2,"2014"
"20140530KXP",1,"Kings XI Punjab","GJ Maxwell",1241,3,"2014"
"20140530KXP",1,"Kings XI Punjab","DA Miller",1259,4,"2014"
"20140530KXP",1,"Kings XI Punjab","GJ Bailey",1148,5,"2014"
"20140530KXP",1,"Kings XI Punjab","WP Saha",1102,6,"2014"
"20140530KXP",1,"Kings XI Punjab","MG Johnson",1299,7,"2014"
"20140601KKR",1,"Kings XI Punjab","V Sehwag",1049,1,"2014"
"20140601KKR",1,"Kings XI Punjab","M Vohra",1287,2,"2014"
"20140601KKR",1,"Kings XI Punjab","GJ Bailey",1148,3,"2014"
"20140601KKR",1,"Kings XI Punjab","WP Saha",1102,4,"2014"
"20140601KKR",1,"Kings XI Punjab","GJ Maxwell",1241,5,"2014"
"20140601KKR",1,"Kings XI Punjab","DA Miller",1259,6,"2014"
"20150412KXP",1,"Kings XI Punjab","M Vijay",1118,1,"2015"
"20150412KXP",1,"Kings XI Punjab","V Sehwag",1049,2,"2015"
"20150412KXP",1,"Kings XI Punjab","GJ Maxwell",1241,3,"2015"
"20150412KXP",1,"Kings XI Punjab","DA Miller",1259,4,"2015"
"20150412KXP",1,"Kings XI Punjab","GJ Bailey",1148,5,"2015"
"20150412KXP",1,"Kings XI Punjab","R Dhawan",1298,6,"2015"
"20150412KXP",1,"Kings XI Punjab","MG Johnson",1299,7,"2015"
"20150418KKR",1,"Kings XI Punjab","M Vijay",1118,1,"2015"
"20150418KKR",1,"Kings XI Punjab","WP Saha",1102,2,"2015"
"20150418KKR",1,"Kings XI Punjab","V Sehwag",1049,3,"2015"
"20150418KKR",1,"Kings XI Punjab","GJ Maxwell",1241,4,"2015"
"20150418KKR",1,"Kings XI Punjab","GJ Bailey",1148,5,"2015"
"20150418KKR",1,"Kings XI Punjab","NLTC Perera",1203,6,"2015"
"20150418KKR",1,"Kings XI Punjab","Gurkeerat Singh",1269,7,"2015"
"20150418KKR",1,"Kings XI Punjab","AR Patel",1319,8,"2015"
"20150418KKR",1,"Kings XI Punjab","MG Johnson",1299,9,"2015"
"20150418KKR",1,"Kings XI Punjab","Anureet Singh",1098,10,"2015"
"20150425CSK",2,"Kings XI Punjab","M Vijay",1118,1,"2015"
"20150425CSK",2,"Kings XI Punjab","V Sehwag",1049,2,"2015"
"20150425CSK",2,"Kings XI Punjab","SE Marsh",1170,3,"2015"
"20150425CSK",2,"Kings XI Punjab","GJ Bailey",1148,4,"2015"
"20150425CSK",2,"Kings XI Punjab","DA Miller",1259,5,"2015"
"20150425CSK",2,"Kings XI Punjab","WP Saha",1102,6,"2015"
"20150425CSK",2,"Kings XI Punjab","AR Patel",1319,7,"2015"
"20150425CSK",2,"Kings XI Punjab","MG Johnson",1299,8,"2015"
"20150425CSK",2,"Kings XI Punjab","Anureet Singh",1098,9,"2015"
"20150425CSK",2,"Kings XI Punjab","Karanveer Singh",1342,10,"2015"
"20150425CSK",2,"Kings XI Punjab","Sandeep Sharma",1311,11,"2015"
"20150506RCB",2,"Kings XI Punjab","M Vijay",1118,1,"2015"
"20150506RCB",2,"Kings XI Punjab","M Vohra",1287,2,"2015"
"20150506RCB",2,"Kings XI Punjab","WP Saha",1102,3,"2015"
"20150506RCB",2,"Kings XI Punjab","GJ Maxwell",1241,4,"2015"
"20150506RCB",2,"Kings XI Punjab","DA Miller",1259,5,"2015"
"20150506RCB",2,"Kings XI Punjab","GJ Bailey",1148,6,"2015"
"20150506RCB",2,"Kings XI Punjab","AR Patel",1319,7,"2015"
"20150506RCB",2,"Kings XI Punjab","MG Johnson",1299,8,"2015"
"20150506RCB",2,"Kings XI Punjab","Anureet Singh",1098,9,"2015"
"20150506RCB",2,"Kings XI Punjab","Karanveer Singh",1342,10,"2015"
"20150506RCB",2,"Kings XI Punjab","Sandeep Sharma",1311,11,"2015"
"20150509KKR",1,"Kings XI Punjab","M Vijay",1118,1,"2015"
"20150509KKR",1,"Kings XI Punjab","M Vohra",1287,2,"2015"
"20150509KKR",1,"Kings XI Punjab","WP Saha",1102,3,"2015"
"20150509KKR",1,"Kings XI Punjab","GJ Maxwell",1241,4,"2015"
"20150509KKR",1,"Kings XI Punjab","DA Miller",1259,5,"2015"
"20150509KKR",1,"Kings XI Punjab","Gurkeerat Singh",1269,6,"2015"
"20150513KXP",1,"Kings XI Punjab","WP Saha",1102,1,"2015"
"20150513KXP",1,"Kings XI Punjab","M Vohra",1287,2,"2015"
"20150513KXP",1,"Kings XI Punjab","GJ Maxwell",1241,3,"2015"
"20150513KXP",1,"Kings XI Punjab","GJ Bailey",1148,4,"2015"
"20150513KXP",1,"Kings XI Punjab","DA Miller",1259,5,"2015"
"20150513KXP",1,"Kings XI Punjab","AR Patel",1319,6,"2015"
"20150513KXP",1,"Kings XI Punjab","Gurkeerat Singh",1269,7,"2015"
"20150513KXP",1,"Kings XI Punjab","R Dhawan",1298,8,"2015"
"20150516CSK",1,"Kings XI Punjab","WP Saha",1102,1,"2015"
"20150516CSK",1,"Kings XI Punjab","M Vohra",1287,2,"2015"
"20150516CSK",1,"Kings XI Punjab","GJ Bailey",1148,3,"2015"
"20150516CSK",1,"Kings XI Punjab","GJ Maxwell",1241,4,"2015"
"20150516CSK",1,"Kings XI Punjab","Gurkeerat Singh",1269,5,"2015"
"20150516CSK",1,"Kings XI Punjab","DA Miller",1259,6,"2015"
"20150516CSK",1,"Kings XI Punjab","AR Patel",1319,7,"2015"
"20150516CSK",1,"Kings XI Punjab","R Dhawan",1298,8,"2015"
"20150516CSK",1,"Kings XI Punjab","BE Hendricks",1333,9,"2015"
"20160417KXP",2,"Kings XI Punjab","M Vijay",1118,1,"2016"
"20160417KXP",2,"Kings XI Punjab","M Vohra",1287,2,"2016"
"20160417KXP",2,"Kings XI Punjab","SE Marsh",1170,3,"2016"
"20160417KXP",2,"Kings XI Punjab","DA Miller",1259,4,"2016"
"20160417KXP",2,"Kings XI Punjab","GJ Maxwell",1241,5,"2016"
"20160417KXP",2,"Kings XI Punjab","WP Saha",1102,6,"2016"
"20160419KKR",1,"Kings XI Punjab","M Vijay",1118,1,"2016"
"20160419KKR",1,"Kings XI Punjab","M Vohra",1287,2,"2016"
"20160419KKR",1,"Kings XI Punjab","SE Marsh",1170,3,"2016"
"20160419KKR",1,"Kings XI Punjab","WP Saha",1102,4,"2016"
"20160419KKR",1,"Kings XI Punjab","DA Miller",1259,5,"2016"
"20160419KKR",1,"Kings XI Punjab","GJ Maxwell",1241,6,"2016"
"20160419KKR",1,"Kings XI Punjab","AR Patel",1319,7,"2016"
"20160419KKR",1,"Kings XI Punjab","MM Sharma",1307,8,"2016"
"20160419KKR",1,"Kings XI Punjab","P Sahu",1358,9,"2016"
"20160419KKR",1,"Kings XI Punjab","KJ Abbott",1362,10,"2016"
"20160501KXP",1,"Kings XI Punjab","M Vijay",1118,1,"2016"
"20160501KXP",1,"Kings XI Punjab","MP Stoinis",1355,2,"2016"
"20160501KXP",1,"Kings XI Punjab","SE Marsh",1170,3,"2016"
"20160501KXP",1,"Kings XI Punjab","GJ Maxwell",1241,4,"2016"
"20160501KXP",1,"Kings XI Punjab","Gurkeerat Singh",1269,5,"2016"
"20160501KXP",1,"Kings XI Punjab","DA Miller",1259,6,"2016"
"20160501KXP",1,"Kings XI Punjab","WP Saha",1102,7,"2016"
"20160501KXP",1,"Kings XI Punjab","AR Patel",1319,8,"2016"
"20160501KXP",1,"Kings XI Punjab","KC Cariappa",1368,9,"2016"
"20160501KXP",1,"Kings XI Punjab","MM Sharma",1307,10,"2016"
"20160501KXP",1,"Kings XI Punjab","Sandeep Sharma",1311,11,"2016"
"20160504KKR",2,"Kings XI Punjab","M Vijay",1118,1,"2016"
"20160504KKR",2,"Kings XI Punjab","MP Stoinis",1355,2,"2016"
"20160504KKR",2,"Kings XI Punjab","M Vohra",1287,3,"2016"
"20160504KKR",2,"Kings XI Punjab","GJ Maxwell",1241,4,"2016"
"20160504KKR",2,"Kings XI Punjab","WP Saha",1102,5,"2016"
"20160504KKR",2,"Kings XI Punjab","DA Miller",1259,6,"2016"
"20160504KKR",2,"Kings XI Punjab","Gurkeerat Singh",1269,7,"2016"
"20160504KKR",2,"Kings XI Punjab","AR Patel",1319,8,"2016"
"20160504KKR",2,"Kings XI Punjab","MM Sharma",1307,9,"2016"
"20160504KKR",2,"Kings XI Punjab","Swapnil Singh",1371,10,"2016"
"20160504KKR",2,"Kings XI Punjab","Sandeep Sharma",1311,11,"2016"
"20160507KXP",1,"Kings XI Punjab","M Vijay",1118,1,"2016"
"20160507KXP",1,"Kings XI Punjab","MP Stoinis",1355,2,"2016"
"20160507KXP",1,"Kings XI Punjab","HM Amla",1374,3,"2016"
"20160507KXP",1,"Kings XI Punjab","WP Saha",1102,4,"2016"
"20160507KXP",1,"Kings XI Punjab","GJ Maxwell",1241,5,"2016"
"20160507KXP",1,"Kings XI Punjab","DA Miller",1259,6,"2016"
"20160507KXP",1,"Kings XI Punjab","AR Patel",1319,7,"2016"
"20160509RCB",2,"Kings XI Punjab","HM Amla",1374,1,"2016"
"20160509RCB",2,"Kings XI Punjab","M Vijay",1118,2,"2016"
"20160509RCB",2,"Kings XI Punjab","WP Saha",1102,3,"2016"
"20160509RCB",2,"Kings XI Punjab","DA Miller",1259,4,"2016"
"20160509RCB",2,"Kings XI Punjab","MP Stoinis",1355,5,"2016"
"20160509RCB",2,"Kings XI Punjab","F Behardien",1375,6,"2016"
"20160513KXP",2,"Kings XI Punjab","M Vijay",1118,1,"2016"
"20160513KXP",2,"Kings XI Punjab","HM Amla",1374,2,"2016"
"20160513KXP",2,"Kings XI Punjab","WP Saha",1102,3,"2016"
"20160513KXP",2,"Kings XI Punjab","GJ Maxwell",1241,4,"2016"
"20160513KXP",2,"Kings XI Punjab","Gurkeerat Singh",1269,5,"2016"
"20160518RCB",2,"Kings XI Punjab","M Vijay",1118,1,"2016"
"20160518RCB",2,"Kings XI Punjab","HM Amla",1374,2,"2016"
"20160518RCB",2,"Kings XI Punjab","WP Saha",1102,3,"2016"
"20160518RCB",2,"Kings XI Punjab","DA Miller",1259,4,"2016"
"20160518RCB",2,"Kings XI Punjab","Gurkeerat Singh",1269,5,"2016"
"20160518RCB",2,"Kings XI Punjab","AR Patel",1319,6,"2016"
"20160518RCB",2,"Kings XI Punjab","F Behardien",1375,7,"2016"
"20160518RCB",2,"Kings XI Punjab","KJ Abbott",1362,8,"2016"
"20160518RCB",2,"Kings XI Punjab","MM Sharma",1307,9,"2016"
"20160518RCB",2,"Kings XI Punjab","KC Cariappa",1368,10,"2016"
"20160518RCB",2,"Kings XI Punjab","Sandeep Sharma",1311,11,"2016"
"20160521RPS",1,"Kings XI Punjab","HM Amla",1374,1,"2016"
"20160521RPS",1,"Kings XI Punjab","M Vijay",1118,2,"2016"
"20160521RPS",1,"Kings XI Punjab","WP Saha",1102,3,"2016"
"20160521RPS",1,"Kings XI Punjab","Gurkeerat Singh",1269,4,"2016"
"20160521RPS",1,"Kings XI Punjab","DA Miller",1259,5,"2016"
"20160521RPS",1,"Kings XI Punjab","AR Patel",1319,6,"2016"
"20160521RPS",1,"Kings XI Punjab","F Behardien",1375,7,"2016"
"20160521RPS",1,"Kings XI Punjab","R Dhawan",1298,8,"2016"
"20160521RPS",1,"Kings XI Punjab","KJ Abbott",1362,9,"2016"
"20170408KXP",2,"Kings XI Punjab","HM Amla",1374,1,"2017"
"20170408KXP",2,"Kings XI Punjab","M Vohra",1287,2,"2017"
"20170408KXP",2,"Kings XI Punjab","WP Saha",1102,3,"2017"
"20170408KXP",2,"Kings XI Punjab","AR Patel",1319,4,"2017"
"20170408KXP",2,"Kings XI Punjab","GJ Maxwell",1241,5,"2017"
"20170408KXP",2,"Kings XI Punjab","DA Miller",1259,6,"2017"
"20170410KXP",2,"Kings XI Punjab","M Vohra",1287,1,"2017"
"20170410KXP",2,"Kings XI Punjab","HM Amla",1374,2,"2017"
"20170410KXP",2,"Kings XI Punjab","AR Patel",1319,3,"2017"
"20170410KXP",2,"Kings XI Punjab","GJ Maxwell",1241,4,"2017"
"20170413KKR",1,"Kings XI Punjab","HM Amla",1374,1,"2017"
"20170413KKR",1,"Kings XI Punjab","M Vohra",1287,2,"2017"
"20170413KKR",1,"Kings XI Punjab","MP Stoinis",1355,3,"2017"
"20170413KKR",1,"Kings XI Punjab","GJ Maxwell",1241,4,"2017"
"20170413KKR",1,"Kings XI Punjab","DA Miller",1259,5,"2017"
"20170413KKR",1,"Kings XI Punjab","WP Saha",1102,6,"2017"
"20170413KKR",1,"Kings XI Punjab","MM Sharma",1307,7,"2017"
"20170413KKR",1,"Kings XI Punjab","AR Patel",1319,8,"2017"
"20170413KKR",1,"Kings XI Punjab","VR Aaron",1229,9,"2017"
"20170423KXP",1,"Kings XI Punjab","M Vohra",1287,1,"2017"
"20170423KXP",1,"Kings XI Punjab","HM Amla",1374,2,"2017"
"20170423KXP",1,"Kings XI Punjab","SE Marsh",1170,3,"2017"
"20170423KXP",1,"Kings XI Punjab","GJ Maxwell",1241,4,"2017"
"20170423KXP",1,"Kings XI Punjab","AR Patel",1319,5,"2017"
"20170423KXP",1,"Kings XI Punjab","MP Stoinis",1355,6,"2017"
"20170423KXP",1,"Kings XI Punjab","MM Sharma",1307,7,"2017"
"20170423KXP",1,"Kings XI Punjab","WP Saha",1102,8,"2017"
"20170430KXP",2,"Kings XI Punjab","MJ Guptill",1361,1,"2017"
"20170430KXP",2,"Kings XI Punjab","HM Amla",1374,2,"2017"
"20170505KXP",1,"Kings XI Punjab","HM Amla",1374,1,"2017"
"20170505KXP",1,"Kings XI Punjab","MJ Guptill",1361,2,"2017"
"20170505KXP",1,"Kings XI Punjab","SE Marsh",1170,3,"2017"
"20170505KXP",1,"Kings XI Punjab","M Vohra",1287,4,"2017"
"20170505KXP",1,"Kings XI Punjab","WP Saha",1102,5,"2017"
"20170505KXP",1,"Kings XI Punjab","GJ Maxwell",1241,6,"2017"
"20170505KXP",1,"Kings XI Punjab","AR Patel",1319,7,"2017"
"20170505KXP",1,"Kings XI Punjab","MM Sharma",1307,8,"2017"
"20170505KXP",1,"Kings XI Punjab","VR Aaron",1229,9,"2017"
"20170509KXP",1,"Kings XI Punjab","MJ Guptill",1361,1,"2017"
"20170509KXP",1,"Kings XI Punjab","M Vohra",1287,2,"2017"
"20170509KXP",1,"Kings XI Punjab","SE Marsh",1170,3,"2017"
