ID,School Name,URL Address,Address,Postal Code,Telephone Number,FAX Number,Email Address,MRT,BUS,Principal Name,Region,Zone,Type Of schools,Nature Of schools,Sessions,Level Of Schools,SAP,Autonomous,Gifted Education Programme,Integrated Programme,Mother Tongue Chinese,Mother Tongue Malay,Mother Tongue Tamil
125,"HAIG GIRLS' SCHOOL","http://www.haiggirls.moe.edu.sg","51   Koon Seng Road",427072,63440293,64474169,"HAIGGIRLSSCH@MOE.EDU.SG","Eunos, Dakota","16,33","MISS LO YEN NIE","GEYLANG","EAST","GOVERNMENT SCHOOL","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
236,"RAFFLES GIRLS' PRIMARY SCHOOL","http://www.rafflesgirlspri.moe.edu.sg","21   Hillcrest Road",289072,64684377,64692024,"RGPS@MOE.EDU.SG","TAN KAH KEE MRT STATION","66, 67, 74, 151, 154, 156, 157, 170, 171, 174, 852, 961","MRS YUE YOKE MUN NEE WAI","BUKIT TIMAH","SOUTH","GOVERNMENT SCHOOL","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","Yes","No","Chinese","Malay","Tamil"
289,"TANJONG KATONG GIRLS' SCHOOL","http://www.tkgs.moe.edu.sg","20   Dunman Lane",439272,63441593,63451487,"tkgs@moe.edu.sg","PAYA LEBAR MRT, DAKOTA MRT","10, 16, 31, 32, 33, 40, 43, 134, 135, 197","MISS CHEW ING LIM","MARINE PARADE","EAST","GOVERNMENT SCHOOL","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","No","No","Chinese","Malay","Tamil"
305,"VICTORIA SCHOOL","http://www.victoria.moe.edu.sg","2    SIGLAP LINK",448880,62912965,64452609,"VICTORIA_SCH@MOE.EDU.SG","BEDOK MRT, PAYA LEBAR MRT","31, 36, 43, 47, 48, 55, 135, 155, 196, 196E, 197, 401, 853C","MR CHOW WEISI","BEDOK","EAST","GOVERNMENT SCHOOL","BOYS' SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","Yes","Yes","Chinese","Malay","Tamil"
14,"ANGLO-CHINESE JUNIOR COLLEGE","http://www.acjc.edu.sg","25   DOVER CLOSE EAST",139745,67750511,67775479,"acjc@acjc.edu.sg","Buona Vista","74,95,100,105,106,111,145,147,191,196,198,602","DR CHEE YAN HOON SHIRLEEN","QUEENSTOWN","WEST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","FULL DAY","JUNIOR COLLEGE","No","No","No","No","na","na","na"
49,"CATHOLIC JUNIOR COLLEGE","https://cjc.moe.edu.sg/","129  WHITLEY ROAD",297822,62524083,62537267,"catholic_jc@moe.edu.sg","Toa Payoh (NS Line),  Novena (NS Line),  Stevens (DT Line),  Caldecott (CC Line,TE Line)","105, 132, 151, 153, 154, 156, 186, 966, 985","MDM CHUA SUAN GEK PHYLLIS","NOVENA","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","FULL DAY","JUNIOR COLLEGE","No","No","No","No","na","na","na"
180,"NAN HUA PRIMARY SCHOOL","http://www.nanhuapri.moe.edu.sg","30   Jalan Lempeng",128806,67788050,67784127,"nhps@moe.edu.sg","Clementi MRT Station","30, 51, 143, 175, 201, 533, 655, 727, 762","MDM CHIA HUI KHIM","CLEMENTI","WEST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","DOUBLE SESSION","PRIMARY","Yes","No","Yes","No","Chinese","na","na"
182,"NANYANG JUNIOR COLLEGE","http://www.nanyangjc.moe.edu.sg/","128  SERANGOON AVENUE 3",556111,62842281,62855147,"nyjc@moe.edu.sg","2-minute walk from the Lorong Chuan MRT Station (Circle Line)","22, 24, 53, 73, 133, 105, 135, 136, 156, 853","MR LOW CHUN MENG","SERANGOON","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","FULL DAY","JUNIOR COLLEGE","No","No","No","No","na","na","na"
214,"PEI HWA PRESBYTERIAN PRIMARY SCHOOL","http://www.peihwapresbyterianpri.moe.edu.sg/","7    PEI WAH AVENUE",597610,64663787,64621944,"phpps@moe.edu.sg","Beauty World","970, 852, 174, 173, 157, 77, 61","MRS ELSIE POEY","BUKIT TIMAH","WEST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","DOUBLE SESSION","PRIMARY","Yes","No","No","No","Chinese","na","na"
266,"ST. ANDREW'S JUNIOR COLLEGE","http://www.standrewsjc.moe.edu.sg/","5    Sorby Adams Drive",357691,62857008,62850037,"sajc@moe.edu.sg","Potong Pasir NE10","SBSTransit: 8, 26, 31, 90, 142 ,151, 154 (Diocese of Singapore) SMRT Buses:  857, 966, 985 (Diocese of Singapore),  853 (Upper Serangoon Road)","MR THAM KINE THONG","TOA PAYOH","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","FULL DAY","JUNIOR COLLEGE","No","No","No","No","na","na","na"
48,"CATHOLIC HIGH SCHOOL","http://www.catholichigh.moe.edu.sg","9    BISHAN STREET 22",579767,,,"chs@moe.edu.sg","Bishan MRT","13, 52, 54, 88, 156, 162, 162M, 410","MR POH CHUN LECK","BISHAN","NORTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","MIXED LEVELS","Yes","Yes","Yes","Yes","Chinese","na","na"
63,"CHIJ ST. NICHOLAS GIRLS' SCHOOL","http://www.chijstnicholasgirls.moe.edu.sg","501  ANG MO KIO STREET 13",569405,,,"chijsng_sec@moe.edu.sg","ANG MO KIO MRT, YIO CHU KANG MRT, MAYFLOWER MRT (End 2021)","76, 265, 268, 269","MDM FIONA YEO SU LING","ANG MO KIO","NORTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","MIXED LEVELS","Yes","Yes","No","Yes","Chinese","na","na"
18,"ANGLO-CHINESE SCHOOL (PRIMARY)","http://www.acspri.moe.edu.sg/","50   BARKER ROAD",309918,62501633,63531366,"acps@moe.edu.sg","Newton MRT Station","Bus 48, 66, 67, 170, 603, 972M","DR NG SIEW PENG IRENE","NOVENA","SOUTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","Yes","No","Chinese","Malay","Tamil"
183,"NANYANG PRIMARY SCHOOL","http://www.nyps.moe.edu.sg","52   KING'S ROAD",268097,64672677,64686913,"NYPS@MOE.EDU.SG","Farrer Rd MRT Station","66, 67, 74, 93, 151, 153, 154, 156, 157, 165, 170, 171, 174, 186, 852, 855, 961","MDM LER JIA LUEN","BUKIT TIMAH","WEST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","Yes","No","Yes","No","Chinese","na","na"
274,"ST. HILDA'S PRIMARY SCHOOL","http://www.shps.moe.edu.sg","2    Tampines Ave 3",529706,67811916,67830527,"shps@moe.edu.sg","Tampines West, Tampines Central","Feeder Bus service: 293 from Tampines Interchange (towards St 71)","MDM LEONG BENG YUET DAPHNE","TAMPINES","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","Yes","No","Chinese","Malay","Tamil"
292,"TAO NAN SCHOOL","http://www.taonan.moe.edu.sg","49   MARINE CRESCENT",449761,64428307,64435973,"taonan_sch@moe.edu.sg","Paya Lebar, Eunos","13, 16, 31, 36, 43, 48, 55, 134, 196, 197","MDM POH QINYU","MARINE PARADE","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","Yes","No","Yes","No","Chinese","na","na"
5,"AI TONG SCHOOL","http://www.aitong.moe.edu.sg","100  Bright Hill Drive",579646,64547672,64532726,"AITONG_SCH@MOE.EDU.SG","Bishan MRT","410, 162, 52","MDM GOH LING LING DIANE","BISHAN","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","Yes","No","No","No","Chinese","na","na"
13,"ANGLICAN HIGH SCHOOL","http://www.anglicanhigh.moe.edu.sg","600  UPPER CHANGI ROAD",487012,62414866,64414690,"AHS@MOE.EDU.SG","TANAH MERAH MRT","2, 9, 12, 14, 24, 31, 35, 38, 45, 47, 48","MR KHOO TSE HORNG","BEDOK","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","Yes","Yes","No","No","Chinese","na","na"
15,"ANGLO-CHINESE SCHOOL (BARKER ROAD)","http://www.acsbr.moe.edu.sg","60   BARKER ROAD",309919,62561633,62561366,"acsbr@moe.edu.sg","NEWTON MRT, STEVENS MRT","48, 66, 67, 170, 960, 972","MR LOO MING YAW","NOVENA","SOUTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
17,"ANGLO-CHINESE SCHOOL (JUNIOR)","www.acsj.moe.edu.sg","16   WINSTEDT ROAD",227988,67337911,67346518,"acjs@moe.edu.sg","Newton MRT Station","5, 54, 124, 143, 162, 162M, 167, 167e, 518, 518A, 972M","MRS CHAILLAN MUI TUAN","CENTRAL","SOUTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
20,"ASSUMPTION ENGLISH SCHOOL","http://www.assumptionenglish.moe.edu.sg","622  UPPER BUKIT TIMAH ROAD",678117,65729100,67636560,"AES@MOE.EDU.SG","CASHEW MRT","67, 75, 170, 176, 178, 184, 961, 963, 970","MR KWOK CHIN POH BENJAMIN","BUKIT PANJANG","WEST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
45,"CANOSSA CATHOLIC PRIMARY SCHOOL","https://canossacatholicpri.moe.edu.sg/","1    Sallim Road",387621,68441418,68441417,"ccps@moe.edu.sg","Nearest MRT station: Mattar Station (about 7-minute walk)","Aljunied Road (same side as CCPS): 62, 64, 100    Aljunied Road (opposite CCPS): 61, 62, 64, 66, 100, 135, 154, 155    Merpati Rd (after Jln Anggerek): 40, 61, 63, 65, 66, 135,","MDM SIA LU-MING EUGENIE","GEYLANG","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
54,"CHIJ (KATONG) PRIMARY","http://chijkcp.moe.edu.sg/","17   MARTIA ROAD",424821,63443072,63459007,"CHIJKTPS@moe.edu.sg","EUNOS PAYA LEBAR","15, 55, 36, 16, 135, 197, 196, 31, 13, 76, 12, 10, 14, 32, 40","MDM CHUA SOOK LIAN JUDINA","BEDOK","EAST","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
55,"CHIJ (KELLOCK)","http://www.chijkellock.moe.edu.sg/","1    Bukit Teresa Road",99757,62730096,62731710,"CHIJKS@MOE.EDU.SG","Outram Park Station","61, 124, 143, 166","MRS SHANTHI SURAJ NAIR","BUKIT MERAH","SOUTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
56,"CHIJ KATONG CONVENT","http://www.chijkatongconvent.moe.edu.sg","346  MARINE TERRACE",449150,64486433,64494405,"chijktcs@moe.edu.sg","BEDOK MRT, KEMBANGAN MRT, EUNOS MRT, PAYA LEBAR MRT","4N, 13, 16, 31, 36, 36A, 36B, 43, 47, 48, 55, 134, 135, 135A, 150, 196, 196E, 197, 853C, 763","MDM CHAN GEK SAN PATRICIA","MARINE PARADE","EAST","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","No","No","Chinese","Malay","Tamil"
57,"CHIJ OUR LADY OF GOOD COUNSEL","http://www.chijourladyofgoodcounsel.moe.edu.sg","2C   Burghley Drive",558979,62886930,62814132,"chijolgcs@moe.edu.sg","Ang Mo Kio MRT, Bishan MRT, Serangoon MRT station.","317 Feeder Bus Service from Serangoon Interchange. 135,136 from Ang Mo Kio Interchange.","MISS TAN LEE YIN GRACE","SERANGOON","SOUTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
58,"CHIJ OUR LADY OF THE NATIVITY","http://www.chijourladyofthenativity.moe.edu.sg/","1257 UPPER SERANGOON ROAD",534793,63852455,63852012,"chijoln@moe.edu.sg","Hougang MRT","74, 102, 112, 113, 119, 136, 147, 324, 672","MDM CHRISTINA TEO","HOUGANG","SOUTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
59,"CHIJ OUR LADY QUEEN OF PEACE","http://www.chijourladyqueenofpeace.moe.edu.sg/","4    Chestnut Drive",679287,67691529,67653551,"CHIJOLQP@MOE.EDU.SG","Cashew and Hillview","180, 67, 171, 176, 177, 178, 184, 961, 963, 970","MS ALBUQUERQUE KAREN ANNE","BUKIT PANJANG","WEST","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
60,"CHIJ PRIMARY (TOA PAYOH)","http://www.chijpritoapayoh.moe.edu.sg","628  Lorong 1 Toa Payoh",319765,63532164,63536362,"CHIJTPPS@MOE.EDU.SG","Toa Payoh","59, 231, 141","DR TAN SOON KEE MARGARET","TOA PAYOH","SOUTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
61,"CHIJ SECONDARY (TOA PAYOH)","http://www.chijsec.edu.sg","626  LORONG 1 TOA PAYOH",319764,63534972,63544573,"CHIJTPSS@MOE.EDU.SG","TOA PAYOH MRT","59, 141, 231","MDM RACHEL ANG LAY KOON","TOA PAYOH","SOUTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","No","No","Chinese","Malay","Tamil"
62,"CHIJ ST. JOSEPH'S CONVENT","http://www.chijstjosephsconvent.moe.edu.sg","62   SENGKANG EAST WAY",548595,64897580,64897589,"CHIJSJCS@MOE.EDU.SG","SENGKANG MRT","50, 82, 86, 88, 119, 136","MRS VALERIE PINTO","SENG KANG","NORTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
64,"CHIJ ST. THERESA'S CONVENT","http://www.chijsttheresasconvent.moe.edu.sg","160  LOWER DELTA ROAD",99138,64775777,64775700,"CHIJSTCS@MOE.EDU.SG","HARBOURFRONT MRT, TIONG BAHRU MRT","65, 121, 123, 123M, 124, 131, 131M, 195, 195A, 272, 855","MDM TAN MEI MEI JENNY","BUKIT MERAH","SOUTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
65,"CHONGFU SCHOOL","http://www.chongfu.moe.edu.sg/","170  YISHUN AVENUE 6",768959,67585527,62579571,"CFS@MOE.EDU.SG","Yishun MRT station","Feeder Service 811","MDM FOO MUI CHUW","YISHUN","NORTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
67,"CHRIST CHURCH SECONDARY SCHOOL","http://www.christchurchsec.moe.edu.sg","20   WOODLANDS DRIVE 17",737924,68933297,68932789,"ccss@moe.edu.sg","WOODLANDS MRT, WOODLANDS SOUTH MRT","901, 901M, 665","MR LAU YAN BOON DAVID","WOODLANDS","NORTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
70,"CHUNG CHENG HIGH SCHOOL (MAIN)","http://www.chungchenghighmain.moe.edu.sg","50   GOODMAN ROAD",439012,63441393,63449686,"CCHMS@MOE.EDU.SG","DAKOTA MRT","10, 12, 14, 16, 16M, 30, 31, 32, 33, 40, 43, 135, 134, 196, 197","MR CHAN YING YIN","MARINE PARADE","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","Yes","Yes","No","No","Chinese","na","na"
71,"CHUNG CHENG HIGH SCHOOL (YISHUN)","http://www.chungchenghighyishun.moe.edu.sg","11   YISHUN STREET 61",768547,67583912,67587397,"cchys@moe.edu.sg","KHATIB MRT","85, 811, 812, 851, 852, 853, 854, 855, 858, 860, 965, 969","MR TAN YEE KAN","YISHUN","NORTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
84,"DE LA SALLE SCHOOL","http://www.delasalle.moe.edu.sg","11   Choa Chu Kang St 52",689285,67667675,67622075,"dlss@moe.edu.sg","YEW TEE MRT","TIBS 302, 979","MDM CHERYL CHOO SHUEH-LI","CHOA CHU KANG","WEST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
99,"FAIRFIELD METHODIST SCHOOL (PRIMARY)","http://www.fmsp.moe.edu.sg/","100  DOVER ROAD",139648,67788431,67762948,"fmsp@moe.edu.sg","One-North MRT, Buona Vista MRT & Dover MRT","SBS Bus 14,33,74,166 & 196","MDM LAW LI MEI","QUEENSTOWN","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
100,"FAIRFIELD METHODIST SCHOOL (SECONDARY)","http://www.fairfieldmethodistsec.moe.edu.sg","102  DOVER ROAD",139649,67788702,67797482,"FMSS@MOE.EDU.SG","BUONA VISTA MRT, ONE-NORTH MRT","33, 74, 166, 196","MS CHEN LI YING AUDREY","QUEENSTOWN","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","No","No","Chinese","Malay","Tamil"
114,"GEYLANG METHODIST SCHOOL (PRIMARY)","www.geylangmethodistpri.moe.edu.sg","4    Geylang East Central",389706,67486746,67488980,"GMSP@moe.edu.sg","Aljunied","80, 134, 155","MDM JENNIFER HAN ENG JUAN","GEYLANG","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
115,"GEYLANG METHODIST SCHOOL (SECONDARY)","http://www.geylangmethodistsec.moe.edu.sg","2    GEYLANG EAST CENTRAL",389705,67466503,67477317,"gmss@moe.edu.sg","ALJUNIED MRT","40, 62, 63, 80, 100, 125, 134, 155, 158","MR WEE TAT CHUEN","GEYLANG","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
124,"HAI SING CATHOLIC SCHOOL","http://www.haisingcatholic.moe.edu.sg","9    PASIR RIS DRIVE 6",519421,65827864,65822543,"HSHS@MOE.EDU.SG","Pasir Ris MRT","3, 5, 6, 12, 17, 21, 89, 354, 358","MR ANG TECK SIANG DANIEL","PASIR RIS","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
128,"HOLY INNOCENTS' HIGH SCHOOL","http://www.holyinnocentshigh.moe.edu.sg","1191 UPPER SERANGOON ROAD",534786,62833381,62831737,"HIHS@MOE.EDU.SG","Hougang MRT","27, 72, 74, 80, 87, 89, 101, 107, 113, 116, 119, 132, 136, 147, 153, 161, 165, 324, 325","MRS REBECCA CHEW","HOUGANG","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
129,"HOLY INNOCENTS' PRIMARY SCHOOL","http://www.holyinnocentspri.moe.edu.sg/","5    Lorong Low Koon",536451,62886516,62876393,"HOLYINNOCENTSPRI@MOE.EDU.SG","2km walk to Hougang MRT","51,72,80,101,119,132,136,153.","MISS SEET ENG GEOK LENA","HOUGANG","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","Yes","No","No","No","Chinese","na","na"
130,"HONG WEN SCHOOL","http://www.hongwen.moe.edu.sg","30   TOWNER ROAD",327829,62943340,62937625,"hws@moe.edu.sg","BOON KENG MRT","Serangoon Road: 13, 23, 31, 64, 65, 66, 125, 133, 147, 857, 985 Balestier Road: 21, 125, 130, 139, 145","MRS THERESA HONG-NG","KALLANG","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","Yes","No","No","No","Chinese","na","na"
152,"KHENG CHENG SCHOOL","http://www.khengcheng.moe.edu.sg/","15   LORONG 3 TOA PAYOH",319580,62552502,62556569,"kcs@moe.edu.sg","Braddell","SBS 235,56,73,88,157,159,163,231,","MDM LEONG CHUI YIN SARAH","TOA PAYOH","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","na"
153,"KONG HWA SCHOOL","http://www.konghwa.moe.edu.sg","350  GUILLEMARD ROAD",399772,63421195,63421120,"KONGHWA_SCH@MOE.EDU.SG","Dakota","Service 7,70,70M,197(to Guillemard Road)","MR POON SIOW LENG RAYMOND","GEYLANG","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","Yes","No","No","No","Chinese","na","na"
156,"KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL","http://www.kuochuanpresbyterianpri.moe.edu.sg","8    BISHAN STREET 13",579793,62595396,62588012,"KCPPS@MOE.EDU.SG","Bishan MRT Station","54, 56, 410, 410G","MRS YEE-TOH GEK KHIAW","BISHAN","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
157,"KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL","http://www.kuochuanpresbyteriansec.moe.edu.sg","10   BISHAN STREET 13",579795,62593811,63536535,"kcpss@moe.edu.sg","Bishan MRT","54, 56, 410G, 410W","MR JUSTIN TAN","BISHAN","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
161,"MAHA BODHI SCHOOL","http://www.mahabodhi.moe.edu.sg/","10   UBI AVENUE 1",408931,67442115,67443752,"MBS@MOE.EDU.SG","Eunos Station (Transfer Bus No.63, 63M) Ubi Station (Transfer Bus No. 137)","5,8,15,22,25,45,51,55,59,61,63,63M,65,66,93,94,854","MRS ELAINE QUEK-LIM HWEE BIN","GEYLANG","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","Yes","No","No","No","Chinese","na","na"
162,"MANJUSRI SECONDARY SCHOOL","http://www.manjusrisec.moe.edu.sg","20   UBI AVENUE 1",408940,68424558,67454492,"manjusri_ss@moe.edu.sg","UBI MRT, MACPHERSON MRT","5, 8, 15, 22, 25, 45, 51, 55, 59, 61, 63, 63M, 65, 66, 93, 94, 137, 854","MR SIM CHONG BOON","GEYLANG","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","na"
163,"MARIS STELLA HIGH SCHOOL","http://www.marisstellahigh.moe.edu.sg","25   MOUNT VERNON ROAD",368051,,,"msh@moe.edu.sg","BARTLEY MRT","28, 93, 129, 158","MRS WOO SOO MIN","TOA PAYOH","NORTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","MIXED LEVELS","Yes","Yes","No","No","Chinese","na","na"
166,"MARYMOUNT CONVENT SCHOOL","HTTP://WWW.MARYMOUNTCONVENT.MOE.EDU.SG","20   Marymount Road",297754,,,"enquire@marymount.edu.sg","Braddell MRT Station or  Caldecott MRT Station","141, 235","MRS ALLISON LIM","TOA PAYOH","SOUTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
169,"MEE TOH SCHOOL","http://www.meetoh.moe.edu.sg/","21   EDGEDALE PLAINS",828867,64893326,64893243,"MEETOH_SCH@MOE.EDU.SG","Punggol Station","3,62,83","MDM TAN SUN SUN","PUNGGOL","NORTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","na"
172,"METHODIST GIRLS' SCHOOL (PRIMARY)","http://www.mgs.sch.edu.sg","11   Blackmore Drive",599986,64694800,64624166,"mgps@moe.edu.sg","King Albert Park MRT","66, 67, 74, 77, 151, 154, 157, 170, 171, 174, 852, 961, 970","NG WUN HAR GRACE","BUKIT TIMAH","WEST","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
175,"MONTFORT JUNIOR SCHOOL","http://www.montfortjunior.moe.edu.sg/","52   HOUGANG AVENUE 8",538786,65101588,65101599,"MONTFORT_JS@MOE.EDU.SG","Hougang MRT & Bus Interchange","74,88,101,147,161,","MR WONG KENG YUIN WILBUR","HOUGANG","NORTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
176,"MONTFORT SECONDARY SCHOOL","https://montfortsec.moe.edu.sg/","50   HOUGANG AVENUE 8",538785,65107070,63862804,"contact@montfortsec.edu.sg","Hougang MRT","74, 74e, 88, 88A, 101, 147, 147A, 161","MR LIM HOCK SEONG KELVIN","HOUGANG","NORTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
177,"NAN CHIAU HIGH SCHOOL","http://www.nchs.edu.sg","20   ANCHORVALE LINK",545079,64897971,64897970,"nchs@moe.edu.sg","SENGKANG MRT, RENJONG LRT, TONGKANG LRT","43, 83, 85, 109, 156, 159, 161, 163, 372","MISS SIAU FONG FUI","SENG KANG","NORTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","Yes","No","No","No","Chinese","na","na"
178,"NAN CHIAU PRIMARY SCHOOL","http://www.ncps.moe.edu.sg","50   ANCHORVALE LINK",545080,64897905,64897906,"NCPS@MOE.EDU.SG","Sengkang Station","156, 159, 161, 371, 372","MRS ONG LOH JIA MIIN","SENG KANG","NORTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
189,"NGEE ANN PRIMARY SCHOOL","http://www.ngeeannpri.moe.edu.sg","344  MARINE TERRACE",449149,64418677,64417411,"NAPS@MOE.EDU.SG","Nil","13, 16, 16M, 31,36, 43, 47, 48, 55, 135, 196, 196E, 197, 853M (at Marine Parade road) 13, 16, 16M, 196 and 196E(at Marine Terrace)","MDM PANG SIU SAN","MARINE PARADE","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
