member ID,Date registered,Active original,Gender,Year of Birth,State original,Post Code,Country,Fundraising Target,Updated Fundraising Target original,Amount Raised,Distance Target,Distance (km),Fitness App original,Activity,Profile Picture original,Blog Post original,Shared Page original,Why they are walking,Walking for,Solidarity wall original,Previous One Foot Forward member original,Team Captain,Team Name,Number of team members,Team Amount Raised,Team Distance,Org Captain,Organisation Name,Org Amount Raised,Org Distance,UTM Campaign,UTM Source,UTM Medium,UTM Content,UTM Term,Browser,Is 2021 original,Postcode Clean,State,Date only,Device,In Team original,In Org original,Why They Walked,Elevate original,Postcode,Metro,Updated Fundraising Target,Active,Fitness App,Profile Picture,Blog Post,Shared Page,Solidarity Wall,Previous One Foot Forward member,Team Captain YN,Org Captain YN,Is 2021,In Team,In Organisation,Elevate,Distance (km) (bins),Year of Birth (bins),Fundraisers,Distance Recorded,Distance Target (km) (bins),Distance Met,Funding Met
3175,2020-09-04 17:04:00.000,0,"Female",1979,"VIC",3130,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3130,"VIC",2020-04-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3130","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,2915,"No",50,"",""
3198,2020-09-04 17:42:00.000,0,"Female",1980,"VIC",3280,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3280,"VIC",2020-04-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3280","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,2938,"No",50,"",""
3219,2020-09-04 18:22:00.000,0,"Female",1994,"VIC",3178,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone11,2; iOS 13_6_1; en_AU; en-AU; scale=3.00; 1125x2436; 241452311)",0,3178,"VIC",2020-04-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3178","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,2959,"No",50,"",""
3230,2020-09-04 18:29:00.000,0,"Female",1999,"VIC",3808,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/13.5.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3808,"VIC",2020-04-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3808","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,2970,"No",50,"",""
3231,2020-09-04 18:31:00.000,0,"Female",1971,"VIC",3352,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,2;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3352,"VIC",2020-04-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3352","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,2971,"No",50,"",""
3243,2020-09-04 18:59:00.000,0,"Female",1986,"VIC",3155,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 153.0.0.26.73 (iPhone9,4; iOS 13_6_1; en_AU; en-AU; scale=2.88; 1080x1920; 236545181)",0,3155,"VIC",2020-04-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3155","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,2984,"No",50,"",""
3293,2020-09-04 20:06:00.000,0,"Female",1997,"VIC",3850,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,6;FBMD/iPhone;FBSN/iOS;FBSV/13.3.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3850,"VIC",2020-04-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3850","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,3034,"No",50,"",""
3356,2020-09-04 21:29:00.000,0,"Female",1985,"VIC",3075,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone8,2;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3075,"VIC",2020-04-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3075","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,3097,"No",50,"",""
3415,2020-09-04 22:53:00.000,0,"Female",1992,"VIC",3350,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,4;FBMD/iPhone;FBSN/iOS;FBSV/13.6;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3350,"VIC",2020-04-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3350","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,3155,"No",50,"",""
3464,2020-09-05 02:07:00.000,0,"Female",1975,"VIC",3177,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,1;FBMD/iPhone;FBSN/iOS;FBSV/13.5.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3177,"VIC",2020-05-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3177","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,3204,"No",50,"",""
3537,2020-09-05 08:44:00.000,0,"Female",1966,"VIC",3280,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone7,2;FBMD/iPhone;FBSN/iOS;FBSV/12.4.8;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3280,"VIC",2020-05-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3280","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1960,3277,"No",50,"",""
3634,2020-09-05 12:17:00.000,0,"Female",1959,"VIC",3500,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3500,"VIC",2020-05-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3500","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1950,3373,"No",50,"",""
3635,2020-09-05 12:20:00.000,0,"Female",1973,"VIC",3204,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone7,2;FBMD/iPhone;FBSN/iOS;FBSV/12.4.8;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3204,"VIC",2020-05-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3204","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,3375,"No",50,"",""
3708,2020-09-05 15:18:00.000,0,"Female",1978,"VIC",3029,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,6;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3029,"VIC",2020-05-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3029","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,3447,"No",50,"",""
3713,2020-09-05 15:31:00.000,0,"Female",1988,"VIC",3630,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3630,"VIC",2020-05-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3630","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,3452,"No",50,"",""
3735,2020-09-05 16:04:00.000,0,"Female",1978,"VIC",3500,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3500,"VIC",2020-05-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3500","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,3474,"No",50,"",""
3767,2020-09-05 16:56:00.000,0,"Female",1975,"VIC",3138,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,2;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3138,"VIC",2020-05-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3138","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,3506,"No",50,"",""
3831,2020-09-05 19:08:00.000,0,"Female",1988,"VIC",3936,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,3;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3936,"VIC",2020-05-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3936","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,3570,"No",50,"",""
3837,2020-09-05 19:12:00.000,0,"Female",1983,"VIC",3351,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3351,"VIC",2020-05-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3351","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,3576,"No",50,"",""
3859,2020-09-05 19:51:00.000,0,"Female",1998,"VIC",3941,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone9,4;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3941,"VIC",2020-05-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3941","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,3598,"No",50,"",""
3868,2020-09-05 20:05:00.000,0,"Female",1989,"VIC",3204,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3204,"VIC",2020-05-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3204","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,3608,"No",50,"",""
3904,2020-09-05 21:01:00.000,0,"Female",2000,"VIC",,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 152.0.0.21.114 (iPhone11,2; iOS 13_6; en_AU; en-AU; scale=3.00; 1125x2436; 234053878)",0,0,"VIC",2020-05-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"","Unknown","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,2000,3644,"No",50,"",""
3920,2020-09-05 21:21:00.000,0,"Female",1983,"VIC",3551,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3551,"VIC",2020-05-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3551","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,3660,"No",50,"",""
3955,2020-09-05 22:01:00.000,0,"Female",1989,"VIC",3340,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,5;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3340,"VIC",2020-05-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3340","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,3695,"No",50,"",""
3981,2020-09-05 23:05:00.000,0,"Female",1975,"VIC",3224,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3224,"VIC",2020-05-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3224","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,3721,"No",50,"",""
3988,2020-09-06 00:16:00.000,0,"Female",1991,"VIC",3168,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3168,"VIC",2020-06-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3168","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,3728,"No",50,"",""
4117,2020-09-06 09:59:00.000,0,"Female",1963,"VIC",3207,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/13.6;FBSS/2;FBID/phone;FBLC/en_US;FBOP/5]",0,3207,"VIC",2020-06-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3207","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1960,3855,"No",50,"",""
4183,2020-09-06 12:44:00.000,0,"Female",1985,"VIC",3685,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5;FBCR/]",0,3685,"VIC",2020-06-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3685","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,3921,"No",50,"",""
4206,2020-09-06 14:02:00.000,0,"Female",1993,"VIC",3450,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3450,"VIC",2020-06-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3450","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,3944,"No",50,"",""
4247,2020-09-06 15:54:00.000,0,"Female",1959,"VIC",3068,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,6;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3068,"VIC",2020-06-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3068","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1950,3985,"No",50,"",""
4299,2020-09-06 17:53:00.000,0,"Female",1997,"VIC",3153,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3153,"VIC",2020-06-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3153","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,4036,"No",50,"",""
4305,2020-09-06 18:06:00.000,0,"Female",1983,"VIC",3500,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3500,"VIC",2020-06-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3500","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,4042,"No",50,"",""
4371,2020-09-06 19:13:00.000,0,"Female",1995,"VIC",3003,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,5;FBMD/iPhone;FBSN/iOS;FBSV/13.5.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3003,"VIC",2020-06-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3003","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,4107,"No",50,"",""
4399,2020-09-06 19:34:00.000,0,"Female",1981,"VIC",3156,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3156,"VIC",2020-06-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3156","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,4136,"No",50,"",""
4462,2020-09-06 20:19:00.000,0,"Female",1971,"VIC",3250,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,3;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3250,"VIC",2020-06-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3250","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,4199,"No",50,"",""
4472,2020-09-06 20:23:00.000,0,"Female",1968,"VIC",3714,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone8,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3714,"VIC",2020-06-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3714","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1960,4209,"No",50,"",""
4479,2020-09-06 20:30:00.000,0,"Female",1996,"VIC",3156,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone9,4;FBMD/iPhone;FBSN/iOS;FBSV/13.4;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5;FBCR/]",0,3156,"VIC",2020-06-09 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3156","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,4216,"No",50,"",""
