SKFact,SKCasualty_Type,SKDate,SKGender,SKAge_Band,SKCasualty_Severity,Number_of_Casualties,create_date,update_date
93958,1,584,1,4,3,1,2021-12-06 10:43:40.593,2021-12-06 10:43:40.593
93973,1,585,1,4,3,1,2021-12-06 10:43:40.593,2021-12-06 10:43:40.593
93981,1,586,1,4,3,1,2021-12-06 10:43:40.593,2021-12-06 10:43:40.593
93996,1,587,1,4,3,1,2021-12-06 10:43:40.593,2021-12-06 10:43:40.593
94012,1,588,1,4,3,1,2021-12-06 10:43:40.593,2021-12-06 10:43:40.593
94110,1,595,1,4,3,1,2021-12-06 10:43:40.593,2021-12-06 10:43:40.593
94149,1,598,1,4,3,1,2021-12-06 10:43:40.593,2021-12-06 10:43:40.593
94184,1,601,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94241,1,606,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94283,1,609,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94316,1,611,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94389,1,616,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94403,1,617,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94419,1,618,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94463,1,621,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94521,1,625,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94562,1,628,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94586,1,630,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94614,1,633,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94638,1,635,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94660,1,637,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94712,1,641,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94753,1,644,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94777,1,646,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94789,1,647,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94883,1,654,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94914,1,657,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94933,1,659,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
94955,1,661,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
95020,1,666,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
95033,1,667,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
95081,1,671,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
95095,1,672,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
95110,1,673,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
95130,1,674,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
95224,1,681,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
95269,1,685,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
95324,1,689,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
95349,1,691,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
95375,1,693,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
95390,1,694,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
95402,1,695,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
95454,1,699,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
95471,1,700,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
95486,1,701,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
95500,1,702,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
95524,1,704,1,4,3,1,2021-12-06 10:43:40.596,2021-12-06 10:43:40.596
95593,1,709,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
95621,1,711,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
95643,1,713,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
95726,1,719,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
95739,1,720,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
95785,1,723,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
95834,1,726,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
95853,1,728,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
95865,1,729,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
95880,1,730,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
95910,1,733,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
95947,1,736,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
95962,1,737,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96005,1,741,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96038,1,743,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96056,1,745,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96068,1,746,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96078,1,747,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96119,1,750,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96133,1,751,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96250,1,762,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96290,1,765,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96386,1,772,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96399,1,773,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96425,1,775,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96441,1,776,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96482,1,779,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96536,1,783,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96615,1,789,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96639,1,791,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96667,1,793,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96680,1,794,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96692,1,795,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96707,1,796,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96723,1,797,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96837,1,806,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96864,1,808,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96901,1,811,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96961,1,815,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
96978,1,817,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97019,1,820,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97079,1,825,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97096,1,826,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97139,1,829,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97150,1,830,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97160,1,831,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97189,1,833,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97217,1,835,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97259,1,838,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97367,1,846,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97429,1,851,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97457,1,853,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97482,1,855,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97537,1,859,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97595,1,863,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97625,1,865,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97639,1,866,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97666,1,868,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97694,1,870,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97708,1,871,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
97748,1,874,1,4,3,1,2021-12-06 10:43:40.773,2021-12-06 10:43:40.773
101336,1,1105,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
101416,1,1110,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
101433,1,1111,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
101508,1,1116,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
101525,1,1117,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
101540,1,1118,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
101605,1,1122,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
101620,1,1123,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
101636,1,1124,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
101768,1,1131,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
101852,1,1137,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
101870,1,1138,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
101936,1,1142,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
101951,1,1143,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102106,1,1152,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102217,1,1158,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102232,1,1159,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102243,1,1160,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102299,1,1163,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102313,1,1164,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102332,1,1165,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102348,1,1166,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102365,1,1167,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102379,1,1168,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102429,1,1171,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102445,1,1172,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102488,1,1175,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102503,1,1176,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102520,1,1177,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102591,1,1181,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102605,1,1182,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102624,1,1183,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102642,1,1184,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102791,1,1193,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102805,1,1194,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102883,1,1199,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102908,1,1201,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102921,1,1202,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
102956,1,1204,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
103049,1,1209,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
103177,1,1217,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
103210,1,1219,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
103232,1,1220,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
103293,1,1224,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
103454,1,1233,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
103511,1,1236,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
103580,1,1240,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
103596,1,1241,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
103614,1,1242,1,4,3,1,2021-12-06 10:43:40.780,2021-12-06 10:43:40.780
103691,1,1247,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
103726,1,1249,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
103738,1,1250,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
103781,1,1253,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
103848,1,1258,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
103906,1,1261,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
103949,1,1264,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
103984,1,1266,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
103996,1,1267,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104032,1,1269,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104065,1,1271,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104096,1,1273,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104112,1,1274,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104129,1,1275,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104178,1,1278,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104191,1,1279,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104250,1,1283,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104383,1,1291,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104398,1,1292,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104458,1,1296,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104473,1,1297,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104484,1,1298,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104499,1,1299,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104511,1,1300,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104585,1,1304,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104635,1,1307,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104685,1,1310,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104705,1,1311,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104748,1,1314,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104924,1,1324,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
104959,1,1326,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
105041,1,1331,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
105057,1,1332,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
105076,1,1333,1,4,3,1,2021-12-06 10:43:40.783,2021-12-06 10:43:40.783
105171,1,1339,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
105200,1,1341,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
105352,1,1351,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
105365,1,1352,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
105515,1,1362,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
105532,1,1363,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
105635,1,1370,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
105688,1,1373,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
105734,1,1376,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
105790,1,1379,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
105804,1,1380,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
105853,1,1383,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
105883,1,1385,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
105915,1,1387,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
105966,1,1390,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
105983,1,1391,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
106019,1,1393,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
106110,1,1399,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
106128,1,1400,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
106234,1,1406,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
106308,1,1411,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
106355,1,1415,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
106370,1,1416,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
106428,1,1420,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
106447,1,1421,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
106480,1,1423,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
106532,1,1427,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
106548,1,1428,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
106579,1,1430,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
106690,1,1437,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
106710,1,1438,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
106759,1,1441,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
106798,1,1443,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
106828,1,1445,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
106921,1,1451,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
106955,1,1453,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
107018,1,1457,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
107078,1,1461,1,4,3,1,2021-12-06 10:43:40.953,2021-12-06 10:43:40.953
33263,1,1,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
33277,1,2,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
33301,1,5,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
33381,1,12,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
33430,1,15,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
33472,1,18,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
33498,1,20,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
33527,1,22,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
33581,1,26,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
33598,1,27,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
33616,1,29,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
33657,1,32,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
33834,1,46,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
33873,1,49,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
33890,1,50,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
33930,1,54,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
33971,1,57,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
33988,1,58,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34039,1,62,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34066,1,64,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34116,1,68,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34193,1,73,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34308,1,82,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34324,1,83,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34338,1,84,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34354,1,85,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34422,1,90,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34457,1,92,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34480,1,94,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34579,1,101,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34674,1,108,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34688,1,109,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34700,1,110,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34728,1,112,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34784,1,116,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34811,1,118,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34830,1,119,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34845,1,120,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34877,1,122,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34954,1,128,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34971,1,129,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
34995,1,131,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
35042,1,134,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
35057,1,135,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
35228,1,146,1,5,3,1,2021-12-06 10:43:37.773,2021-12-06 10:43:37.773
35249,1,147,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
35263,1,148,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
35293,1,150,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
35323,1,152,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
35373,1,155,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
35468,1,161,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
35478,1,162,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
35545,1,167,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
35775,1,183,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
35833,1,187,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
35865,1,189,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
35907,1,192,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
35954,1,195,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
35969,1,196,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
35998,1,198,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
36084,1,204,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
36115,1,206,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
36206,1,212,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
36230,1,214,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
36258,1,216,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
36292,1,218,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
36327,1,220,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
36340,1,221,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
36358,1,222,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
36391,1,224,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
36417,1,226,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
36437,1,227,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
36451,1,228,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
36498,1,231,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
36513,1,232,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
36525,1,233,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
36631,1,240,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
36688,1,244,1,5,3,1,2021-12-06 10:43:37.776,2021-12-06 10:43:37.776
