TICKET_NMBR,PARENT_SERVICE,service,org_id,ASSIGNED_GROUP,OPEN_DATE,CLOSE_DATE,PRIORITY,STATUS,ACTUAL_COMPLETION_HRS,BUSINESS_COMPLETION_HRS,AGING,CLASS_STRUCTURE_ID,class_structure,CLASSIFICATION_ID,classification,EXTERNAL_SYSTEM,GLOBAL_TICKET_ID,CLOSURE_CODE,LAST_MODIFIED_DATE
"IN10151709","GC WAN","GC WAN","1342","NW000417","30JUL2019:05:14:55","31JUL2019:13:25:19","Medium","CLOSED",32.17,16.42,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","11AUG2019:05:30:03"
"IN10151779","GC WAN","GC WAN","1342","NW000417","30JUL2019:11:04:59","31JUL2019:13:21:53","Medium","CLOSED",26.28,12.28,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","11AUG2019:05:30:01"
"IN10152205","GC WAN","GC WAN","1342","NW000417","01AUG2019:20:50:33","02AUG2019:07:14:06","Medium","CLOSED",10.39,0.23,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","13AUG2019:05:30:17"
"IN10153518","GC WAN","GC WAN","1342","NW000417","12AUG2019:21:12:23","21AUG2019:16:09:57","Medium","CLOSED",210.96,69.15,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","01SEP2019:05:30:21"
"IN10154032","GC WAN","GC WAN","1342","NW000417","15AUG2019:20:02:21","16AUG2019:18:57:23","Medium","CLOSED",22.92,10,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","27AUG2019:05:30:10"
"IN10154036","GC WAN","GC WAN","1342","NW000417","15AUG2019:20:53:14","16AUG2019:18:54:16","Medium","CLOSED",22.02,10,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","27AUG2019:05:30:11"
"IN10155383","GC WAN","GC WAN","1342","NW000417","27AUG2019:06:23:14","27AUG2019:07:08:16","Medium","CLOSED",0.75,0.13,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07SEP2019:05:30:23"
"IN10155492","GC WAN","GC WAN","1342","NW000417","27AUG2019:20:21:23","30AUG2019:07:19:44","Medium","CLOSED",58.97,20.32,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","10SEP2019:05:30:07"
"IN10155624","GC WAN","GC WAN","1342","NW000417","28AUG2019:18:10:27","30OCT2019:16:43:21","Medium","CLOSED",1510.55,429.72,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","10NOV2019:05:30:28"
"IN10157118","GC WAN","GC WAN","1342","NW000417","09SEP2019:19:35:33","10SEP2019:14:20:42","Medium","CLOSED",18.75,7.33,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21SEP2019:05:30:13"
"IN10158965","GC WAN","GC WAN","1342","NW000417","22SEP2019:11:40:56","23SEP2019:11:35:06","Medium","CLOSED",23.9,4.58,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","04OCT2019:05:30:18"
"IN10158966","GC WAN","GC WAN","1342","NW000417","22SEP2019:11:47:50","23SEP2019:11:33:33","Medium","CLOSED",23.76,4.55,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","04OCT2019:05:30:19"
"IN10159314","GC WAN","GC WAN","1342","NW000417","24SEP2019:18:58:43","25SEP2019:08:18:21","Medium","CLOSED",13.33,1.3,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","06OCT2019:05:30:37"
"IN10167981","GC WAN","GC WAN","1342","NW000417","15NOV2019:19:22:20","18NOV2019:11:26:47","Medium","CLOSED",64.07,4.43,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","29NOV2019:05:30:14"
"IN10167999","GC WAN","GC WAN","1342","NW000417","15NOV2019:23:03:39","19NOV2019:06:03:11","Medium","CLOSED",78.99,10,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","30NOV2019:05:30:07"
"IN10168061","GC WAN","GC WAN","1342","NW000417","17NOV2019:12:48:57","19NOV2019:12:49:53","Medium","CLOSED",48.02,15.82,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","30NOV2019:05:30:38"
"IN10171941","GC WAN","GC WAN","1342","NW000417","10DEC2019:03:05:52","12DEC2019:07:09:22","Medium","CLOSED",52.06,20.15,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","23DEC2019:05:30:41"
"IN10171946","GC WAN","GC WAN","1342","NW000417","10DEC2019:03:42:53","11DEC2019:07:51:38","Medium","CLOSED",28.15,10.85,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","22DEC2019:05:30:24"
"IN10174005","GC WAN","GC WAN","1342","NW000417","20DEC2019:21:06:06","23DEC2019:07:37:53","Medium","CLOSED",58.53,0.62,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","03JAN2020:05:30:17"
"IN10177376","GC WAN","GC WAN","1342","NW000417","20JAN2020:11:06:00","21JAN2020:13:27:00","Medium","CLOSED",26.35,12.35,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","01FEB2020:05:30:00"
"IN10177520","GC WAN","GC WAN","1342","NW000417","21JAN2020:04:05:00","21JAN2020:13:40:00","Medium","CLOSED",9.58,6.67,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","01FEB2020:05:30:00"
"IN10182029","GC WAN","GC WAN","1342","NW000417","14FEB2020:01:40:00","14FEB2020:08:00:00","Medium","CLOSED",6.33,1,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","25FEB2020:05:30:00"
"IN10184031","GC WAN","GC WAN","1342","NW000417","26FEB2020:16:41:00","28FEB2020:07:09:00","Medium","CLOSED",38.47,10.47,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","10MAR2020:05:30:00"
"IN10196229","GC WAN","GC WAN","1342","NW000417","15MAY2020:19:12:57","29MAY2020:09:09:00","Medium","CLOSED",325.93,82.15,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","09JUN2020:05:30:21"
"IN10200919","GC WAN","GC WAN","1342","NW000417","16JUN2020:23:53:37","19JUN2020:10:28:49","Medium","CLOSED",58.59,23.47,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","30JUN2020:05:30:11"
"IN10202088","GC WAN","GC WAN","1342","NW000417","24JUN2020:03:38:02","24JUN2020:13:05:12","Medium","CLOSED",9.45,6.08,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","05JUL2020:05:30:09"
"IN10202768","GC WAN","GC WAN","1342","NW000417","29JUN2020:03:33:53","29JUN2020:15:52:35","Medium","CLOSED",12.31,8.87,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","10JUL2020:05:30:07"
"IN10203198","GC WAN","GC WAN","1342","NW000417","02JUL2020:05:09:17","06JUL2020:07:15:51","Medium","CLOSED",98.11,20.25,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","17JUL2020:05:30:32"
"IN10205513","GC WAN","GC WAN","1342","NW000417","16JUL2020:06:19:37","16JUL2020:17:37:16","Medium","CLOSED",11.29,10.62,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","27JUL2020:05:30:33"
"IN10205706","GC WAN","GC WAN","1342","NW000417","17JUL2020:01:21:16","22JUL2020:09:06:59","Medium","CLOSED",127.76,32.1,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","02AUG2020:05:30:25"
"IN10207161","GC WAN","GC WAN","1342","NW000417","24JUL2020:18:14:45","04AUG2020:07:27:30","Medium","CLOSED",253.21,60.45,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","15AUG2020:05:30:19"
"IN10207230","GC WAN","GC WAN","1342","NW000417","25JUL2020:10:27:29","26JUL2020:15:40:31","Medium","CLOSED",29.22,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","06AUG2020:05:30:06"
"IN10217948","GC WAN","GC WAN","1342","NW000417","01OCT2020:02:08:37","01OCT2020:17:22:27","Medium","CLOSED",15.23,10.37,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","12OCT2020:05:30:07"
"IN10221421","GC WAN","GC WAN","1342","NW000417","20OCT2020:15:33:52","18AUG2021:14:18:16","Medium","CLOSED",7246.74,2078.75,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","29AUG2021:05:30:01"
"IN10223699","GC WAN","GC WAN","1342","NW000417","01NOV2020:23:29:31","03NOV2020:13:35:45","Medium","CLOSED",38.1,16.58,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","14NOV2020:05:30:10"
"IN10226969","GC WAN","GC WAN","1342","NW000417","19NOV2020:03:52:20","19NOV2020:06:34:52","Medium","CLOSED",2.71,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","30NOV2020:05:30:38"
"IN10247204","GC WAN","GC WAN","1342","NW000417","23MAR2021:06:45:37","25MAR2021:10:44:27","Medium","CLOSED",51.98,23.73,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","05APR2021:05:30:18"
"IN10254978","GC WAN","GC WAN","1342","NW000417","12MAY2021:01:23:19","12MAY2021:07:21:33","Medium","CLOSED",5.97,0.35,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","23MAY2021:05:30:05"
"IN10280541","GC WAN","GC WAN","1342","NW000417","17SEP2021:07:09:16","17SEP2021:07:31:00","Medium","CLOSED",0.36,0.37,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","28SEP2021:05:30:25"
"IN10287988","GC WAN","GC WAN","1342","NW000417","28OCT2021:22:51:43","28OCT2021:19:46:00","Medium","CLOSED",-3.1,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","09NOV2021:05:30:17"
"IN10291534","GC WAN","GC WAN","1342","NW000417","18NOV2021:08:26:15","18NOV2021:09:31:46","Medium","CLOSED",1.09,1.08,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","29NOV2021:05:30:22"
"IN10052350","GC WAN","GC WAN","1342","NW000431","12APR2017:08:46:33","13APR2017:10:07:06","Medium","CLOSED",25.34,11.35,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","24APR2017:05:30:04"
"IN10055192","GC WAN","GC WAN","1342","NW000431","23MAY2017:08:53:39","23MAY2017:13:47:23","Medium","CLOSED",4.9,4.9,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","03JUN2017:05:30:19"
"IN10056619","GC WAN","GC WAN","1342","NW000431","12JUN2017:08:33:37","27JUN2017:13:56:44","Medium","CLOSED",365.39,115.38,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","08JUL2017:05:30:06"
"IN10057169","GC WAN","GC WAN","1342","NW000431","17JUN2017:16:30:59","19JUN2017:14:39:03","Medium","CLOSED",46.13,7.65,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","30JUN2017:05:30:07"
"IN10057304","GC WAN","GC WAN","1342","NW000431","19JUN2017:14:42:45","23JUN2017:11:28:35","Medium","CLOSED",92.76,36.77,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","04JUL2017:05:30:45"
"IN10058892","GC WAN","GC WAN","1342","NW000431","07JUL2017:17:04:48","12JUL2017:14:16:38","Medium","CLOSED",117.2,27.27,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","23JUL2017:05:30:12"
"IN10059360","GC WAN","GC WAN","1342","NW000431","13JUL2017:18:12:17","17JUL2017:13:20:11","Medium","CLOSED",91.13,16.33,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","28JUL2017:05:30:19"
"IN10064846","GC WAN","GC WAN","1342","NW000431","21SEP2017:10:23:38","22SEP2017:11:46:33","Medium","CLOSED",25.38,11.39,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","03OCT2017:05:30:15"
"IN10066359","GC WAN","GC WAN","1342","NW000431","07OCT2017:09:28:35","10OCT2017:18:51:18","Medium","CLOSED",81.38,10,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21OCT2017:05:30:04"
"IN10068445","GC WAN","GC WAN","1342","NW000431","31OCT2017:05:10:20","31OCT2017:15:16:34","Medium","CLOSED",10.1,8.27,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","11NOV2017:05:30:18"
"IN10093794","GC WAN","GC WAN","1342","NW000431","03JUL2018:03:50:28","03JUL2018:12:06:46","Medium","CLOSED",8.27,5.1,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","14JUL2018:05:30:14"
"IN10094449","GC WAN","GC WAN","1342","NW000431","09JUL2018:05:44:37","16AUG2018:17:30:09","Medium","CLOSED",923.76,290.5,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","27AUG2018:05:30:02"
"IN10099081","GC WAN","GC WAN","1342","NW000431","14AUG2018:08:49:48","14AUG2018:13:48:24","Medium","CLOSED",4.98,4.98,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","25AUG2018:05:30:15"
"IN10100062","GC WAN","GC WAN","1342","NW000431","22AUG2018:04:46:25","03OCT2018:16:51:49","Medium","CLOSED",1020.09,299.85,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","14OCT2018:05:30:02"
"IN10101279","GC WAN","GC WAN","1342","NW000431","31AUG2018:15:21:42","07SEP2018:14:16:28","Medium","CLOSED",166.91,38.92,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","18SEP2018:05:30:05"
"IN10102480","GC WAN","GC WAN","1342","NW000431","11SEP2018:16:07:20","12SEP2018:09:42:14","Medium","CLOSED",17.58,3.58,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","23SEP2018:05:30:13"
"IN10104695","GC WAN","GC WAN","1342","NW000431","26SEP2018:12:16:58","26SEP2018:15:37:56","Medium","CLOSED",3.35,3.35,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07OCT2018:12:28:36"
"IN10106927","GC WAN","GC WAN","1342","NW000431","10OCT2018:10:39:31","11OCT2018:18:06:09","Medium","CLOSED",31.44,16.35,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","22OCT2018:05:30:25"
"IN10106979","GC WAN","GC WAN","1342","NW000431","10OCT2018:14:38:32","12OCT2018:15:01:14","Medium","CLOSED",48.38,20.39,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","23OCT2018:05:30:25"
"IN10107003","GC WAN","GC WAN","1342","NW000431","10OCT2018:17:25:34","10OCT2018:18:16:21","Medium","CLOSED",0.85,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21OCT2018:05:30:20"
"IN10116411","GC WAN","GC WAN","1342","NW000431","07DEC2018:12:37:08","29JAN2019:13:59:22","Medium","CLOSED",1273.37,341.36,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","09FEB2019:05:30:02"
"IN10119353","GC WAN","GC WAN","1342","NW000431","02JAN2019:12:36:26","02JAN2019:14:11:51","Medium","CLOSED",1.59,1.58,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","13JAN2019:05:30:10"
"IN10122692","GC WAN","GC WAN","1342","NW000431","21JAN2019:05:13:46","21JAN2019:13:43:13","Medium","CLOSED",8.49,6.72,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","01FEB2019:05:30:37"
"IN10125566","GC WAN","GC WAN","1342","NW000431","05FEB2019:18:21:05","19FEB2019:12:26:53","Medium","CLOSED",330.1,95.43,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","02MAR2019:05:30:12"
"IN10125582","GC WAN","GC WAN","1342","NW000431","05FEB2019:21:05:17","19FEB2019:12:28:26","Medium","CLOSED",327.39,95.47,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","02MAR2019:05:30:08"
"IN10126413","GC WAN","GC WAN","1342","NW000431","10FEB2019:17:23:19","11FEB2019:07:17:49","Medium","CLOSED",13.91,0.28,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","22FEB2019:05:30:33"
"IN10127315","GC WAN","GC WAN","1342","NW000431","15FEB2019:22:35:56","02APR2019:18:15:36","Medium","CLOSED",1099.66,320,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","13APR2019:05:30:06"
"IN10127613","GC WAN","GC WAN","1342","NW000431","18FEB2019:20:58:04","27FEB2019:15:34:55","Medium","CLOSED",210.61,68.57,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","10MAR2019:05:30:10"
"IN10128710","GC WAN","GC WAN","1342","NW000431","24FEB2019:21:01:59","27FEB2019:15:03:36","Medium","CLOSED",66.03,28.05,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","10MAR2019:05:30:24"
"IN10128841","GC WAN","GC WAN","1342","NW000431","25FEB2019:14:57:24","06MAR2019:15:15:54","Medium","CLOSED",216.31,70.3,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","17MAR2019:05:30:13"
"IN10131592","GC WAN","GC WAN","1342","NW000431","13MAR2019:09:47:04","18MAR2019:14:25:21","Medium","CLOSED",124.64,34.64,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","29MAR2019:05:30:22"
"IN10132290","GC WAN","GC WAN","1342","NW000431","17MAR2019:18:02:40","18MAR2019:13:14:40","Medium","CLOSED",19.2,6.23,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","29MAR2019:05:30:24"
"IN10134350","GC WAN","GC WAN","1342","NW000431","30MAR2019:21:39:55","01APR2019:11:16:44","Medium","CLOSED",37.61,4.27,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","12APR2019:05:30:16"
"IN10135827","GC WAN","GC WAN","1342","NW000431","08APR2019:18:57:25","11APR2019:13:02:25","Medium","CLOSED",66.08,26.03,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","22APR2019:05:30:16"
"IN10135828","GC WAN","GC WAN","1342","NW000431","08APR2019:18:57:29","09APR2019:11:13:39","Medium","CLOSED",16.27,4.22,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20APR2019:05:30:01"
"IN10135994","GC WAN","GC WAN","1342","NW000431","09APR2019:21:26:40","11APR2019:13:00:57","Medium","CLOSED",39.57,16,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","22APR2019:05:30:14"
"IN10136399","GC WAN","GC WAN","1342","NW000431","11APR2019:19:31:30","12APR2019:15:07:38","Medium","CLOSED",19.6,8.12,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","23APR2019:05:30:11"
"IN10136533","GC WAN","GC WAN","1342","NW000431","12APR2019:18:28:12","17APR2019:16:44:18","Medium","CLOSED",118.27,29.73,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","28APR2019:05:30:06"
"IN10136723","GC WAN","GC WAN","1342","NW000431","14APR2019:21:21:29","15APR2019:10:35:01","Medium","CLOSED",13.23,3.58,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","26APR2019:05:30:08"
"IN10137576","GC WAN","GC WAN","1342","NW000431","20APR2019:15:09:45","23APR2019:11:26:45","Medium","CLOSED",68.28,4.43,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","04MAY2019:05:30:33"
"IN10138404","GC WAN","GC WAN","1342","NW000431","25APR2019:21:26:13","26APR2019:12:17:41","Medium","CLOSED",14.86,5.28,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07MAY2019:05:30:29"
"IN10139949","GC WAN","GC WAN","1342","NW000431","06MAY2019:20:21:47","07MAY2019:11:56:48","Medium","CLOSED",15.58,4.93,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","18MAY2019:05:30:08"
"IN10140315","GC WAN","GC WAN","1342","NW000431","09MAY2019:07:39:36","09MAY2019:13:06:07","Medium","CLOSED",5.44,5.45,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20MAY2019:05:30:14"
"IN10143448","GC WAN","GC WAN","1342","NW000431","03JUN2019:19:49:03","04JUN2019:11:57:55","Medium","CLOSED",16.15,4.95,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","15JUN2019:05:30:24"
"IN10143498","GC WAN","GC WAN","1342","NW000431","04JUN2019:06:24:24","05JUN2019:15:04:29","Medium","CLOSED",32.67,18.07,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","16JUN2019:05:30:11"
"IN10150307","GC WAN","GC WAN","1342","NW000431","21JUL2019:21:03:29","22JUL2019:12:26:49","Medium","CLOSED",15.39,5.43,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","02AUG2019:05:30:11"
"IN10150556","GC WAN","GC WAN","1342","NW000431","23JUL2019:10:58:34","24JUL2019:16:39:17","Medium","CLOSED",29.68,15.68,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","04AUG2019:05:30:17"
"IN10151437","GC WAN","GC WAN","1342","NW000431","28JUL2019:21:49:38","29JUL2019:15:07:51","Medium","CLOSED",17.3,8.12,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","09AUG2019:05:30:00"
"IN10152871","GC WAN","GC WAN","1342","NW000431","07AUG2019:19:25:36","12AUG2019:14:45:09","Medium","CLOSED",115.33,27.75,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","23AUG2019:05:30:24"
"IN10153259","GC WAN","GC WAN","1342","NW000431","09AUG2019:19:51:43","12AUG2019:14:21:45","Medium","CLOSED",66.5,7.35,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","23AUG2019:05:30:30"
"IN10153550","GC WAN","GC WAN","1342","NW000431","13AUG2019:04:21:43","13AUG2019:13:23:49","Medium","CLOSED",9.04,6.38,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","24AUG2019:05:30:18"
"IN10154768","GC WAN","GC WAN","1342","NW000431","21AUG2019:19:15:38","23AUG2019:17:11:18","Medium","CLOSED",45.93,20.18,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","03SEP2019:05:30:16"
"IN10155783","GC WAN","GC WAN","1342","NW000431","29AUG2019:16:28:02","30AUG2019:11:00:13","Medium","CLOSED",18.54,4.53,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","10SEP2019:05:30:11"
"IN10155988","GC WAN","GC WAN","1342","NW000431","01SEP2019:15:59:15","05SEP2019:18:51:35","Medium","CLOSED",98.87,30,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","16SEP2019:05:30:15"
"IN10157114","GC WAN","GC WAN","1342","NW000431","09SEP2019:19:21:19","11OCT2019:17:40:58","Medium","CLOSED",766.33,240.67,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","22OCT2019:05:30:02"
"IN10157911","GC WAN","GC WAN","1342","NW000431","15SEP2019:04:21:03","16SEP2019:10:02:05","Medium","CLOSED",29.68,3.03,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","27SEP2019:05:30:16"
"IN10159684","GC WAN","GC WAN","1342","NW000431","26SEP2019:18:51:46","27SEP2019:13:15:46","Medium","CLOSED",18.4,6.25,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","08OCT2019:05:30:12"
"IN10162961","GC WAN","GC WAN","1342","NW000431","17OCT2019:21:32:10","18OCT2019:11:15:58","Medium","CLOSED",13.73,4.25,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","29OCT2019:05:30:12"
"IN10165631","GC WAN","GC WAN","1342","NW000431","01NOV2019:18:33:23","06NOV2019:11:50:59","Medium","CLOSED",113.29,24.83,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","17NOV2019:08:53:59"
"IN10165670","GC WAN","GC WAN","1342","NW000431","01NOV2019:22:27:46","04NOV2019:10:32:11","Medium","CLOSED",60.07,3.53,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","15NOV2019:05:30:30"
"IN10168099","GC WAN","GC WAN","1342","NW000431","17NOV2019:17:50:32","26NOV2019:10:54:22","Medium","CLOSED",209.06,63.9,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07DEC2019:05:30:17"
"IN10168813","GC WAN","GC WAN","1342","NW000431","21NOV2019:00:18:53","21NOV2019:13:15:56","Medium","CLOSED",12.95,6.25,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","02DEC2019:05:30:15"
"IN10169401","GC WAN","GC WAN","1342","NW000431","23NOV2019:23:08:04","28NOV2019:14:35:18","Medium","CLOSED",111.45,37.58,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","09DEC2019:05:30:25"
"IN10169460","GC WAN","GC WAN","1342","NW000431","24NOV2019:15:55:52","25NOV2019:15:21:12","Medium","CLOSED",23.42,8.35,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","06DEC2019:05:30:14"
"IN10170485","GC WAN","GC WAN","1342","NW000431","29NOV2019:23:14:47","02DEC2019:17:02:42","Medium","CLOSED",65.8,10.03,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","13DEC2019:05:30:40"
"IN10170602","GC WAN","GC WAN","1342","NW000431","01DEC2019:19:27:40","02DEC2019:12:11:10","Medium","CLOSED",16.73,5.18,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","13DEC2019:05:30:08"
"IN10170973","GC WAN","GC WAN","1342","NW000431","04DEC2019:00:20:44","04DEC2019:13:34:46","Medium","CLOSED",13.23,6.57,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","15DEC2019:05:30:21"
"IN10170977","GC WAN","GC WAN","1342","NW000431","04DEC2019:01:12:39","04DEC2019:12:15:29","Medium","CLOSED",11.05,5.25,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","15DEC2019:05:30:21"
"IN10171425","GC WAN","GC WAN","1342","NW000431","05DEC2019:17:57:01","06DEC2019:14:35:17","Medium","CLOSED",20.64,7.58,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","17DEC2019:05:30:26"
"IN10171901","GC WAN","GC WAN","1342","NW000431","09DEC2019:19:55:58","10DEC2019:10:51:22","Medium","CLOSED",14.92,3.85,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21DEC2019:05:30:30"
"IN10172324","GC WAN","GC WAN","1342","NW000431","11DEC2019:23:21:13","12DEC2019:10:07:58","Medium","CLOSED",10.78,3.12,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","23DEC2019:05:30:43"
"IN10173838","GC WAN","GC WAN","1342","NW000431","19DEC2019:21:59:09","30DEC2019:13:14:34","Medium","CLOSED",255.26,46.23,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","10JAN2020:05:30:24"
"IN10173994","GC WAN","GC WAN","1342","NW000431","20DEC2019:18:39:49","27DEC2019:11:54:57","Medium","CLOSED",161.25,24.9,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07JAN2020:05:30:08"
"IN10175549","GC WAN","GC WAN","1342","NW000431","08JAN2020:19:54:34","09JAN2020:11:35:00","Medium","CLOSED",15.67,4.58,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20JAN2020:05:30:18"
