Daily number of positive cases (old methodology),Cumulative number of positive cases (old methodology),Pillar,Nation,Date of reporting,Date of activity,DateDate,7 Day Rolling Average deaths
2999,69329,"Pillar 1","England","13/04/2020","12/04/2020",2020-04-13 00:00:00.000,2999
3854,73183,"Pillar 1","England","14/04/2020","13/04/2020",2020-04-14 00:00:00.000,3426.5
3188,76371,"Pillar 1","England","15/04/2020","14/04/2020",2020-04-15 00:00:00.000,3347
3118,79489,"Pillar 1","England","16/04/2020","15/04/2020",2020-04-16 00:00:00.000,3289.75
3985,83474,"Pillar 1","England","17/04/2020","16/04/2020",2020-04-17 00:00:00.000,3428.8
3548,87022,"Pillar 1","England","18/04/2020","17/04/2020",2020-04-18 00:00:00.000,3448.6666666666665
3607,90629,"Pillar 1","England","19/04/2020","18/04/2020",2020-04-19 00:00:00.000,3471.2857142857142
2401,93030,"Pillar 1","England","20/04/2020","19/04/2020",2020-04-20 00:00:00.000,3385.8571428571427
3087,96117,"Pillar 1","England","21/04/2020","20/04/2020",2020-04-21 00:00:00.000,3276.2857142857142
3020,99137,"Pillar 1","England","22/04/2020","21/04/2020",2020-04-22 00:00:00.000,3252.2857142857142
3084,102221,"Pillar 1","England","23/04/2020","22/04/2020",2020-04-23 00:00:00.000,3247.4285714285716
3004,105225,"Pillar 1","England","24/04/2020","23/04/2020",2020-04-24 00:00:00.000,3107.2857142857142
2826,108051,"Pillar 1","England","25/04/2020","24/04/2020",2020-04-25 00:00:00.000,3004.1428571428573
2152,110203,"Pillar 1","England","26/04/2020","25/04/2020",2020-04-26 00:00:00.000,2796.2857142857142
2264,112467,"Pillar 1","England","27/04/2020","26/04/2020",2020-04-27 00:00:00.000,2776.7142857142858
1989,114456,"Pillar 1","England","28/04/2020","27/04/2020",2020-04-28 00:00:00.000,2619.8571428571427
1403,115859,"Pillar 1","England","29/04/2020","28/04/2020",2020-04-29 00:00:00.000,2388.8571428571427
2484,118343,"Pillar 1","England","30/04/2020","29/04/2020",2020-04-30 00:00:00.000,2303.1428571428573
2501,121006,"Pillar 1","England","01/05/2020","30/04/2020",2020-01-05 00:00:00.000,3065.5
2228,123234,"Pillar 1","England","02/05/2020","01/05/2020",2020-02-05 00:00:00.000,2905.5
2019,125253,"Pillar 1","England","03/05/2020","02/05/2020",2020-03-05 00:00:00.000,2797.5
1485,126738,"Pillar 1","England","04/05/2020","03/05/2020",2020-04-05 00:00:00.000,2229
1842,128580,"Pillar 1","England","05/05/2020","04/05/2020",2020-05-05 00:00:00.000,2709
1611,130191,"Pillar 1","England","06/05/2020","05/05/2020",2020-06-05 00:00:00.000,1455.5
2133,132324,"Pillar 1","England","07/05/2020","06/05/2020",2020-07-05 00:00:00.000,1351.5
1694,134018,"Pillar 1","England","08/05/2020","07/05/2020",2020-08-05 00:00:00.000,3241
1349,135367,"Pillar 1","England","09/05/2020","08/05/2020",2020-09-05 00:00:00.000,2573.5
1007,136374,"Pillar 1","England","10/05/2020","09/05/2020",2020-10-05 00:00:00.000,2635
891,137265,"Pillar 1","England","11/05/2020","10/05/2020",2020-11-05 00:00:00.000,2366
1067,138332,"Pillar 1","England","12/05/2020","11/05/2020",2020-12-05 00:00:00.000,2369.5
1146,139478,"Pillar 1","England","13/05/2020","12/05/2020",2020-05-13 00:00:00.000,1146
1189,140667,"Pillar 1","England","14/05/2020","13/05/2020",2020-05-14 00:00:00.000,1167.5
1112,141779,"Pillar 1","England","15/05/2020","14/05/2020",2020-05-15 00:00:00.000,1149
1136,142915,"Pillar 1","England","16/05/2020","15/05/2020",2020-05-16 00:00:00.000,1145.75
788,143703,"Pillar 1","England","17/05/2020","16/05/2020",2020-05-17 00:00:00.000,1074.2
816,144519,"Pillar 1","England","18/05/2020","17/05/2020",2020-05-18 00:00:00.000,1031.1666666666667
857,145376,"Pillar 1","England","19/05/2020","18/05/2020",2020-05-19 00:00:00.000,1006.2857142857143
824,145808,"Pillar 1","England","20/05/2020","19/05/2020",2020-05-20 00:00:00.000,960.28571428571433
854,146662,"Pillar 1","England","21/05/2020","20/05/2020",2020-05-21 00:00:00.000,912.42857142857144
1083,147745,"Pillar 1","England","22/05/2020","21/05/2020",2020-05-22 00:00:00.000,908.28571428571433
979,148724,"Pillar 1","England","23/05/2020","22/05/2020",2020-05-23 00:00:00.000,885.85714285714289
584,149308,"Pillar 1","England","24/05/2020","23/05/2020",2020-05-24 00:00:00.000,856.71428571428567
494,149802,"Pillar 1","England","25/05/2020","24/05/2020",2020-05-25 00:00:00.000,810.71428571428567
492,150294,"Pillar 1","England","26/05/2020","25/05/2020",2020-05-26 00:00:00.000,758.57142857142856
609,150903,"Pillar 1","England","27/05/2020","26/05/2020",2020-05-27 00:00:00.000,727.85714285714289
519,151422,"Pillar 1","England","28/05/2020","27/05/2020",2020-05-28 00:00:00.000,680
560,151982,"Pillar 1","England","29/05/2020","28/05/2020",2020-05-29 00:00:00.000,605.28571428571433
715,151856,"Pillar 1","England","30/05/2020","29/05/2020",2020-05-30 00:00:00.000,567.57142857142856
320,152176,"Pillar 1","England","31/05/2020","30/05/2020",2020-05-31 00:00:00.000,529.85714285714289
294,152470,"Pillar 1","England","01/06/2020","31/05/2020",2020-01-06 00:00:00.000,2141.6666666666665
444,152914,"Pillar 1","England","02/06/2020","01/06/2020",2020-02-06 00:00:00.000,2085
462,153376,"Pillar 1","England","03/06/2020","02/06/2020",2020-03-06 00:00:00.000,2019
431,153807,"Pillar 1","England","04/06/2020","03/06/2020",2020-04-06 00:00:00.000,1810
451,154258,"Pillar 1","England","05/06/2020","04/06/2020",2020-05-06 00:00:00.000,2471
422,154680,"Pillar 1","England","06/06/2020","05/06/2020",2020-06-06 00:00:00.000,1382.25
228,154908,"Pillar 1","England","07/06/2020","06/06/2020",2020-07-06 00:00:00.000,1383.75
92,155000,"Pillar 1","England","08/06/2020","07/06/2020",2020-08-06 00:00:00.000,2191.3333333333335
651,155651,"Pillar 1","England","09/06/2020","08/06/2020",2020-09-06 00:00:00.000,1932.6666666666667
63,155714,"Pillar 1","England","10/06/2020","09/06/2020",2020-10-06 00:00:00.000,1777.6666666666667
304,156018,"Pillar 1","England","11/06/2020","10/06/2020",2020-11-06 00:00:00.000,1678.6666666666667
392,156410,"Pillar 1","England","12/06/2020","11/06/2020",2020-12-06 00:00:00.000,1710.3333333333333
372,156782,"Pillar 1","England","13/06/2020","12/06/2020",2020-06-13 00:00:00.000,372
292,157074,"Pillar 1","England","14/06/2020","13/06/2020",2020-06-14 00:00:00.000,332
219,157293,"Pillar 1","England","15/06/2020","14/06/2020",2020-06-15 00:00:00.000,294.33333333333331
252,157545,"Pillar 1","England","16/06/2020","15/06/2020",2020-06-16 00:00:00.000,283.75
252,157797,"Pillar 1","England","17/06/2020","16/06/2020",2020-06-17 00:00:00.000,277.4
281,158078,"Pillar 1","England","18/06/2020","17/06/2020",2020-06-18 00:00:00.000,278
323,158401,"Pillar 1","England","19/06/2020","18/06/2020",2020-06-19 00:00:00.000,284.42857142857144
324,158725,"Pillar 1","England","20/06/2020","19/06/2020",2020-06-20 00:00:00.000,277.57142857142856
215,158940,"Pillar 1","England","21/06/2020","20/06/2020",2020-06-21 00:00:00.000,266.57142857142856
178,159118,"Pillar 1","England","22/06/2020","21/06/2020",2020-06-22 00:00:00.000,260.71428571428572
210,159328,"Pillar 1","England","23/06/2020","22/06/2020",2020-06-23 00:00:00.000,254.71428571428572
107,159435,"Pillar 1","England","24/06/2020","23/06/2020",2020-06-24 00:00:00.000,234
261,159696,"Pillar 1","England","25/06/2020","24/06/2020",2020-06-25 00:00:00.000,231.14285714285714
175,159958,"Pillar 1","England","26/06/2020","25/06/2020",2020-06-26 00:00:00.000,210
192,160150,"Pillar 1","England","27/06/2020","26/06/2020",2020-06-27 00:00:00.000,191.14285714285714
142,160292,"Pillar 1","England","28/06/2020","27/06/2020",2020-06-28 00:00:00.000,180.71428571428572
99,160391,"Pillar 1","England","29/06/2020","28/06/2020",2020-06-29 00:00:00.000,169.42857142857142
196,160587,"Pillar 1","England","30/06/2020","29/06/2020",2020-06-30 00:00:00.000,167.42857142857142
177,160764,"Pillar 1","England","01/07/2020","30/06/2020",2020-01-07 00:00:00.000,1650.5
