Year,Name,Rank,Ranking,Gender,Ranking (groups)
1954,"Terry",92,-92,"Boys","71-100"
1954,"Thomas",24,-24,"Boys","21-30"
1954,"Timothy",40,-40,"Boys","31-50"
1954,"Tony",79,-79,"Boys","71-100"
1954,"Trevor",30,-30,"Boys","21-30"
1954,"Victor",88,-88,"Boys","71-100"
1954,"Vincent",87,-87,"Boys","71-100"
1954,"William",15,-15,"Boys","11-20"
1964,"Adam",68,-68,"Boys","51-70"
1964,"Adrian",30,-30,"Boys","21-30"
1964,"Alan",21,-21,"Boys","21-30"
1964,"Alexander",77,-77,"Boys","71-100"
1964,"Allan",89,-89,"Boys","71-100"
1964,"Andrew",3,-3,"Boys","1-10"
1964,"Anthony",14,-14,"Boys","11-20"
1964,"Antony",46,-46,"Boys","31-50"
1964,"Barry",42,-42,"Boys","31-50"
1964,"Brian",31,-31,"Boys","31-50"
1964,"Bruce",98,-98,"Boys","71-100"
1964,"Carl",37,-37,"Boys","31-50"
1964,"Charles",56,-56,"Boys","51-70"
1964,"Christopher",11,-11,"Boys","11-20"
1964,"Clive",58,-58,"Boys","51-70"
1964,"Colin",25,-25,"Boys","21-30"
1964,"Craig",60,-60,"Boys","51-70"
1964,"Daniel",53,-53,"Boys","51-70"
1964,"Darren",66,-66,"Boys","51-70"
1964,"David",1,-1,"Boys","1-10"
1964,"Dean",44,-44,"Boys","31-50"
1964,"Dennis",96,-96,"Boys","71-100"
1964,"Derek",43,-43,"Boys","31-50"
1964,"Dominic",100,-100,"Boys","71-100"
1964,"Donald",99,-99,"Boys","71-100"
1964,"Douglas",81,-81,"Boys","71-100"
1964,"Duncan",75,-75,"Boys","71-100"
1964,"Edward",49,-49,"Boys","31-50"
1964,"Eric",88,-88,"Boys","71-100"
1964,"Francis",82,-82,"Boys","71-100"
1964,"Gareth",79,-79,"Boys","71-100"
1964,"Garry",70,-70,"Boys","51-70"
1964,"Gary",16,-16,"Boys","11-20"
1964,"Gavin",97,-97,"Boys","71-100"
1964,"Geoffrey",63,-63,"Boys","51-70"
1964,"George",54,-54,"Boys","51-70"
1964,"Gerald",91,-91,"Boys","71-100"
1964,"Gerard",90,-90,"Boys","71-100"
1964,"Glenn",95,-95,"Boys","71-100"
1964,"Gordon",74,-74,"Boys","71-100"
1964,"Graeme",84,-84,"Boys","71-100"
1964,"Graham",26,-26,"Boys","21-30"
1964,"Gregory",78,-78,"Boys","71-100"
1964,"Guy",85,-85,"Boys","71-100"
1964,"Howard",92,-92,"Boys","71-100"
1964,"Iain",94,-94,"Boys","71-100"
1964,"Ian",8,-8,"Boys","1-10"
1964,"James",19,-19,"Boys","11-20"
1964,"Jason",93,-93,"Boys","71-100"
1964,"Jeffrey",57,-57,"Boys","51-70"
1964,"Jeremy",47,-47,"Boys","31-50"
1964,"John",5,-5,"Boys","1-10"
1964,"Jonathan",27,-27,"Boys","21-30"
1964,"Joseph",48,-48,"Boys","31-50"
1964,"Julian",62,-62,"Boys","51-70"
1964,"Karl",64,-64,"Boys","51-70"
1964,"Keith",33,-33,"Boys","31-50"
1964,"Kenneth",41,-41,"Boys","31-50"
1964,"Kevin",15,-15,"Boys","11-20"
1964,"Lee",50,-50,"Boys","31-50"
1964,"Leslie",76,-76,"Boys","71-100"
1964,"Malcolm",65,-65,"Boys","51-70"
1964,"Mark",4,-4,"Boys","1-10"
1964,"Martin",18,-18,"Boys","11-20"
1964,"Martyn",87,-87,"Boys","71-100"
1964,"Matthew",52,-52,"Boys","51-70"
1964,"Michael",6,-6,"Boys","1-10"
1964,"Mohammed",73,-73,"Boys","71-100"
1964,"Neil",22,-22,"Boys","21-30"
1964,"Nicholas",28,-28,"Boys","21-30"
1964,"Nigel",23,-23,"Boys","21-30"
1964,"Patrick",35,-35,"Boys","31-50"
1964,"Paul",2,-2,"Boys","1-10"
1964,"Peter",12,-12,"Boys","11-20"
1964,"Philip",20,-20,"Boys","11-20"
1964,"Phillip",59,-59,"Boys","51-70"
1964,"Raymond",45,-45,"Boys","31-50"
1964,"Richard",10,-10,"Boys","1-10"
1964,"Robert",9,-9,"Boys","1-10"
1964,"Robin",69,-69,"Boys","51-70"
1964,"Roger",61,-61,"Boys","51-70"
1964,"Ronald",80,-80,"Boys","71-100"
1964,"Roy",71,-71,"Boys","71-100"
1964,"Russell",55,-55,"Boys","51-70"
1964,"Sean",36,-36,"Boys","31-50"
1964,"Shaun",40,-40,"Boys","31-50"
1964,"Simon",13,-13,"Boys","11-20"
1964,"Stephen",7,-7,"Boys","1-10"
1964,"Steven",17,-17,"Boys","11-20"
1964,"Stewart",83,-83,"Boys","71-100"
1964,"Stuart",32,-32,"Boys","31-50"
1964,"Terence",51,-51,"Boys","51-70"
1964,"Terry",86,-86,"Boys","71-100"
1964,"Thomas",34,-34,"Boys","31-50"
1964,"Timothy",24,-24,"Boys","21-30"
1964,"Tony",67,-67,"Boys","51-70"
1964,"Trevor",38,-38,"Boys","31-50"
1964,"Vincent",72,-72,"Boys","71-100"
1964,"Wayne",39,-39,"Boys","31-50"
1964,"William",29,-29,"Boys","21-30"
1974,"Abdul",86,-86,"Boys","71-100"
1974,"Adam",35,-35,"Boys","31-50"
1974,"Adrian",38,-38,"Boys","31-50"
1974,"Alan",36,-36,"Boys","31-50"
1974,"Alexander",43,-43,"Boys","31-50"
1974,"Andrew",4,-4,"Boys","1-10"
1974,"Anthony",25,-25,"Boys","21-30"
1974,"Antony",74,-74,"Boys","71-100"
1974,"Barry",48,-48,"Boys","31-50"
1974,"Benjamin",34,-34,"Boys","31-50"
1974,"Brett",92,-92,"Boys","71-100"
1974,"Brian",51,-51,"Boys","51-70"
1974,"Carl",39,-39,"Boys","31-50"
1974,"Charles",70,-70,"Boys","51-70"
1974,"Christian",49,-49,"Boys","31-50"
1974,"Christopher",6,-6,"Boys","1-10"
1974,"Colin",44,-44,"Boys","31-50"
1974,"Craig",28,-28,"Boys","21-30"
1974,"Damian",64,-64,"Boys","51-70"
1974,"Daniel",16,-16,"Boys","11-20"
1974,"Darren",15,-15,"Boys","11-20"
1974,"David",3,-3,"Boys","1-10"
1974,"Dean",37,-37,"Boys","31-50"
1974,"Derek",100,-100,"Boys","71-100"
1974,"Dominic",69,-69,"Boys","51-70"
1974,"Duncan",66,-66,"Boys","51-70"
1974,"Edward",52,-52,"Boys","51-70"
1974,"Gareth",46,-46,"Boys","31-50"
1974,"Garry",90,-90,"Boys","71-100"
1974,"Gary",30,-30,"Boys","21-30"
1974,"Gavin",72,-72,"Boys","71-100"
1974,"George",83,-83,"Boys","71-100"
1974,"Glen",77,-77,"Boys","71-100"
1974,"Glenn",97,-97,"Boys","71-100"
1974,"Graham",42,-42,"Boys","31-50"
1974,"Gregory",81,-81,"Boys","71-100"
1974,"Iain",78,-78,"Boys","71-100"
1974,"Ian",21,-21,"Boys","21-30"
1974,"James",7,-7,"Boys","1-10"
1974,"Jamie",45,-45,"Boys","31-50"
1974,"Jason",18,-18,"Boys","11-20"
1974,"Jeremy",62,-62,"Boys","51-70"
1974,"John",13,-13,"Boys","11-20"
1974,"Jonathan",20,-20,"Boys","11-20"
1974,"Joseph",59,-59,"Boys","51-70"
1974,"Julian",68,-68,"Boys","51-70"
1974,"Justin",47,-47,"Boys","31-50"
1974,"Karl",50,-50,"Boys","31-50"
1974,"Keith",53,-53,"Boys","51-70"
1974,"Kenneth",94,-94,"Boys","71-100"
1974,"Kevin",27,-27,"Boys","21-30"
1974,"Lee",12,-12,"Boys","11-20"
1974,"Leigh",98,-98,"Boys","71-100"
1974,"Leon",91,-91,"Boys","71-100"
1974,"Luke",95,-95,"Boys","71-100"
1974,"Malcolm",89,-89,"Boys","71-100"
1974,"Marc",54,-54,"Boys","51-70"
1974,"Marcus",71,-71,"Boys","71-100"
1974,"Mark",2,-2,"Boys","1-10"
1974,"Martin",26,-26,"Boys","21-30"
1974,"Martyn",80,-80,"Boys","71-100"
1974,"Mathew",87,-87,"Boys","71-100"
1974,"Matthew",10,-10,"Boys","1-10"
1974,"Michael",9,-9,"Boys","1-10"
1974,"Mohammed",61,-61,"Boys","51-70"
1974,"Nathan",58,-58,"Boys","51-70"
1974,"Neil",22,-22,"Boys","21-30"
1974,"Nicholas",19,-19,"Boys","11-20"
1974,"Nigel",55,-55,"Boys","51-70"
1974,"Oliver",84,-84,"Boys","71-100"
1974,"Patrick",67,-67,"Boys","51-70"
1974,"Paul",1,-1,"Boys","1-10"
1974,"Peter",23,-23,"Boys","21-30"
1974,"Philip",29,-29,"Boys","21-30"
1974,"Phillip",63,-63,"Boys","51-70"
1974,"Raymond",85,-85,"Boys","71-100"
1974,"Richard",5,-5,"Boys","1-10"
1974,"Robert",14,-14,"Boys","11-20"
1974,"Robin",75,-75,"Boys","71-100"
1974,"Roger",96,-96,"Boys","71-100"
1974,"Russell",60,-60,"Boys","51-70"
1974,"Ryan",79,-79,"Boys","71-100"
1974,"Samuel",82,-82,"Boys","71-100"
1974,"Scott",31,-31,"Boys","31-50"
1974,"Sean",56,-56,"Boys","51-70"
1974,"Shane",65,-65,"Boys","51-70"
1974,"Shaun",57,-57,"Boys","51-70"
1974,"Simon",8,-8,"Boys","1-10"
1974,"Stephen",11,-11,"Boys","11-20"
1974,"Steven",17,-17,"Boys","11-20"
1974,"Stewart",88,-88,"Boys","71-100"
1974,"Stuart",24,-24,"Boys","21-30"
1974,"Terence",99,-99,"Boys","71-100"
1974,"Terry",93,-93,"Boys","71-100"
1974,"Thomas",40,-40,"Boys","31-50"
1974,"Timothy",33,-33,"Boys","31-50"
1974,"Tony",73,-73,"Boys","71-100"
1974,"Trevor",76,-76,"Boys","71-100"
1974,"Wayne",32,-32,"Boys","31-50"
1974,"William",41,-41,"Boys","31-50"
1984,"Aaron",53,-53,"Boys","51-70"
1984,"Abdul",96,-96,"Boys","71-100"
1984,"Adam",12,-12,"Boys","11-20"
1984,"Adrian",63,-63,"Boys","51-70"
1984,"Alan",58,-58,"Boys","51-70"
1984,"Alex",79,-79,"Boys","71-100"
1984,"Alexander",25,-25,"Boys","21-30"
1984,"Andrew",7,-7,"Boys","1-10"
1984,"Anthony",24,-24,"Boys","21-30"
1984,"Antony",89,-89,"Boys","71-100"
1984,"Ashley",49,-49,"Boys","31-50"
1984,"Barry",81,-81,"Boys","71-100"
1984,"Ben",45,-45,"Boys","31-50"
1984,"Benjamin",16,-16,"Boys","11-20"
1984,"Bradley",92,-92,"Boys","71-100"
1984,"Brian",87,-87,"Boys","71-100"
1984,"Carl",44,-44,"Boys","31-50"
1984,"Charles",69,-69,"Boys","51-70"
1984,"Christopher",1,-1,"Boys","1-10"
1984,"Colin",67,-67,"Boys","51-70"
1984,"Craig",19,-19,"Boys","11-20"
1984,"Dale",76,-76,"Boys","71-100"
1984,"Damien",97,-97,"Boys","71-100"
1984,"Daniel",4,-4,"Boys","1-10"
1984,"Danny",86,-86,"Boys","71-100"
1984,"Darren",33,-33,"Boys","31-50"
1984,"David",3,-3,"Boys","1-10"
1984,"Dean",39,-39,"Boys","31-50"
1984,"Dominic",80,-80,"Boys","71-100"
1984,"Edward",51,-51,"Boys","51-70"
1984,"Gareth",35,-35,"Boys","31-50"
1984,"Gary",26,-26,"Boys","21-30"
1984,"Gavin",55,-55,"Boys","51-70"
1984,"George",71,-71,"Boys","71-100"
1984,"Graham",59,-59,"Boys","51-70"
1984,"Gregory",85,-85,"Boys","71-100"
1984,"Iain",100,-100,"Boys","71-100"
1984,"Ian",27,-27,"Boys","21-30"
1984,"Jack",74,-74,"Boys","71-100"
1984,"James",2,-2,"Boys","1-10"
1984,"Jamie",30,-30,"Boys","21-30"
1984,"Jason",41,-41,"Boys","31-50"
1984,"John",14,-14,"Boys","11-20"
1984,"Jonathan",18,-18,"Boys","11-20"
1984,"Jordan",93,-93,"Boys","71-100"
1984,"Joseph",40,-40,"Boys","31-50"
1984,"Joshua",78,-78,"Boys","71-100"
1984,"Justin",91,-91,"Boys","71-100"
1984,"Karl",61,-61,"Boys","51-70"
1984,"Keith",88,-88,"Boys","71-100"
1984,"Kevin",37,-37,"Boys","31-50"
1984,"Kieran",90,-90,"Boys","71-100"
1984,"Lee",15,-15,"Boys","11-20"
1984,"Leigh",95,-95,"Boys","71-100"
1984,"Leon",82,-82,"Boys","71-100"
1984,"Lewis",66,-66,"Boys","51-70"
1984,"Liam",56,-56,"Boys","51-70"
1984,"Luke",29,-29,"Boys","21-30"
1984,"Marc",62,-62,"Boys","51-70"
1984,"Mark",10,-10,"Boys","1-10"
1984,"Martin",36,-36,"Boys","31-50"
1984,"Martyn",94,-94,"Boys","71-100"
1984,"Mathew",73,-73,"Boys","71-100"
1984,"Matthew",6,-6,"Boys","1-10"
1984,"Michael",5,-5,"Boys","1-10"
1984,"Mohammad",83,-83,"Boys","71-100"
1984,"Mohammed",54,-54,"Boys","51-70"
1984,"Nathan",57,-57,"Boys","51-70"
1984,"Neil",42,-42,"Boys","31-50"
1984,"Nicholas",22,-22,"Boys","21-30"
1984,"Oliver",48,-48,"Boys","31-50"
1984,"Patrick",65,-65,"Boys","51-70"
1984,"Paul",9,-9,"Boys","1-10"
1984,"Peter",23,-23,"Boys","21-30"
1984,"Philip",32,-32,"Boys","31-50"
1984,"Phillip",64,-64,"Boys","51-70"
1984,"Richard",8,-8,"Boys","1-10"
1984,"Ricky",75,-75,"Boys","71-100"
1984,"Robert",13,-13,"Boys","11-20"
1984,"Robin",99,-99,"Boys","71-100"
1984,"Ross",60,-60,"Boys","51-70"
1984,"Russell",68,-68,"Boys","51-70"
1984,"Ryan",28,-28,"Boys","21-30"
1984,"Sam",72,-72,"Boys","71-100"
1984,"Samuel",43,-43,"Boys","31-50"
1984,"Scott",38,-38,"Boys","31-50"
1984,"Sean",46,-46,"Boys","31-50"
1984,"Shane",70,-70,"Boys","51-70"
1984,"Shaun",52,-52,"Boys","51-70"
1984,"Simon",21,-21,"Boys","21-30"
1984,"Stephen",20,-20,"Boys","11-20"
1984,"Steven",17,-17,"Boys","11-20"
1984,"Stewart",98,-98,"Boys","71-100"
1984,"Stuart",31,-31,"Boys","31-50"
1984,"Terry",84,-84,"Boys","71-100"
1984,"Thomas",11,-11,"Boys","11-20"
1984,"Timothy",47,-47,"Boys","31-50"
1984,"Tony",77,-77,"Boys","71-100"
1984,"Wayne",50,-50,"Boys","31-50"
1984,"William",34,-34,"Boys","31-50"
1994,"Aaron",32,-32,"Boys","31-50"
1994,"Adam",11,-11,"Boys","11-20"
1994,"Alex",50,-50,"Boys","31-50"
1994,"Alexander",13,-13,"Boys","11-20"
1994,"Andrew",20,-20,"Boys","11-20"
1994,"Anthony",58,-58,"Boys","51-70"
1994,"Ashley",33,-33,"Boys","31-50"
1994,"Ben",40,-40,"Boys","31-50"
1994,"Benjamin",15,-15,"Boys","11-20"
1994,"Billy",78,-78,"Boys","71-100"
1994,"Bradley",34,-34,"Boys","31-50"
1994,"Brandon",86,-86,"Boys","71-100"
1994,"Callum",31,-31,"Boys","31-50"
1994,"Cameron",65,-65,"Boys","51-70"
1994,"Carl",84,-84,"Boys","71-100"
1994,"Charles",44,-44,"Boys","31-50"
1994,"Charlie",59,-59,"Boys","51-70"
1994,"Christian",92,-92,"Boys","71-100"
1994,"Christopher",14,-14,"Boys","11-20"
1994,"Connor",28,-28,"Boys","21-30"
1994,"Conor",68,-68,"Boys","51-70"
1994,"Craig",61,-61,"Boys","51-70"
1994,"Dale",63,-63,"Boys","51-70"
1994,"Daniel",4,-4,"Boys","1-10"
1994,"Danny",91,-91,"Boys","71-100"
1994,"Darren",100,-100,"Boys","71-100"
1994,"David",24,-24,"Boys","21-30"
1994,"Dean",67,-67,"Boys","51-70"
1994,"Declan",94,-94,"Boys","71-100"
1994,"Dominic",52,-52,"Boys","51-70"
1994,"Dylan",83,-83,"Boys","71-100"
1994,"Edward",47,-47,"Boys","31-50"
1994,"Elliot",70,-70,"Boys","51-70"
1994,"Elliott",85,-85,"Boys","71-100"
1994,"Gareth",90,-90,"Boys","71-100"
1994,"George",21,-21,"Boys","21-30"
1994,"Harry",30,-30,"Boys","21-30"
1994,"Henry",74,-74,"Boys","71-100"
1994,"Jack",3,-3,"Boys","1-10"
1994,"Jacob",35,-35,"Boys","31-50"
1994,"Jake",18,-18,"Boys","11-20"
1994,"James",2,-2,"Boys","1-10"
1994,"Jamie",26,-26,"Boys","21-30"
1994,"Jason",62,-62,"Boys","51-70"
1994,"Jay",98,-98,"Boys","71-100"
1994,"Joe",53,-53,"Boys","51-70"
1994,"Joel",80,-80,"Boys","71-100"
1994,"John",39,-39,"Boys","31-50"
1994,"Jonathan",29,-29,"Boys","21-30"
1994,"Jordan",10,-10,"Boys","1-10"
1994,"Joseph",16,-16,"Boys","11-20"
1994,"Josh",81,-81,"Boys","71-100"
1994,"Joshua",7,-7,"Boys","1-10"
1994,"Karl",95,-95,"Boys","71-100"
1994,"Kieran",36,-36,"Boys","31-50"
1994,"Kyle",43,-43,"Boys","31-50"
1994,"Lee",55,-55,"Boys","51-70"
1994,"Lewis",22,-22,"Boys","21-30"
1994,"Liam",17,-17,"Boys","11-20"
1994,"Louis",66,-66,"Boys","51-70"
1994,"Luke",8,-8,"Boys","1-10"
1994,"Marcus",82,-82,"Boys","71-100"
1994,"Mark",45,-45,"Boys","31-50"
1994,"Martin",87,-87,"Boys","71-100"
1994,"Mathew",97,-97,"Boys","71-100"
1994,"Matthew",5,-5,"Boys","1-10"
1994,"Max",72,-72,"Boys","71-100"
1994,"Michael",12,-12,"Boys","11-20"
1994,"Mitchell",77,-77,"Boys","71-100"
1994,"Mohammad",96,-96,"Boys","71-100"
1994,"Mohammed",41,-41,"Boys","31-50"
1994,"Nathan",27,-27,"Boys","21-30"
1994,"Nicholas",42,-42,"Boys","31-50"
1994,"Oliver",23,-23,"Boys","21-30"
1994,"Owen",99,-99,"Boys","71-100"
1994,"Patrick",71,-71,"Boys","71-100"
1994,"Paul",60,-60,"Boys","51-70"
1994,"Peter",51,-51,"Boys","51-70"
1994,"Philip",79,-79,"Boys","71-100"
1994,"Reece",54,-54,"Boys","51-70"
1994,"Rhys",56,-56,"Boys","51-70"
1994,"Richard",49,-49,"Boys","31-50"
1994,"Robert",25,-25,"Boys","21-30"
1994,"Ross",64,-64,"Boys","51-70"
1994,"Ryan",6,-6,"Boys","1-10"
1994,"Sam",38,-38,"Boys","31-50"
1994,"Samuel",9,-9,"Boys","1-10"
1994,"Scott",37,-37,"Boys","31-50"
1994,"Sean",46,-46,"Boys","31-50"
1994,"Shane",69,-69,"Boys","51-70"
1994,"Shaun",73,-73,"Boys","71-100"
1994,"Simon",75,-75,"Boys","71-100"
1994,"Stephen",48,-48,"Boys","31-50"
1994,"Steven",57,-57,"Boys","51-70"
1994,"Stuart",89,-89,"Boys","71-100"
1994,"Thomas",1,-1,"Boys","1-10"
1994,"Timothy",76,-76,"Boys","71-100"
1994,"Toby",88,-88,"Boys","71-100"
1994,"Tom",93,-93,"Boys","71-100"
1994,"William",19,-19,"Boys","11-20"
1996,"Aaron",33,-33,"Boys","31-50"
1996,"Adam",16,-16,"Boys","11-20"
1996,"Aidan",83,-83,"Boys","71-100"
1996,"Alex",43,-43,"Boys","31-50"
1996,"Alexander",14,-14,"Boys","11-20"
1996,"Andrew",29,-29,"Boys","21-30"
1996,"Anthony",65,-65,"Boys","51-70"
1996,"Ashley",40,-40,"Boys","31-50"
1996,"Ben",34,-34,"Boys","31-50"
1996,"Benjamin",15,-15,"Boys","11-20"
1996,"Billy",71,-71,"Boys","71-100"
1996,"Bradley",31,-31,"Boys","31-50"
1996,"Brandon",53,-53,"Boys","51-70"
1996,"Callum",20,-20,"Boys","11-20"
1996,"Calum",91,-91,"Boys","71-100"
1996,"Cameron",42,-42,"Boys","31-50"
1996,"Charles",44,-44,"Boys","31-50"
1996,"Charlie",38,-38,"Boys","31-50"
1996,"Christian",90,-90,"Boys","71-100"
1996,"Christopher",25,-25,"Boys","21-30"
1996,"Connor",13,-13,"Boys","11-20"
1996,"Conor",63,-63,"Boys","51-70"
1996,"Craig",81,-81,"Boys","71-100"
1996,"Curtis",78,-78,"Boys","71-100"
1996,"Daniel",2,-2,"Boys","1-10"
1996,"Danny",98,-98,"Boys","71-100"
1996,"David",32,-32,"Boys","31-50"
1996,"Dean",80,-80,"Boys","71-100"
1996,"Declan",84,-84,"Boys","71-100"
1996,"Dominic",51,-51,"Boys","51-70"
1996,"Dylan",57,-57,"Boys","51-70"
1996,"Edward",45,-45,"Boys","31-50"
1996,"Elliot",70,-70,"Boys","51-70"
1996,"Elliott",88,-88,"Boys","71-100"
1996,"Ethan",92,-92,"Boys","71-100"
1996,"George",19,-19,"Boys","11-20"
1996,"Harrison",86,-86,"Boys","71-100"
1996,"Harry",17,-17,"Boys","11-20"
1996,"Henry",58,-58,"Boys","51-70"
1996,"Jack",1,-1,"Boys","1-10"
1996,"Jacob",35,-35,"Boys","31-50"
1996,"Jake",18,-18,"Boys","11-20"
1996,"James",4,-4,"Boys","1-10"
1996,"Jamie",28,-28,"Boys","21-30"
1996,"Jason",69,-69,"Boys","51-70"
1996,"Jay",89,-89,"Boys","71-100"
1996,"Joe",50,-50,"Boys","31-50"
1996,"Joel",75,-75,"Boys","71-100"
1996,"John",46,-46,"Boys","31-50"
1996,"Jonathan",39,-39,"Boys","31-50"
1996,"Jordan",11,-11,"Boys","11-20"
1996,"Joseph",8,-8,"Boys","1-10"
1996,"Josh",94,-94,"Boys","71-100"
1996,"Joshua",5,-5,"Boys","1-10"
1996,"Kane",99,-99,"Boys","71-100"
1996,"Kieran",26,-26,"Boys","21-30"
1996,"Kyle",37,-37,"Boys","31-50"
1996,"Lee",64,-64,"Boys","51-70"
1996,"Lewis",24,-24,"Boys","21-30"
1996,"Liam",10,-10,"Boys","1-10"
1996,"Louis",61,-61,"Boys","51-70"
1996,"Luke",12,-12,"Boys","11-20"
1996,"Macauley",95,-95,"Boys","71-100"
1996,"Marcus",85,-85,"Boys","71-100"
1996,"Mark",55,-55,"Boys","51-70"
1996,"Matthew",6,-6,"Boys","1-10"
1996,"Max",56,-56,"Boys","51-70"
1996,"Michael",22,-22,"Boys","21-30"
1996,"Mitchell",79,-79,"Boys","71-100"
1996,"Mohammad",97,-97,"Boys","71-100"
1996,"Mohammed",36,-36,"Boys","31-50"
1996,"Nathan",27,-27,"Boys","21-30"
1996,"Nicholas",52,-52,"Boys","51-70"
1996,"Oliver",23,-23,"Boys","21-30"
1996,"Owen",100,-100,"Boys","71-100"
1996,"Patrick",66,-66,"Boys","51-70"
1996,"Paul",72,-72,"Boys","71-100"
1996,"Peter",59,-59,"Boys","51-70"
1996,"Reece",41,-41,"Boys","31-50"
1996,"Rhys",54,-54,"Boys","51-70"
1996,"Richard",62,-62,"Boys","51-70"
1996,"Robert",30,-30,"Boys","21-30"
1996,"Rory",93,-93,"Boys","71-100"
1996,"Ross",68,-68,"Boys","51-70"
1996,"Ryan",7,-7,"Boys","1-10"
1996,"Sam",47,-47,"Boys","31-50"
1996,"Samuel",9,-9,"Boys","1-10"
1996,"Scott",48,-48,"Boys","31-50"
1996,"Sean",49,-49,"Boys","31-50"
1996,"Shane",74,-74,"Boys","71-100"
1996,"Shaun",76,-76,"Boys","71-100"
1996,"Simon",87,-87,"Boys","71-100"
1996,"Stephen",60,-60,"Boys","51-70"
1996,"Steven",73,-73,"Boys","71-100"
1996,"Thomas",3,-3,"Boys","1-10"
1996,"Timothy",82,-82,"Boys","71-100"
1996,"Toby",77,-77,"Boys","71-100"
1996,"Tyler",67,-67,"Boys","51-70"
1996,"William",21,-21,"Boys","21-30"
1996,"Zachary",96,-96,"Boys","71-100"
1997,"Aaron",32,-32,"Boys","31-50"
1997,"Adam",20,-20,"Boys","11-20"
1997,"Aidan",82,-82,"Boys","71-100"
1997,"Alex",43,-43,"Boys","31-50"
1997,"Alexander",16,-16,"Boys","11-20"
1997,"Alfie",92,-92,"Boys","71-100"
1997,"Andrew",37,-37,"Boys","31-50"
1997,"Anthony",68,-68,"Boys","51-70"
1997,"Ashley",46,-46,"Boys","31-50"
1997,"Ben",30,-30,"Boys","21-30"
1997,"Benjamin",13,-13,"Boys","11-20"
1997,"Billy",70,-70,"Boys","51-70"
1997,"Bradley",28,-28,"Boys","21-30"
1997,"Brandon",39,-39,"Boys","31-50"
1997,"Callum",14,-14,"Boys","11-20"
1997,"Calum",94,-94,"Boys","71-100"
1997,"Cameron",36,-36,"Boys","31-50"
1997,"Charles",42,-42,"Boys","31-50"
1997,"Charlie",40,-40,"Boys","31-50"
1997,"Christian",93,-93,"Boys","71-100"
1997,"Christopher",26,-26,"Boys","21-30"
1997,"Connor",12,-12,"Boys","11-20"
1997,"Conor",64,-64,"Boys","51-70"
1997,"Corey",90,-90,"Boys","71-100"
1997,"Craig",91,-91,"Boys","71-100"
1997,"Curtis",85,-85,"Boys","71-100"
1997,"Daniel",4,-4,"Boys","1-10"
1997,"David",35,-35,"Boys","31-50"
1997,"Dean",99,-99,"Boys","71-100"
1997,"Declan",69,-69,"Boys","51-70"
1997,"Dominic",53,-53,"Boys","51-70"
1997,"Dylan",52,-52,"Boys","51-70"
1997,"Edward",44,-44,"Boys","31-50"
1997,"Elliot",61,-61,"Boys","51-70"
1997,"Elliott",87,-87,"Boys","71-100"
1997,"Ethan",62,-62,"Boys","51-70"
1997,"George",18,-18,"Boys","11-20"
1997,"Harrison",79,-79,"Boys","71-100"
1997,"Harry",17,-17,"Boys","11-20"
1997,"Harvey",100,-100,"Boys","71-100"
1997,"Henry",58,-58,"Boys","51-70"
1997,"Jack",1,-1,"Boys","1-10"
1997,"Jacob",29,-29,"Boys","21-30"
1997,"Jake",22,-22,"Boys","21-30"
1997,"James",2,-2,"Boys","1-10"
1997,"Jamie",31,-31,"Boys","31-50"
1997,"Jason",72,-72,"Boys","71-100"
1997,"Jay",84,-84,"Boys","71-100"
1997,"Joe",48,-48,"Boys","31-50"
1997,"Joel",75,-75,"Boys","71-100"
1997,"John",49,-49,"Boys","31-50"
1997,"Jonathan",45,-45,"Boys","31-50"
1997,"Jordan",10,-10,"Boys","1-10"
1997,"Joseph",8,-8,"Boys","1-10"
1997,"Josh",89,-89,"Boys","71-100"
1997,"Joshua",5,-5,"Boys","1-10"
1997,"Kane",97,-97,"Boys","71-100"
1997,"Kieran",27,-27,"Boys","21-30"
1997,"Kyle",38,-38,"Boys","31-50"
1997,"Lee",73,-73,"Boys","71-100"
1997,"Lewis",21,-21,"Boys","21-30"
1997,"Liam",15,-15,"Boys","11-20"
1997,"Louis",54,-54,"Boys","51-70"
1997,"Luke",11,-11,"Boys","11-20"
1997,"Marcus",88,-88,"Boys","71-100"
1997,"Mark",63,-63,"Boys","51-70"
1997,"Matthew",6,-6,"Boys","1-10"
1997,"Max",57,-57,"Boys","51-70"
1997,"Michael",23,-23,"Boys","21-30"
1997,"Mitchell",81,-81,"Boys","71-100"
1997,"Mohammad",86,-86,"Boys","71-100"
1997,"Mohammed",33,-33,"Boys","31-50"
1997,"Muhammad",95,-95,"Boys","71-100"
1997,"Nathan",25,-25,"Boys","21-30"
1997,"Nicholas",56,-56,"Boys","51-70"
1997,"Oliver",24,-24,"Boys","21-30"
1997,"Owen",74,-74,"Boys","71-100"
1997,"Patrick",67,-67,"Boys","51-70"
1997,"Paul",76,-76,"Boys","71-100"
1997,"Peter",65,-65,"Boys","51-70"
1997,"Reece",41,-41,"Boys","31-50"
1997,"Rhys",55,-55,"Boys","51-70"
1997,"Richard",71,-71,"Boys","71-100"
1997,"Robert",34,-34,"Boys","31-50"
1997,"Rory",98,-98,"Boys","71-100"
1997,"Ross",60,-60,"Boys","51-70"
1997,"Ryan",9,-9,"Boys","1-10"
1997,"Sam",47,-47,"Boys","31-50"
