country,variable,value
Sao Tome and Principe,1951,
Saudi Arabia,1951,
Senegal,1951,
Serbia,1951,
Seychelles,1951,
Sierra Leone,1951,
Singapore,1951,
Slovak Republic,1951,
Slovenia,1951,
Solomon Islands,1951,
Somalia,1951,
South Africa,1951,0.0166
South Korea,1951,0.0084
South Sudan,1951,
Spain,1951,0.0033
Sri Lanka,1951,0.029
"St, Kitts and Nevis",1951,
"St, Lucia",1951,
"St, Vincent and the Grenadines",1951,
Sudan,1951,
Suriname,1951,
Sweden,1951,0.102
Switzerland,1951,
Syria,1951,0.0
Tajikistan,1951,
Tanzania,1951,
Thailand,1951,0.0081
Timor-Leste,1951,
Togo,1951,
Tonga,1951,
Trinidad and Tobago,1951,
Tunisia,1951,
Turkey,1951,0.0065
Turkmenistan,1951,
Tuvalu,1951,
Uganda,1951,
Ukraine,1951,
United Arab Emirates,1951,
United Kingdom,1951,0.0272
United States,1951,0.0194
Uruguay,1951,0.0
Uzbekistan,1951,
Vanuatu,1951,
Venezuela,1951,0.0226
Vietnam,1951,
Yemen,1951,
Zambia,1951,
Zimbabwe,1951,
Afghanistan,1952,
Albania,1952,0.129
Algeria,1952,
Andorra,1952,
Angola,1952,
Antigua and Barbuda,1952,
Argentina,1952,0.175
Armenia,1952,
Australia,1952,0.0329
Austria,1952,0.0208
Azerbaijan,1952,
Bahamas,1952,
Bahrain,1952,
Bangladesh,1952,
Barbados,1952,
Belarus,1952,
Belgium,1952,0.0375
Belize,1952,
Benin,1952,
Bhutan,1952,
Bolivia,1952,0.0027
Bosnia and Herzegovina,1952,
Botswana,1952,
Brazil,1952,0.0027
Brunei,1952,
Bulgaria,1952,0.155
Burkina Faso,1952,
Burundi,1952,
Cambodia,1952,
Cameroon,1952,
Canada,1952,0.0241
Cape Verde,1952,
Central African Republic,1952,
Chad,1952,
Chile,1952,
China,1952,
Colombia,1952,
Comoros,1952,
"Congo, Dem, Rep,",1952,
"Congo, Rep,",1952,
Costa Rica,1952,0.05
Cote d'Ivoire,1952,
Croatia,1952,
Cuba,1952,0.027
Cyprus,1952,
Czech Republic,1952,
Denmark,1952,0.106
Djibouti,1952,
Dominica,1952,
Dominican Republic,1952,0.0577
Ecuador,1952,0.0
Egypt,1952,0.0017
El Salvador,1952,
Equatorial Guinea,1952,
Eritrea,1952,
Estonia,1952,
Eswatini,1952,
Ethiopia,1952,
Fiji,1952,
Finland,1952,0.137
France,1952,0.0333
Gabon,1952,
Gambia,1952,
Georgia,1952,
Germany,1952,
Ghana,1952,
Greece,1952,0.0033
Grenada,1952,
Guatemala,1952,
Guinea,1952,
Guinea-Bissau,1952,
Guyana,1952,
Haiti,1952,0.0
Honduras,1952,0.0
Hungary,1952,0.175
Iceland,1952,0.0096
India,1952,0.0694
Indonesia,1952,0.0411
Iran,1952,0.0
Iraq,1952,0.0
Ireland,1952,0.0386
Israel,1952,0.0917
Italy,1952,0.0433
Jamaica,1952,
Japan,1952,0.0193
Jordan,1952,0.0
Kazakhstan,1952,
Kenya,1952,
Kiribati,1952,
Kuwait,1952,
Kyrgyz Republic,1952,
Lao,1952,
Latvia,1952,
Lebanon,1952,0.0
Lesotho,1952,
Liberia,1952,
Libya,1952,0.0
Liechtenstein,1952,
Lithuania,1952,
Luxembourg,1952,0.0
Madagascar,1952,
Malawi,1952,
Malaysia,1952,
Maldives,1952,
Mali,1952,
Malta,1952,
Marshall Islands,1952,
Mauritania,1952,
Mauritius,1952,
Mexico,1952,0.0062
"Micronesia, Fed, Sts,",1952,
Moldova,1952,
Monaco,1952,
Mongolia,1952,0.208
Montenegro,1952,
Morocco,1952,
Mozambique,1952,
Myanmar,1952,0.0149
Namibia,1952,
Nauru,1952,
Nepal,1952,0.0857
Netherlands,1952,0.0533
New Zealand,1952,0.0417
Nicaragua,1952,0.0
Niger,1952,
Nigeria,1952,
North Korea,1952,
North Macedonia,1952,
Norway,1952,0.0467
Oman,1952,
Pakistan,1952,
Palau,1952,
Panama,1952,0.0189
Papua New Guinea,1952,
Paraguay,1952,0.0
Peru,1952,0.0144
Philippines,1952,0.0168
Poland,1952,0.176
Portugal,1952,0.0167
Qatar,1952,
Romania,1952,0.154
Russia,1952,
Rwanda,1952,
Samoa,1952,
San Marino,1952,0.0
Sao Tome and Principe,1952,
Saudi Arabia,1952,
Senegal,1952,
Serbia,1952,
Seychelles,1952,
Sierra Leone,1952,
Singapore,1952,
Slovak Republic,1952,
Slovenia,1952,
Solomon Islands,1952,
Somalia,1952,
South Africa,1952,0.0177
South Korea,1952,0.0073
South Sudan,1952,
Spain,1952,0.0034
Sri Lanka,1952,0.0305
"St, Kitts and Nevis",1952,
"St, Lucia",1952,
"St, Vincent and the Grenadines",1952,
Sudan,1952,
Suriname,1952,
Sweden,1952,0.122
Switzerland,1952,
Syria,1952,0.0
Tajikistan,1952,
Tanzania,1952,
Thailand,1952,0.0325
Timor-Leste,1952,
Togo,1952,
Tonga,1952,
Trinidad and Tobago,1952,
Tunisia,1952,
Turkey,1952,0.0068
Turkmenistan,1952,
Tuvalu,1952,
Uganda,1952,
Ukraine,1952,
United Arab Emirates,1952,
United Kingdom,1952,0.0299
United States,1952,0.0204
Uruguay,1952,0.0
Uzbekistan,1952,
Vanuatu,1952,
Venezuela,1952,0.0216
Vietnam,1952,
Yemen,1952,
Zambia,1952,
Zimbabwe,1952,
Afghanistan,1953,
Albania,1953,0.124
Algeria,1953,
Andorra,1953,
Angola,1953,
Antigua and Barbuda,1953,
Argentina,1953,0.188
Armenia,1953,
Australia,1953,0.0667
Austria,1953,0.0476
Azerbaijan,1953,
Bahamas,1953,
Bahrain,1953,
Bangladesh,1953,
Barbados,1953,
Belarus,1953,
Belgium,1953,0.0381
Belize,1953,
Benin,1953,
Bhutan,1953,0.0
Bolivia,1953,0.0054
Bosnia and Herzegovina,1953,
Botswana,1953,
Brazil,1953,0.0026
Brunei,1953,
Bulgaria,1953,0.157
Burkina Faso,1953,
Burundi,1953,
Cambodia,1953,
Cameroon,1953,
Canada,1953,0.0255
Cape Verde,1953,
Central African Republic,1953,
Chad,1953,
Chile,1953,
China,1953,
Colombia,1953,
Comoros,1953,
"Congo, Dem, Rep,",1953,
"Congo, Rep,",1953,
Costa Rica,1953,0.0667
Cote d'Ivoire,1953,
Croatia,1953,
Cuba,1953,0.026
Cyprus,1953,
Czech Republic,1953,
Denmark,1953,0.0939
Djibouti,1953,
Dominica,1953,
Dominican Republic,1953,0.08
Ecuador,1953,0.0021
Egypt,1953,0.0026
El Salvador,1953,
Equatorial Guinea,1953,
Eritrea,1953,
Estonia,1953,
Eswatini,1953,
Ethiopia,1953,
Fiji,1953,
Finland,1953,0.143
France,1953,0.0324
Gabon,1953,
Gambia,1953,
Georgia,1953,
Germany,1953,
Ghana,1953,
Greece,1953,0.0042
Grenada,1953,
Guatemala,1953,
Guinea,1953,
Guinea-Bissau,1953,
Guyana,1953,
Haiti,1953,0.0
Honduras,1953,0.0
Hungary,1953,0.174
Iceland,1953,0.0
India,1953,0.0736
Indonesia,1953,0.0472
Iran,1953,0.0
Iraq,1953,0.0
Ireland,1953,0.0386
Israel,1953,0.0917
Italy,1953,0.0408
Jamaica,1953,
Japan,1953,0.0335
Jordan,1953,0.0
Kazakhstan,1953,
Kenya,1953,
Kiribati,1953,
Kuwait,1953,
Kyrgyz Republic,1953,
Lao,1953,
Latvia,1953,
Lebanon,1953,0.0
Lesotho,1953,
Liberia,1953,
Libya,1953,0.0
Liechtenstein,1953,
Lithuania,1953,
Luxembourg,1953,0.0
Madagascar,1953,
Malawi,1953,
Malaysia,1953,
Maldives,1953,
Mali,1953,
Malta,1953,
Marshall Islands,1953,
Mauritania,1953,
Mauritius,1953,
Mexico,1953,0.0123
"Micronesia, Fed, Sts,",1953,
Moldova,1953,
Monaco,1953,
Mongolia,1953,0.216
Montenegro,1953,
Morocco,1953,
Mozambique,1953,
Myanmar,1953,0.0152
Namibia,1953,
Nauru,1953,
Nepal,1953,0.0922
Netherlands,1953,0.0514
New Zealand,1953,0.0458
Nicaragua,1953,0.0
Niger,1953,
Nigeria,1953,
North Korea,1953,
North Macedonia,1953,
Norway,1953,0.0467
Oman,1953,
Pakistan,1953,
Palau,1953,
Panama,1953,0.0236
Papua New Guinea,1953,
Paraguay,1953,0.0
Peru,1953,0.021
Philippines,1953,0.018
Poland,1953,0.148
Portugal,1953,0.0167
Qatar,1953,
Romania,1953,0.156
Russia,1953,
Rwanda,1953,
Samoa,1953,
San Marino,1953,0.0
Sao Tome and Principe,1953,
Saudi Arabia,1953,
Senegal,1953,
Serbia,1953,
Seychelles,1953,
Sierra Leone,1953,
Singapore,1953,
Slovak Republic,1953,
Slovenia,1953,
Solomon Islands,1953,
Somalia,1953,
South Africa,1953,0.0189
South Korea,1953,0.0061
South Sudan,1953,
Spain,1953,0.0031
Sri Lanka,1953,0.0305
"St, Kitts and Nevis",1953,
"St, Lucia",1953,
"St, Vincent and the Grenadines",1953,
Sudan,1953,
Suriname,1953,
Sweden,1953,0.04
Switzerland,1953,
Syria,1953,0.0
Tajikistan,1953,
Tanzania,1953,
Thailand,1953,0.0225
Timor-Leste,1953,
Togo,1953,
Tonga,1953,
Trinidad and Tobago,1953,
Tunisia,1953,
Turkey,1953,0.0072
Turkmenistan,1953,
Tuvalu,1953,
Uganda,1953,
Ukraine,1953,
United Arab Emirates,1953,
United Kingdom,1953,0.0327
United States,1953,0.0241
Uruguay,1953,0.0
Uzbekistan,1953,
Vanuatu,1953,
Venezuela,1953,0.0206
Vietnam,1953,
Yemen,1953,
Zambia,1953,
Zimbabwe,1953,
Afghanistan,1954,
Albania,1954,0.119
Algeria,1954,
Andorra,1954,
Angola,1954,
Antigua and Barbuda,1954,
Argentina,1954,0.201
Armenia,1954,
Australia,1954,0.0
Austria,1954,0.0222
Azerbaijan,1954,
Bahamas,1954,
Bahrain,1954,
Bangladesh,1954,
Barbados,1954,
Belarus,1954,
Belgium,1954,0.0388
Belize,1954,
Benin,1954,
Bhutan,1954,0.0004
Bolivia,1954,0.0081
Bosnia and Herzegovina,1954,
Botswana,1954,
Brazil,1954,0.0026
Brunei,1954,
Bulgaria,1954,0.158
Burkina Faso,1954,
Burundi,1954,
Cambodia,1954,
Cameroon,1954,
Canada,1954,0.061
Cape Verde,1954,
Central African Republic,1954,
Chad,1954,
Chile,1954,
China,1954,
Colombia,1954,
Comoros,1954,
"Congo, Dem, Rep,",1954,
"Congo, Rep,",1954,
Costa Rica,1954,0.0622
Cote d'Ivoire,1954,
Croatia,1954,
Cuba,1954,0.0251
Cyprus,1954,
Czech Republic,1954,
Denmark,1954,0.0924
Djibouti,1954,
Dominica,1954,
Dominican Republic,1954,0.13
Ecuador,1954,0.0042
Egypt,1954,0.0034
El Salvador,1954,
Equatorial Guinea,1954,
Eritrea,1954,
Estonia,1954,
Eswatini,1954,
Ethiopia,1954,
Fiji,1954,
Finland,1954,0.15
France,1954,0.031
Gabon,1954,
Gambia,1954,
Georgia,1954,
Germany,1954,
Ghana,1954,
Greece,1954,0.005
Grenada,1954,
Guatemala,1954,0.0152
Guinea,1954,
Guinea-Bissau,1954,
Guyana,1954,
Haiti,1954,0.0
Honduras,1954,0.0
Hungary,1954,0.176
Iceland,1954,0.0064
India,1954,0.0776
Indonesia,1954,0.0542
Iran,1954,0.0
Iraq,1954,0.0
Ireland,1954,0.0386
Israel,1954,0.0917
Italy,1954,0.0393
Jamaica,1954,
Japan,1954,0.027
Jordan,1954,0.0
Kazakhstan,1954,
Kenya,1954,
Kiribati,1954,
Kuwait,1954,
Kyrgyz Republic,1954,
Lao,1954,
Latvia,1954,
Lebanon,1954,0.0
Lesotho,1954,
Liberia,1954,
Libya,1954,0.0
Liechtenstein,1954,
Lithuania,1954,
Luxembourg,1954,0.0
Madagascar,1954,
Malawi,1954,
Malaysia,1954,
Maldives,1954,
Mali,1954,
Malta,1954,
Marshall Islands,1954,
Mauritania,1954,
Mauritius,1954,
Mexico,1954,0.0185
"Micronesia, Fed, Sts,",1954,
Moldova,1954,
Monaco,1954,
Mongolia,1954,0.224
Montenegro,1954,
Morocco,1954,
Mozambique,1954,
Myanmar,1954,0.0156
Namibia,1954,
Nauru,1954,
Nepal,1954,0.0943
Netherlands,1954,0.048
New Zealand,1954,0.05
Nicaragua,1954,0.0
Niger,1954,
Nigeria,1954,
North Korea,1954,
North Macedonia,1954,
Norway,1954,0.0517
Oman,1954,
Pakistan,1954,
Palau,1954,
Panama,1954,0.0283
Papua New Guinea,1954,
Paraguay,1954,0.0
Peru,1954,0.0271
Philippines,1954,0.0252
Poland,1954,0.12
Portugal,1954,0.0167
Qatar,1954,
Romania,1954,0.157
Russia,1954,
Rwanda,1954,
Samoa,1954,
San Marino,1954,0.0
Sao Tome and Principe,1954,
Saudi Arabia,1954,
Senegal,1954,
Serbia,1954,
Seychelles,1954,
Sierra Leone,1954,
Singapore,1954,
Slovak Republic,1954,
Slovenia,1954,
Solomon Islands,1954,
Somalia,1954,
South Africa,1954,0.0161
South Korea,1954,0.0049
South Sudan,1954,
Spain,1954,0.0029
Sri Lanka,1954,0.0305
"St, Kitts and Nevis",1954,
"St, Lucia",1954,
"St, Vincent and the Grenadines",1954,
Sudan,1954,0.0
Suriname,1954,
Sweden,1954,0.0774
Switzerland,1954,
Syria,1954,0.0064
Tajikistan,1954,
Tanzania,1954,
Thailand,1954,0.0176
Timor-Leste,1954,
Togo,1954,
Tonga,1954,
Trinidad and Tobago,1954,
Tunisia,1954,
Turkey,1954,0.0075
Turkmenistan,1954,
Tuvalu,1954,
Uganda,1954,
Ukraine,1954,
United Arab Emirates,1954,
United Kingdom,1954,0.0354
United States,1954,0.0278
Uruguay,1954,0.0
Uzbekistan,1954,
Vanuatu,1954,
Venezuela,1954,0.0197
Vietnam,1954,
Yemen,1954,
Zambia,1954,
Zimbabwe,1954,
Afghanistan,1955,
Albania,1955,0.11
Algeria,1955,
Andorra,1955,
Angola,1955,
Antigua and Barbuda,1955,
Argentina,1955,0.214
Armenia,1955,
Australia,1955,0.0272
Austria,1955,0.0222
Azerbaijan,1955,
Bahamas,1955,
Bahrain,1955,
Bangladesh,1955,
Barbados,1955,
Belarus,1955,
Belgium,1955,0.0388
Belize,1955,
Benin,1955,
Bhutan,1955,0.0008
Bolivia,1955,0.0108
Bosnia and Herzegovina,1955,
Botswana,1955,
Brazil,1955,0.0039
Brunei,1955,
Bulgaria,1955,0.159
Burkina Faso,1955,
Burundi,1955,
Cambodia,1955,0.0
Cameroon,1955,
Canada,1955,0.0659
Cape Verde,1955,
Central African Republic,1955,
Chad,1955,
Chile,1955,
China,1955,
Colombia,1955,
Comoros,1955,
"Congo, Dem, Rep,",1955,
"Congo, Rep,",1955,
Costa Rica,1955,0.0578
Cote d'Ivoire,1955,
Croatia,1955,
Cuba,1955,0.0242
Cyprus,1955,
Czech Republic,1955,
Denmark,1955,0.0904
Djibouti,1955,
Dominica,1955,
Dominican Republic,1955,0.0673
Ecuador,1955,0.0063
Egypt,1955,0.0042
El Salvador,1955,
Equatorial Guinea,1955,
Eritrea,1955,
Estonia,1955,
Eswatini,1955,
Ethiopia,1955,
Fiji,1955,
Finland,1955,0.149
France,1955,0.0282
Gabon,1955,
Gambia,1955,
Georgia,1955,
Germany,1955,
Ghana,1955,
Greece,1955,0.0058
Grenada,1955,
Guatemala,1955,0.0
Guinea,1955,
Guinea-Bissau,1955,
Guyana,1955,
Haiti,1955,0.0
Honduras,1955,0.017
Hungary,1955,0.178
Iceland,1955,0.0128
India,1955,0.082
Indonesia,1955,0.0625
Iran,1955,0.0044
Iraq,1955,0.0
Ireland,1955,0.0403
Israel,1955,0.0917
Italy,1955,0.0377
Jamaica,1955,
Japan,1955,0.0171
Jordan,1955,0.0
Kazakhstan,1955,
Kenya,1955,
Kiribati,1955,
Kuwait,1955,
Kyrgyz Republic,1955,
Lao,1955,0.0
Latvia,1955,
Lebanon,1955,0.0
Lesotho,1955,
Liberia,1955,
Libya,1955,0.0
Liechtenstein,1955,
Lithuania,1955,
Luxembourg,1955,0.0
Madagascar,1955,
Malawi,1955,
Malaysia,1955,
Maldives,1955,
Mali,1955,
Malta,1955,
Marshall Islands,1955,
Mauritania,1955,
Mauritius,1955,
Mexico,1955,0.0247
"Micronesia, Fed, Sts,",1955,
Moldova,1955,
Monaco,1955,
Mongolia,1955,0.187
Montenegro,1955,
Morocco,1955,
Mozambique,1955,
Myanmar,1955,0.0159
Namibia,1955,
Nauru,1955,
Nepal,1955,0.0929
Netherlands,1955,0.04
New Zealand,1955,0.05
Nicaragua,1955,0.0
Niger,1955,
Nigeria,1955,
North Korea,1955,
North Macedonia,1955,
Norway,1955,0.0567
Oman,1955,
Pakistan,1955,
Palau,1955,
Panama,1955,0.033
Papua New Guinea,1955,
Paraguay,1955,0.0
Peru,1955,0.0329
Philippines,1955,0.125
Poland,1955,0.093
Portugal,1955,0.0167
Qatar,1955,
Romania,1955,0.159
Russia,1955,
Rwanda,1955,
Samoa,1955,
San Marino,1955,0.0
Sao Tome and Principe,1955,
Saudi Arabia,1955,
Senegal,1955,
Serbia,1955,
Seychelles,1955,
Sierra Leone,1955,
Singapore,1955,
Slovak Republic,1955,
Slovenia,1955,
Solomon Islands,1955,
Somalia,1955,
South Africa,1955,0.0112
South Korea,1955,0.0071
South Sudan,1955,
Spain,1955,0.0028
Sri Lanka,1955,0.0305
"St, Kitts and Nevis",1955,
"St, Lucia",1955,
"St, Vincent and the Grenadines",1955,
Sudan,1955,0.0
Suriname,1955,
Sweden,1955,0.105
Switzerland,1955,
Syria,1955,0.0087
Tajikistan,1955,
Tanzania,1955,
Thailand,1955,0.0147
Timor-Leste,1955,
Togo,1955,
Tonga,1955,
Trinidad and Tobago,1955,
Tunisia,1955,
Turkey,1955,0.0096
Turkmenistan,1955,
Tuvalu,1955,
Uganda,1955,
Ukraine,1955,
United Arab Emirates,1955,
United Kingdom,1955,0.0381
United States,1955,0.0306
Uruguay,1955,0.0
Uzbekistan,1955,
Vanuatu,1955,
Venezuela,1955,0.0188
Vietnam,1955,
Yemen,1955,
Zambia,1955,
Zimbabwe,1955,
Afghanistan,1956,
Albania,1956,0.103
Algeria,1956,
Andorra,1956,
Angola,1956,
Antigua and Barbuda,1956,
Argentina,1956,0.14
Armenia,1956,
Australia,1956,0.0272
Austria,1956,0.0657
Azerbaijan,1956,
Bahamas,1956,
Bahrain,1956,
Bangladesh,1956,
Barbados,1956,
Belarus,1956,
Belgium,1956,0.0388
Belize,1956,
Benin,1956,
Bhutan,1956,0.0012
Bolivia,1956,0.0135
Bosnia and Herzegovina,1956,
Botswana,1956,
Brazil,1956,0.0052
Brunei,1956,
Bulgaria,1956,0.16
Burkina Faso,1956,
Burundi,1956,
Cambodia,1956,0.0031
Cameroon,1956,
Canada,1956,0.0714
Cape Verde,1956,
Central African Republic,1956,
Chad,1956,
Chile,1956,
China,1956,
Colombia,1956,
Comoros,1956,
"Congo, Dem, Rep,",1956,
"Congo, Rep,",1956,
Costa Rica,1956,0.0533
Cote d'Ivoire,1956,
Croatia,1956,
Cuba,1956,0.0234
Cyprus,1956,
Czech Republic,1956,
Denmark,1956,0.0877
Djibouti,1956,
Dominica,1956,
Dominican Republic,1956,0.036
Ecuador,1956,0.0083
Egypt,1956,0.005
El Salvador,1956,
Equatorial Guinea,1956,
Eritrea,1956,
Estonia,1956,
Eswatini,1956,
Ethiopia,1956,
Fiji,1956,
Finland,1956,0.148
France,1956,0.0319
Gabon,1956,
Gambia,1956,
Georgia,1956,
Germany,1956,
Ghana,1956,
Greece,1956,0.0067
Grenada,1956,
Guatemala,1956,0.0
Guinea,1956,
Guinea-Bissau,1956,
Guyana,1956,
Haiti,1956,0.0
Honduras,1956,0.0343
Hungary,1956,0.18
Iceland,1956,0.0192
India,1956,0.0862
Indonesia,1956,0.0623
Iran,1956,0.0085
Iraq,1956,0.0
Ireland,1956,0.0419
Israel,1956,0.0875
Italy,1956,0.0362
Jamaica,1956,
Japan,1956,0.06
Jordan,1956,0.0
Kazakhstan,1956,
Kenya,1956,
Kiribati,1956,
Kuwait,1956,
Kyrgyz Republic,1956,
Lao,1956,0.0
Latvia,1956,
Lebanon,1956,0.0
Lesotho,1956,
Liberia,1956,
Libya,1956,0.0
Liechtenstein,1956,
Lithuania,1956,
Luxembourg,1956,0.0
Madagascar,1956,
Malawi,1956,
Malaysia,1956,
Maldives,1956,
Mali,1956,
Malta,1956,
Marshall Islands,1956,
Mauritania,1956,
Mauritius,1956,
Mexico,1956,0.0329
"Micronesia, Fed, Sts,",1956,
Moldova,1956,
Monaco,1956,
Mongolia,1956,0.144
Montenegro,1956,
Morocco,1956,
Mozambique,1956,
Myanmar,1956,0.0162
Namibia,1956,
Nauru,1956,
Nepal,1956,0.0914
Netherlands,1956,0.0747
New Zealand,1956,0.05
Nicaragua,1956,0.0
Niger,1956,
Nigeria,1956,
North Korea,1956,
North Macedonia,1956,
Norway,1956,0.0617
Oman,1956,
Pakistan,1956,
Palau,1956,
Panama,1956,0.0377
Papua New Guinea,1956,
Paraguay,1956,0.0
Peru,1956,0.0383
Philippines,1956,0.0168
Poland,1956,0.0668
Portugal,1956,0.0167
Qatar,1956,
Romania,1956,0.161
Russia,1956,
Rwanda,1956,
Samoa,1956,
San Marino,1956,0.0
Sao Tome and Principe,1956,
Saudi Arabia,1956,
Senegal,1956,
Serbia,1956,
Seychelles,1956,
Sierra Leone,1956,
Singapore,1956,
Slovak Republic,1956,
Slovenia,1956,
Solomon Islands,1956,
Somalia,1956,
South Africa,1956,0.0117
South Korea,1956,0.0092
South Sudan,1956,
Spain,1956,0.0028
Sri Lanka,1956,0.0305
"St, Kitts and Nevis",1956,
"St, Lucia",1956,
"St, Vincent and the Grenadines",1956,
Sudan,1956,0.0
Suriname,1956,
Sweden,1956,0.126
Switzerland,1956,
Syria,1956,0.0099
Tajikistan,1956,
Tanzania,1956,
Thailand,1956,0.0127
Timor-Leste,1956,
Togo,1956,
Tonga,1956,
Trinidad and Tobago,1956,
Tunisia,1956,
Turkey,1956,0.0115
Turkmenistan,1956,
Tuvalu,1956,
Uganda,1956,
Ukraine,1956,
United Arab Emirates,1956,
United Kingdom,1956,0.0385
United States,1956,0.0333
Uruguay,1956,0.0
Uzbekistan,1956,
Vanuatu,1956,
Venezuela,1956,0.018
Vietnam,1956,
Yemen,1956,
Zambia,1956,
Zimbabwe,1956,
Afghanistan,1957,
Albania,1957,0.0964
Algeria,1957,
Andorra,1957,
Angola,1957,
Antigua and Barbuda,1957,
Argentina,1957,0.0751
Armenia,1957,
Australia,1957,0.0272
Austria,1957,0.125
Azerbaijan,1957,
Bahamas,1957,
Bahrain,1957,
Bangladesh,1957,
Barbados,1957,
Belarus,1957,
Belgium,1957,0.0388
Belize,1957,
Benin,1957,
Bhutan,1957,0.0016
Bolivia,1957,0.0077
Bosnia and Herzegovina,1957,
Botswana,1957,
Brazil,1957,0.0064
Brunei,1957,
Bulgaria,1957,0.161
Burkina Faso,1957,
Burundi,1957,
Cambodia,1957,0.0067
Cameroon,1957,
Canada,1957,0.0195
Cape Verde,1957,
Central African Republic,1957,
Chad,1957,
Chile,1957,
China,1957,
Colombia,1957,
Comoros,1957,
"Congo, Dem, Rep,",1957,
"Congo, Rep,",1957,
Costa Rica,1957,0.0489
Cote d'Ivoire,1957,
Croatia,1957,
Cuba,1957,0.0227
Cyprus,1957,
Czech Republic,1957,
Denmark,1957,0.0838
Djibouti,1957,
Dominica,1957,
Dominican Republic,1957,0.0172
Ecuador,1957,0.0104
Egypt,1957,0.0057
El Salvador,1957,
Equatorial Guinea,1957,
Eritrea,1957,
Estonia,1957,
Eswatini,1957,
Ethiopia,1957,0.0082
Fiji,1957,
Finland,1957,0.146
France,1957,0.0227
Gabon,1957,
Gambia,1957,
Georgia,1957,
Germany,1957,
Ghana,1957,
Greece,1957,0.01
Grenada,1957,
Guatemala,1957,0.0
Guinea,1957,
Guinea-Bissau,1957,
Guyana,1957,
Haiti,1957,0.0
Honduras,1957,0.0517
Hungary,1957,0.182
Iceland,1957,0.0278
India,1957,0.0548
Indonesia,1957,0.0621
Iran,1957,0.0123
Iraq,1957,0.0
Ireland,1957,0.0435
Israel,1957,0.0833
Italy,1957,0.0347
Jamaica,1957,
Japan,1957,0.0363
Jordan,1957,0.0
Kazakhstan,1957,
Kenya,1957,
Kiribati,1957,
Kuwait,1957,
Kyrgyz Republic,1957,
Lao,1957,0.0
Latvia,1957,
Lebanon,1957,0.0
Lesotho,1957,
Liberia,1957,
Libya,1957,0.0
Liechtenstein,1957,
Lithuania,1957,
Luxembourg,1957,0.0
Madagascar,1957,
Malawi,1957,
Malaysia,1957,
Maldives,1957,
Mali,1957,
Malta,1957,
Marshall Islands,1957,
Mauritania,1957,
Mauritius,1957,
Mexico,1957,0.0412
"Micronesia, Fed, Sts,",1957,
Moldova,1957,
Monaco,1957,
Mongolia,1957,0.0944
Montenegro,1957,
Morocco,1957,
Mozambique,1957,
Myanmar,1957,0.0165
Namibia,1957,
Nauru,1957,
Nepal,1957,0.0897
Netherlands,1957,0.0778
New Zealand,1957,0.05
Nicaragua,1957,0.0
Niger,1957,
Nigeria,1957,
North Korea,1957,0.13
North Macedonia,1957,
Norway,1957,0.0667
Oman,1957,
Pakistan,1957,
Palau,1957,
Panama,1957,0.0377
Papua New Guinea,1957,
Paraguay,1957,0.0
Peru,1957,0.0378
Philippines,1957,0.009
Poland,1957,0.0414
Portugal,1957,0.0167
Qatar,1957,
Romania,1957,0.163
Russia,1957,
Rwanda,1957,
Samoa,1957,
San Marino,1957,0.0
Sao Tome and Principe,1957,
Saudi Arabia,1957,
Senegal,1957,
Serbia,1957,
Seychelles,1957,
Sierra Leone,1957,
Singapore,1957,
Slovak Republic,1957,
Slovenia,1957,
Solomon Islands,1957,
Somalia,1957,
South Africa,1957,0.012
South Korea,1957,0.0111
South Sudan,1957,
Spain,1957,0.0029
Sri Lanka,1957,0.0293
"St, Kitts and Nevis",1957,
"St, Lucia",1957,
"St, Vincent and the Grenadines",1957,
Sudan,1957,0.0
Suriname,1957,
Sweden,1957,0.0662
Switzerland,1957,
Syria,1957,0.0106
Tajikistan,1957,
Tanzania,1957,
Thailand,1957,0.0113
Timor-Leste,1957,
Togo,1957,
Tonga,1957,
Trinidad and Tobago,1957,
Tunisia,1957,
Turkey,1957,0.0133
Turkmenistan,1957,
Tuvalu,1957,
Uganda,1957,
Ukraine,1957,
United Arab Emirates,1957,
United Kingdom,1957,0.0389
United States,1957,0.0315
Uruguay,1957,0.0
Uzbekistan,1957,
Vanuatu,1957,
Venezuela,1957,0.0171
Vietnam,1957,
Yemen,1957,
Zambia,1957,
Zimbabwe,1957,
Afghanistan,1958,
Albania,1958,0.0909
Algeria,1958,
Andorra,1958,
Angola,1958,
Antigua and Barbuda,1958,
Argentina,1958,0.0177
Armenia,1958,
Australia,1958,0.0272
Austria,1958,0.125
Azerbaijan,1958,
Bahamas,1958,
Bahrain,1958,
Bangladesh,1958,
Barbados,1958,
Belarus,1958,
Belgium,1958,0.0388
Belize,1958,
Benin,1958,
Bhutan,1958,0.002
Bolivia,1958,0.0
Bosnia and Herzegovina,1958,
Botswana,1958,
Brazil,1958,0.0077
Brunei,1958,
Bulgaria,1958,0.171
Burkina Faso,1958,
Burundi,1958,
Cambodia,1958,0.0112
Cameroon,1958,
Canada,1958,0.0279
Cape Verde,1958,
Central African Republic,1958,
Chad,1958,
Chile,1958,
China,1958,
Colombia,1958,
Comoros,1958,
"Congo, Dem, Rep,",1958,
"Congo, Rep,",1958,
Costa Rica,1958,0.0444
Cote d'Ivoire,1958,
Croatia,1958,
Cuba,1958,0.022
Cyprus,1958,
Czech Republic,1958,
Denmark,1958,0.0875
