Date,Year,Start of Year,End of Year,Month,Start of Month,End of Month,Days in Month,Day,Day Name,Day of Week,Day of Year,Month Name,Quarter,Start of Quarter,End of Quarter,Week of Year,Week of Month,Start of Week,End of Week,Fiscal Year,Fiscal Quarter,Fiscal Month,Day Offset,Month Offset,Year Offset,Quarter Offset
2021-07-10 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,7,2021-07-01 00:00:00.000,2021-07-31 00:00:00.000,31,10,"Saturday",6,191,"July",3,2021-07-01 00:00:00.000,2021-09-30 00:00:00.000,28,2,2021-07-05 00:00:00.000,2021-07-11 00:00:00.000,2021,3,7,166,6,0,2
2021-07-11 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,7,2021-07-01 00:00:00.000,2021-07-31 00:00:00.000,31,11,"Sunday",0,192,"July",3,2021-07-01 00:00:00.000,2021-09-30 00:00:00.000,28,2,2021-07-05 00:00:00.000,2021-07-11 00:00:00.000,2021,3,7,167,6,0,2
2021-08-02 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,8,2021-08-01 00:00:00.000,2021-08-31 00:00:00.000,31,2,"Monday",1,214,"August",3,2021-07-01 00:00:00.000,2021-09-30 00:00:00.000,32,2,2021-08-02 00:00:00.000,2021-08-08 00:00:00.000,2021,3,8,189,7,0,2
2021-08-03 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,8,2021-08-01 00:00:00.000,2021-08-31 00:00:00.000,31,3,"Tuesday",2,215,"August",3,2021-07-01 00:00:00.000,2021-09-30 00:00:00.000,32,2,2021-08-02 00:00:00.000,2021-08-08 00:00:00.000,2021,3,8,190,7,0,2
2021-08-04 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,8,2021-08-01 00:00:00.000,2021-08-31 00:00:00.000,31,4,"Wednesday",3,216,"August",3,2021-07-01 00:00:00.000,2021-09-30 00:00:00.000,32,2,2021-08-02 00:00:00.000,2021-08-08 00:00:00.000,2021,3,8,191,7,0,2
2021-08-05 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,8,2021-08-01 00:00:00.000,2021-08-31 00:00:00.000,31,5,"Thursday",4,217,"August",3,2021-07-01 00:00:00.000,2021-09-30 00:00:00.000,32,2,2021-08-02 00:00:00.000,2021-08-08 00:00:00.000,2021,3,8,192,7,0,2
2021-08-06 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,8,2021-08-01 00:00:00.000,2021-08-31 00:00:00.000,31,6,"Friday",5,218,"August",3,2021-07-01 00:00:00.000,2021-09-30 00:00:00.000,32,2,2021-08-02 00:00:00.000,2021-08-08 00:00:00.000,2021,3,8,193,7,0,2
2021-08-07 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,8,2021-08-01 00:00:00.000,2021-08-31 00:00:00.000,31,7,"Saturday",6,219,"August",3,2021-07-01 00:00:00.000,2021-09-30 00:00:00.000,32,2,2021-08-02 00:00:00.000,2021-08-08 00:00:00.000,2021,3,8,194,7,0,2
2021-08-08 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,8,2021-08-01 00:00:00.000,2021-08-31 00:00:00.000,31,8,"Sunday",0,220,"August",3,2021-07-01 00:00:00.000,2021-09-30 00:00:00.000,32,2,2021-08-02 00:00:00.000,2021-08-08 00:00:00.000,2021,3,8,195,7,0,2
2021-10-04 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,10,2021-10-01 00:00:00.000,2021-10-31 00:00:00.000,31,4,"Monday",1,277,"October",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,41,2,2021-10-04 00:00:00.000,2021-10-10 00:00:00.000,2021,4,10,252,9,0,3
2021-10-05 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,10,2021-10-01 00:00:00.000,2021-10-31 00:00:00.000,31,5,"Tuesday",2,278,"October",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,41,2,2021-10-04 00:00:00.000,2021-10-10 00:00:00.000,2021,4,10,253,9,0,3
2021-10-06 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,10,2021-10-01 00:00:00.000,2021-10-31 00:00:00.000,31,6,"Wednesday",3,279,"October",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,41,2,2021-10-04 00:00:00.000,2021-10-10 00:00:00.000,2021,4,10,254,9,0,3
2021-10-07 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,10,2021-10-01 00:00:00.000,2021-10-31 00:00:00.000,31,7,"Thursday",4,280,"October",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,41,2,2021-10-04 00:00:00.000,2021-10-10 00:00:00.000,2021,4,10,255,9,0,3
2021-10-08 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,10,2021-10-01 00:00:00.000,2021-10-31 00:00:00.000,31,8,"Friday",5,281,"October",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,41,2,2021-10-04 00:00:00.000,2021-10-10 00:00:00.000,2021,4,10,256,9,0,3
2021-10-09 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,10,2021-10-01 00:00:00.000,2021-10-31 00:00:00.000,31,9,"Saturday",6,282,"October",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,41,2,2021-10-04 00:00:00.000,2021-10-10 00:00:00.000,2021,4,10,257,9,0,3
2021-10-10 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,10,2021-10-01 00:00:00.000,2021-10-31 00:00:00.000,31,10,"Sunday",0,283,"October",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,41,2,2021-10-04 00:00:00.000,2021-10-10 00:00:00.000,2021,4,10,258,9,0,3
2021-12-06 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,12,2021-12-01 00:00:00.000,2021-12-31 00:00:00.000,31,6,"Monday",1,340,"December",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,50,2,2021-12-06 00:00:00.000,2021-12-12 00:00:00.000,2021,4,12,315,11,0,3
2021-12-07 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,12,2021-12-01 00:00:00.000,2021-12-31 00:00:00.000,31,7,"Tuesday",2,341,"December",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,50,2,2021-12-06 00:00:00.000,2021-12-12 00:00:00.000,2021,4,12,316,11,0,3
2021-12-08 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,12,2021-12-01 00:00:00.000,2021-12-31 00:00:00.000,31,8,"Wednesday",3,342,"December",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,50,2,2021-12-06 00:00:00.000,2021-12-12 00:00:00.000,2021,4,12,317,11,0,3
2021-12-09 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,12,2021-12-01 00:00:00.000,2021-12-31 00:00:00.000,31,9,"Thursday",4,343,"December",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,50,2,2021-12-06 00:00:00.000,2021-12-12 00:00:00.000,2021,4,12,318,11,0,3
2021-12-10 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,12,2021-12-01 00:00:00.000,2021-12-31 00:00:00.000,31,10,"Friday",5,344,"December",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,50,2,2021-12-06 00:00:00.000,2021-12-12 00:00:00.000,2021,4,12,319,11,0,3
2021-12-11 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,12,2021-12-01 00:00:00.000,2021-12-31 00:00:00.000,31,11,"Saturday",6,345,"December",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,50,2,2021-12-06 00:00:00.000,2021-12-12 00:00:00.000,2021,4,12,320,11,0,3
2021-12-12 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,12,2021-12-01 00:00:00.000,2021-12-31 00:00:00.000,31,12,"Sunday",0,346,"December",4,2021-10-01 00:00:00.000,2021-12-31 00:00:00.000,50,2,2021-12-06 00:00:00.000,2021-12-12 00:00:00.000,2021,4,12,321,11,0,3
2022-01-03 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,1,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,31,3,"Monday",1,3,"January",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,2,2,2022-01-03 00:00:00.000,2022-01-09 00:00:00.000,2022,1,1,343,12,1,4
2022-01-04 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,1,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,31,4,"Tuesday",2,4,"January",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,2,2,2022-01-03 00:00:00.000,2022-01-09 00:00:00.000,2022,1,1,344,12,1,4
2022-01-05 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,1,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,31,5,"Wednesday",3,5,"January",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,2,2,2022-01-03 00:00:00.000,2022-01-09 00:00:00.000,2022,1,1,345,12,1,4
2022-01-06 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,1,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,31,6,"Thursday",4,6,"January",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,2,2,2022-01-03 00:00:00.000,2022-01-09 00:00:00.000,2022,1,1,346,12,1,4
2022-01-07 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,1,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,31,7,"Friday",5,7,"January",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,2,2,2022-01-03 00:00:00.000,2022-01-09 00:00:00.000,2022,1,1,347,12,1,4
2022-01-08 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,1,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,31,8,"Saturday",6,8,"January",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,2,2,2022-01-03 00:00:00.000,2022-01-09 00:00:00.000,2022,1,1,348,12,1,4
2022-01-09 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,1,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,31,9,"Sunday",0,9,"January",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,2,2,2022-01-03 00:00:00.000,2022-01-09 00:00:00.000,2022,1,1,349,12,1,4
2022-03-07 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,3,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,31,7,"Monday",1,66,"March",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,11,2,2022-03-07 00:00:00.000,2022-03-13 00:00:00.000,2022,1,3,406,14,1,4
2022-03-08 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,3,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,31,8,"Tuesday",2,67,"March",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,11,2,2022-03-07 00:00:00.000,2022-03-13 00:00:00.000,2022,1,3,407,14,1,4
2022-03-09 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,3,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,31,9,"Wednesday",3,68,"March",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,11,2,2022-03-07 00:00:00.000,2022-03-13 00:00:00.000,2022,1,3,408,14,1,4
2022-03-10 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,3,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,31,10,"Thursday",4,69,"March",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,11,2,2022-03-07 00:00:00.000,2022-03-13 00:00:00.000,2022,1,3,409,14,1,4
2022-03-11 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,3,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,31,11,"Friday",5,70,"March",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,11,2,2022-03-07 00:00:00.000,2022-03-13 00:00:00.000,2022,1,3,410,14,1,4
2022-03-12 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,3,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,31,12,"Saturday",6,71,"March",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,11,2,2022-03-07 00:00:00.000,2022-03-13 00:00:00.000,2022,1,3,411,14,1,4
2022-03-13 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,3,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,31,13,"Sunday",0,72,"March",1,2022-01-01 00:00:00.000,2022-03-31 00:00:00.000,11,2,2022-03-07 00:00:00.000,2022-03-13 00:00:00.000,2022,1,3,412,14,1,4
2022-05-02 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,5,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,31,2,"Monday",1,122,"May",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,19,2,2022-05-02 00:00:00.000,2022-05-08 00:00:00.000,2022,2,5,462,16,1,5
2022-05-03 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,5,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,31,3,"Tuesday",2,123,"May",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,19,2,2022-05-02 00:00:00.000,2022-05-08 00:00:00.000,2022,2,5,463,16,1,5
2022-05-04 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,5,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,31,4,"Wednesday",3,124,"May",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,19,2,2022-05-02 00:00:00.000,2022-05-08 00:00:00.000,2022,2,5,464,16,1,5
2022-05-05 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,5,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,31,5,"Thursday",4,125,"May",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,19,2,2022-05-02 00:00:00.000,2022-05-08 00:00:00.000,2022,2,5,465,16,1,5
2022-05-06 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,5,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,31,6,"Friday",5,126,"May",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,19,2,2022-05-02 00:00:00.000,2022-05-08 00:00:00.000,2022,2,5,466,16,1,5
2022-05-07 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,5,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,31,7,"Saturday",6,127,"May",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,19,2,2022-05-02 00:00:00.000,2022-05-08 00:00:00.000,2022,2,5,467,16,1,5
2022-05-08 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,5,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,31,8,"Sunday",0,128,"May",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,19,2,2022-05-02 00:00:00.000,2022-05-08 00:00:00.000,2022,2,5,468,16,1,5
2022-07-04 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,7,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,31,4,"Monday",1,185,"July",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,28,2,2022-07-04 00:00:00.000,2022-07-10 00:00:00.000,2022,3,7,525,18,1,6
2022-07-05 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,7,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,31,5,"Tuesday",2,186,"July",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,28,2,2022-07-04 00:00:00.000,2022-07-10 00:00:00.000,2022,3,7,526,18,1,6
2022-07-06 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,7,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,31,6,"Wednesday",3,187,"July",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,28,2,2022-07-04 00:00:00.000,2022-07-10 00:00:00.000,2022,3,7,527,18,1,6
2022-07-07 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,7,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,31,7,"Thursday",4,188,"July",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,28,2,2022-07-04 00:00:00.000,2022-07-10 00:00:00.000,2022,3,7,528,18,1,6
2022-07-08 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,7,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,31,8,"Friday",5,189,"July",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,28,2,2022-07-04 00:00:00.000,2022-07-10 00:00:00.000,2022,3,7,529,18,1,6
2022-07-09 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,7,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,31,9,"Saturday",6,190,"July",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,28,2,2022-07-04 00:00:00.000,2022-07-10 00:00:00.000,2022,3,7,530,18,1,6
2022-07-10 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,7,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,31,10,"Sunday",0,191,"July",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,28,2,2022-07-04 00:00:00.000,2022-07-10 00:00:00.000,2022,3,7,531,18,1,6
2022-08-08 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,8,2022-08-01 00:00:00.000,2022-08-31 00:00:00.000,31,8,"Monday",1,220,"August",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,33,2,2022-08-08 00:00:00.000,2022-08-14 00:00:00.000,2022,3,8,560,19,1,6
2022-08-09 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,8,2022-08-01 00:00:00.000,2022-08-31 00:00:00.000,31,9,"Tuesday",2,221,"August",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,33,2,2022-08-08 00:00:00.000,2022-08-14 00:00:00.000,2022,3,8,561,19,1,6
2022-08-10 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,8,2022-08-01 00:00:00.000,2022-08-31 00:00:00.000,31,10,"Wednesday",3,222,"August",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,33,2,2022-08-08 00:00:00.000,2022-08-14 00:00:00.000,2022,3,8,562,19,1,6
2022-08-11 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,8,2022-08-01 00:00:00.000,2022-08-31 00:00:00.000,31,11,"Thursday",4,223,"August",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,33,2,2022-08-08 00:00:00.000,2022-08-14 00:00:00.000,2022,3,8,563,19,1,6
2022-08-12 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,8,2022-08-01 00:00:00.000,2022-08-31 00:00:00.000,31,12,"Friday",5,224,"August",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,33,2,2022-08-08 00:00:00.000,2022-08-14 00:00:00.000,2022,3,8,564,19,1,6
2022-08-13 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,8,2022-08-01 00:00:00.000,2022-08-31 00:00:00.000,31,13,"Saturday",6,225,"August",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,33,2,2022-08-08 00:00:00.000,2022-08-14 00:00:00.000,2022,3,8,565,19,1,6
2022-08-14 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,8,2022-08-01 00:00:00.000,2022-08-31 00:00:00.000,31,14,"Sunday",0,226,"August",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,33,2,2022-08-08 00:00:00.000,2022-08-14 00:00:00.000,2022,3,8,566,19,1,6
2022-10-03 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,3,"Monday",1,276,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,41,2,2022-10-03 00:00:00.000,2022-10-09 00:00:00.000,2022,4,10,616,21,1,7
2022-10-04 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,4,"Tuesday",2,277,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,41,2,2022-10-03 00:00:00.000,2022-10-09 00:00:00.000,2022,4,10,617,21,1,7
2022-10-05 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,5,"Wednesday",3,278,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,41,2,2022-10-03 00:00:00.000,2022-10-09 00:00:00.000,2022,4,10,618,21,1,7
2022-10-06 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,6,"Thursday",4,279,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,41,2,2022-10-03 00:00:00.000,2022-10-09 00:00:00.000,2022,4,10,619,21,1,7
2022-10-07 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,7,"Friday",5,280,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,41,2,2022-10-03 00:00:00.000,2022-10-09 00:00:00.000,2022,4,10,620,21,1,7
2022-10-08 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,8,"Saturday",6,281,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,41,2,2022-10-03 00:00:00.000,2022-10-09 00:00:00.000,2022,4,10,621,21,1,7
2022-10-09 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,10,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,31,9,"Sunday",0,282,"October",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,41,2,2022-10-03 00:00:00.000,2022-10-09 00:00:00.000,2022,4,10,622,21,1,7
2022-12-05 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,12,2022-12-01 00:00:00.000,2022-12-31 00:00:00.000,31,5,"Monday",1,339,"December",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,50,2,2022-12-05 00:00:00.000,2022-12-11 00:00:00.000,2022,4,12,679,23,1,7
2022-12-06 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,12,2022-12-01 00:00:00.000,2022-12-31 00:00:00.000,31,6,"Tuesday",2,340,"December",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,50,2,2022-12-05 00:00:00.000,2022-12-11 00:00:00.000,2022,4,12,680,23,1,7
2022-12-07 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,12,2022-12-01 00:00:00.000,2022-12-31 00:00:00.000,31,7,"Wednesday",3,341,"December",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,50,2,2022-12-05 00:00:00.000,2022-12-11 00:00:00.000,2022,4,12,681,23,1,7
2022-12-08 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,12,2022-12-01 00:00:00.000,2022-12-31 00:00:00.000,31,8,"Thursday",4,342,"December",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,50,2,2022-12-05 00:00:00.000,2022-12-11 00:00:00.000,2022,4,12,682,23,1,7
2022-12-09 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,12,2022-12-01 00:00:00.000,2022-12-31 00:00:00.000,31,9,"Friday",5,343,"December",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,50,2,2022-12-05 00:00:00.000,2022-12-11 00:00:00.000,2022,4,12,683,23,1,7
2022-12-10 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,12,2022-12-01 00:00:00.000,2022-12-31 00:00:00.000,31,10,"Saturday",6,344,"December",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,50,2,2022-12-05 00:00:00.000,2022-12-11 00:00:00.000,2022,4,12,684,23,1,7
2022-12-11 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,12,2022-12-01 00:00:00.000,2022-12-31 00:00:00.000,31,11,"Sunday",0,345,"December",4,2022-10-01 00:00:00.000,2022-12-31 00:00:00.000,50,2,2022-12-05 00:00:00.000,2022-12-11 00:00:00.000,2022,4,12,685,23,1,7
2020-01-13 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,31,13,"Monday",1,13,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,3,3,2020-01-13 00:00:00.000,2020-01-19 00:00:00.000,2020,1,1,-378,-12,-1,-4
2020-01-14 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,31,14,"Tuesday",2,14,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,3,3,2020-01-13 00:00:00.000,2020-01-19 00:00:00.000,2020,1,1,-377,-12,-1,-4
2020-01-15 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,31,15,"Wednesday",3,15,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,3,3,2020-01-13 00:00:00.000,2020-01-19 00:00:00.000,2020,1,1,-376,-12,-1,-4
2020-01-16 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,31,16,"Thursday",4,16,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,3,3,2020-01-13 00:00:00.000,2020-01-19 00:00:00.000,2020,1,1,-375,-12,-1,-4
2020-01-17 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,31,17,"Friday",5,17,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,3,3,2020-01-13 00:00:00.000,2020-01-19 00:00:00.000,2020,1,1,-374,-12,-1,-4
